League,Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,2025,3yr Avg,Proj
TRUFFLE,QB,NN,Tyler Shough,NO,@DET,Sun  1:00pm ET,8,50.5,19,22,56%,14%,5,2,169.26,161.88,276.82
TRUFFLE,WR,NN,Chris Bell,MIA,@LV,Sun  4:25pm ET,6,40.5,---,20,13%,1%,5,3,0.00,0.00,83.21
TRUFFLE,WR,NN,Ryan Flournoy,DAL,@NYG,Sun  8:20pm ET,14,48.5,---,23,7%,1%,1,2,105.00,58.10,54.69
TRUFFLE,WR,NN,Michael Wilson,ARI,@LAC,Sun  4:25pm ET,14,47.5,39,3,84%,36%,1,1,193.60,138.00,122.78
TRUFFLE,TE,NN,Elijah Arroyo,SEA,NE,Wed  8:20pm ET,11,44.5,---,17,3%,1%,1,2,28.90,25.70,16.62
TRUFFLE,RB,NN,JK Dobbins,DEN,@KC,Mon  8:15pm ET,10,43,33,6,72%,21%,2,1,142.20,115.90,160.11
TRUFFLE,RB,NN,Kyle Monangai,CHI,@CAR,Sun  1:00pm ET,10,47.5,36,23,84%,14%,1,1,175.70,174.50,133.41
TRUFFLE,WR,NN,Xavier Worthy,KC,DEN,Mon  8:15pm ET,5,43,50,2,69%,11%,15,1,93.90,136.60,106.71
TRUFFLE,RB,NN,Brian Robinson,ATL,@PIT,Sun  1:00pm ET,11,42.5,53,9,40%,1%,1,2,75.60,158.20,79.00
TRUFFLE,WR,NN,Chris Brazzell,CAR,CHI,Sun  1:00pm ET,5,47.5,---,31,2%,1%,3,3,0.00,0.00,0.00
TRUFFLE,QB,VD,Joe Burrow,CIN,TB,Sun  1:00pm ET,6,50.5,4,29,97%,86%,105,2,139.46,224.02,298.32
TRUFFLE,RB,VD,Bucky Irving,TB,@CIN,Sun  1:00pm ET,10,50.5,20,31,97%,86%,3,1,146.50,202.40,193.19
TRUFFLE,RB,VD,Bijan Robinson,ATL,@PIT,Sun  1:00pm ET,11,42.5,2,9,100%,99%,70,2,388.80,342.00,283.22
TRUFFLE,WR,VD,Marvin Harrison,ARI,@LAC,Sun  4:25pm ET,14,47.5,32,3,89%,38%,45,1,116.80,144.60,137.41
TRUFFLE,WR,VD,Rome Odunze,CHI,@CAR,Sun  1:00pm ET,10,47.5,29,12,89%,44%,20,1,139.10,131.50,141.65
TRUFFLE,TE,VD,Kyle Pitts,ATL,@PIT,Sun  1:00pm ET,11,42.5,7,26,93%,73%,17,2,173.80,133.10,117.77
TRUFFLE,RB,VD,Omarion Hampton,LAC,ARI,Sun  4:25pm ET,7,47.5,10,30,99%,85%,45,2,141.70,134.30,187.36
TRUFFLE,WR,VD,Ladd McConkey,LAC,ARI,Sun  4:25pm ET,7,47.5,18,17,94%,76%,5,1,149.90,176.00,144.22
TRUFFLE,QB,VD,Kyler Murray,MIN,GB,Sun  4:25pm ET,6,45.5,17,10,59%,11%,83,1,87.78,181.92,275.83
TRUFFLE,DST,VD,Packers,GB,@MIN,Sun  4:25pm ET,11,45.5,13,31,49%,29%,4,1,102.00,132.00,130.10
TRUFFLE,QB,VD,Drew Allar,PIT,ATL,Sun  1:00pm ET,9,42.5,---,18,3%,1%,3,3,0.00,0.00,0.00
TRUFFLE,QB,VD,Cade Klubnik,NYJ,@TEN,Sun  1:00pm ET,13,39,---,28,2%,1%,3,3,0.00,0.00,12.48
TRUFFLE,QB,VD,Aaron Rodgers,PIT,ATL,Sun  1:00pm ET,9,42.5,27,18,26%,5%,12,2,231.08,156.36,205.61
TRUFFLE,RB,VD,Eli Heidenreich,PIT,ATL,Sun  1:00pm ET,9,42.5,---,16,2%,1%,3,3,0.00,0.00,20.91
TRUFFLE,WR,VD,Jordan Addison,MIN,GB,Sun  4:25pm ET,6,45.5,36,21,80%,19%,21,2,121.10,165.70,123.19
TRUFFLE,TE,VD,Juwan Johnson,NO,@DET,Sun  1:00pm ET,8,50.5,15,19,65%,25%,1,1,143.90,105.20,106.81
TRUFFLE,WR,VD,Jaylin Noel,HOU,BUF,Sun  1:00pm ET,8,44.5,---,13,6%,1%,3,2,55.90,57.20,71.61
TRUFFLE,RB,VD,Keaton Mitchell,LAC,ARI,Sun  4:25pm ET,7,47.5,54,30,31%,2%,1,1,64.40,45.40,63.80
TRUFFLE,WR,VD,Jordyn Tyson,NO,@DET,Sun  1:00pm ET,8,50.5,56,30,34%,1%,40,3,0.00,0.00,73.48
TRUFFLE,QB,WLW,Dak Prescott,DAL,@NYG,Sun  8:20pm ET,14,48.5,7,25,96%,84%,77,3,329.58,271.40,310.78
TRUFFLE,RB,WLW,Chase Brown,CIN,TB,Sun  1:00pm ET,6,50.5,6,12,100%,98%,30,2,284.40,194.70,228.35
TRUFFLE,RB,WLW,Rico Dowdle,PIT,ATL,Sun  1:00pm ET,9,42.5,29,16,93%,44%,41,2,242.50,184.60,153.14
TRUFFLE,WR,WLW,Nico Collins,HOU,BUF,Sun  1:00pm ET,8,44.5,7,13,96%,92%,79,1,204.20,207.50,185.65
TRUFFLE,WR,WLW,CeeDee Lamb,DAL,@NYG,Sun  8:20pm ET,14,48.5,5,23,96%,93%,90,1,168.90,248.80,173.09
TRUFFLE,TE,WLW,Sam LaPorta,DET,NO,Sun  1:00pm ET,6,50.5,4,15,79%,49%,10,2,89.90,151.10,126.29
TRUFFLE,WR,WLW,De'Zhaun Stribling,SF,@LAR,Thu  8:35pm ET,8,48.5,48,24,52%,5%,5,3,0.00,0.00,114.44
TRUFFLE,WR,WLW,Parker Washington,JAC,CLE,Sun  1:00pm ET,7,40.5,28,5,78%,34%,15,1,153.70,81.20,137.31
TRUFFLE,QB,WLW,CJ Stroud,HOU,BUF,Sun  1:00pm ET,8,44.5,23,9,56%,15%,70,2,225.54,246.28,269.03
TRUFFLE,DST,WLW,Lions,DET,NO,Sun  1:00pm ET,6,50.5,17,24,62%,42%,4,2,121.00,128.00,154.10
TRUFFLE,QB,WLW,Deshaun Watson,CLE,@JAC,Sun  1:00pm ET,11,40.5,---,19,7%,1%,7,2,0.00,56.42,180.08
TRUFFLE,RB,WLW,Demond Claiborne,MIN,GB,Sun  4:25pm ET,6,45.5,---,18,6%,1%,3,3,0.00,0.00,22.41
TRUFFLE,RB,WLW,Chuba Hubbard,CAR,CHI,Sun  1:00pm ET,5,47.5,38,19,83%,15%,11,2,138.40,202.20,136.19
TRUFFLE,RB,WLW,Chris Rodriguez,JAC,CLE,Sun  1:00pm ET,7,40.5,40,14,63%,6%,19,1,122.00,66.40,118.30
TRUFFLE,WR,WLW,Omar Cooper,NYJ,@TEN,Sun  1:00pm ET,13,39,---,29,11%,1%,15,3,0.00,0.00,76.41
TRUFFLE,WR,WLW,Travis Hunter,JAC,CLE,Sun  1:00pm ET,7,40.5,---,5,19%,1%,10,2,47.80,44.10,42.55
TRUFFLE,WR,WLW,Jakobi Meyers,JAC,CLE,Sun  1:00pm ET,7,40.5,52,5,74%,25%,4,2,144.80,180.12,112.35
TRUFFLE,WR,WLW,Tre Tucker,LV,MIA,Sun  4:25pm ET,13,40.5,55,14,47%,7%,1,1,137.70,101.60,96.24
TRUFFLE,TE,WLW,Brenton Strange,JAC,CLE,Sun  1:00pm ET,7,40.5,20,16,62%,21%,5,1,100.00,59.60,110.06
KERFUFFLE,QB,ABT,Caleb Williams,CHI,@CAR,Sun  1:00pm ET,10,47.5,10,7,94%,65%,50,1,346.58,318.40,303.71
KERFUFFLE,RB,ABT,Saquon Barkley,PHI,WAS,Sun  4:25pm ET,10,45.5,11,29,98%,95%,132,1,254.50,308.70,218.66
KERFUFFLE,RB,ABT,Chase Brown,CIN,TB,Sun  1:00pm ET,6,50.5,6,12,100%,98%,7,1,284.40,194.70,228.35
KERFUFFLE,WR,ABT,Puka Nacua,LAR,SF,Thu  8:35pm ET,11,48.5,2,16,99%,98%,85,2,331.00,256.90,244.88
KERFUFFLE,WR,ABT,Chris Olave,NO,@DET,Sun  1:00pm ET,8,50.5,11,30,97%,89%,42,2,221.30,161.30,182.71
KERFUFFLE,TE,ABT,Colston Loveland,CHI,@CAR,Sun  1:00pm ET,10,47.5,3,24,93%,79%,10,2,142.30,141.40,150.24
KERFUFFLE,WR,ABT,DJ Moore,BUF,@HOU,Sun  1:00pm ET,7,44.5,21,7,91%,65%,44,1,157.58,204.82,140.05
KERFUFFLE,WR,ABT,Parker Washington,JAC,CLE,Sun  1:00pm ET,7,40.5,28,5,78%,34%,3,1,153.70,81.20,137.31
KERFUFFLE,QB,ABT,Malik Willis,MIA,@LV,Sun  4:25pm ET,6,40.5,20,14,35%,6%,15,1,60.18,34.04,283.92
KERFUFFLE,DST,ABT,Rams,LAR,SF,Thu  8:35pm ET,11,48.5,1,16,91%,78%,1,1,150.00,104.00,157.20
KERFUFFLE,QB,ABT,Aaron Rodgers,PIT,ATL,Sun  1:00pm ET,9,42.5,27,18,26%,5%,10,2,231.08,156.36,205.61
KERFUFFLE,RB,ABT,Jonah Coleman,DEN,@KC,Mon  8:15pm ET,10,43,44,6,33%,1%,10,3,0.00,0.00,22.41
KERFUFFLE,WR,ABT,KC Concepcion,CLE,@JAC,Sun  1:00pm ET,11,40.5,44,15,52%,6%,15,3,0.00,0.00,106.73
KERFUFFLE,WR,ABT,Tre Tucker,LV,MIA,Sun  4:25pm ET,13,40.5,55,14,47%,7%,1,1,137.70,101.60,96.24
KERFUFFLE,WR,ABT,Jameson Williams,DET,NO,Sun  1:00pm ET,6,50.5,26,10,93%,77%,37,3,204.70,157.20,160.72
KERFUFFLE,TE,ABT,Eli Stowers,PHI,WAS,Sun  4:25pm ET,10,45.5,---,30,6%,1%,5,3,0.00,0.00,42.37
KERFUFFLE,RB,ABT,Tyler Allgeier,ARI,@LAC,Sun  4:25pm ET,14,47.5,48,8,57%,5%,1,1,148.60,146.30,81.40
KERFUFFLE,WR,ABT,Josh Downs,IND,BAL,Sun  1:00pm ET,13,47.5,42,25,62%,9%,1,2,114.90,132.70,107.18
KERFUFFLE,RB,ABT,Keaton Mitchell,LAC,ARI,Sun  4:25pm ET,7,47.5,54,30,31%,2%,1,2,64.40,45.40,63.80
KERFUFFLE,WR,ABT,Elijah Sarratt,BAL,@IND,Sun  1:00pm ET,13,47.5,---,27,3%,1%,3,3,0.00,0.00,40.56
KERFUFFLE,QB,CLC,Jordan Love,GB,@MIN,Sun  4:25pm ET,11,45.5,18,1,73%,17%,100,2,249.34,277.88,267.85
KERFUFFLE,RB,CLC,Jeremiyah Love,ARI,@LAC,Sun  4:25pm ET,14,47.5,17,8,64%,52%,50,3,0.00,0.00,178.96
KERFUFFLE,RB,CLC,Javonte Williams,DAL,@NYG,Sun  8:20pm ET,14,48.5,14,28,99%,88%,23,1,281.80,198.00,200.74
KERFUFFLE,WR,CLC,Nico Collins,HOU,BUF,Sun  1:00pm ET,8,44.5,7,13,96%,92%,40,2,204.20,207.50,185.65
KERFUFFLE,WR,CLC,DeVonta Smith,PHI,WAS,Sun  4:25pm ET,10,45.5,15,28,95%,81%,45,2,168.80,175.10,151.78
KERFUFFLE,TE,CLC,Dalton Kincaid,BUF,@HOU,Sun  1:00pm ET,7,44.5,13,7,79%,31%,8,1,114.10,98.40,118.71
KERFUFFLE,WR,CLC,Rome Odunze,CHI,@CAR,Sun  1:00pm ET,10,47.5,29,12,89%,44%,25,1,139.10,131.50,141.65
KERFUFFLE,WR,CLC,Jaylen Waddle,DEN,@KC,Mon  8:15pm ET,10,43,19,6,93%,71%,34,2,179.12,163.80,139.09
KERFUFFLE,QB,CLC,Cam Ward,TEN,NYJ,Sun  1:00pm ET,9,39,26,31,25%,4%,45,2,202.26,200.78,225.68
KERFUFFLE,DST,CLC,Bills,BUF,@HOU,Sun  1:00pm ET,7,44.5,15,11,51%,30%,3,1,117.00,145.00,129.80
KERFUFFLE,QB,CLC,CJ Stroud,HOU,BUF,Sun  1:00pm ET,8,44.5,23,9,56%,15%,47,2,225.54,246.28,269.03
KERFUFFLE,RB,CLC,Kaelon Black,SF,@LAR,Thu  8:35pm ET,8,48.5,60,10,33%,1%,3,3,0.00,0.00,101.92
KERFUFFLE,RB,CLC,Aaron Jones,MIN,GB,Sun  4:25pm ET,6,45.5,42,18,81%,17%,16,2,127.70,171.90,121.55
KERFUFFLE,RB,CLC,Mike Washington,LV,MIA,Sun  4:25pm ET,13,40.5,37,24,50%,5%,6,2,0.00,0.00,107.64
KERFUFFLE,WR,CLC,Jalen Nailor,LV,MIA,Sun  4:25pm ET,13,40.5,---,14,18%,2%,7,2,95.90,61.50,89.56
KERFUFFLE,WR,CLC,Deebo Samuel,SF,@LAR,Thu  8:35pm ET,8,48.5,49,24,76%,21%,7,2,152.60,166.70,111.35
KERFUFFLE,WR,CLC,Rashid Shaheed,SEA,NE,Wed  8:20pm ET,11,44.5,---,11,54%,6%,7,2,117.90,100.50,116.33
KERFUFFLE,TE,CLC,Terrance Ferguson,LAR,SF,Thu  8:35pm ET,11,48.5,19,22,16%,2%,5,2,50.10,47.80,82.85
KERFUFFLE,QB,CLC,Justin Fields,KC,DEN,Mon  8:15pm ET,5,43,---,13,7%,1%,5,2,168.66,182.80,13.05
KERFUFFLE,WR,CLC,Zavion Thomas,CHI,@CAR,Sun  1:00pm ET,10,47.5,---,12,4%,1%,5,3,0.00,0.00,61.58
KERFUFFLE,QB,CPC,Drake Maye,NE,@SEA,Wed  8:20pm ET,11,44.5,3,8,100%,82%,10,1,388.96,295.28,307.51
KERFUFFLE,RB,CPC,James Cook,BUF,@HOU,Sun  1:00pm ET,7,44.5,4,5,100%,98%,116,1,348.20,300.40,230.05
KERFUFFLE,RB,CPC,Quinshon Judkins,CLE,@JAC,Sun  1:00pm ET,11,40.5,19,1,95%,64%,15,2,201.40,197.20,178.71
KERFUFFLE,WR,CPC,Ja'Marr Chase,CIN,TB,Sun  1:00pm ET,6,50.5,1,18,98%,97%,84,2,261.90,284.30,217.29
KERFUFFLE,WR,CPC,Tee Higgins,CIN,TB,Sun  1:00pm ET,6,50.5,13,18,94%,80%,17,2,193.60,172.10,168.34
KERFUFFLE,TE,CPC,George Kittle,SF,@LAR,Thu  8:35pm ET,8,48.5,11,14,92%,50%,30,1,142.80,174.40,138.33
KERFUFFLE,WR,CPC,Ladd McConkey,LAC,ARI,Sun  4:25pm ET,7,47.5,18,17,94%,76%,5,1,149.90,176.00,144.22
KERFUFFLE,RB,CPC,D'Andre Swift,CHI,@CAR,Sun  1:00pm ET,10,47.5,18,23,96%,83%,51,2,268.80,240.20,200.83
KERFUFFLE,QB,CPC,Dak Prescott,DAL,@NYG,Sun  8:20pm ET,14,48.5,7,25,96%,84%,77,1,329.58,271.40,310.78
KERFUFFLE,DST,CPC,Texans,HOU,BUF,Sun  1:00pm ET,8,44.5,3,10,100%,91%,10,1,169.00,153.00,166.10
KERFUFFLE,QB,CPC,Kirk Cousins,LV,MIA,Sun  4:25pm ET,13,40.5,---,23,18%,5%,7,2,107.84,140.70,39.96
KERFUFFLE,QB,CPC,Ty Simpson,LAR,SF,Thu  8:35pm ET,11,48.5,---,16,6%,1%,20,3,0.00,0.00,36.09
KERFUFFLE,RB,CPC,Chuba Hubbard,CAR,CHI,Sun  1:00pm ET,5,47.5,38,19,83%,15%,20,1,138.40,202.20,136.19
KERFUFFLE,RB,CPC,Nicholas Singleton,TEN,NYJ,Sun  1:00pm ET,9,39,---,32,11%,1%,5,3,0.00,0.00,20.91
KERFUFFLE,WR,CPC,Matthew Golden,GB,@MIN,Sun  4:25pm ET,11,45.5,46,1,56%,5%,5,2,60.00,56.50,106.82
KERFUFFLE,WR,CPC,Adonai Mitchell,NYJ,@TEN,Sun  1:00pm ET,13,39,---,29,21%,4%,4,1,70.30,63.62,63.69
KERFUFFLE,TE,CPC,Brenton Strange,JAC,CLE,Sun  1:00pm ET,7,40.5,20,16,62%,21%,1,3,100.00,59.60,110.06
KERFUFFLE,WR,CPC,Jakobi Meyers,JAC,CLE,Sun  1:00pm ET,7,40.5,52,5,74%,25%,1,1,144.80,180.12,112.35
KERFUFFLE,DST,CPC,Vikings,MIN,GB,Sun  4:25pm ET,6,45.5,10,1,77%,63%,3,2,140.00,138.00,166.20
KERFUFFLE,DC,CPC,Dontayvion Wicks Dead Cap,GB,@MIN,Sun  4:25pm ET,11,45.5,---,1,0%,0%,2,1,0.00,0.00,0.00
KERFUFFLE,TE,CPC,Max Klare,LAR,SF,Thu  8:35pm ET,11,48.5,---,22,2%,1%,3,3,0.00,0.00,18.13
KERFUFFLE,QB,DDD,Jalen Hurts,PHI,WAS,Sun  4:25pm ET,10,45.5,6,30,95%,80%,116,2,340.06,376.52,315.02
KERFUFFLE,RB,DDD,Jahmyr Gibbs,DET,NO,Sun  1:00pm ET,6,50.5,1,20,100%,100%,102,2,373.90,341.40,313.65
KERFUFFLE,RB,DDD,Cam Skattebo,NYG,DAL,Sun  8:20pm ET,8,48.5,22,27,83%,59%,5,2,142.00,134.20,198.21
KERFUFFLE,WR,DDD,Zay Flowers,BAL,@IND,Sun  1:00pm ET,13,47.5,16,27,95%,84%,21,2,208.30,192.30,174.13
KERFUFFLE,WR,DDD,Malik Nabers,NYG,DAL,Sun  8:20pm ET,8,48.5,14,32,77%,61%,30,1,50.10,126.90,171.64
KERFUFFLE,TE,DDD,Dallas Goedert,PHI,WAS,Sun  4:25pm ET,10,45.5,10,30,90%,64%,13,2,159.10,112.70,147.03
KERFUFFLE,WR,DDD,Emeka Egbuka,TB,@CIN,Sun  1:00pm ET,10,50.5,22,9,96%,78%,25,2,166.70,168.80,162.03
KERFUFFLE,RB,DDD,Bucky Irving,TB,@CIN,Sun  1:00pm ET,10,50.5,20,31,97%,86%,3,1,146.50,202.40,193.19
KERFUFFLE,QB,DDD,Kyler Murray,MIN,GB,Sun  4:25pm ET,6,45.5,17,10,59%,11%,65,2,87.78,181.92,275.83
KERFUFFLE,DST,DDD,Seahawks,SEA,NE,Wed  8:20pm ET,11,44.5,4,18,97%,86%,1,1,195.00,150.00,155.20
KERFUFFLE,RB,DDD,Isiah Pacheco,DET,NO,Sun  1:00pm ET,6,50.5,57,20,56%,4%,5,2,99.60,125.30,98.54
KERFUFFLE,RB,DDD,Chris Rodriguez,JAC,CLE,Sun  1:00pm ET,7,40.5,40,14,63%,6%,10,2,122.00,66.40,118.30
KERFUFFLE,WR,DDD,Cyrus Allen,KC,DEN,Mon  8:15pm ET,5,43,---,2,15%,1%,1,4,0.00,0.00,23.02
KERFUFFLE,WR,DDD,Ja'Kobi Lane,BAL,@IND,Sun  1:00pm ET,13,47.5,---,27,34%,2%,5,3,0.00,0.00,109.11
KERFUFFLE,TE,DDD,Greg Dulcich,MIA,@LV,Sun  4:25pm ET,6,40.5,18,3,16%,2%,1,2,51.50,14.30,86.41
KERFUFFLE,TE,DDD,Hunter Henry,NE,@SEA,Wed  8:20pm ET,11,44.5,21,20,61%,20%,4,2,160.80,127.80,105.87
KERFUFFLE,WR,DDD,Elic Ayomanor,TEN,NYJ,Sun  1:00pm ET,9,39,---,19,7%,1%,3,2,105.50,105.20,92.28
KERFUFFLE,RB,DDD,Kenneth Gainwell,TB,@CIN,Sun  1:00pm ET,10,50.5,39,31,84%,25%,5,1,205.40,124.52,129.27
KERFUFFLE,QB,DDD,Geno Smith,NYJ,@TEN,Sun  1:00pm ET,13,39,28,28,14%,3%,48,1,187.80,234.52,211.87
KERFUFFLE,DC,DDD,Deshaun Watson Dead Cap,CLE,@JAC,Sun  1:00pm ET,11,40.5,---,19,0%,0%,5,1,0.00,0.00,0.00
KERFUFFLE,WR,DDD,Kendrick Law,DET,NO,Sun  1:00pm ET,6,50.5,---,10,1%,0%,3,3,0.00,0.00,0.00
KERFUFFLE,DC,DDD,Tank Dell Dead Cap,HOU,BUF,Sun  1:00pm ET,8,44.5,---,13,0%,0%,8,1,0.00,0.00,0.00
KERFUFFLE,DC,DDD,Sam LaPorta Dead Cap,DET,NO,Sun  1:00pm ET,6,50.5,---,15,0%,0%,17,1,0.00,0.00,0.00
KERFUFFLE,QB,LBC,Bo Nix,DEN,@KC,Mon  8:15pm ET,10,43,16,12,89%,37%,5,1,330.14,339.08,275.50
KERFUFFLE,RB,LBC,Travis Etienne,NO,@DET,Sun  1:00pm ET,8,50.5,15,7,98%,89%,34,1,279.90,238.60,192.44
KERFUFFLE,RB,LBC,Kyren Williams,LAR,SF,Thu  8:35pm ET,11,48.5,13,22,98%,94%,65,1,313.30,311.20,195.60
KERFUFFLE,WR,LBC,Drake London,ATL,@PIT,Sun  1:00pm ET,11,42.5,8,26,95%,79%,36,2,179.90,194.10,194.45
KERFUFFLE,WR,LBC,Jaxon Smith-Njigba,SEA,NE,Wed  8:20pm ET,11,44.5,3,11,100%,100%,5,2,322.00,221.52,235.56
KERFUFFLE,TE,LBC,Trey McBride,ARI,@LAC,Sun  4:25pm ET,14,47.5,2,9,100%,98%,21,2,252.90,194.70,163.74
KERFUFFLE,TE,LBC,Brock Bowers,LV,MIA,Sun  4:25pm ET,13,40.5,1,29,98%,85%,15,1,148.60,179.50,154.46
KERFUFFLE,RB,LBC,RJ Harvey,DEN,@KC,Mon  8:15pm ET,10,43,50,6,90%,39%,15,2,205.70,202.70,143.13
KERFUFFLE,QB,LBC,Sam Darnold,SEA,NE,Wed  8:20pm ET,11,44.5,25,5,66%,18%,59,0,245.72,202.08,267.21
KERFUFFLE,DST,LBC,Broncos,DEN,@KC,Mon  8:15pm ET,10,43,2,13,100%,93%,7,0,152.00,146.00,169.40
KERFUFFLE,QB,LBC,Matthew Stafford,LAR,SF,Thu  8:35pm ET,11,48.5,13,16,93%,62%,77,0,351.98,273.96,286.25
KERFUFFLE,RB,LBC,Jonathon Brooks,CAR,CHI,Sun  1:00pm ET,5,47.5,28,19,62%,19%,25,1,0.00,1.00,149.43
KERFUFFLE,WR,LBC,Jerry Jeudy,CLE,@JAC,Sun  1:00pm ET,11,40.5,---,15,39%,6%,1,2,102.70,147.30,107.01
KERFUFFLE,WR,LBC,Michael Pittman,PIT,ATL,Sun  1:00pm ET,9,42.5,47,22,79%,24%,16,2,169.40,166.20,102.48
KERFUFFLE,WR,LBC,De'Zhaun Stribling,SF,@LAR,Thu  8:35pm ET,8,48.5,48,24,52%,5%,5,3,0.00,0.00,114.44
KERFUFFLE,WR,LBC,Antonio Williams,WAS,@PHI,Sun  4:25pm ET,7,45.5,---,8,10%,1%,10,3,0.00,0.00,88.01
KERFUFFLE,TE,LBC,Eli Raridon,NE,@SEA,Wed  8:20pm ET,11,44.5,---,20,3%,1%,3,3,0.00,0.00,33.85
KERFUFFLE,WR,LBC,Kyle Williams,NE,@SEA,Wed  8:20pm ET,11,44.5,---,4,4%,1%,5,2,46.40,48.70,32.35
KERFUFFLE,DC,LBC,Michael Wilson Dead Cap,ARI,@LAC,Sun  4:25pm ET,14,47.5,---,3,0%,0%,1,1,0.00,0.00,0.00
KERFUFFLE,QB,LC,Brock Purdy,SF,@LAR,Thu  8:35pm ET,8,48.5,12,15,93%,54%,74,0,194.08,261.38,303.44
KERFUFFLE,RB,LC,Derrick Henry,BAL,@IND,Sun  1:00pm ET,13,47.5,8,11,98%,96%,135,0,347.50,357.62,273.92
KERFUFFLE,RB,LC,Jadarian Price,SEA,NE,Wed  8:20pm ET,11,44.5,23,2,64%,42%,40,3,0.00,0.00,167.04
KERFUFFLE,WR,LC,Luther Burden,CHI,@CAR,Sun  1:00pm ET,10,47.5,23,12,76%,40%,5,2,111.80,109.70,145.89
KERFUFFLE,WR,LC,Mike Evans,SF,@LAR,Thu  8:35pm ET,8,48.5,30,24,90%,55%,40,0,77.80,181.90,130.61
KERFUFFLE,TE,LC,Jake Ferguson,DAL,@NYG,Sun  8:20pm ET,14,48.5,17,10,80%,36%,1,3,136.10,111.80,104.42
KERFUFFLE,WR,LC,DK Metcalf,PIT,ATL,Sun  1:00pm ET,9,42.5,38,22,85%,33%,31,2,166.20,174.00,133.88
KERFUFFLE,WR,LC,Xavier Worthy,KC,DEN,Mon  8:15pm ET,5,43,50,2,69%,11%,15,1,93.90,136.60,106.71
KERFUFFLE,QB,LC,Jared Goff,DET,NO,Sun  1:00pm ET,6,50.5,11,6,90%,47%,75,0,302.76,313.62,284.42
KERFUFFLE,DST,LC,49ers,SF,@LAR,Thu  8:35pm ET,8,48.5,19,3,35%,17%,1,1,86.00,92.00,104.70
KERFUFFLE,RB,LC,Alvin Kamara,NO,@DET,Sun  1:00pm ET,8,50.5,---,7,52%,3%,10,1,95.70,188.80,81.61
KERFUFFLE,RB,LC,Tyjae Spears,TEN,NYJ,Sun  1:00pm ET,9,39,47,32,50%,4%,1,0,92.90,114.40,94.32
KERFUFFLE,RB,LC,Tyrone Tracy,NYG,DAL,Sun  8:20pm ET,8,48.5,58,27,64%,14%,12,0,178.60,190.60,80.74
KERFUFFLE,WR,LC,Travis Hunter,JAC,CLE,Sun  1:00pm ET,7,40.5,---,5,19%,1%,40,2,47.80,44.10,42.55
KERFUFFLE,WR,LC,Ted Hurst,TB,@CIN,Sun  1:00pm ET,10,50.5,---,9,7%,1%,5,3,0.00,0.00,66.98
KERFUFFLE,TE,LC,AJ Barner,SEA,NE,Wed  8:20pm ET,11,44.5,24,17,27%,7%,2,1,130.30,96.70,97.42
KERFUFFLE,TE,LC,Ben Johnson,LAC,ARI,Sun  4:25pm ET,7,47.5,---,31,1%,1%,1,2,0.00,0.00,0.00
KERFUFFLE,WR,LC,Malachi Fields,NYG,DAL,Sun  8:20pm ET,8,48.5,---,32,13%,1%,3,3,0.00,0.00,60.20
KERFUFFLE,WR,LC,Tory Horton,SEA,NE,Wed  8:20pm ET,11,44.5,---,11,9%,1%,1,3,53.10,49.70,86.79
KERFUFFLE,RB,LC,Zach Charbonnet,SEA,NE,Wed  8:20pm ET,11,44.5,46,2,72%,12%,4,2,216.40,166.00,85.51
KERFUFFLE,QB,MB,Jaxson Dart,NYG,DAL,Sun  8:20pm ET,8,48.5,14,32,91%,42%,10,2,279.88,275.04,307.57
KERFUFFLE,RB,MB,Jacory Croskey-Merritt,WAS,@PHI,Sun  4:25pm ET,7,45.5,30,26,78%,12%,34,2,175.40,175.80,136.90
KERFUFFLE,RB,MB,Bijan Robinson,ATL,@PIT,Sun  1:00pm ET,11,42.5,2,9,100%,99%,143,1,388.80,342.00,283.22
KERFUFFLE,WR,MB,Marvin Harrison,ARI,@LAC,Sun  4:25pm ET,14,47.5,32,3,89%,38%,45,1,116.80,144.60,137.41
KERFUFFLE,WR,MB,Amon-Ra St Brown,DET,NO,Sun  1:00pm ET,6,50.5,4,10,98%,95%,93,2,279.00,280.92,205.64
KERFUFFLE,TE,MB,Sam LaPorta,DET,NO,Sun  1:00pm ET,6,50.5,4,15,79%,49%,14,2,89.90,151.10,126.29
KERFUFFLE,RB,MB,JK Dobbins,DEN,@KC,Mon  8:15pm ET,10,43,33,6,72%,21%,30,2,142.20,115.90,160.11
KERFUFFLE,WR,MB,Quentin Johnston,LAC,ARI,Sun  4:25pm ET,7,47.5,35,17,82%,25%,16,2,147.40,125.00,133.76
KERFUFFLE,QB,MB,Bryce Young,CAR,CHI,Sun  1:00pm ET,5,47.5,29,26,26%,6%,50,2,234.24,203.08,258.63
KERFUFFLE,DST,MB,Lions,DET,NO,Sun  1:00pm ET,6,50.5,17,25,62%,42%,1,2,108.00,113.00,140.10
KERFUFFLE,RB,MB,Ray Davis,BUF,@HOU,Sun  1:00pm ET,7,44.5,56,5,18%,1%,1,2,70.40,101.40,19.61
KERFUFFLE,RB,MB,Adam Randall,BAL,@IND,Sun  1:00pm ET,13,47.5,---,11,8%,1%,3,3,0.00,0.00,58.44
KERFUFFLE,WR,MB,Keenan Allen,IND,BAL,Sun  1:00pm ET,13,47.5,59,25,45%,7%,6,2,150.70,180.32,96.44
