Season,Week,TRUFFLE,Player,Pos,NFL,Pct,20+,40+,Avg,20+,Tar,TarPct,Avg,20+,40+,1Std Pct,Total,Avg,Total
2022,2,W (9/29),Tim Jones,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Bryce Perkins,QB,LAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nakia Griffin-Stewart,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Daniel Brown,TE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jake Phillips,TE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Taj McGowan,RB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),KJ Costello,QB,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Trent Taylor,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Caleb Scott,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Max Borghi,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Charlie Woerner,TE,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Juwann Winfree,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Sean Mannion,QB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Greg Bell,RB,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Colin Kaepernick,QB,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dustin Crum,QB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),DaVaris Daniels,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Harvey Binford,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kwamie Lassiter,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Marken Michel,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Malik Davis,RB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,AFL,George Kittle,TE,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Connor Heyward,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Dai'Jean Dixon,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jack Sorenson,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Brian Hoyer,QB,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Aaron Fuller,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Drew Plitt,QB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Austin Proehl,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jared Scott,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),DaMarkus Lodge,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Steven Montez,QB,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jordan Thomas,TE,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Easley,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,VD,Darnell Mooney,WR,CHI,0,0,0,0,0,2,18.2,-4,0,0,0,-4,0,0
2022,2,W (9/29),Marquez Callaway,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Mike Weber,RB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chris Finke,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Tyler Simmons,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jake Hausmann,TE,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,MAM,Chris Godwin,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Darrin Hall,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Keith Smith,RB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Taimi Tutogi,RB,FA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Taylor Heinicke,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kyric McGowan,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Andrew Ogletree,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Geoff Swaim,TE,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Tyree Jackson,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jesper Horsted,TE,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Darrynton Evans,RB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Daniel Crawford,TE,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Bellore,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Emmanuel Butler,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Zach Davidson,TE,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kyle Lauletta,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dillon Stoner,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Khalil Tate,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Darion Clark,TE,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Omar Bayless,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ishmael Hyman,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),CJ Beathard,QB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Brandon Lewis,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ryan Fitzpatrick,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chase Garbers,QB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Billy Brown,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Trevor Siemian,QB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Luke Farrell,TE,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Mathew Sexton,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Donte Sylencieux,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,CC,Rondale Moore,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Devonta Freeman,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,AFL,Kadarius Toney,WR,NYG,0,0,0,0,0,3,8.8,0,0,0,0,0,0,0
2022,2,W (9/29),Stephen Guidry,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Qadree Ollison,RB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chad Henne,QB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,MCM,Dak Prescott,QB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Malcome Kennedy,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Brandon Smith,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Travis Fulgham,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Easop Winston,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),De'Quan Hampton,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Riley Lees,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Penny Hart,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Antonio Nunn,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Joe Reed,WR,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Mike Boone,RB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Christian Scotland-Williamson,TE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cody Core,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Artavis Scott,WR,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Michael Dereus,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Josh Johnson,WR,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Darius Clark,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chris Oladokun,QB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Thomas Sperbeck,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),AJ Richardson,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kevin White,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Branden Mack,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Bryant Koback,RB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Daniel Helm,TE,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Aca'Cedric Ware,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Laviska Shenault,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Guggemos,TE,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Mike Thomas,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Chris Myarick,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Trey Sermon,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Alex Erickson,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Velus Jones,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Tre Turner,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Darnell Holland,RB,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dontario Drummond,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Malik Williams,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Josh Love,QB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jakob Johnson,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Rashid Shaheed,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Marcus Kemp,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kyle Sloter,QB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Bruno Labelle,TE,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Preston Williams,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kaden Davis,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,CC,Alvin Kamara,RB,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Vannett,TE,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nikola Kalinic,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ryan McDaniel,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Bawden,RB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jermar Jefferson,RB,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Terrace Marshall,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Stephon Robinson,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Taysir Mack,WR,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),KJ Hamler,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jeremy Sprinkle,TE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chris Lacy,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cameron Batson,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Tavon Austin,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Terry Godwin,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),AJ Rose,RB,LAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Artayvious Lynn,TE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nathan Peterman,QB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Antonio Brown,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dillon Mitchell,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Mikey Daniel,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Bisi Johnson,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kyle Rudolph,TE,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Josh Reese,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jazz Ferguson,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Damarea Crockett,RB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Anthony Johnson,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Andre Miller,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Devin Funchess,WR,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kellen Mond,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Levine Toilolo,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),John Brown,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Stevens,QB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jake Dolegala,QB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Peyton Barber,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Will Grier,QB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),DeShone Kizer,QB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Josh Johnson,QB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Trey Edmunds,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ryan Willis,QB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Ralston,RB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Carl Tucker,TE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kevin Marks,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),JC Copeland,RB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Willie Johnson,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jake Browning,QB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cary Angeline,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Artavis Pierce,RB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Josh Harper,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jared Smart,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ryan Williams,QB,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Damion Ratley,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),James Proche,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cheyenne O'Grady,TE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dee Hart,RB,FA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Trabis Ward,RB,FA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Taiwan Jones,RB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Gehrig Dieter,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Darrius Shepherd,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Samori Toure,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ross Travis,TE,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Khari Blasingame,RB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Josh Rosen,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cam Sims,WR,WAS,0,0,0,0,0,2,4.3,0,0,0,0,0,0,0
2022,2,W (9/29),Adam Trautman,TE,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Geronimo Allison,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Derrick Johnson,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Logan Woodside,QB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jonathan Adams,WR,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Leroy Watson,TE,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ihmir Smith-Marsette,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Danny Amendola,WR,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Cody White,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Patrick Laird,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,GF,Ronald Jones,RB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Terry Wright,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Bryant Mitchell,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Brittain Brown,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,GF,Wan'Dale Robinson,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dede Westbrook,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Devon Ramsay,RB,FA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Blaine Gabbert,QB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chase Litton,QB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Ian Bunting,TE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Brandon Bridge,QB,FA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Davonte Allen,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),DJ Turner,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Devin Ross,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dexter Williams,RB,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Darece Roberson,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jace Sternberger,TE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Will Dissly,TE,SEA,0,0,0,0,0,2,6.5,0,0,0,0,0,0,0
2022,2,W (9/29),Colin Thompson,TE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Michael Johnson,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Steve Ishmael,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Malik Henry,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kevin Harris,RB,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Brandon Bolden,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Stephen Carlson,TE,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Pharoh Cooper,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dylan Parham,TE,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Elijah McGuire,RB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Elijah Holyfield,RB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Armani Rogers,TE,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Jake Bargas,RB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Abram Smith,RB,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Feleipe Franks,QB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Michael Bandy,WR,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Muse,TE,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Noah Togiai,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Tay Martin,WR,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Karan Higdon,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Calvin Jackson,WR,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Devine Ozigbo,RB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jaelon Darden,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Aaron Parker,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Dare Ogunbowale,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Griffin Neal,QB,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Mark Vital,TE,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Gardner Minshew,QB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Chris Carson,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jalen Camp,WR,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Andrew Vollert,TE,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),JoJo Ward,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jeremy Ruckert,TE,NYJ,0,0,0,0,0,1,2.2,0,0,0,0,0,0,0
2022,2,W (9/29),Cole Kelley,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Caleb Wilson,TE,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),James Washington,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Kevin Austin,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Tyrod Taylor,QB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Nick Foles,QB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Chad Hansen,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Jay Rome,TE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,2,W (9/29),Trenton Cannon,RB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,W (9/29),Jordan Veasy,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
