Season,Week,TRUFFLE,Player,Pos,NFL,Pct,20+,40+,Avg,20+,Tar,TarPct,Avg,20+,40+,1Std Pct,Total,Avg,Total
2022,1,W (9/29),Isaiah Coulter,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jaylen Smith,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kyle Juszczyk,RB,SF,0,0,0,0,0,2,7.1,0,0,0,0,0,0,0
2022,1,W (9/29),Adrian Peterson,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Sal Cannella,TE,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jordan Ta'amu-Perifanos,QB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,CC,Rondale Moore,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Damion Jeanpiere,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Derrius Guice,RB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Darrin Hall,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Demetris Robertson,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Terry Godwin,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Stephen Guidry,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jalen Morton,QB,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Daniel Crawford,TE,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,WLW,Isaiah Spiller,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Cole Turner,TE,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Anthony Miller,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Derek Watt,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Leddie Brown,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Brian Lewerke,QB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Connor Heyward,RB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Deontez Alexander,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Reid Sinnett,QB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tutu Atwell,WR,LAR,0,0,0,0,0,1,2.4,0,0,0,0,0,0,0
2022,1,W (9/29),Mike White,QB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ben DiNucci,QB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Josh Harper,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jordan Howard,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),TJ Rahming,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jake Burt,TE,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Brennan Eagles,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Larry Rountree,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Antonio Gandy-Golden,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Josh Ali,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jarrett Guarantano,QB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Laquon Treadwell,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Donte Sylencieux,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Stephen Sullivan,TE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jalen Hurd,WR,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jeret Smith,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ty'Son Williams,RB,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Drew Lock,QB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Hunter Long,TE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Cam Sims,WR,WAS,0,0,0,0,0,1,2.4,0,0,0,0,0,0,0
2022,1,W (9/29),Kevin Marks,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Artavis Scott,WR,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ben Mason,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ryan Fitzpatrick,QB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),JoJo Natson,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Charlie Kolar,TE,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Brian Hill,RB,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Travell Harris,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Mark Thompson,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),BJ Emmons,RB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Chris Pierce,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Malik Davis,RB,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,AFL,George Kittle,TE,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kenjon Barner,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tim Boyle,QB,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jalen Wydermyer,TE,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),TJ Simmons,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Austin Allen,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ryan Williams,QB,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),De'Quan Hampton,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jake Dolegala,QB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jake Phillips,TE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Isaiah Hodgins,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Manasseh Bailey,WR,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Cody Thompson,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Scott Miller,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tyrod Taylor,QB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Mike Glennon,QB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Alex Ellis,TE,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jake Herslow,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Levi Lewis,QB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),John Mitchell,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tony Jones,RB,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Zach D'Orazio,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ryan Griffin,QB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tracy Moore,WR,FA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ty Chandler,RB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jacob Hollister,TE,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Nathan Cottrell,RB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Darrius Shepherd,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Branden Mack,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Auden Tate,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Isaiah Weston,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Wendell Smallwood,RB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Omar Bayless,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Sincere McCormick,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Giovanni Ricci,TE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Dezmon Patmon,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Michael Woods,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ryan McDaniel,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ty Johnson,RB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Patrick Carr,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),JP Holtz,TE,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Trent Taylor,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Daniel Helm,TE,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Khalil Tate,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Raheem Blackshear,RB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tamorrion Terry,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kevin White,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Deven Thompkins,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Mathew Sexton,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jordan Ellis,RB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Neil Pau'u,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tevin Coleman,RB,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Case Cookus,QB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Dontario Drummond,WR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Peyton Barber,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),MyCole Pruitt,TE,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Connor Wedington,WR,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Dan Chisena,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Cheyenne O'Grady,TE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Thomas Odukoya,TE,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,CRB,DeVonta Smith,WR,PHI,0,0,0,0,0,4,12.5,0,0,0,0,0,0,0
2022,1,W (9/29),Elijah Holyfield,RB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Travis Toivonen,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Keric Wheatfall,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Laviska Shenault,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Brett Hundley,QB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Irv Smith,TE,MIN,0,0,0,0,0,2,6.2,0,0,0,0,0,0,0
2022,1,W (9/29),Levine Toilolo,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Lawrence Cager,WR,NYJ,0,0,0,0,0,1,1.7,0,0,0,0,0,0,0
2022,1,W (9/29),Cam Sutton,TE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Trayveon Williams,RB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tyler Johnson,WR,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),AJ McCarron,QB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Chad Henne,QB,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Isaiah Searight,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MWM,Gus Edwards,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,WLW,Malik Willis,QB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Derrick Gore,RB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Josh Johnson,RB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Dustin Crum,QB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Samson Nacua,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Patrick Laird,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Chris Thompson,RB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Nsimba Webster,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Marlon Mack,RB,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Dez Fitzpatrick,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tavien Feaster,RB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Briley Moore-McKinney,TE,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Bo Melton,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Drew Anderson,QB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Trevon Bradford,WR,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Josh Pederson,TE,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Vyncint Smith,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jeff Badet,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jack Coan,QB,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Davonte Allen,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Greg Ward,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Charlie Taumoepeau,TE,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Keenen Brown,TE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kellen Mond,QB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Osirus Mitchell,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ke'Shawn Vaughn,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tommy Hudson,TE,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Allen Hurns,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ra'Shaun Henry,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Colt McCoy,QB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Trey Sermon,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Brandon Lewis,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Bryant Mitchell,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tyler Huntley,QB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Christion Jones,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Milton Williams,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Hunter Bryant,TE,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jack Stoll,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Jared Bernhardt,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Aaron Bailey,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Nick Stevens,QB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Danny Etling,QB,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Dai'Jean Dixon,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Austin Willis,WR,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Austin Proehl,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ian Book,QB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Frank Darby,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jonathan Duhart,WR,DET,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Malik Henry,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Isaiah Zuber,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Chris Oladokun,QB,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Mike Harley,WR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jamal Custis,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kene Nwangwu,RB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Jared Smart,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jenson Stoshak,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Trevor Siemian,QB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Antony Auclair,TE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Andrew Parchment,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ronnie Rivers,RB,LAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Dexter Williams,RB,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Ryquell Armstead,RB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jacob Harris,TE,LAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jason Croom,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Justyn Ross,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kelvin McKnight,WR,DEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Shemar Bridges,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),De'Michael Harris,WR,IND,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Lucas Krull,TE,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jordan Wilkins,RB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Paul Quessenberry,TE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jake Ferguson,TE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Deon Jackson,RB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Caleb Scott,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Erik Krommenhoek,TE,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kyric McGowan,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jake Bargas,RB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,AFL,Jimmy Garoppolo,QB,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Nick Muse,TE,MIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Aca'Cedric Ware,RB,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kwamie Lassiter,WR,CIN,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),James Butler,RB,LV,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jaylon Moore,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Blake Bell,TE,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Daniel Brown,TE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kelvin Harmon,WR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Pharoh Cooper,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jaeden Graham,TE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Penny Hart,WR,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Hunter Kampmoyer,TE,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kaylon Geiger,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,CRB,Desmond Ridder,QB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Antonio Brown,WR,TB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tyrion Davis-Price,RB,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Daurice Fountain,WR,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Donald Parham,TE,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Tyron Johnson,WR,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,NN,Tyler Allgeier,RB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Taj McGowan,RB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kalif Jackson,TE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Travis Benjamin,WR,SF,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Raleigh Webb,WR,BAL,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Michael Johnson,WR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Gabe Nabers,RB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Matt Bushman,TE,KC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Devin Smith,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Warren Jackson,WR,LAR,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Marcedes Lewis,TE,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Damion Willis,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Breshad Perriman,WR,TB,0,0,0,-7,0,3,11.1,0,0,0,0,-7,0,0
2022,1,W (9/29),John Lovett,RB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Kenny Stills,WR,NO,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Taryn Christion,QB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Calvin Austin,WR,PIT,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Jaydon Mickens,WR,JAC,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),Samori Toure,WR,GB,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (9/29),JaMycal Hasty,RB,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,W (9/29),Jordan Williams-Lambert,WR,CHI,0,0,0,0,0,0,0,0,0,0,0,0,-,0
