League,Season,TRUFFLE,Pos,Player,NFL,Salary,Contract,Ring,BenchCup
TRUFFLE,2020,MWM,QB,Baker Mayfield,CLE,30,2,0,0
TRUFFLE,2020,MWM,QB,Jacob Eason,IND,3,3,0,0
TRUFFLE,2020,NN,QB,Kyler Murray,ARI,82,2,0,0
TRUFFLE,2020,NN,RB,Melvin Gordon,DEN,25,1,0,0
TRUFFLE,2020,NN,RB,Chris Carson,SEA,59,3,0,0
TRUFFLE,2020,NN,WR,Stefon Diggs,BUF,38,1,0,0
TRUFFLE,2020,NN,WR,Calvin Ridley,ATL,54,4,0,0
TRUFFLE,2020,NN,WR,Justin Jefferson,MIN,5,3,0,0
TRUFFLE,2020,NN,TE,Robert Tonyan,GB,3,1,0,0
TRUFFLE,2020,NN,WR,Amari Cooper,DAL,49,3,0,0
TRUFFLE,2020,NN,QN,Deshaun Watson,HOU,62,4,0,0
TRUFFLE,2020,NN,QB,Jared Goff,LAR,34,2,0,0
TRUFFLE,2020,NN,RB,JD McKissic,WAS,13,1,0,0
TRUFFLE,2020,NN,RB,Joshua Kelley,LAC,3,3,0,0
TRUFFLE,2020,NN,RB,Cam Akers,LAR,15,3,0,0
TRUFFLE,2020,NN,WR,Sammy Watkins,KC,5,1,0,0
TRUFFLE,2020,NN,TE,Eric Ebron,PIT,3,1,0,0
TRUFFLE,2020,NN,WR,JuJu Smith-Schuster,PIT,46,4,0,0
TRUFFLE,2020,VD,QB,Matt Ryan,ATL,50,3,0,0
TRUFFLE,2020,VD,RB,Derrick Henry,TEN,90,1,0,0
TRUFFLE,2020,VD,RB,David Montgomery,CHI,30,3,0,0
TRUFFLE,2020,VD,WR,Davante Adams,GB,67,2,0,0
TRUFFLE,2020,VD,WR,Keke Coutee,HOU,17,2,0,0
TRUFFLE,2020,VD,WR,Diontae Johnson,PIT,28,3,0,0
TRUFFLE,2020,VD,TE,Dallas Goedert,PHI,5,4,0,0
TRUFFLE,2020,VD,RB,D'Andre Swift,DET,15,3,0,0
TRUFFLE,2020,VD,QB,Ben Roethlisberger,PIT,32,2,0,0
TRUFFLE,2020,VD,WR,Antonio Brown,TB,1,2,0,0
TRUFFLE,2020,VD,WR,Marvin Jones,DET,37,2,0,0
TRUFFLE,2020,VD,WR,Jamison Crowder,NYJ,19,2,0,0
TRUFFLE,2020,VD,TE,Evan Engram,NYG,18,2,0,0
TRUFFLE,2020,VD,RB,Giovani Bernard,CIN,1,2,0,0
TRUFFLE,2020,VD,WR,Will Fuller,HOU,41,2,0,0
TRUFFLE,2020,VD,WR,Laviska Shenault,JAC,4,3,0,0
TRUFFLE,2020,VD,QB,Sam Darnold,NYJ,27,2,0,0
TRUFFLE,2020,WLW,QB,Lamar Jackson,BAL,83,4,0,0
TRUFFLE,2020,WLW,RB,Duke Johnson,HOU,2,2,0,0
TRUFFLE,2020,WLW,RB,Kenyan Drake,ARI,76,2,0,0
TRUFFLE,2020,WLW,WR,Tyler Lockett,SEA,60,3,0,0
TRUFFLE,2020,WLW,WR,Curtis Samuel,CAR,6,2,0,0
TRUFFLE,2020,WLW,WR,CeeDee Lamb,DAL,20,3,0,0
TRUFFLE,2020,WLW,TE,Rob Gronkowski,TB,19,2,0,0
TRUFFLE,2020,WLW,WR,Tee Higgins,CIN,5,3,0,0
TRUFFLE,2020,WLW,WR,DJ Moore,CAR,46,3,0,0
TRUFFLE,2020,WLW,RB,Mark Ingram,BAL,37,2,0,0
TRUFFLE,2020,WLW,RB,Zack Moss,BUF,3,3,0,0
TRUFFLE,2020,WLW,TE,Hunter Henry,LAC,11,2,0,0
TRUFFLE,2020,WLW,WR,Sterling Shepard,NYG,9,2,0,0
TRUFFLE,2020,WLW,RB,Ty Johnson,NYJ,13,2,0,0
TRUFFLE,2020,WLW,QB,Carson Wentz,PHI,35,3,0,0
TRUFFLE,2020,WLW,RB,Leonard Fournette,TB,54,1,0,0
TRUFFLE,2020,WLW,RB,Jeff Wilson,SF,3,2,0,0
TRUFFLE,2020,MAM,QB,Tua Tagovailoa,MIA,50,3,0,0
TRUFFLE,2020,MAM,RB,Nick Chubb,CLE,68,2,0,0
TRUFFLE,2020,MAM,RB,Josh Jacobs,LV,65,2,0,0
TRUFFLE,2020,MAM,WR,Mike Evans,TB,54,3,0,0
TRUFFLE,2020,MAM,WR,Cole Beasley,BUF,3,1,0,0
TRUFFLE,2020,MAM,WR,Chris Godwin,TB,52,3,0,0
TRUFFLE,2020,MAM,TE,Mike Gesicki,MIA,7,1,0,0
TRUFFLE,2020,MAM,WR,TY Hilton,IND,31,1,0,0
TRUFFLE,2020,MAM,QB,Derek Carr,LV,15,1,0,0
TRUFFLE,2020,MAM,QB,Matthew Stafford,DET,49,2,0,0
TRUFFLE,2020,MAM,RB,Malcolm Brown,LAR,1,1,0,0
TRUFFLE,2020,MAM,RB,Matt Breida,MIA,1,2,0,0
TRUFFLE,2020,MAM,RB,Lynn Bowden,MIA,3,3,0,0
TRUFFLE,2020,MAM,WR,Darius Slayton,NYG,21,3,0,0
TRUFFLE,2020,MAM,WR,KJ Hamler,DEN,4,3,0,0
TRUFFLE,2020,MAM,RB,Tarik Cohen,CHI,21,2,0,0
TRUFFLE,2020,MAM,WR,Courtland Sutton,DEN,49,2,0,0
TRUFFLE,2019,VD,QB,Matt Ryan,ATL,0,0,0,0
TRUFFLE,2019,VD,RB,Jonathan Williams,IND,0,0,0,0
TRUFFLE,2019,VD,RB,Le'Veon Bell,NYJ,0,0,0,0
TRUFFLE,2019,VD,WR,Odell Beckham,CLE,0,0,0,0
TRUFFLE,2019,VD,WR,Robby Anderson,NYJ,0,0,0,0
TRUFFLE,2019,VD,WR,James Washington,PIT,0,0,0,0
TRUFFLE,2019,VD,TE,Noah Fant,DEN,0,0,0,0
TRUFFLE,2019,VD,WR,Sammy Watkins,KC,0,0,0,0
TRUFFLE,2019,VD,QB,Sam Darnold,NYJ,0,0,0,0
TRUFFLE,2019,VD,K,Chris Boswell,PIT,0,0,0,0
TRUFFLE,2019,VD,DST,Bills,BUF,0,0,0,0
TRUFFLE,2019,VD,QB,Colin Kaepernick,FA,0,0,0,0
TRUFFLE,2019,VD,QB,Teddy Bridgewater,NO,0,0,0,0
TRUFFLE,2019,VD,RB,James Conner,PIT,0,0,0,0
TRUFFLE,2019,VD,RB,Kerryon Johnson,DET,0,0,0,0
TRUFFLE,2019,VD,WR,KeeSean Johnson,ARI,0,0,0,0
TRUFFLE,2019,VD,WR,Larry Fitzgerald,ARI,0,0,0,0
TRUFFLE,2019,VD,TE,Vance McDonald,PIT,0,0,0,0
TRUFFLE,2019,VD,TE,Will Dissly,SEA,0,0,0,0
TRUFFLE,2019,VD,WR,Corey Davis,TEN,0,0,0,0
TRUFFLE,2019,VD,RB,Adrian Peterson,WAS,0,0,0,0
TRUFFLE,2019,VD,TE,Dallas Goedert,PHI,0,0,0,0
TRUFFLE,2019,VD,QB,Marcus Mariota,TEN,0,0,0,0
TRUFFLE,2019,VD,QB,Daniel Jones,NYG,0,0,0,0
TRUFFLE,2019,VD,K,Stephen Hauschka,BUF,0,0,0,0
TRUFFLE,2019,AI,QB,Derek Carr,OAK,0,0,0,0
TRUFFLE,2019,AI,RB,Derrius Guice,WAS,0,0,0,0
TRUFFLE,2019,AI,RB,Joe Mixon,CIN,0,0,0,0
TRUFFLE,2019,AI,WR,Alshon Jeffery,PHI,0,0,0,0
TRUFFLE,2019,AI,WR,Courtland Sutton,DEN,0,0,0,0
TRUFFLE,2019,AI,WR,Allen Robinson,CHI,0,0,0,0
TRUFFLE,2019,AI,TE,George Kittle,SF,0,0,0,0
TRUFFLE,2019,AI,RB,Miles Sanders,PHI,0,0,0,0
TRUFFLE,2019,AI,QB,Dwayne Haskins,WAS,0,0,0,0
TRUFFLE,2019,AI,K,Harrison Butker,KC,0,0,0,0
TRUFFLE,2019,AI,DST,Saints,NO,0,0,0,0
TRUFFLE,2019,AI,QB,Mason Rudolph,PIT,0,0,0,0
TRUFFLE,2019,AI,RB,Royce Freeman,DEN,0,0,0,0
TRUFFLE,2019,AI,WR,David Moore,SEA,0,0,0,0
TRUFFLE,2019,AI,WR,AJ Brown,TEN,0,0,0,0
TRUFFLE,2019,AI,WR,Dante Pettis,SF,0,0,0,0
TRUFFLE,2019,AI,WR,Keke Coutee,HOU,0,0,0,0
TRUFFLE,2019,AI,TE,Chris Herndon,NYJ,0,0,0,0
TRUFFLE,2019,AI,RB,Latavius Murray,NO,0,0,0,0
TRUFFLE,2019,AI,WR,Trey Quinn,WAS,0,0,0,0
TRUFFLE,2019,AI,RB,Chris Thompson,WAS,0,0,0,0
TRUFFLE,2019,AI,RB,Justice Hill,BAL,0,0,0,0
TRUFFLE,2019,AI,TE,Hunter Henry,LAC,0,0,0,0
TRUFFLE,2019,AI,RB,Duke Johnson,HOU,0,0,0,0
TRUFFLE,2019,AI,QB,Gardner Minshew,JAC,0,0,0,0
TRUFFLE,2019,AI,QB,Drew Lock,DEN,0,0,0,0
TRUFFLE,2019,AI,WR,Devin Funchess,IND,0,0,0,0
TRUFFLE,2019,AAH,QB,Carson Wentz,PHI,0,0,0,0
TRUFFLE,2019,AAH,RB,Nick Chubb,CLE,0,0,0,0
TRUFFLE,2019,AAH,RB,DeAndre Washington,OAK,0,0,0,0
TRUFFLE,2019,AAH,WR,Kenny Stills,HOU,0,0,0,0
TRUFFLE,2019,AAH,WR,Amari Cooper,DAL,0,0,0,0
TRUFFLE,2019,AAH,WR,Chris Conley,JAC,0,0,0,0
TRUFFLE,2019,AAH,TE,Austin Hooper,ATL,0,0,0,0
TRUFFLE,2019,AAH,RB,Ronald Jones,TB,0,0,0,0
TRUFFLE,2019,AAH,QB,Mitchell Trubisky,CHI,0,0,0,0
TRUFFLE,2019,AAH,K,Jason Myers,SEA,0,0,0,0
TRUFFLE,2019,AAH,DST,Texans,HOU,0,0,0,0
TRUFFLE,2019,AAH,RB,Josh Jacobs,OAK,0,0,0,0
TRUFFLE,2019,AAH,RB,Bo Scarbrough,DET,0,0,0,0
TRUFFLE,2019,AAH,RB,Boston Scott,PHI,0,0,0,0
TRUFFLE,2019,AAH,WR,Josh Gordon,SEA,0,0,0,0
TRUFFLE,2019,AAH,WR,Chris Godwin,TB,0,0,0,0
TRUFFLE,2019,AAH,WR,Nelson Agholor,PHI,0,0,0,0
TRUFFLE,2019,AAH,WR,Tre'Quan Smith,NO,0,0,0,0
TRUFFLE,2019,AAH,WR,Cole Beasley,BUF,0,0,0,0
TRUFFLE,2019,AAH,TE,Jared Cook,NO,0,0,0,0
TRUFFLE,2019,AAH,TE,Evan Engram,NYG,0,0,0,0
TRUFFLE,2019,AAH,RB,Chase Edmonds,ARI,0,0,0,0
TRUFFLE,2019,AAH,RB,LeSean McCoy,KC,0,0,0,0
TRUFFLE,2019,AAH,QB,Baker Mayfield,CLE,0,0,0,0
TRUFFLE,2019,AAH,DST,Bears,CHI,0,0,0,0
TRUFFLE,2019,AAH,WR,Calvin Ridley,ATL,0,0,0,0
TRUFFLE,2019,AAH,WR,Parris Campbell,IND,0,0,0,0
TRUFFLE,2019,CRB,QB,Aaron Rodgers,GB,0,0,0,0
TRUFFLE,2019,CRB,RB,Ezekiel Elliott,DAL,0,0,0,0
TRUFFLE,2019,CRB,RB,Devonta Freeman,ATL,0,0,0,0
TRUFFLE,2019,CRB,WR,Kenny Golladay,DET,0,0,0,0
TRUFFLE,2019,CRB,WR,Darius Slayton,NYG,0,0,0,0
TRUFFLE,2019,CRB,WR,Terry McLaurin,WAS,0,0,0,0
TRUFFLE,2019,CRB,TE,Travis Kelce,KC,0,0,0,0
TRUFFLE,2019,CRB,RB,Marlon Mack,IND,0,0,0,0
TRUFFLE,2019,CRB,QB,Kirk Cousins,MIN,0,0,0,0
TRUFFLE,2019,CRB,K,Wil Lutz,NO,0,0,0,0
TRUFFLE,2019,CRB,DST,Steelers,PIT,0,0,0,0
TRUFFLE,2019,CRB,QB,Blake Bortles,LAR,0,0,0,0
TRUFFLE,2019,CRB,RB,Bryce Love,WAS,0,0,0,0
TRUFFLE,2019,CRB,WR,DJ Chark,JAC,0,0,0,0
TRUFFLE,2019,CRB,WR,Jarvis Landry,CLE,0,0,0,0
TRUFFLE,2019,CRB,WR,DeSean Jackson,PHI,0,0,0,0
TRUFFLE,2019,CRB,WR,Auden Tate,CIN,0,0,0,0
TRUFFLE,2019,CRB,TE,Darren Waller,OAK,0,0,0,0
TRUFFLE,2019,CRB,WR,Michael Gallup,DAL,0,0,0,0
TRUFFLE,2019,CRB,RB,Kareem Hunt,CLE,0,0,0,0
TRUFFLE,2019,CRB,WR,Tyler Boyd,CIN,0,0,0,0
TRUFFLE,2019,CRB,RB,Tony Pollard,DAL,0,0,0,0
TRUFFLE,2019,CRB,WR,Marquez Valdes-Scantling,GB,0,0,0,0
TRUFFLE,2019,CRB,K,Ka'imi Fairbairn,HOU,0,0,0,0
TRUFFLE,2019,CRB,DST,Ravens,BAL,0,0,0,0
TRUFFLE,2019,CRB,WR,Preston Williams,MIA,0,0,0,0
TRUFFLE,2019,CRB,QB,Ben Roethlisberger,PIT,0,0,0,0
TRUFFLE,2019,FRR,QB,Patrick Mahomes,KC,0,0,1,0
TRUFFLE,2019,FRR,RB,Dalvin Cook,MIN,0,0,1,0
TRUFFLE,2019,FRR,RB,Christian McCaffrey,CAR,0,0,1,0
TRUFFLE,2019,FRR,WR,Adam Thielen,MIN,0,0,1,0
TRUFFLE,2019,FRR,WR,Julio Jones,ATL,0,0,1,0
TRUFFLE,2019,FRR,WR,Mike Evans,TB,0,0,1,0
TRUFFLE,2019,FRR,TE,Zach Ertz,PHI,0,0,1,0
TRUFFLE,2019,FRR,RB,Leonard Fournette,JAC,0,0,1,0
TRUFFLE,2019,FRR,QB,Kyler Murray,ARI,0,0,1,0
TRUFFLE,2019,FRR,K,Justin Tucker,BAL,0,0,1,0
TRUFFLE,2019,FRR,DST,Seahawks,SEA,0,0,1,0
TRUFFLE,2019,FRR,QB,Josh Allen,BUF,0,0,1,0
TRUFFLE,2019,FRR,QB,Drew Brees,NO,0,0,1,0
TRUFFLE,2019,FRR,RB,Carlos Hyde,HOU,0,0,1,0
TRUFFLE,2019,FRR,RB,Mike Boone,MIN,0,0,1,0
TRUFFLE,2019,FRR,RB,Patrick Laird,MIA,0,0,1,0
TRUFFLE,2019,FRR,RB,Phillip Lindsay,DEN,0,0,1,0
TRUFFLE,2019,FRR,WR,John Brown,BUF,0,0,1,0
TRUFFLE,2019,FRR,WR,Breshad Perriman,TB,0,0,1,0
TRUFFLE,2019,FRR,WR,Diontae Johnson,PIT,0,0,1,0
TRUFFLE,2019,FRR,WR,John Ross,CIN,0,0,1,0
TRUFFLE,2019,FRR,WR,JuJu Smith-Schuster,PIT,0,0,1,0
TRUFFLE,2019,FRR,DST,Jaguars,JAC,0,0,1,0
TRUFFLE,2019,FRR,RB,Chris Carson,SEA,0,0,1,0
TRUFFLE,2019,MCM,QB,Jimmy Garoppolo,SF,0,0,0,0
TRUFFLE,2019,MCM,RB,Todd Gurley,LAR,0,0,0,0
TRUFFLE,2019,MCM,RB,David Montgomery,CHI,0,0,0,0
TRUFFLE,2019,MCM,WR,DeAndre Hopkins,HOU,0,0,0,0
TRUFFLE,2019,MCM,WR,Davante Adams,GB,0,0,0,0
TRUFFLE,2019,MCM,WR,DeVante Parker,MIA,0,0,0,0
TRUFFLE,2019,MCM,TE,Mark Andrews,BAL,0,0,0,0
TRUFFLE,2019,MCM,WR,Cooper Kupp,LAR,0,0,0,0
TRUFFLE,2019,MCM,QB,Jacoby Brissett,IND,0,0,0,0
TRUFFLE,2019,MCM,K,Mason Crosby,GB,0,0,0,0
TRUFFLE,2019,MCM,DST,Patriots,NE,0,0,0,0
TRUFFLE,2019,MCM,QB,Nick Mullens,SF,0,0,0,0
TRUFFLE,2019,MCM,QB,Devlin Hodges,PIT,0,0,0,0
TRUFFLE,2019,MCM,QB,Kyle Allen,CAR,0,0,0,0
TRUFFLE,2019,MCM,RB,Darrell Henderson,LAR,0,0,0,0
TRUFFLE,2019,MCM,RB,Tarik Cohen,CHI,0,0,0,0
TRUFFLE,2019,MCM,WR,Christian Kirk,ARI,0,0,0,0
TRUFFLE,2019,MCM,TE,Gerald Everett,LAR,0,0,0,0
TRUFFLE,2019,MCM,TE,Jacob Hollister,SEA,0,0,0,0
TRUFFLE,2019,MCM,RB,Matt Breida,SF,0,0,0,0
TRUFFLE,2019,MCM,WR,Antonio Brown,FA,0,0,0,0
TRUFFLE,2019,MCM,RB,Jordan Howard,PHI,0,0,0,0
TRUFFLE,2019,MCM,RB,Tevin Coleman,SF,0,0,0,0
TRUFFLE,2019,MCM,QB,Cam Newton,CAR,0,0,0,0
TRUFFLE,2019,MCM,DST,Vikings,MIN,0,0,0,0
TRUFFLE,2019,MCM,WR,Hakeem Butler,ARI,0,0,0,0
TRUFFLE,2019,MWM,QB,Tom Brady,NE,0,0,0,0
TRUFFLE,2019,MWM,RB,Kenyan Drake,ARI,0,0,0,0
TRUFFLE,2019,MWM,RB,Aaron Jones,GB,0,0,0,0
TRUFFLE,2019,MWM,WR,Robert Woods,LAR,0,0,0,0
TRUFFLE,2019,MWM,WR,Mike Williams,LAC,0,0,0,0
TRUFFLE,2019,MWM,WR,Julian Edelman,NE,0,0,0,0
TRUFFLE,2019,MWM,TE,Tyler Higbee,LAR,0,0,0,0
TRUFFLE,2019,MWM,RB,Austin Ekeler,LAC,0,0,0,0
TRUFFLE,2019,MWM,QB,Ryan Tannehill,TEN,0,0,0,0
TRUFFLE,2019,MWM,K,Greg Zuerlein,LAR,0,0,0,0
TRUFFLE,2019,MWM,DST,49ers,SF,0,0,0,0
TRUFFLE,2019,MWM,QB,Jarrett Stidham,NE,0,0,0,0
TRUFFLE,2019,MWM,QB,Will Grier,CAR,0,0,0,0
TRUFFLE,2019,MWM,RB,Alexander Mattison,MIN,0,0,0,0
TRUFFLE,2019,MWM,RB,Devin Singletary,BUF,0,0,0,0
TRUFFLE,2019,MWM,RB,Raheem Mostert,SF,0,0,0,0
TRUFFLE,2019,MWM,WR,AJ Green,CIN,0,0,0,0
TRUFFLE,2019,MWM,WR,Miles Boykin,BAL,0,0,0,0
TRUFFLE,2019,MWM,WR,Zach Pascal,IND,0,0,0,0
TRUFFLE,2019,MWM,TE,Darren Fells,HOU,0,0,0,0
TRUFFLE,2019,MWM,RB,Damien Williams,KC,0,0,0,0
TRUFFLE,2019,MWM,RB,Jamaal Williams,GB,0,0,0,0
TRUFFLE,2019,MWM,RB,Brian Hill,ATL,0,0,0,0
TRUFFLE,2019,MWM,QB,Nick Foles,JAC,0,0,0,0
TRUFFLE,2019,MWM,K,Younghoe Koo,ATL,0,0,0,0
TRUFFLE,2019,SBP,QB,Lamar Jackson,BAL,0,0,0,0
TRUFFLE,2019,SBP,RB,Saquon Barkley,NYG,0,0,0,0
TRUFFLE,2019,SBP,RB,Sony Michel,NE,0,0,0,0
TRUFFLE,2019,SBP,WR,Marquise Brown,BAL,0,0,0,0
TRUFFLE,2019,SBP,WR,DJ Moore,CAR,0,0,0,0
TRUFFLE,2019,SBP,WR,Curtis Samuel,CAR,0,0,0,0
TRUFFLE,2019,SBP,TE,Greg Olsen,CAR,0,0,0,0
TRUFFLE,2019,SBP,WR,Tyler Lockett,SEA,0,0,0,0
TRUFFLE,2019,SBP,QB,Deshaun Watson,HOU,0,0,0,0
TRUFFLE,2019,SBP,K,Brett Maher,DAL,0,0,0,0
TRUFFLE,2019,SBP,DST,Cowboys,DAL,0,0,0,0
TRUFFLE,2019,SBP,QB,Brandon Allen,DEN,0,0,0,0
TRUFFLE,2019,SBP,RB,Frank Gore,BUF,0,0,0,0
TRUFFLE,2019,SBP,RB,Mark Walton,MIA,0,0,0,0
TRUFFLE,2019,SBP,RB,Jay Ajayi,PHI,0,0,0,0
TRUFFLE,2019,SBP,RB,Darwin Thompson,KC,0,0,0,0
TRUFFLE,2019,SBP,WR,TY Hilton,IND,0,0,0,0
TRUFFLE,2019,SBP,WR,Will Fuller,HOU,0,0,0,0
TRUFFLE,2019,SBP,WR,DaeSean Hamilton,DEN,0,0,0,0
TRUFFLE,2019,SBP,WR,Phillip Dorsett,NE,0,0,0,0
TRUFFLE,2019,SBP,WR,Sterling Shepard,NYG,0,0,0,0
TRUFFLE,2019,SBP,WR,Mohamed Sanu,NE,0,0,0,0
TRUFFLE,2019,SBP,WR,Dede Westbrook,JAC,0,0,0,0
TRUFFLE,2019,SBP,WR,Ted Ginn,NO,0,0,0,0
TRUFFLE,2019,SBP,QB,Josh Rosen,MIA,0,0,0,0
TRUFFLE,2019,SBP,WR,Josh Doctson,MIN,0,0,0,0
TRUFFLE,2019,SBP,TE,David Njoku,CLE,0,0,0,0
TRUFFLE,2019,DFL,QB,Jameis Winston,TB,0,0,0,0
TRUFFLE,2019,DFL,RB,Peyton Barber,TB,0,0,0,0
TRUFFLE,2019,DFL,RB,Mark Ingram,BAL,0,0,0,0
TRUFFLE,2019,DFL,WR,N'Keal Harry,NE,0,0,0,0
TRUFFLE,2019,DFL,WR,Tyrell Williams,OAK,0,0,0,0
TRUFFLE,2019,DFL,WR,Marvin Jones,DET,0,0,0,0
TRUFFLE,2019,DFL,TE,TJ Hockenson,DET,0,0,0,0
TRUFFLE,2019,DFL,WR,Brandin Cooks,LAR,0,0,0,0
TRUFFLE,2019,DFL,QB,Dak Prescott,DAL,0,0,0,0
TRUFFLE,2019,DFL,K,Joey Slye,CAR,0,0,0,0
TRUFFLE,2019,DFL,DST,Rams,LAR,0,0,0,0
TRUFFLE,2019,DFL,QB,Matthew Stafford,DET,0,0,0,0
TRUFFLE,2019,DFL,QB,Andy Dalton,CIN,0,0,0,0
TRUFFLE,2019,DFL,RB,Rashaad Penny,SEA,0,0,0,0
TRUFFLE,2019,DFL,WR,Allen Lazard,GB,0,0,0,0
TRUFFLE,2019,DFL,WR,JJ Arcega-Whiteside,PHI,0,0,0,0
TRUFFLE,2019,DFL,TE,Kyle Rudolph,MIN,0,0,0,0
TRUFFLE,2019,DFL,TE,Cameron Brate,TB,0,0,0,0
TRUFFLE,2019,DFL,RB,Wayne Gallman,NYG,0,0,0,0
TRUFFLE,2019,DFL,RB,Nyheim Hines,IND,0,0,0,0
TRUFFLE,2019,DFL,WR,Stefon Diggs,MIN,0,0,0,0
TRUFFLE,2019,DFL,RB,Melvin Gordon,LAC,0,0,0,0
TRUFFLE,2019,DFL,WR,Keenan Allen,LAC,0,0,0,0
TRUFFLE,2019,DFL,QB,Jared Goff,LAR,0,0,0,0
TRUFFLE,2019,DFL,DST,Panthers,CAR,0,0,0,0
TRUFFLE,2019,DFL,K,Stephen Gostkowski,NE,0,0,0,0
TRUFFLE,2019,VT,QB,Philip Rivers,LAC,0,0,0,0
TRUFFLE,2019,VT,RB,Derrick Henry,TEN,0,0,0,0
TRUFFLE,2019,VT,RB,Alvin Kamara,NO,0,0,0,0
TRUFFLE,2019,VT,WR,Jamison Crowder,NYJ,0,0,0,0
TRUFFLE,2019,VT,WR,Tyreek Hill,KC,0,0,0,0
TRUFFLE,2019,VT,WR,Michael Thomas,NO,0,0,0,0
TRUFFLE,2019,VT,TE,OJ Howard,TB,0,0,0,0
TRUFFLE,2019,VT,WR,DK Metcalf,SEA,0,0,0,0
TRUFFLE,2019,VT,QB,Russell Wilson,SEA,0,0,0,0
TRUFFLE,2019,VT,K,Josh Lambo,JAC,0,0,0,0
TRUFFLE,2019,VT,DST,Browns,CLE,0,0,0,0
TRUFFLE,2019,VT,QB,Ryan Fitzpatrick,MIA,0,0,0,0
TRUFFLE,2019,VT,RB,David Johnson,ARI,0,0,0,0
TRUFFLE,2019,VT,RB,Dion Lewis,TEN,0,0,0,0
TRUFFLE,2019,VT,WR,Mecole Hardman,KC,0,0,0,0
TRUFFLE,2019,VT,WR,Deebo Samuel,SF,0,0,0,0
TRUFFLE,2019,VT,WR,Gary Jennings,MIA,0,0,0,0
TRUFFLE,2019,VT,WR,Anthony Miller,CHI,0,0,0,0
TRUFFLE,2019,VT,WR,Donte Moncrief,CAR,0,0,0,0
TRUFFLE,2019,VT,TE,Delanie Walker,TEN,0,0,0,0
TRUFFLE,2019,VT,TE,Trey Burton,CHI,0,0,0,0
TRUFFLE,2019,VT,WR,Emmanuel Sanders,SF,0,0,0,0
TRUFFLE,2019,VT,WR,Golden Tate,NYG,0,0,0,0
TRUFFLE,2019,VT,RB,James White,NE,0,0,0,0
TRUFFLE,2019,VT,DST,Packers,GB,0,0,0,0
TRUFFLE,2019,VT,RB,Lamar Miller,HOU,0,0,0,0
TRUFFLE,2018,VD,QB,Matt Ryan,ATL,0,0,0,0
TRUFFLE,2018,VD,RB,LeGarrette Blount,DET,0,0,0,0
TRUFFLE,2018,VD,RB,Gus Edwards,BAL,0,0,0,0
TRUFFLE,2018,VD,WR,Corey Davis,TEN,0,0,0,0
TRUFFLE,2018,VD,WR,Larry Fitzgerald,ARI,0,0,0,0
TRUFFLE,2018,VD,WR,Chris Conley,KC,0,0,0,0
TRUFFLE,2018,VD,TE,Vance McDonald,PIT,0,0,0,0
TRUFFLE,2018,VD,RB,Adrian Peterson,WAS,0,0,0,0
TRUFFLE,2018,VD,QB,Marcus Mariota,TEN,0,0,0,0
TRUFFLE,2018,VD,K,Dustin Hopkins,WAS,0,0,0,0
TRUFFLE,2018,VD,DST,Titans,TEN,0,0,0,0
TRUFFLE,2018,VD,QB,Teddy Bridgewater,NO,0,0,0,0
TRUFFLE,2018,VD,QB,Sam Darnold,NYJ,0,0,0,0
TRUFFLE,2018,VD,RB,Kerryon Johnson,DET,0,0,0,0
TRUFFLE,2018,VD,RB,Ito Smith,ATL,0,0,0,0
TRUFFLE,2018,VD,RB,James Conner,PIT,0,0,0,0
TRUFFLE,2018,VD,RB,Le'Veon Bell,PIT,0,0,0,0
TRUFFLE,2018,VD,WR,Willie Snead,BAL,0,0,0,0
TRUFFLE,2018,VD,WR,Keelan Cole,JAC,0,0,0,0
TRUFFLE,2018,VD,WR,James Washington,PIT,0,0,0,0
TRUFFLE,2018,VD,WR,Odell Beckham,NYG,0,0,0,0
TRUFFLE,2018,VD,TE,Jordan Reed,WAS,0,0,0,0
TRUFFLE,2018,VD,TE,Dallas Goedert,PHI,0,0,0,0
TRUFFLE,2018,VD,WR,Robby Anderson,NYJ,0,0,0,0
TRUFFLE,2018,VD,DST,Bills,BUF,0,0,0,0
TRUFFLE,2018,AI,QB,Aaron Rodgers,GB,0,0,0,0
TRUFFLE,2018,AI,RB,Joe Mixon,CIN,0,0,0,0
TRUFFLE,2018,AI,RB,Todd Gurley,LAR,0,0,0,0
TRUFFLE,2018,AI,WR,Alshon Jeffery,PHI,0,0,0,0
TRUFFLE,2018,AI,WR,John Ross,CIN,0,0,0,0
TRUFFLE,2018,AI,WR,Devin Funchess,CAR,0,0,0,0
TRUFFLE,2018,AI,TE,Chris Herndon,NYJ,0,0,0,0
TRUFFLE,2018,AI,RB,Isaiah Crowell,NYJ,0,0,0,0
TRUFFLE,2018,AI,QB,Derek Carr,OAK,0,0,0,0
TRUFFLE,2018,AI,K,Harrison Butker,KC,0,0,0,0
TRUFFLE,2018,AI,DST,Redskins,WAS,0,0,0,0
TRUFFLE,2018,AI,QB,Josh Johnson,WAS,0,0,0,0
TRUFFLE,2018,AI,QB,DeShone Kizer,GB,0,0,0,0
TRUFFLE,2018,AI,RB,Royce Freeman,DEN,0,0,0,0
TRUFFLE,2018,AI,RB,Matt Breida,SF,0,0,0,0
TRUFFLE,2018,AI,RB,Kenneth Dixon,BAL,0,0,0,0
TRUFFLE,2018,AI,WR,David Moore,SEA,0,0,0,0
TRUFFLE,2018,AI,TE,Hunter Henry,LAC,0,0,0,0
