League,Season,TRUFFLE,Pos,Player,NFL,Salary,Contract,Ring,BenchCup
TRUFFLE,2015,VD,DST,Titans,TEN,0,0,1,0
TRUFFLE,2015,AI,QB,Aaron Rodgers,GB,0,0,0,0
TRUFFLE,2015,AI,RB,Kenneth Dixon,BAL,0,0,0,0
TRUFFLE,2015,AI,RB,LeGarrette Blount,NE,0,0,0,0
TRUFFLE,2015,AI,WR,Larry Fitzgerald,ARI,0,0,0,0
TRUFFLE,2015,AI,WR,Alshon Jeffery,CHI,0,0,0,0
TRUFFLE,2015,AI,WR,Sammy Watkins,BUF,0,0,0,0
TRUFFLE,2015,AI,TE,Tyler Eifert,CIN,0,0,0,0
TRUFFLE,2015,AI,RB,Todd Gurley,LAR,0,0,0,0
TRUFFLE,2015,AI,QB,Derek Carr,OAK,0,0,0,0
TRUFFLE,2015,AI,K,Matt Prater,DET,0,0,0,0
TRUFFLE,2015,AI,DST,Bengals,CIN,0,0,0,0
TRUFFLE,2015,AI,QB,Sam Bradford,MIN,0,0,0,0
TRUFFLE,2015,AI,RB,Dwayne Washington,DET,0,0,0,0
TRUFFLE,2015,AI,RB,Devontae Booker,DEN,0,0,0,0
TRUFFLE,2015,AI,RB,Terrance West,BAL,0,0,0,0
TRUFFLE,2015,AI,RB,Ameer Abdullah,DET,0,0,0,0
TRUFFLE,2015,AI,WR,Devin Funchess,CAR,0,0,0,0
TRUFFLE,2015,AI,WR,Phillip Dorsett,IND,0,0,0,0
TRUFFLE,2015,AI,WR,Dorial Green-Beckham,PHI,0,0,0,0
TRUFFLE,2015,AI,WR,Allen Robinson,JAC,0,0,0,0
TRUFFLE,2015,AI,WR,Jordan Matthews,PHI,0,0,0,0
TRUFFLE,2015,AI,WR,Donte Moncrief,IND,0,0,0,0
TRUFFLE,2015,AI,TE,Hunter Henry,SD,0,0,0,0
TRUFFLE,2015,AI,TE,Dwayne Allen,IND,0,0,0,0
TRUFFLE,2015,AI,RB,Theo Riddick,DET,0,0,0,0
TRUFFLE,2015,MCM,QB,Matt Ryan,ATL,0,0,0,0
TRUFFLE,2015,MCM,RB,Jordan Howard,CHI,0,0,0,0
TRUFFLE,2015,MCM,RB,Rob Kelley,WAS,0,0,0,0
TRUFFLE,2015,MCM,WR,Dontrelle Inman,SD,0,0,0,0
TRUFFLE,2015,MCM,WR,DeAndre Hopkins,HOU,0,0,0,0
TRUFFLE,2015,MCM,WR,Antonio Brown,PIT,0,0,0,0
TRUFFLE,2015,MCM,TE,Delanie Walker,TEN,0,0,0,0
TRUFFLE,2015,MCM,RB,Carlos Hyde,SF,0,0,0,0
TRUFFLE,2015,MCM,QB,Cam Newton,CAR,0,0,0,0
TRUFFLE,2015,MCM,K,Steven Hauschka,SEA,0,0,0,0
TRUFFLE,2015,MCM,DST,Giants,NYG,0,0,0,0
TRUFFLE,2015,MCM,QB,Cardale Jones,BUF,0,0,0,0
TRUFFLE,2015,MCM,QB,Tom Savage,HOU,0,0,0,0
TRUFFLE,2015,MCM,QB,Matt Moore,MIA,0,0,0,0
TRUFFLE,2015,MCM,QB,Trevor Siemian,DEN,0,0,0,0
TRUFFLE,2015,MCM,RB,Zach Zenner,DET,0,0,0,0
TRUFFLE,2015,MCM,RB,Chris Thompson,WAS,0,0,0,0
TRUFFLE,2015,MCM,RB,Jeremy Langford,CHI,0,0,0,0
TRUFFLE,2015,MCM,RB,Bilal Powell,NYJ,0,0,0,0
TRUFFLE,2015,MCM,RB,Mike Gillislee,BUF,0,0,0,0
TRUFFLE,2015,MCM,WR,Davante Adams,GB,0,0,0,0
TRUFFLE,2015,MCM,WR,Robby Anderson,NYJ,0,0,0,0
TRUFFLE,2015,MCM,WR,Brandon Marshall,NYJ,0,0,0,0
TRUFFLE,2015,MCM,QB,Tyrod Taylor,BUF,0,0,0,0
TRUFFLE,2015,MCM,DST,Cowboys,DAL,0,0,0,0
TRUFFLE,2015,FRR,QB,Tom Brady,NE,0,0,0,0
TRUFFLE,2015,FRR,RB,Jeremy Hill,CIN,0,0,0,0
TRUFFLE,2015,FRR,RB,DeMarco Murray,TEN,0,0,0,0
TRUFFLE,2015,FRR,WR,Mike Evans,TB,0,0,0,0
TRUFFLE,2015,FRR,WR,Julio Jones,ATL,0,0,0,0
TRUFFLE,2015,FRR,WR,Rishard Matthews,TEN,0,0,0,0
TRUFFLE,2015,FRR,TE,Martellus Bennett,NE,0,0,0,0
TRUFFLE,2015,FRR,WR,Jamison Crowder,WAS,0,0,0,0
TRUFFLE,2015,FRR,QB,Drew Brees,NO,0,0,0,0
TRUFFLE,2015,FRR,K,Caleb Sturgis,PHI,0,0,0,0
TRUFFLE,2015,FRR,DST,Chiefs,KC,0,0,0,0
TRUFFLE,2015,FRR,QB,Matt Barkley,CHI,0,0,0,0
TRUFFLE,2015,FRR,RB,Eddie Lacy,GB,0,0,0,0
TRUFFLE,2015,FRR,WR,AJ Green,CIN,0,0,0,0
TRUFFLE,2015,FRR,WR,Willie Snead,NO,0,0,0,0
TRUFFLE,2015,FRR,WR,Tyler Lockett,SEA,0,0,0,0
TRUFFLE,2015,FRR,TE,Rob Gronkowski,NE,0,0,0,0
TRUFFLE,2015,FRR,TE,Kyle Rudolph,MIN,0,0,0,0
TRUFFLE,2015,FRR,WR,John Brown,ARI,0,0,0,0
TRUFFLE,2015,FRR,WR,Malcolm Mitchell,NE,0,0,0,0
TRUFFLE,2015,FRR,RB,Dion Lewis,NE,0,0,0,0
TRUFFLE,2015,FRR,RB,Derrick Henry,TEN,0,0,0,0
TRUFFLE,2015,FRR,QB,Philip Rivers,SD,0,0,0,0
TRUFFLE,2015,FRR,QB,Jimmy Garoppolo,NE,0,0,0,0
TRUFFLE,2015,FRR,DST,Vikings,MIN,0,0,0,0
TRUFFLE,2015,GG,QB,Joe Flacco,BAL,0,0,0,0
TRUFFLE,2015,GG,RB,Jay Ajayi,MIA,0,0,0,0
TRUFFLE,2015,GG,RB,Darren Sproles,PHI,0,0,0,0
TRUFFLE,2015,GG,WR,Randall Cobb,GB,0,0,0,0
TRUFFLE,2015,GG,WR,Will Fuller,HOU,0,0,0,0
TRUFFLE,2015,GG,WR,Torrey Smith,SF,0,0,0,0
TRUFFLE,2015,GG,TE,Zach Ertz,PHI,0,0,0,0
TRUFFLE,2015,GG,WR,Jordy Nelson,GB,0,0,0,0
TRUFFLE,2015,GG,QB,Eli Manning,NYG,0,0,0,0
TRUFFLE,2015,GG,K,Dustin Hopkins,WAS,0,0,0,0
TRUFFLE,2015,GG,DST,Dolphins,MIA,0,0,0,0
TRUFFLE,2015,GG,QB,Tony Romo,DAL,0,0,0,0
TRUFFLE,2015,GG,RB,Jamaal Charles,KC,0,0,0,0
TRUFFLE,2015,GG,RB,Arian Foster,MIA,0,0,0,0
TRUFFLE,2015,GG,RB,Charcandrick West,KC,0,0,0,0
TRUFFLE,2015,GG,WR,Breshad Perriman,BAL,0,0,0,0
TRUFFLE,2015,GG,WR,Terrance Williams,DAL,0,0,0,0
TRUFFLE,2015,GG,WR,Mohamed Sanu,ATL,0,0,0,0
TRUFFLE,2015,GG,WR,Victor Cruz,NYG,0,0,0,0
TRUFFLE,2015,GG,WR,Michael Floyd,NE,0,0,0,0
TRUFFLE,2015,GG,WR,Cole Beasley,DAL,0,0,0,0
TRUFFLE,2015,GG,RB,Shaun Draughn,SF,0,0,0,0
TRUFFLE,2015,GG,RB,Reggie Bush,BUF,0,0,0,0
TRUFFLE,2015,GG,WR,Tajae Sharpe,TEN,0,0,0,0
TRUFFLE,2015,GG,WR,Josh Doctson,WAS,0,0,0,0
TRUFFLE,2015,GRR,QB,Carson Wentz,PHI,0,0,0,0
TRUFFLE,2015,GRR,RB,Jerick McKinnon,MIN,0,0,0,0
TRUFFLE,2015,GRR,RB,Isaiah Crowell,CLE,0,0,0,0
TRUFFLE,2015,GRR,WR,Anquan Boldin,DET,0,0,0,0
TRUFFLE,2015,GRR,WR,Steve Smith,BAL,0,0,0,0
TRUFFLE,2015,GRR,WR,Kenny Britt,LAR,0,0,0,0
TRUFFLE,2015,GRR,TE,Greg Olsen,CAR,0,0,0,0
TRUFFLE,2015,GRR,WR,Kendall Wright,TEN,0,0,0,0
TRUFFLE,2015,GRR,QB,Brock Osweiler,HOU,0,0,0,0
TRUFFLE,2015,GRR,K,Matt Bryant,ATL,0,0,0,0
TRUFFLE,2015,GRR,DST,Bills,BUF,0,0,0,0
TRUFFLE,2015,GRR,RB,CJ Anderson,DEN,0,0,0,0
TRUFFLE,2015,GRR,RB,Justin Forsett,DEN,0,0,0,0
TRUFFLE,2015,GRR,RB,Adrian Peterson,MIN,0,0,0,0
TRUFFLE,2015,GRR,WR,DeSean Jackson,WAS,0,0,0,0
TRUFFLE,2015,GRR,WR,Jaelen Strong,HOU,0,0,0,0
TRUFFLE,2015,GRR,TE,Jared Cook,GB,0,0,0,0
TRUFFLE,2015,GRR,RB,Javorius Allen,BAL,0,0,0,0
TRUFFLE,2015,GRR,TE,Charles Clay,BUF,0,0,0,0
TRUFFLE,2015,GRR,WR,Mike Thomas,LAR,0,0,0,0
TRUFFLE,2015,GRR,QB,Ryan Fitzpatrick,NYJ,0,0,0,0
TRUFFLE,2015,GRR,RB,Jonathan Williams,BUF,0,0,0,0
TRUFFLE,2015,GRR,WR,Laquon Treadwell,MIN,0,0,0,0
TRUFFLE,2015,GRR,K,Cairo Santos,KC,0,0,0,0
TRUFFLE,2015,GRR,DST,Texans,HOU,0,0,0,0
TRUFFLE,2015,CRB,QB,Kirk Cousins,WAS,0,0,0,0
TRUFFLE,2015,CRB,RB,LeSean McCoy,BUF,0,0,0,0
TRUFFLE,2015,CRB,RB,Ezekiel Elliott,DAL,0,0,0,0
TRUFFLE,2015,CRB,WR,TY Hilton,IND,0,0,0,0
TRUFFLE,2015,CRB,WR,Jarvis Landry,MIA,0,0,0,0
TRUFFLE,2015,CRB,WR,Tyrell Williams,SD,0,0,0,0
TRUFFLE,2015,CRB,TE,Travis Kelce,KC,0,0,0,0
TRUFFLE,2015,CRB,RB,Spencer Ware,KC,0,0,0,0
TRUFFLE,2015,CRB,QB,Ben Roethlisberger,PIT,0,0,0,0
TRUFFLE,2015,CRB,K,Dan Bailey,DAL,0,0,0,0
TRUFFLE,2015,CRB,DST,Eagles,PHI,0,0,0,0
TRUFFLE,2015,CRB,WR,Martavis Bryant,PIT,0,0,0,0
TRUFFLE,2015,CRB,WR,Cameron Meredith,CHI,0,0,0,0
TRUFFLE,2015,CRB,WR,Corey Coleman,CLE,0,0,0,0
TRUFFLE,2015,CRB,WR,Sterling Shepard,NYG,0,0,0,0
TRUFFLE,2015,CRB,TE,Cameron Brate,TB,0,0,0,0
TRUFFLE,2015,CRB,TE,Coby Fleener,NO,0,0,0,0
TRUFFLE,2015,CRB,RB,Thomas Rawls,SEA,0,0,0,0
TRUFFLE,2015,CRB,WR,Jeremy Maclin,KC,0,0,0,0
TRUFFLE,2015,CRB,RB,TJ Yeldon,JAC,0,0,0,0
TRUFFLE,2015,CRB,QB,Blake Bortles,JAC,0,0,0,0
TRUFFLE,2015,CRB,QB,Ryan Tannehill,MIA,0,0,0,0
TRUFFLE,2015,CRB,QB,Robert Griffin,CLE,0,0,0,0
TRUFFLE,2015,CRB,K,Adam Vinatieri,IND,0,0,0,0
TRUFFLE,2015,CRB,DST,Ravens,BAL,0,0,0,0
TRUFFLE,2015,MWM,QB,Andrew Luck,IND,0,0,0,0
TRUFFLE,2015,MWM,RB,Latavius Murray,OAK,0,0,0,0
TRUFFLE,2015,MWM,RB,Doug Martin,TB,0,0,0,0
TRUFFLE,2015,MWM,WR,Demaryius Thomas,DEN,0,0,0,0
TRUFFLE,2015,MWM,WR,Doug Baldwin,SEA,0,0,0,0
TRUFFLE,2015,MWM,WR,Julian Edelman,NE,0,0,0,0
TRUFFLE,2015,MWM,TE,Jimmy Graham,SEA,0,0,0,0
TRUFFLE,2015,MWM,WR,Pierre Garcon,WAS,0,0,0,0
TRUFFLE,2015,MWM,QB,Alex Smith,KC,0,0,0,0
TRUFFLE,2015,MWM,K,Nick Novak,HOU,0,0,0,0
TRUFFLE,2015,MWM,DST,Patriots,NE,0,0,0,0
TRUFFLE,2015,MWM,RB,Christine Michael,GB,0,0,0,0
TRUFFLE,2015,MWM,WR,Adam Thielen,MIN,0,0,0,0
TRUFFLE,2015,MWM,TE,Dennis Pitta,BAL,0,0,0,0
TRUFFLE,2015,MWM,WR,Quincy Enunwa,NYJ,0,0,0,0
TRUFFLE,2015,MWM,RB,James White,NE,0,0,0,0
TRUFFLE,2015,MWM,WR,Travis Benjamin,SD,0,0,0,0
TRUFFLE,2015,MWM,WR,Danny Amendola,NE,0,0,0,0
TRUFFLE,2015,MWM,RB,Danny Woodhead,SD,0,0,0,0
TRUFFLE,2015,MWM,RB,Matt Forte,NYJ,0,0,0,0
TRUFFLE,2015,MWM,WR,Kelvin Benjamin,CAR,0,0,0,0
TRUFFLE,2015,MWM,K,Mason Crosby,GB,0,0,0,0
TRUFFLE,2015,MWM,DST,Broncos,DEN,0,0,0,0
TRUFFLE,2015,MWM,DST,Seahawks,SEA,0,0,0,0
TRUFFLE,2015,DFL,QB,Dak Prescott,DAL,0,0,0,0
TRUFFLE,2015,DFL,RB,Rashad Jennings,NYG,0,0,0,0
TRUFFLE,2015,DFL,RB,Mark Ingram,NO,0,0,0,0
TRUFFLE,2015,DFL,WR,Brandin Cooks,NO,0,0,0,0
TRUFFLE,2015,DFL,WR,Michael Crabtree,OAK,0,0,0,0
TRUFFLE,2015,DFL,WR,Amari Cooper,OAK,0,0,0,0
TRUFFLE,2015,DFL,TE,Eric Ebron,DET,0,0,0,0
TRUFFLE,2015,DFL,WR,Stefon Diggs,MIN,0,0,0,0
TRUFFLE,2015,DFL,QB,Jameis Winston,TB,0,0,0,0
TRUFFLE,2015,DFL,K,Stephen Gostkowski,NE,0,0,0,0
TRUFFLE,2015,DFL,DST,Panthers,CAR,0,0,0,0
TRUFFLE,2015,DFL,QB,Andy Dalton,CIN,0,0,0,0
TRUFFLE,2015,DFL,QB,Matthew Stafford,DET,0,0,0,0
TRUFFLE,2015,DFL,RB,Wendell Smallwood,PHI,0,0,0,0
TRUFFLE,2015,DFL,RB,Giovani Bernard,CIN,0,0,0,0
TRUFFLE,2015,DFL,RB,Melvin Gordon,SD,0,0,0,0
TRUFFLE,2015,DFL,WR,Jermaine Kearse,SEA,0,0,0,0
TRUFFLE,2015,DFL,WR,JJ Nelson,ARI,0,0,0,0
TRUFFLE,2015,DFL,WR,Markus Wheaton,PIT,0,0,0,0
TRUFFLE,2015,DFL,TE,Julius Thomas,JAC,0,0,0,0
TRUFFLE,2015,DFL,WR,Keenan Allen,SD,0,0,0,0
TRUFFLE,2015,DFL,WR,Marvin Jones,DET,0,0,0,0
TRUFFLE,2015,DFL,RB,DeAngelo Williams,PIT,0,0,0,0
TRUFFLE,2015,DFL,WR,Allen Hurns,JAC,0,0,0,0
TRUFFLE,2015,DFL,QB,Jared Goff,LAR,0,0,0,0
TRUFFLE,2015,VT,QB,Russell Wilson,SEA,0,0,0,0
TRUFFLE,2015,VT,RB,Lamar Miller,HOU,0,0,0,0
TRUFFLE,2015,VT,RB,David Johnson,ARI,0,0,0,0
TRUFFLE,2015,VT,WR,Tyreek Hill,KC,0,0,0,0
TRUFFLE,2015,VT,WR,Golden Tate,DET,0,0,0,0
TRUFFLE,2015,VT,WR,Emmanuel Sanders,DEN,0,0,0,0
TRUFFLE,2015,VT,TE,Antonio Gates,SD,0,0,0,0
TRUFFLE,2015,VT,RB,Frank Gore,IND,0,0,0,0
TRUFFLE,2015,VT,WR,Michael Thomas,NO,0,0,0,0
TRUFFLE,2015,VT,K,Graham Gano,CAR,0,0,0,0
TRUFFLE,2015,VT,DST,Steelers,PIT,0,0,0,0
TRUFFLE,2015,VT,QB,Teddy Bridgewater,MIN,0,0,0,0
TRUFFLE,2015,VT,QB,Josh McCown,CLE,0,0,0,0
TRUFFLE,2015,VT,RB,Ryan Mathews,PHI,0,0,0,0
TRUFFLE,2015,VT,RB,CJ Prosise,SEA,0,0,0,0
TRUFFLE,2015,VT,WR,DeVante Parker,MIA,0,0,0,0
TRUFFLE,2015,VT,WR,Eric Decker,NYJ,0,0,0,0
TRUFFLE,2015,VT,WR,Terrelle Pryor,CLE,0,0,0,0
TRUFFLE,2015,VT,TE,CJ Fiedorowicz,HOU,0,0,0,0
TRUFFLE,2015,VT,RB,Charles Sims,TB,0,0,0,0
TRUFFLE,2015,VT,RB,Chris Johnson,ARI,0,0,0,0
TRUFFLE,2015,VT,WR,Brandon LaFell,CIN,0,0,0,0
TRUFFLE,2015,VT,QB,Jay Cutler,CHI,0,0,0,0
TRUFFLE,2015,VT,DST,Packers,GB,0,0,0,0
TRUFFLE,2022,AFL,QB,Bailey Zappe,NE,1,2,0,0
TRUFFLE,2022,AFL,RB,Isiah Pacheco,KC,6,2,0,0
TRUFFLE,2022,AFL,RB,Miles Sanders,PHI,71,2,0,0
TRUFFLE,2022,AFL,WR,AJ Brown,PHI,47,2,0,0
TRUFFLE,2022,AFL,WR,Drake London,ATL,35,3,0,0
TRUFFLE,2022,AFL,WR,Chris Olave,NO,45,3,0,0
TRUFFLE,2022,AFL,TE,Daniel Bellinger,NYG,1,2,0,0
TRUFFLE,2022,AFL,RB,Raheem Mostert,MIA,9,3,0,0
TRUFFLE,2022,AFL,RB,Rachaad White,TB,5,3,0,0
TRUFFLE,2022,AFL,DST,Dolphins,MIA,1,1,0,0
TRUFFLE,2022,AFL,QB,Kyle Allen,HOU,1,2,0,0
TRUFFLE,2022,AFL,QB,Matthew Stafford,LAR,93,2,0,0
TRUFFLE,2022,AFL,RB,Melvin Gordon,KC,25,2,0,0
TRUFFLE,2022,AFL,RB,Hassan Haskins,TEN,3,3,0,0
TRUFFLE,2022,AFL,RB,Javonte Williams,DEN,5,2,0,0
TRUFFLE,2022,AFL,WR,Nico Collins,HOU,3,2,0,0
TRUFFLE,2022,AFL,WR,Courtland Sutton,DEN,49,1,0,0
TRUFFLE,2022,AFL,TE,Trey McBride,ARI,3,3,0,0
TRUFFLE,2022,AFL,WR,Kadarius Toney,KC,4,2,0,0
TRUFFLE,2022,AFL,QB,Trey Lance,SF,45,2,0,0
TRUFFLE,2022,AFL,WR,John Metchie,HOU,5,3,0,0
TRUFFLE,2022,CC,QB,Josh Allen,BUF,80,1,0,0
TRUFFLE,2022,CC,RB,James Cook,BUF,10,3,0,0
TRUFFLE,2022,CC,RB,Alvin Kamara,NO,96,1,0,0
TRUFFLE,2022,CC,WR,Marquise Brown,ARI,50,1,0,0
TRUFFLE,2022,CC,WR,DeAndre Hopkins,ARI,42,2,0,0
TRUFFLE,2022,CC,WR,George Pickens,PIT,5,3,0,0
TRUFFLE,2022,CC,TE,Darren Waller,LV,30,2,0,0
TRUFFLE,2022,CC,WR,Darius Slayton,NYG,8,2,0,0
TRUFFLE,2022,CC,QB,Kirk Cousins,MIN,20,1,0,0
TRUFFLE,2022,CC,DST,Commanders,WAS,3,2,0,0
TRUFFLE,2022,CC,RB,Kenneth Gainwell,PHI,3,2,0,0
TRUFFLE,2022,CC,RB,Deon Jackson,IND,15,2,0,0
TRUFFLE,2022,CC,RB,Jonathan Taylor,IND,35,1,0,0
TRUFFLE,2022,CC,WR,Diontae Johnson,PIT,28,1,0,0
TRUFFLE,2022,CC,WR,Tyler Lockett,SEA,19,2,0,0
TRUFFLE,2022,CC,TE,Mike Gesicki,MIA,8,1,0,0
TRUFFLE,2022,CC,TE,Dalton Schultz,DAL,2,2,0,0
TRUFFLE,2022,CC,WR,Chase Claypool,CHI,4,1,0,0
TRUFFLE,2022,CC,RB,Kenyan Drake,BAL,10,2,0,0
TRUFFLE,2022,CRB,QB,Gardner Minshew,PHI,1,2,0,0
TRUFFLE,2022,CRB,RB,JK Dobbins,BAL,15,1,0,0
TRUFFLE,2022,CRB,RB,Pierre Strong,NE,12,2,0,0
TRUFFLE,2022,CRB,WR,Romeo Doubs,GB,3,3,0,0
TRUFFLE,2022,CRB,WR,DeVonta Smith,PHI,15,2,0,0
TRUFFLE,2022,CRB,WR,Amon-Ra St Brown,DET,5,2,0,0
TRUFFLE,2022,CRB,TE,TJ Hockenson,MIN,21,1,0,0
TRUFFLE,2022,CRB,WR,Elijah Moore,NYJ,5,2,0,0
TRUFFLE,2022,CRB,QB,Kenny Pickett,PIT,10,3,0,0
TRUFFLE,2022,CRB,DST,Chiefs,KC,2,2,0,0
TRUFFLE,2022,CRB,QB,Jalen Hurts,PHI,100,2,0,0
TRUFFLE,2022,CRB,QB,Colt McCoy,ARI,30,2,0,0
TRUFFLE,2022,CRB,QB,Desmond Ridder,ATL,5,3,0,0
TRUFFLE,2022,CRB,RB,Antonio Gibson,WAS,5,1,0,0
TRUFFLE,2022,CRB,WR,Mecole Hardman,KC,13,2,0,0
TRUFFLE,2022,CRB,WR,DeVante Parker,NE,15,2,0,0
TRUFFLE,2022,CRB,QB,Ryan Tannehill,TEN,49,2,0,0
TRUFFLE,2022,CRB,RB,Breece Hall,NYJ,50,3,0,0
TRUFFLE,2022,CRB,RB,Elijah Mitchell,SF,97,2,0,0
TRUFFLE,2022,ELP,QB,Jarrett Stidham,LV,1,2,1,0
TRUFFLE,2022,ELP,RB,Derrick Henry,TEN,105,1,1,0
TRUFFLE,2022,ELP,RB,Kenneth Walker,SEA,30,3,1,0
TRUFFLE,2022,ELP,WR,Keenan Allen,LAC,47,1,1,0
TRUFFLE,2022,ELP,WR,Tyreek Hill,MIA,67,2,1,0
TRUFFLE,2022,ELP,WR,KJ Osborn,MIN,1,2,1,0
TRUFFLE,2022,ELP,TE,Mark Andrews,BAL,28,2,1,0
TRUFFLE,2022,ELP,RB,Jamaal Williams,DET,4,2,1,0
TRUFFLE,2022,ELP,QB,Geno Smith,SEA,25,2,1,0
TRUFFLE,2022,ELP,DST,49ers,SF,1,1,1,0
TRUFFLE,2022,ELP,QB,Daniel Jones,NYG,48,1,1,0
TRUFFLE,2022,ELP,QB,Brock Purdy,SF,20,2,1,0
TRUFFLE,2022,ELP,RB,Brian Robinson,WAS,5,3,1,0
TRUFFLE,2022,ELP,WR,Michael Gallup,DAL,1,2,1,0
TRUFFLE,2022,ELP,WR,Cooper Kupp,LAR,53,1,1,0
TRUFFLE,2022,ELP,WR,Deebo Samuel,SF,36,1,1,0
TRUFFLE,2022,ELP,RB,Zonovan Knight,NYJ,3,2,1,0
TRUFFLE,2022,ELP,TE,Cole Kmet,CHI,3,2,1,0
TRUFFLE,2022,ELP,WR,Devin Duvernay,BAL,1,2,1,0
TRUFFLE,2022,ELP,TE,Zach Ertz,ARI,1,2,0,0
TRUFFLE,2022,FRR,QB,Patrick Mahomes,KC,72,2,0,0
TRUFFLE,2022,FRR,RB,Christian McCaffrey,SF,105,1,0,0
TRUFFLE,2022,FRR,RB,Rhamondre Stevenson,NE,3,2,0,0
TRUFFLE,2022,FRR,WR,Ja'Marr Chase,CIN,40,2,0,0
TRUFFLE,2022,FRR,WR,Terry McLaurin,WAS,52,1,0,0
TRUFFLE,2022,FRR,WR,Jaylen Waddle,MIA,10,2,0,0
TRUFFLE,2022,FRR,TE,Travis Kelce,KC,46,1,0,0
TRUFFLE,2022,FRR,RB,D'Andre Swift,DET,15,1,0,0
TRUFFLE,2022,FRR,QB,Joe Burrow,CIN,45,1,0,0
TRUFFLE,2022,FRR,DST,Eagles,PHI,12,2,0,0
TRUFFLE,2022,FRR,QB,Jared Goff,DET,2,1,0,0
TRUFFLE,2022,FRR,QB,Baker Mayfield,LAR,5,2,0,0
TRUFFLE,2022,FRR,RB,Zack Moss,IND,10,2,0,0
TRUFFLE,2022,FRR,RB,Jeff Wilson,MIA,15,2,0,0
TRUFFLE,2022,FRR,WR,Kendrick Bourne,NE,1,2,0,0
TRUFFLE,2022,FRR,WR,Gabe Davis,BUF,2,1,0,0
TRUFFLE,2022,FRR,WR,JuJu Smith-Schuster,KC,46,2,0,0
TRUFFLE,2022,FRR,TE,Greg Dulcich,DEN,2,2,0,0
TRUFFLE,2022,FRR,TE,Tyler Higbee,LAR,1,2,0,0
TRUFFLE,2022,FRR,RB,Dameon Pierce,HOU,5,3,0,0
TRUFFLE,2022,FRR,WR,Rondale Moore,ARI,10,2,0,0
TRUFFLE,2022,GF,QB,Aaron Rodgers,GB,68,1,0,0
TRUFFLE,2022,GF,RB,Nick Chubb,CLE,102,2,0,0
TRUFFLE,2022,GF,RB,James Conner,ARI,69,1,0,0
TRUFFLE,2022,GF,WR,Donovan Peoples-Jones,CLE,1,2,0,0
TRUFFLE,2022,GF,WR,Michael Pittman,IND,5,1,0,0
TRUFFLE,2022,GF,WR,Christian Watson,GB,15,3,0,0
TRUFFLE,2022,GF,TE,Dawson Knox,BUF,15,2,0,0
TRUFFLE,2022,GF,RB,Michael Carter,NYJ,5,2,0,0
TRUFFLE,2022,GF,QB,Russell Wilson,DEN,63,2,0,0
TRUFFLE,2022,GF,DST,Titans,TEN,1,2,0,0
TRUFFLE,2022,GF,QB,Derek Carr,LV,35,2,0,0
TRUFFLE,2022,GF,RB,Ronald Jones,KC,8,3,0,0
TRUFFLE,2022,GF,WR,Odell Beckham,LAR,1,2,0,0
TRUFFLE,2022,GF,WR,David Bell,CLE,5,3,0,0
TRUFFLE,2022,GF,WR,Calvin Ridley,JAC,15,4,0,0
TRUFFLE,2022,GF,WR,Jalen Tolbert,DAL,6,2,0,0
TRUFFLE,2022,GF,WR,Jameson Williams,DET,40,3,0,0
TRUFFLE,2022,GF,TE,Noah Fant,SEA,14,2,0,0
TRUFFLE,2022,GF,TE,Isaiah Likely,BAL,1,2,0,0
TRUFFLE,2022,GF,RB,Rashaad Penny,SEA,14,3,0,0
TRUFFLE,2022,GF,WR,Wan'Dale Robinson,NYG,1,3,0,0
TRUFFLE,2022,MAM,QB,Justin Fields,CHI,30,2,0,0
TRUFFLE,2022,MAM,RB,Saquon Barkley,NYG,104,3,0,0
TRUFFLE,2022,MAM,RB,Joe Mixon,CIN,65,1,0,0
TRUFFLE,2022,MAM,WR,Mike Evans,TB,54,1,0,0
TRUFFLE,2022,MAM,WR,Chris Godwin,TB,52,1,0,0
TRUFFLE,2022,MAM,WR,Garrett Wilson,NYJ,25,3,0,0
TRUFFLE,2022,MAM,TE,George Kittle,SF,37,2,0,0
TRUFFLE,2022,MAM,RB,David Montgomery,CHI,25,2,0,0
TRUFFLE,2022,MAM,TE,Dallas Goedert,PHI,5,2,0,0
TRUFFLE,2022,MAM,DST,Chargers,LAC,1,2,0,0
TRUFFLE,2022,MAM,RB,Matt Breida,NYG,3,2,0,0
TRUFFLE,2022,MAM,WR,DJ Chark,DET,1,2,0,0
TRUFFLE,2022,MAM,WR,Curtis Samuel,WAS,7,1,0,0
TRUFFLE,2022,MAM,TE,Jelani Woods,IND,1,2,0,0
TRUFFLE,2022,MAM,TE,Gerald Everett,LAC,1,1,0,0
TRUFFLE,2022,MAM,RB,D'Onta Foreman,CAR,3,2,0,0
TRUFFLE,2022,MAM,QB,Matt Ryan,IND,16,2,0,0
TRUFFLE,2022,MAM,QB,Tua Tagovailoa,MIA,50,1,0,0
TRUFFLE,2022,MAM,DST,Broncos,DEN,1,2,0,0
TRUFFLE,2022,MAM,QB,Matt Corral,CAR,5,3,0,0
TRUFFLE,2022,MCM,QB,Mike White,NYJ,4,2,0,1
TRUFFLE,2022,MCM,RB,Kareem Hunt,CLE,58,2,0,1
TRUFFLE,2022,MCM,RB,Zamir White,LV,5,3,0,1
TRUFFLE,2022,MCM,WR,Randall Cobb,GB,3,2,0,1
TRUFFLE,2022,MCM,WR,Brandin Cooks,HOU,34,3,0,1
TRUFFLE,2022,MCM,WR,Mike Williams,LAC,15,1,0,1
