playerID,Player,Pos,NFL,TRUFFLE
2240806,Darrynton Evans,RB,CHI,W (5/9)
3116892,Deonte Harris,WR,NO,W (5/9)
2804432,KJ Hamler,WR,DEN,W (5/9)
2804380,Nick Easley,WR,BUF,W (5/9)
2961719,Javonte Williams,RB,DEN,FRR
2131782,Kyle Allen,QB,HOU,W (5/9)
2239646,Byron Pringle,WR,CHI,W (5/9)
2926462,Reggie Bonnafon,RB,WAS,W (5/9)
3117020,Charles Holland,WR,CIN,W (5/9)
2249166,Jordan Thomas,TE,DET,W (5/9)
1691166,Jimmy Graham,TE,CHI,W (5/9)
2965208,Chigoziem Okonkwo,TE,TEN,W (5/9)
2239939,Jason Huntley,RB,PHI,W (5/9)
2819226,Antony Auclair,TE,HOU,W (5/9)
2247525,Kalija Lipscomb,WR,TEN,W (5/9)
2188929,Daniel Crawford,TE,GB,W (5/9)
2871710,D'Andre Swift,RB,DET,FRR
2179571,Ryan Willis,QB,CHI,W (5/9)
2257876,Josh Jacobs,RB,LV,W (5/9)
2185733,Keke Coutee,WR,IND,W (5/9)
2867517,Spencer Brown,RB,CAR,W (5/9)
3117047,Michael Walker,WR,PHI,W (5/9)
2082532,Devin Ross,WR,NE,W (5/9)
2966004,Devon Williams,WR,BAL,W (5/9)
2252190,Trey Ragas,RB,LV,W (5/9)
2130950,Austin Proehl,WR,NYG,W (5/9)
1851283,DeVante Parker,WR,NE,AFL
2258303,AJ Brown,WR,PHI,AFL
2924426,Trenton Cannon,RB,TEN,W (5/9)
2165586,Rodney Smith,RB,DET,W (5/9)
3117010,Drew Anderson,QB,ARI,W (5/9)
2082845,Durham Smythe,TE,MIA,W (5/9)
2819114,Thomas Sperbeck,WR,TB,W (5/9)
2179798,Joe Burrow,QB,CIN,AFL
2180769,James Proche,WR,BAL,W (5/9)
3103642,Bryant Mitchell,WR,TB,W (5/9)
2131587,Isaiah McKenzie,WR,BUF,W (5/9)
1824864,Dak Prescott,QB,DAL,MCM
2221831,Josh Hammond,WR,JAC,W (5/9)
2803733,Jalen Reagor,WR,PHI,W (5/9)
2252154,Aaron Parker,WR,CAR,W (5/9)
2001839,Tevin Coleman,RB,NYJ,W (5/9)
2962944,Jahan Dotson,WR,WAS,W (5/9)
2132892,Diontae Spencer,WR,DEN,W (5/9)
3159114,Bryce Perkins,QB,LAR,W (5/9)
2182104,Isaiah Searight,TE,NYG,W (5/9)
3116625,Cullen Gillaspia,RB,NYG,W (5/9)
3117135,Tony Brooks-James,RB,PIT,W (5/9)
1272242,Russell Wilson,QB,DEN,GF
2983467,John Wolford,QB,LAR,W (5/9)
2246946,Thaddeus Moss,TE,CIN,W (5/9)
2963641,Zamir White,RB,LV,W (5/9)
