TRUFFLE,Player,Pos,NFL,Pct,20+,40+,Avg,20+,Tar,TarPct,Avg,20+,40+,1Std Pct,Total,Avg,Total
W (9/29),Montrell Washington,WR,DEN,0.0,0,0,19.0,0.0,1,3.2,0.0,0,0,0.0,19,1.90,1.90
W (9/29),Sony Michel,RB,LAC,0.0,0,0,3.2,0.0,1,2.1,6.0,0,0,0.0,19,1.90,1.90
W (9/29),Trent Sherfield,WR,MIA,0.0,0,0,0.0,0.0,2,4.0,4.5,0,0,50.0,9,1.90,1.90
CRB,Ryan Tannehill,QB,TEN,55.0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,119,1.88,1.88
W (9/29),Michael Burton,RB,KC,0.0,0,0,6.0,0.0,1,2.9,2.0,0,0,0.0,8,1.80,1.80
MAM,Matt Ryan,QB,IND,53.3,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,195,1.80,1.80
W (9/29),Ben Skowronek,WR,LAR,0.0,0,0,0.0,0.0,3,8.3,8.0,0,0,0.0,16,1.60,1.60
GF,Rashaad Penny,RB,SEA,0.0,0,0,2.5,0.0,0,0.0,0.0,0,0,0.0,15,1.50,1.50
W (9/29),Parker Hesse,TE,ATL,0.0,0,0,0.0,0.0,1,3.8,5.0,0,0,100.0,5,1.50,1.50
W (9/29),Patrick Ricard,RB,BAL,0.0,0,0,5.0,0.0,0,0.0,0.0,0,0,0.0,5,1.50,1.50
W (9/29),John Bates,TE,WAS,0.0,0,0,0.0,0.0,3,6.5,7.5,0,0,0.0,15,1.50,1.50
W (9/29),Kylen Granson,TE,IND,0.0,0,0,0.0,0.0,2,6.7,7.0,0,0,0.0,14,1.40,1.40
W (9/29),Chris Moore,WR,HOU,0.0,0,0,0.0,0.0,4,10.5,7.0,0,0,0.0,14,1.40,1.40
W (9/29),Nick Westbrook-Ikhine,WR,TEN,0.0,0,0,0.0,0.0,4,16.7,13.0,0,0,0.0,13,1.30,1.30
NN,Marquez Valdes-Scantling,WR,KC,0.0,0,0,0.0,0.0,7,20.0,6.5,0,0,0.0,13,1.30,1.30
W (9/29),Derek Watt,RB,PIT,0.0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,2,1.20,1.20
MWM,Robert Tonyan,TE,GB,0.0,0,0,0.0,0.0,2,8.0,5.5,0,0,0.0,11,1.10,1.10
W (9/29),Lil'Jordan Humphrey,WR,NE,0.0,0,0,0.0,0.0,2,5.7,11.0,0,0,0.0,11,1.10,1.10
GF,Noah Fant,TE,SEA,0.0,0,0,0.0,0.0,2,6.5,5.5,0,0,0.0,11,1.10,1.10
FRR,JuJu Smith-Schuster,WR,KC,0.0,0,0,0.0,0.0,3,8.6,3.3,0,0,0.0,10,1.00,1.00
W (9/29),Samaje Perine,RB,CIN,0.0,0,0,2.0,0.0,1,2.8,8.0,0,0,0.0,10,1.00,1.00
W (9/29),Deonte Harty,WR,NO,0.0,0,0,0.0,0.0,1,2.5,9.0,0,0,0.0,9,0.90,0.90
W (9/29),Tylan Wallace,WR,BAL,0.0,0,0,0.0,0.0,2,6.9,9.0,0,0,0.0,9,0.90,0.90
W (9/29),Cameron Brate,TE,TB,0.0,0,0,0.0,0.0,2,5.9,9.0,0,0,0.0,9,0.90,0.90
GF,Christian Watson,WR,GB,0.0,0,0,0.0,0.0,3,12.0,3.0,0,0,0.0,9,0.90,0.90
W (9/29),Rex Burkhead,RB,HOU,0.0,0,0,0.0,0.0,3,7.9,4.5,0,0,0.0,9,0.90,0.90
VD,D'Onta Foreman,RB,CAR,0.0,0,0,4.5,0.0,0,0.0,0.0,0,0,0.0,9,0.90,0.90
W (9/29),Mo Alie-Cox,TE,IND,0.0,0,0,0.0,0.0,3,10.0,9.0,0,0,0.0,9,0.90,0.90
WLW,Malik Willis,QB,TEN,25.0,0,0,4.0,0.0,0,0.0,0.0,0,0,0.0,22,0.84,0.84
W (9/29),Kenyan Drake,RB,BAL,0.0,0,0,1.3,0.0,0,0.0,0.0,0,0,0.0,8,0.80,0.80
W (9/29),Gunner Olszewski,WR,PIT,0.0,0,0,18.0,0.0,0,0.0,0.0,0,0,0.0,18,0.80,0.80
W (9/29),Dan Arnold,TE,JAC,0.0,0,0,0.0,0.0,1,3.3,8.0,0,0,0.0,8,0.80,0.80
W (9/29),OJ Howard,TE,HOU,0.0,0,0,0.0,0.0,1,2.6,7.0,0,0,0.0,7,0.70,0.70
W (9/29),D'Wayne Eskridge,WR,SEA,0.0,0,0,0.0,0.0,1,3.2,6.0,0,0,0.0,6,0.60,0.60
W (9/29),Avery Williams,RB,ATL,0.0,0,0,0.0,0.0,1,3.8,6.0,0,0,0.0,6,0.60,0.60
W (9/29),Quintin Morris,TE,BUF,0.0,0,0,0.0,0.0,1,2.5,6.0,0,0,0.0,6,0.60,0.60
FRR,Isiah Pacheco,RB,KC,0.0,0,0,3.0,0.0,0,0.0,0.0,0,0,0.0,6,0.60,0.60
GF,David Bell,WR,CLE,0.0,0,0,0.0,0.0,1,3.7,6.0,0,0,0.0,6,0.60,0.60
W (9/29),Dax Milne,WR,WAS,0.0,0,0,0.0,0.0,1,2.2,6.0,0,0,0.0,6,0.60,0.60
W (9/29),Brandon Powell,WR,LAR,0.0,0,0,-26.0,0.0,1,2.8,6.0,0,0,0.0,-20,0.60,0.60
W (9/29),Durham Smythe,TE,MIA,0.0,0,0,0.0,0.0,1,2.0,5.0,0,0,0.0,5,0.50,0.50
W (9/29),Jauan Jennings,WR,SF,0.0,0,0,0.0,0.0,2,8.3,4.0,0,0,0.0,4,0.40,0.40
W (9/29),Ty Johnson,RB,NYJ,0.0,0,0,0.0,0.0,3,6.7,4.0,0,0,0.0,4,0.40,0.40
W (9/29),Cade Otton,TE,TB,0.0,0,0,0.0,0.0,2,5.9,4.0,0,0,0.0,4,0.40,0.40
W (9/29),Mike Davis,RB,BAL,0.0,0,0,0.8,0.0,0,0.0,0.0,0,0,0.0,4,0.40,0.40
W (9/29),Brevin Jordan,TE,HOU,0.0,0,0,0.0,0.0,4,10.5,1.5,0,0,0.0,3,0.30,0.30
W (9/29),KaVontae Turpin,WR,DAL,0.0,0,0,3.0,0.0,0,0.0,0.0,0,0,0.0,3,0.30,0.30
W (9/29),Demetric Felton,RB,CLE,0.0,0,0,-4.0,0.0,1,3.7,3.0,0,0,0.0,-1,0.30,0.30
W (9/29),Mitchell Wilcox,TE,CIN,0.0,0,0,0.0,0.0,1,2.8,3.0,0,0,0.0,3,0.30,0.30
W (9/29),Caleb Huntley,RB,ATL,0.0,0,0,3.0,0.0,0,0.0,0.0,0,0,0.0,3,0.30,0.30
MCM,Zamir White,RB,LV,0.0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,2,0.20,0.20
W (9/29),Shi Smith,WR,CAR,0.0,0,0,0.0,0.0,6,20.7,2.0,0,0,0.0,2,0.20,0.20
W (9/29),Bryan Edwards,WR,ATL,0.0,0,0,0.0,0.0,2,7.7,2.0,0,0,0.0,2,0.20,0.20
W (9/29),Case Keenum,QB,BUF,0.0,0,0,0.7,0.0,0,0.0,0.0,0,0,0.0,2,0.20,0.20
W (9/29),Stephen Anderson,TE,ARI,0.0,0,0,0.0,0.0,1,2.0,2.0,0,0,0.0,2,0.20,0.20
W (9/29),Adam Prentice,RB,NO,0.0,0,0,0.0,0.0,1,2.5,2.0,0,0,0.0,2,0.20,0.20
MAM,Rachaad White,RB,TB,0.0,0,0,0.5,0.0,2,5.9,0.0,0,0,0.0,1,0.10,0.10
W (9/29),Jamal Agnew,WR,JAC,0.0,0,0,0.5,0.0,1,3.3,0.0,0,0,0.0,1,0.10,0.10
W (9/29),James Mitchell,TE,DET,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kyren Williams,RB,LAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Chris Manhertz,TE,JAC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Corey Coleman,WR,KC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kaylon Geiger,WR,TB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Travis Koontz,TE,LV,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Ty'Son Williams,RB,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jarrett Stidham,QB,LV,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Reggie Roberson,WR,TEN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kerryon Johnson,RB,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Lee Smith,TE,ATL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jason Moore,WR,LAC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Isaiah Hodgins,WR,BUF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),DaeSean Hamilton,WR,HOU,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Nick Eubanks,TE,CIN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tony Brooks-James,RB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tyshaun James,WR,ATL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Thomas Ives,WR,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),John Lovett,RB,MIA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kamryn Pettway,RB,MIN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),LaVance Taylor,RB,KC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Gerrid Doaks,RB,HOU,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),James Butler,RB,LV,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Trestan Ebner,RB,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Nolan Givan,TE,DET,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Michael Walker,WR,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Chad Kanoff,QB,TB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jimmy Graham,TE,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Isaiah Ford,WR,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Mataeo Durant,RB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Damion Willis,WR,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Ben Victor,WR,BAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jalen Williams,WR,NYG,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Deon Yelder,TE,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kelvin Harmon,WR,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jonathan Ward,RB,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Alex Wesley,WR,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kyle Markway,TE,LAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kevin Kassis,WR,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tommy Tremble,TE,CAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Tyler Bray,QB,SF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Josh Oliver,TE,BAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Austin Watkins,WR,TB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),James Morgan,QB,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),JJ Nelson,WR,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Lance Lenoir,WR,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jelani Woods,TE,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Cole Turner,TE,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Brandon Zylstra,WR,CAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),John Lovett,RB,CAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Chris Rowland,WR,TEN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jordan Mason,RB,SF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Diontae Spencer,WR,NYJ,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),JT Barrett,QB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Darius Jackson,RB,HOU,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Frank Darby,WR,ATL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),DeShon Williams,TE,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Johnathon Johnson,WR,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tajae Sharpe,WR,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),CJ Uzomah,TE,NYJ,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Ryan Becker,TE,ATL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jacob Hollister,TE,LV,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Myles Gaskin,RB,MIA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Denzel Mims,WR,NYJ,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
CRB,Michael Gallup,WR,DAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jequez Ezzard,WR,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Shane Buechele,QB,KC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Matt LaCosse,TE,NE,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Arthur Williams,WR,NYJ,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Joshua Dobbs,QB,CLE,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Ricky Person,RB,BAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),EJ Perry,QB,JAC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Gabe Nabers,RB,LAC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
AFL,Julio Jones,WR,TB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Otis Anderson,RB,LAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Brian Hill,RB,SF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kawaan Baker,WR,NO,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Milton Williams,WR,LV,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Benny LeMay,RB,CLE,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tayon Fleet-Davis,RB,KC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Dalton Keene,TE,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),CJ Verdell,RB,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),N'Keal Harry,WR,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tim Boyle,QB,DET,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Thomas Hennigan,WR,MIN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Anthony McFarland,RB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Cedrick Wilson,WR,MIA,0.0,0,0,0.0,0.0,1,2.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Ryan Aplin,QB,FA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Nico Evans,RB,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Danny Davis,WR,GB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Isaiah Weston,WR,CLE,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Neil Pau'u,WR,BUF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
WLW,Gabe Davis,WR,BUF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Patrick Carr,RB,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tim Patrick,WR,DEN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Juwan Green,WR,TEN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
AFL,John Metchie,WR,HOU,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jalen McCleskey,WR,NO,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Colby Parkinson,TE,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Trinity Benson,WR,DET,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Davis Cheek,QB,CAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jashaun Corbin,RB,NYG,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jibri Blount,TE,MIA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Devonte Robinson,WR,GB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Reggie Bonnafon,RB,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Brandon Johnson,RB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Darius Bradwell,RB,CAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Rico Bussey,WR,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Demetris Robertson,WR,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Deon Cain,WR,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Stanley Morgan,WR,CIN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
GF,Jameson Williams,WR,DET,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Lamical Perine,RB,NYJ,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Curtis Hodges,TE,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Keric Wheatfall,WR,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Chase Harrell,TE,SF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kehinde Oginni,TE,KC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Aaron Bailey,WR,BAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),JaVonta Payton,WR,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Austin Ramesh,RB,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tyler Huntley,QB,BAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Trace McSorley,QB,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Sandro Platzgummer,RB,NYG,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Britain Covey,WR,PHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Patrick Taylor,RB,GB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Cethan Carter,TE,MIA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Derek Carrier,TE,LV,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Dom Wood-Anderson,TE,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tommylee Lewis,WR,MIA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Raheem Blackshear,RB,CAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Sewo Olonilua,RB,DAL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Tre Walker,WR,BUF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Josh Perkins,TE,NYJ,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jared Baker,RB,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Chris Thompson,RB,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Nate Becker,TE,GB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Erik Ezukanma,WR,MIA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Travell Harris,WR,CLE,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
NN,D'Ernest Johnson,RB,CLE,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Jeremy McNichols,RB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
MCM,Keaontay Ingram,RB,ARI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Zach Gentry,TE,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Quartney Davis,WR,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Xavier Jones,RB,LAR,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Adrian Peterson,RB,SEA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Hunter Bryant,TE,DET,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Detrich Clark,WR,ATL,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Myron Mitchell,WR,MIN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Danny Gray,WR,SF,0.0,0,0,0.0,0.0,2,8.3,0.0,0,0,0.0,0,0.00,0.00
W (9/29),Jordan Franks,TE,KC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
FRR,Kenny Pickett,QB,PIT,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Josh Malone,WR,TEN,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Mikah Holder,WR,WAS,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Collin Johnson,WR,NYG,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Josh Imatorbhebhe,WR,JAC,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kurt Benkert,QB,SF,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Farrod Green,TE,IND,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Montel Harris,RB,FA,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kylin Hill,RB,GB,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
W (9/29),Kevin Shaa,WR,CHI,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,-,0.00
