SznWkPlPos,SznPlPos,PlPos,Season,Week,sunDate,Player,Pos,NFL,Opp,OpRk,PaCmp,PaAtt,PaYd,PaTD,PaInt,RuAtt,RuYd,RuTD,RuFD,Tar,Rec,ReYd,ReTD,ReFD,FL,FPts,PosRk,PPFD,PPR,hPPR,STD,Pa20,Pa40,Ru20,Re20,Re40,TmTar,TotYd,ScrimYd,PaRuYd
2026_1_DavisAllen_TE,2026_DavisAllen_TE,DavisAllen_TE,2026,1,2026-09-13,Davis Allen,TE,LAR,SF,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_AJBrown_WR,2026_AJBrown_WR,AJBrown_WR,2026,1,2026-09-13,AJ Brown,WR,NE,@SEA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,159,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RyanWillis_QB,2026_RyanWillis_QB,RyanWillis_QB,2026,1,2026-09-13,Ryan Willis,QB,CHI,@CAR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TravisHunter_WR,2026_TravisHunter_WR,TravisHunter_WR,2026,1,2026-09-13,Travis Hunter,WR,JAC,CLE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,160,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MalcomeKennedy_WR,2026_MalcomeKennedy_WR,MalcomeKennedy_WR,2026,1,2026-09-13,Malcome Kennedy,WR,NO,@DET,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JohnLovett_RB,2026_JohnLovett_RB,JohnLovett_RB,2026,1,2026-09-13,John Lovett,RB,PIT,ATL,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BrockRechsteiner_WR,2026_BrockRechsteiner_WR,BrockRechsteiner_WR,2026,1,2026-09-13,Brock Rechsteiner,WR,NO,@DET,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TheoWease_WR,2026_TheoWease_WR,TheoWease_WR,2026,1,2026-09-13,Theo Wease,WR,MIA,@LV,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BreeceHall_RB,2026_BreeceHall_RB,BreeceHall_RB,2026,1,2026-09-13,Breece Hall,RB,NYJ,@TEN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RashidShaheed_WR,2026_RashidShaheed_WR,RashidShaheed_WR,2026,1,2026-09-13,Rashid Shaheed,WR,SEA,NE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MaxHurleman_RB,2026_MaxHurleman_RB,MaxHurleman_RB,2026,1,2026-09-13,Max Hurleman,RB,PIT,ATL,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TreWalker_WR,2026_TreWalker_WR,TreWalker_WR,2026,1,2026-09-13,Tre Walker,WR,BUF,@HOU,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,165,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_ArtayviousLynn_TE,2026_ArtayviousLynn_TE,ArtayviousLynn_TE,2026,1,2026-09-13,Artayvious Lynn,TE,DAL,@NYG,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JohnMichaelGyllenborg_TE,2026_JohnMichaelGyllenborg_TE,JohnMichaelGyllenborg_TE,2026,1,2026-09-13,John Michael Gyllenborg,TE,KC,DEN,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DaVarisDaniels_WR,2026_DaVarisDaniels_WR,DaVarisDaniels_WR,2026,1,2026-09-13,DaVaris Daniels,WR,NE,@SEA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DemondClaiborne_RB,2026_DemondClaiborne_RB,DemondClaiborne_RB,2026,1,2026-09-13,Demond Claiborne,RB,MIN,GB,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_AnthonyGould_WR,2026_AnthonyGould_WR,AnthonyGould_WR,2026,1,2026-09-13,Anthony Gould,WR,IND,BAL,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JelaniWoods_TE,2026_JelaniWoods_TE,JelaniWoods_TE,2026,1,2026-09-13,Jelani Woods,TE,NYJ,@TEN,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RamonJefferson_RB,2026_RamonJefferson_RB,RamonJefferson_RB,2026,1,2026-09-13,Ramon Jefferson,RB,TB,@CIN,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JalenRoyals_WR,2026_JalenRoyals_WR,JalenRoyals_WR,2026,1,2026-09-13,Jalen Royals,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DevinCarter_WR,2026_DevinCarter_WR,DevinCarter_WR,2026,1,2026-09-13,Devin Carter,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,169,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MarvinMims_WR,2026_MarvinMims_WR,MarvinMims_WR,2026,1,2026-09-13,Marvin Mims,WR,DEN,@KC,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MolikiMatavao_TE,2026_MolikiMatavao_TE,MolikiMatavao_TE,2026,1,2026-09-13,Moliki Matavao,TE,NO,@DET,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TreborPena_WR,2026_TreborPena_WR,TreborPena_WR,2026,1,2026-09-13,Trebor Pena,WR,JAC,CLE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,171,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MichaelMayer_TE,2026_MichaelMayer_TE,MichaelMayer_TE,2026,1,2026-09-13,Michael Mayer,TE,LV,MIA,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JarenKanak_TE,2026_JarenKanak_TE,JarenKanak_TE,2026,1,2026-09-13,Jaren Kanak,TE,TEN,NYJ,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JarenHall_QB,2026_JarenHall_QB,JarenHall_QB,2026,1,2026-09-13,Jaren Hall,QB,SEA,NE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KyleJuszczyk_RB,2026_KyleJuszczyk_RB,KyleJuszczyk_RB,2026,1,2026-09-13,Kyle Juszczyk,RB,SF,@LAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CJHam_RB,2026_CJHam_RB,CJHam_RB,2026,1,2026-09-13,CJ Ham,RB,MIN,GB,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KurtisRourke_QB,2026_KurtisRourke_QB,KurtisRourke_QB,2026,1,2026-09-13,Kurtis Rourke,QB,SF,@LAR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KalilPimpleton_WR,2026_KalilPimpleton_WR,KalilPimpleton_WR,2026,1,2026-09-13,Kalil Pimpleton,WR,NYG,DAL,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JustynRoss_WR,2026_JustynRoss_WR,JustynRoss_WR,2026,1,2026-09-13,Justyn Ross,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RoderickDaniels_WR,2026_RoderickDaniels_WR,RoderickDaniels_WR,2026,1,2026-09-13,Roderick Daniels,WR,NO,@DET,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TannerKnue_WR,2026_TannerKnue_WR,TannerKnue_WR,2026,1,2026-09-13,Tanner Knue,WR,TB,@CIN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MontanaLemonious-Craig_WR,2026_MontanaLemonious-Craig_WR,MontanaLemonious-Craig_WR,2026,1,2026-09-13,Montana Lemonious-Craig,WR,PIT,ATL,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TrentonIrwin_WR,2026_TrentonIrwin_WR,TrentonIrwin_WR,2026,1,2026-09-13,Trenton Irwin,WR,SF,@LAR,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_XavierLoyd_WR,2026_XavierLoyd_WR,XavierLoyd_WR,2026,1,2026-09-13,Xavier Loyd,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_AndreiIosivas_WR,2026_AndreiIosivas_WR,AndreiIosivas_WR,2026,1,2026-09-13,Andrei Iosivas,WR,CIN,TB,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TravisHomer_RB,2026_TravisHomer_RB,TravisHomer_RB,2026,1,2026-09-13,Travis Homer,RB,PIT,ATL,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_AaronRodgers_QB,2026_AaronRodgers_QB,AaronRodgers_QB,2026,1,2026-09-13,Aaron Rodgers,QB,PIT,ATL,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DanielBellinger_TE,2026_DanielBellinger_TE,DanielBellinger_TE,2026,1,2026-09-13,Daniel Bellinger,TE,TEN,NYJ,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KennedyBrooks_RB,2026_KennedyBrooks_RB,KennedyBrooks_RB,2026,1,2026-09-13,Kennedy Brooks,RB,PHI,WAS,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CJDippre_TE,2026_CJDippre_TE,CJDippre_TE,2026,1,2026-09-13,CJ Dippre,TE,NE,@SEA,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BrendenKnox_RB,2026_BrendenKnox_RB,BrendenKnox_RB,2026,1,2026-09-13,Brenden Knox,RB,KC,DEN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BuckyIrving_RB,2026_BuckyIrving_RB,BuckyIrving_RB,2026,1,2026-09-13,Bucky Irving,RB,TB,@CIN,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BlakeWatson_RB,2026_BlakeWatson_RB,BlakeWatson_RB,2026,1,2026-09-13,Blake Watson,RB,TEN,NYJ,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TeeHiggins_WR,2026_TeeHiggins_WR,TeeHiggins_WR,2026,1,2026-09-13,Tee Higgins,WR,CIN,TB,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_QuincySkinner_WR,2026_QuincySkinner_WR,QuincySkinner_WR,2026,1,2026-09-13,Quincy Skinner,WR,NYJ,@TEN,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_QadirIsmail_TE,2026_QadirIsmail_TE,QadirIsmail_TE,2026,1,2026-09-13,Qadir Ismail,TE,CHI,@CAR,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DaxRaymond_TE,2026_DaxRaymond_TE,DaxRaymond_TE,2026,1,2026-09-13,Dax Raymond,TE,PIT,ATL,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CadeOtton_TE,2026_CadeOtton_TE,CadeOtton_TE,2026,1,2026-09-13,Cade Otton,TE,TB,@CIN,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TuckerKraft_TE,2026_TuckerKraft_TE,TuckerKraft_TE,2026,1,2026-09-13,Tucker Kraft,TE,GB,@MIN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BraxtonBurmeister_WR,2026_BraxtonBurmeister_WR,BraxtonBurmeister_WR,2026,1,2026-09-13,Braxton Burmeister,WR,LAR,SF,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_PapiWhite_WR,2026_PapiWhite_WR,PapiWhite_WR,2026,1,2026-09-13,Papi White,WR,TEN,NYJ,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JavonteWilliams_RB,2026_JavonteWilliams_RB,JavonteWilliams_RB,2026,1,2026-09-13,Javonte Williams,RB,DAL,@NYG,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DanVillari_TE,2026_DanVillari_TE,DanVillari_TE,2026,1,2026-09-13,Dan Villari,TE,LAR,SF,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DeeboSamuel_WR,2026_DeeboSamuel_WR,DeeboSamuel_WR,2026,1,2026-09-13,Deebo Samuel,WR,SF,@LAR,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,184,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_LaquonTreadwell_WR,2026_LaquonTreadwell_WR,LaquonTreadwell_WR,2026,1,2026-09-13,Laquon Treadwell,WR,IND,BAL,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_ChaseGarbers_QB,2026_ChaseGarbers_QB,ChaseGarbers_QB,2026,1,2026-09-13,Chase Garbers,QB,LV,MIA,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_IfeAdeyi_WR,2026_IfeAdeyi_WR,IfeAdeyi_WR,2026,1,2026-09-13,Ife Adeyi,WR,PHI,WAS,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JoshHokit_RB,2026_JoshHokit_RB,JoshHokit_RB,2026,1,2026-09-13,Josh Hokit,RB,ARI,@LAC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TarynChristion_QB,2026_TarynChristion_QB,TarynChristion_QB,2026,1,2026-09-13,Taryn Christion,QB,PIT,ATL,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TahjWashington_WR,2026_TahjWashington_WR,TahjWashington_WR,2026,1,2026-09-13,Tahj Washington,WR,MIA,@LV,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MichaelDyer_RB,2026_MichaelDyer_RB,MichaelDyer_RB,2026,1,2026-09-13,Michael Dyer,RB,LV,MIA,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JaredBaker_RB,2026_JaredBaker_RB,JaredBaker_RB,2026,1,2026-09-13,Jared Baker,RB,ARI,@LAC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BrycenTremayne_WR,2026_BrycenTremayne_WR,BrycenTremayne_WR,2026,1,2026-09-13,Brycen Tremayne,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DerekWright_WR,2026_DerekWright_WR,DerekWright_WR,2026,1,2026-09-13,Derek Wright,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DylanDrummond_WR,2026_DylanDrummond_WR,DylanDrummond_WR,2026,1,2026-09-13,Dylan Drummond,WR,ATL,@PIT,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KawaanBaker_WR,2026_KawaanBaker_WR,KawaanBaker_WR,2026,1,2026-09-13,Kawaan Baker,WR,GB,@MIN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DJGiddens_RB,2026_DJGiddens_RB,DJGiddens_RB,2026,1,2026-09-13,DJ Giddens,RB,IND,BAL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JoeFagnano_QB,2026_JoeFagnano_QB,JoeFagnano_QB,2026,1,2026-09-13,Joe Fagnano,QB,BAL,@IND,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BrennanEagles_WR,2026_BrennanEagles_WR,BrennanEagles_WR,2026,1,2026-09-13,Brennan Eagles,WR,DAL,@NYG,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TJSimmons_WR,2026_TJSimmons_WR,TJSimmons_WR,2026,1,2026-09-13,TJ Simmons,WR,TB,@CIN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
