SznWkPlPos,SznPlPos,PlPos,Season,Week,sunDate,Player,Pos,NFL,Opp,OpRk,PaCmp,PaAtt,PaYd,PaTD,PaInt,RuAtt,RuYd,RuTD,RuFD,Tar,Rec,ReYd,ReTD,ReFD,FL,FPts,PosRk,PPFD,PPR,hPPR,STD,Pa20,Pa40,Ru20,Re20,Re40,TmTar,TotYd,ScrimYd,PaRuYd
2026_1_CraigReynolds_RB,2026_CraigReynolds_RB,CraigReynolds_RB,2026,1,2026-09-13,Craig Reynolds,RB,NE,@SEA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BrycePierre_TE,2026_BrycePierre_TE,BrycePierre_TE,2026,1,2026-09-13,Bryce Pierre,TE,CAR,CHI,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,209,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DylanSampson_RB,2026_DylanSampson_RB,DylanSampson_RB,2026,1,2026-09-13,Dylan Sampson,RB,CLE,@JAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_AndreMiller_WR,2026_AndreMiller_WR,AndreMiller_WR,2026,1,2026-09-13,Andre Miller,WR,GB,@MIN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JCCopeland_RB,2026_JCCopeland_RB,JCCopeland_RB,2026,1,2026-09-13,JC Copeland,RB,NYJ,@TEN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KevinColeman_WR,2026_KevinColeman_WR,KevinColeman_WR,2026,1,2026-09-13,Kevin Coleman,WR,MIA,@LV,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RonaldAwatt_RB,2026_RonaldAwatt_RB,RonaldAwatt_RB,2026,1,2026-09-13,Ronald Awatt,RB,SF,@LAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_GrantDuBose_WR,2026_GrantDuBose_WR,GrantDuBose_WR,2026,1,2026-09-13,Grant DuBose,WR,BUF,@HOU,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_OmarCooper_WR,2026_OmarCooper_WR,OmarCooper_WR,2026,1,2026-09-13,Omar Cooper,WR,NYJ,@TEN,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,449,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KaiLocksley_WR,2026_KaiLocksley_WR,KaiLocksley_WR,2026,1,2026-09-13,Kai Locksley,WR,MIA,@LV,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CalebScott_WR,2026_CalebScott_WR,CalebScott_WR,2026,1,2026-09-13,Caleb Scott,WR,LV,MIA,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JeretSmith_WR,2026_JeretSmith_WR,JeretSmith_WR,2026,1,2026-09-13,Jeret Smith,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,452,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CollinKlein_QB,2026_CollinKlein_QB,CollinKlein_QB,2026,1,2026-09-13,Collin Klein,QB,FA,BYE,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TylerJohnson_WR,2026_TylerJohnson_WR,TylerJohnson_WR,2026,1,2026-09-13,Tyler Johnson,WR,DAL,@NYG,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_GeorgeAston_RB,2026_GeorgeAston_RB,GeorgeAston_RB,2026,1,2026-09-13,George Aston,RB,NYG,DAL,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MiltonWright_WR,2026_MiltonWright_WR,MiltonWright_WR,2026,1,2026-09-13,Milton Wright,WR,LAC,ARI,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_OntariaWilson_WR,2026_OntariaWilson_WR,OntariaWilson_WR,2026,1,2026-09-13,Ontaria Wilson,WR,NYJ,@TEN,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_Nay'QuanWright_RB,2026_Nay'QuanWright_RB,Nay'QuanWright_RB,2026,1,2026-09-13,Nay'Quan Wright,RB,IND,BAL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CarsenRyan_TE,2026_CarsenRyan_TE,CarsenRyan_TE,2026,1,2026-09-13,Carsen Ryan,TE,CLE,@JAC,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,210,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BraydenLenius_TE,2026_BraydenLenius_TE,BraydenLenius_TE,2026,1,2026-09-13,Brayden Lenius,TE,ATL,@PIT,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MylesMontgomery_RB,2026_MylesMontgomery_RB,MylesMontgomery_RB,2026,1,2026-09-13,Myles Montgomery,RB,NE,@SEA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,247,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DimitriStanley_WR,2026_DimitriStanley_WR,DimitriStanley_WR,2026,1,2026-09-13,Dimitri Stanley,WR,GB,@MIN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_NateSudfeld_QB,2026_NateSudfeld_QB,NateSudfeld_QB,2026,1,2026-09-13,Nate Sudfeld,QB,SF,@LAR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CaseyWashington_WR,2026_CaseyWashington_WR,CaseyWashington_WR,2026,1,2026-09-13,Casey Washington,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,457,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BrycePerkins_QB,2026_BrycePerkins_QB,BrycePerkins_QB,2026,1,2026-09-13,Bryce Perkins,QB,CAR,CHI,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KyleSheets_WR,2026_KyleSheets_WR,KyleSheets_WR,2026,1,2026-09-13,Kyle Sheets,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JonathanWard_RB,2026_JonathanWard_RB,JonathanWard_RB,2026,1,2026-09-13,Jonathan Ward,RB,BAL,@IND,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DJRogers_TE,2026_DJRogers_TE,DJRogers_TE,2026,1,2026-09-13,DJ Rogers,TE,DAL,@NYG,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DavidDurden_WR,2026_DavidDurden_WR,DavidDurden_WR,2026,1,2026-09-13,David Durden,WR,DAL,@NYG,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_BryceOliver_WR,2026_BryceOliver_WR,BryceOliver_WR,2026,1,2026-09-13,Bryce Oliver,WR,TEN,NYJ,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,460,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KyleDixon_WR,2026_KyleDixon_WR,KyleDixon_WR,2026,1,2026-09-13,Kyle Dixon,WR,NE,@SEA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MattLauter_TE,2026_MattLauter_TE,MattLauter_TE,2026,1,2026-09-13,Matt Lauter,TE,TEN,NYJ,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_LeQuintAllen_RB,2026_LeQuintAllen_RB,LeQuintAllen_RB,2026,1,2026-09-13,LeQuint Allen,RB,JAC,CLE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,249,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TyJohnson_RB,2026_TyJohnson_RB,TyJohnson_RB,2026,1,2026-09-13,Ty Johnson,RB,BUF,@HOU,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_OmariEvans_WR,2026_OmariEvans_WR,OmariEvans_WR,2026,1,2026-09-13,Omari Evans,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,462,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DevinGray_WR,2026_DevinGray_WR,DevinGray_WR,2026,1,2026-09-13,Devin Gray,WR,KC,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,463,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_ChimereDike_WR,2026_ChimereDike_WR,ChimereDike_WR,2026,1,2026-09-13,Chimere Dike,WR,TEN,NYJ,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_HalPresley_WR,2026_HalPresley_WR,HalPresley_WR,2026,1,2026-09-13,Hal Presley,WR,TEN,NYJ,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RakimJarrett_WR,2026_RakimJarrett_WR,RakimJarrett_WR,2026,1,2026-09-13,Rakim Jarrett,WR,PIT,ATL,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,466,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MontrellJohnson_RB,2026_MontrellJohnson_RB,MontrellJohnson_RB,2026,1,2026-09-13,Montrell Johnson,RB,CAR,CHI,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_LaVanceTaylor_RB,2026_LaVanceTaylor_RB,LaVanceTaylor_RB,2026,1,2026-09-13,LaVance Taylor,RB,KC,DEN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TankBigsby_RB,2026_TankBigsby_RB,TankBigsby_RB,2026,1,2026-09-13,Tank Bigsby,RB,PHI,WAS,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DamionJeanpiere_WR,2026_DamionJeanpiere_WR,DamionJeanpiere_WR,2026,1,2026-09-13,Damion Jeanpiere,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JamesMitchell_TE,2026_JamesMitchell_TE,JamesMitchell_TE,2026,1,2026-09-13,James Mitchell,TE,CAR,CHI,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,214,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_GageLarvadain_WR,2026_GageLarvadain_WR,GageLarvadain_WR,2026,1,2026-09-13,Gage Larvadain,WR,CLE,@JAC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DariusLassiter_WR,2026_DariusLassiter_WR,DariusLassiter_WR,2026,1,2026-09-13,Darius Lassiter,WR,JAC,CLE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JordanWatkins_WR,2026_JordanWatkins_WR,JordanWatkins_WR,2026,1,2026-09-13,Jordan Watkins,WR,SF,@LAR,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,470,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_ClaytonThorson_QB,2026_ClaytonThorson_QB,ClaytonThorson_QB,2026,1,2026-09-13,Clayton Thorson,QB,NYG,DAL,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KareemHunt_RB,2026_KareemHunt_RB,KareemHunt_RB,2026,1,2026-09-13,Kareem Hunt,RB,KC,DEN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JacolbyGeorge_WR,2026_JacolbyGeorge_WR,JacolbyGeorge_WR,2026,1,2026-09-13,Jacolby George,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KearisJackson_WR,2026_KearisJackson_WR,KearisJackson_WR,2026,1,2026-09-13,Kearis Jackson,WR,HOU,BUF,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_Tre'ShaunHarrison_WR,2026_Tre'ShaunHarrison_WR,Tre'ShaunHarrison_WR,2026,1,2026-09-13,Tre'Shaun Harrison,WR,TEN,NYJ,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CalvinRidley_WR,2026_CalvinRidley_WR,CalvinRidley_WR,2026,1,2026-09-13,Calvin Ridley,WR,TEN,NYJ,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_ChrisCollier_RB,2026_ChrisCollier_RB,ChrisCollier_RB,2026,1,2026-09-13,Chris Collier,RB,LV,MIA,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TrayveonWilliams_RB,2026_TrayveonWilliams_RB,TrayveonWilliams_RB,2026,1,2026-09-13,Trayveon Williams,RB,DET,NO,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_LewisBond_WR,2026_LewisBond_WR,LewisBond_WR,2026,1,2026-09-13,Lewis Bond,WR,HOU,BUF,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JJTaylor_RB,2026_JJTaylor_RB,JJTaylor_RB,2026,1,2026-09-13,JJ Taylor,RB,HOU,BUF,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MasonFairchild_TE,2026_MasonFairchild_TE,MasonFairchild_TE,2026,1,2026-09-13,Mason Fairchild,TE,NO,@DET,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_XazavianValladay_RB,2026_XazavianValladay_RB,XazavianValladay_RB,2026,1,2026-09-13,Xazavian Valladay,RB,MIN,GB,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,258,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DTSheffield_WR,2026_DTSheffield_WR,DTSheffield_WR,2026,1,2026-09-13,DT Sheffield,WR,NYJ,@TEN,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CamSkattebo_RB,2026_CamSkattebo_RB,CamSkattebo_RB,2026,1,2026-09-13,Cam Skattebo,RB,NYG,DAL,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_CJUzomah_TE,2026_CJUzomah_TE,CJUzomah_TE,2026,1,2026-09-13,CJ Uzomah,TE,PHI,WAS,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JusticeHill_RB,2026_JusticeHill_RB,JusticeHill_RB,2026,1,2026-09-13,Justice Hill,RB,BAL,@IND,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_FosterMoreau_TE,2026_FosterMoreau_TE,FosterMoreau_TE,2026,1,2026-09-13,Foster Moreau,TE,HOU,BUF,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_RobbieOuzts_RB,2026_RobbieOuzts_RB,RobbieOuzts_RB,2026,1,2026-09-13,Robbie Ouzts,RB,SEA,NE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,261,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JohnMetchie_WR,2026_JohnMetchie_WR,JohnMetchie_WR,2026,1,2026-09-13,John Metchie,WR,CAR,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_KirkCousins_QB,2026_KirkCousins_QB,KirkCousins_QB,2026,1,2026-09-13,Kirk Cousins,QB,LV,MIA,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_AnthonyRichardson_QB,2026_AnthonyRichardson_QB,AnthonyRichardson_QB,2026,1,2026-09-13,Anthony Richardson,QB,IND,BAL,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_TedHurst_WR,2026_TedHurst_WR,TedHurst_WR,2026,1,2026-09-13,Ted Hurst,WR,TB,@CIN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DrewBiber_TE,2026_DrewBiber_TE,DrewBiber_TE,2026,1,2026-09-13,Drew Biber,TE,GB,@MIN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_JosephNgata_WR,2026_JosephNgata_WR,JosephNgata_WR,2026,1,2026-09-13,Joseph Ngata,WR,PHI,WAS,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_DeVonteDedmon_WR,2026_DeVonteDedmon_WR,DeVonteDedmon_WR,2026,1,2026-09-13,DeVonte Dedmon,WR,MIA,@LV,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,480,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026_1_MylesPrice_WR,2026_MylesPrice_WR,MylesPrice_WR,2026,1,2026-09-13,Myles Price,WR,MIN,GB,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,481,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
