Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 3,Avg,Proj
QB,ELP,Josh Allen,BUF,@BAL,Sun  8:20pm ET,12,46,1,24,100%,100%,203,1,35.92,26.95,20.85
RB,ELP,Cam Akers,HOU,JAC,Sun  1:00pm ET,14,45,29,27,65%,44%,1,2,9.90,6.70,11.11
RB,ELP,Jerome Ford,CLE,@LV,Sun  4:25pm ET,10,37.5,27,30,97%,51%,1,1,13.00,12.43,7.60
WR,ELP,Tyreek Hill,MIA,TEN,Mon  7:30pm ET,6,37,11,3,100%,98%,74,1,6.00,11.87,11.61
WR,ELP,Jayden Reed,GB,MIN,Sun  1:00pm ET,10,43.5,31,21,98%,48%,5,2,8.90,16.20,10.31
TE,ELP,Mark Andrews,BAL,BUF,Sun  8:20pm ET,14,46,10,22,98%,75%,37,1,0.00,3.83,5.41
WR,ELP,Khalil Shakir,BUF,@BAL,Sun  8:20pm ET,12,46,34,29,86%,38%,25,2,18.20,13.00,7.91
WR,ELP,Jameson Williams,DET,SEA,Mon  8:15pm ET,5,46.5,20,1,97%,77%,40,1,1.90,12.57,8.91
QB,ELP,Kirk Cousins,ATL,NO,Sun  1:00pm ET,12,42.5,20,8,72%,17%,2,1,11.20,11.68,14.79
DST,ELP,49ers,SF,NE,Sun  4:05pm ET,9,39.5,1,21,98%,87%,5,3,3.00,6.67,12.90
QB,ELP,Tyler Huntley,MIA,TEN,Mon  7:30pm ET,6,37,---,18,2%,1%,1,2,0.00,0.00,1.18
RB,ELP,Justice Hill,BAL,BUF,Sun  8:20pm ET,14,46,37,21,43%,6%,1,2,9.40,7.37,5.90
RB,ELP,Kenneth Walker,SEA,@DET,Mon  8:15pm ET,10,46.5,---,1,100%,4%,30,1,0.00,21.90,8.00
WR,ELP,Demario Douglas,NE,@SF,Sun  4:05pm ET,14,39.5,---,26,16%,1%,2,2,10.80,4.33,5.90
WR,ELP,Tyler Johnson,LAR,@CHI,Sun  1:00pm ET,6,41,---,4,28%,8%,1,2,2.00,4.97,5.91
WR,ELP,Xavier Legette,CAR,CIN,Sun  1:00pm ET,11,47.5,---,8,23%,1%,5,3,5.20,3.57,6.31
WR,ELP,Jalen Nailor,MIN,@GB,Sun  1:00pm ET,6,43.5,41,20,13%,3%,1,2,13.40,12.30,4.71
TE,ELP,Colby Parkinson,LAR,@CHI,Sun  1:00pm ET,6,41,15,19,35%,16%,1,2,3.10,4.33,4.00
RB,ELP,Nick Chubb,CLE,@LV,Sun  4:25pm ET,10,37.5,---,30,95%,1%,57,2,0.00,0.00,0.00
RB,ELP,Audric Estime,DEN,@NYJ,Sun  1:00pm ET,14,38.5,---,11,10%,1%,3,3,0.00,2.40,0.00
QB,FRR,Gardner Minshew,LV,CLE,Sun  4:25pm ET,10,37.5,---,13,24%,11%,5,2,14.96,12.93,12.00
RB,FRR,Jordan Mason,SF,NE,Sun  4:05pm ET,9,39.5,5,12,98%,96%,3,2,13.80,21.80,14.40
RB,FRR,Rhamondre Stevenson,NE,@SF,Sun  4:05pm ET,14,39.5,23,23,100%,82%,30,2,0.30,14.97,9.70
WR,FRR,Ja'Marr Chase,CIN,@CAR,Sun  1:00pm ET,12,47.5,2,19,100%,100%,60,2,27.80,14.17,11.72
WR,FRR,Drake London,ATL,NO,Sun  1:00pm ET,12,42.5,15,13,100%,74%,35,1,16.70,10.87,10.52
TE,FRR,Dalton Kincaid,BUF,@BAL,Sun  8:20pm ET,12,46,7,30,96%,76%,5,2,12.10,5.83,6.01
WR,FRR,Tank Dell,HOU,JAC,Sun  1:00pm ET,14,45,35,25,95%,38%,3,2,9.20,6.90,8.61
RB,FRR,Brian Robinson,WAS,@ARI,Sun  4:05pm ET,14,50.5,18,26,100%,77%,5,1,11.70,16.73,11.71
QB,FRR,Patrick Mahomes,KC,@LAC,Sun  4:25pm ET,6,39,8,3,100%,93%,101,1,17.38,15.49,18.77
DST,FRR,Steelers,PIT,@IND,Sun  1:00pm ET,9,40,3,25,91%,77%,1,2,9.00,13.00,10.40
QB,FRR,Sam Darnold,MIN,@GB,Sun  1:00pm ET,6,43.5,11,12,46%,17%,4,2,23.24,20.26,13.92
QB,FRR,Bryce Young,CAR,CIN,Sun  1:00pm ET,11,47.5,---,23,9%,1%,35,2,0.00,6.30,0.86
RB,FRR,Blake Corum,LAR,@CHI,Sun  1:00pm ET,6,41,---,24,62%,1%,5,3,0.00,1.60,2.90
RB,FRR,Samaje Perine,KC,@LAC,Sun  4:25pm ET,6,39,43,5,56%,11%,8,2,5.00,2.43,4.50
RB,FRR,Rachaad White,TB,PHI,Sun  1:00pm ET,11,45,28,15,100%,77%,5,1,4.50,6.80,9.70
WR,FRR,Calvin Ridley,TEN,@MIA,Mon  7:30pm ET,5,37,26,10,98%,66%,15,2,0.90,10.87,8.41
WR,FRR,Jaylen Waddle,MIA,TEN,Mon  7:30pm ET,6,37,39,3,99%,42%,50,2,3.60,8.43,7.71
WR,FRR,Roman Wilson,PIT,@IND,Sun  1:00pm ET,9,40,---,28,7%,1%,3,3,0.00,0.00,0.30
"QB,TE",FRR,Taysom Hill,NO,@ATL,Sun  1:00pm ET,12,42.5,---,21,46%,4%,7,2,0.00,5.25,5.38
RB,FRR,Isiah Pacheco,KC,@LAC,Sun  4:25pm ET,6,39,---,5,95%,3%,75,3,0.00,16.95,0.00
TE,FRR,TJ Hockenson,MIN,@GB,Sun  1:00pm ET,6,43.5,---,26,66%,1%,13,3,0.00,0.00,0.00
QB,GF,Trevor Lawrence,JAC,@HOU,Sun  1:00pm ET,12,45,---,25,75%,15%,70,2,10.42,12.67,15.42
RB,GF,JK Dobbins,LAC,KC,Sun  4:25pm ET,5,39,24,7,100%,85%,60,1,7.40,19.13,13.20
RB,GF,Aaron Jones,MIN,@GB,Sun  1:00pm ET,6,43.5,11,17,100%,66%,80,1,26.80,18.83,10.40
WR,GF,Demarcus Robinson,LAR,@CHI,Sun  1:00pm ET,6,41,46,4,77%,36%,3,2,4.20,5.80,6.01
WR,GF,Jaxon Smith-Njigba,SEA,@DET,Mon  8:15pm ET,10,46.5,37,30,93%,61%,25,2,5.90,8.83,8.21
TE,GF,Jake Ferguson,DAL,@NYG,Thu  8:15pm ET,7,44,2,14,86%,45%,3,1,13.50,7.50,5.41
RB,GF,Ezekiel Elliott,DAL,@NYG,Thu  8:15pm ET,7,44,39,16,86%,18%,5,1,2.20,7.10,7.40
WR,GF,Christian Watson,GB,MIN,Sun  1:00pm ET,10,43.5,---,21,76%,8%,15,1,8.70,5.67,7.81
WR,GF,Brandin Cooks,DAL,@NYG,Thu  8:15pm ET,7,44,---,16,71%,16%,1,2,2.60,6.33,6.11
DST,GF,Packers,GB,MIN,Sun  1:00pm ET,10,43.5,20,11,60%,54%,1,1,24.00,16.00,11.60
QB,GF,Jordan Love,GB,MIN,Sun  1:00pm ET,10,43.5,---,7,97%,4%,100,4,0.00,16.40,15.23
QB,GF,JJ McCarthy,MIN,@GB,Sun  1:00pm ET,6,43.5,---,12,6%,1%,35,3,0.00,0.00,0.00
QB,GF,Michael Penix,ATL,NO,Sun  1:00pm ET,12,42.5,---,8,9%,1%,3,3,0.00,0.00,0.68
RB,GF,Gus Edwards,LAC,KC,Sun  4:25pm ET,5,39,45,7,76%,6%,36,2,0.90,3.87,4.80
WR,GF,Michael Pittman,IND,PIT,Sun  1:00pm ET,14,40,43,7,96%,36%,40,1,4.60,3.93,6.41
WR,GF,Dontayvion Wicks,GB,MIN,Sun  1:00pm ET,10,43.5,---,21,16%,1%,14,3,0.00,3.53,4.11
TE,GF,Luke Musgrave,GB,MIN,Sun  1:00pm ET,10,43.5,---,25,19%,2%,1,3,0.30,0.30,2.30
RB,GF,MarShawn Lloyd,GB,MIN,Sun  1:00pm ET,10,43.5,---,4,30%,1%,5,3,0.00,1.80,0.00
WR,GF,Marquise Brown,KC,@LAC,Sun  4:25pm ET,6,39,---,5,32%,1%,3,3,0.00,0.00,0.00
QB,MAM,Geno Smith,SEA,@DET,Mon  8:15pm ET,10,46.5,12,20,72%,34%,25,1,11.56,17.09,15.89
RB,MAM,Saquon Barkley,PHI,@TB,Sun  1:00pm ET,5,45,1,25,100%,100%,104,1,36.60,31.47,15.91
RB,MAM,Alvin Kamara,NO,@ATL,Sun  1:00pm ET,12,42.5,2,6,100%,99%,38,2,18.70,30.57,14.61
WR,MAM,DJ Moore,CHI,LAR,Sun  1:00pm ET,7,41,17,31,100%,87%,46,2,10.80,9.03,11.22
WR,MAM,Garrett Wilson,NYJ,DEN,Sun  1:00pm ET,12,38.5,22,2,100%,90%,25,1,12.30,10.50,8.91
TE,MAM,Dalton Schultz,HOU,JAC,Sun  1:00pm ET,14,45,19,11,59%,20%,8,2,2.10,2.27,4.91
RB,MAM,James Conner,ARI,WAS,Sun  4:05pm ET,11,50.5,14,18,100%,93%,35,1,2.50,16.73,13.10
WR,MAM,Rashee Rice,KC,@LAC,Sun  4:25pm ET,6,39,3,5,99%,95%,3,2,25.10,18.97,11.92
QB,MAM,Caleb Williams,CHI,LAR,Sun  1:00pm ET,7,41,21,29,74%,16%,50,3,18.32,11.63,16.83
DST,MAM,Ravens,BAL,BUF,Sun  8:20pm ET,14,46,13,1,94%,64%,1,1,6.00,6.67,8.20
QB,MAM,Andy Dalton,CAR,CIN,Sun  1:00pm ET,11,47.5,18,23,9%,3%,4,2,24.76,12.38,14.04
RB,MAM,Kenneth Gainwell,PHI,@TB,Sun  1:00pm ET,5,45,---,25,19%,1%,1,2,1.20,1.33,2.80
RB,MAM,Roschon Johnson,CHI,LAR,Sun  1:00pm ET,7,41,---,28,9%,1%,1,2,10.20,5.10,6.30
RB,MAM,Jaylen Warren,PIT,@IND,Sun  1:00pm ET,9,40,47,22,85%,9%,38,2,1.50,4.20,6.40
WR,MAM,Jermaine Burton,CIN,@CAR,Sun  1:00pm ET,12,47.5,---,19,11%,1%,3,3,0.00,1.90,5.21
WR,MAM,Jerry Jeudy,CLE,@LV,Sun  4:25pm ET,10,37.5,45,24,79%,42%,6,3,5.70,8.83,7.41
WR,MAM,Michael Wilson,ARI,WAS,Sun  4:05pm ET,11,50.5,---,32,17%,4%,3,2,8.40,7.00,8.52
TE,MAM,David Njoku,CLE,@LV,Sun  4:25pm ET,10,37.5,---,23,81%,5%,17,2,0.00,5.40,6.91
WR,MAM,Rashid Shaheed,NO,@ATL,Sun  1:00pm ET,12,42.5,29,14,95%,69%,6,1,0.00,12.07,9.11
QB,MAM,Tua Tagovailoa,MIA,TEN,Mon  7:30pm ET,6,37,---,18,57%,1%,70,1,0.00,13.56,0.00
RB,MAM,Kendre Miller,NO,@ATL,Sun  1:00pm ET,12,42.5,---,6,11%,1%,5,2,0.00,0.00,0.00
QB,MCM,Justin Herbert,LAC,KC,Sun  4:25pm ET,5,39,---,26,76%,8%,70,1,9.00,10.45,8.61
RB,MCM,Travis Etienne,JAC,@HOU,Sun  1:00pm ET,12,45,16,8,100%,86%,60,2,12.50,14.40,10.00
RB,MCM,Zack Moss,CIN,@CAR,Sun  1:00pm ET,12,47.5,21,29,98%,58%,15,1,23.70,16.17,10.90
WR,MCM,Andrei Iosivas,CIN,@CAR,Sun  1:00pm ET,12,47.5,---,19,13%,3%,1,2,15.20,11.50,5.41
WR,MCM,Jauan Jennings,SF,NE,Sun  4:05pm ET,9,39.5,24,23,31%,19%,1,2,42.50,19.20,9.72
TE,MCM,Jonnu Smith,MIA,TEN,Mon  7:30pm ET,6,37,---,2,18%,7%,1,2,2.80,3.60,3.20
RB,MCM,Ray Davis,BUF,@BAL,Sun  8:20pm ET,12,46,---,3,46%,3%,5,3,9.30,6.30,5.30
RB,MCM,Carson Steele,KC,@LAC,Sun  4:25pm ET,6,39,26,5,82%,32%,2,2,13.40,6.03,10.80
QB,MCM,Derek Carr,NO,@ATL,Sun  1:00pm ET,12,42.5,23,27,91%,47%,30,2,7.98,17.70,16.01
DST,MCM,Chargers,LAC,KC,Sun  4:25pm ET,5,39,23,10,61%,41%,2,2,6.00,12.00,7.60
QB,MCM,Ryan Tannehill,TEN,@MIA,Mon  7:30pm ET,5,37,---,6,1%,1%,2,2,0.00,0.00,0.00
RB,MCM,Keaton Mitchell,BAL,BUF,Sun  8:20pm ET,14,46,---,21,11%,1%,1,2,0.00,0.00,0.00
RB,MCM,Kimani Vidal,LAC,KC,Sun  4:25pm ET,5,39,---,7,12%,1%,3,3,0.00,0.00,1.50
WR,MCM,Jordan Addison,MIN,@GB,Sun  1:00pm ET,6,43.5,---,20,75%,2%,15,2,0.00,5.50,6.61
WR,MCM,Christian Kirk,JAC,@HOU,Sun  1:00pm ET,12,45,38,22,87%,23%,36,1,12.90,5.63,9.01
WR,MCM,AT Perry,NO,@ATL,Sun  1:00pm ET,12,42.5,---,14,4%,1%,1,2,0.00,0.00,1.60
RB,MCM,Joe Mixon,HOU,JAC,Sun  1:00pm ET,14,45,---,27,100%,8%,91,2,0.00,20.40,5.70
RB,MCM,Jaylen Wright,MIA,TEN,Mon  7:30pm ET,6,37,---,20,47%,1%,5,3,1.70,1.05,4.10
RB,MCM,Christian McCaffrey,SF,NE,Sun  4:05pm ET,9,39.5,---,12,100%,3%,145,2,0.00,0.00,0.00
WR,MCM,Puka Nacua,LAR,@CHI,Sun  1:00pm ET,6,41,---,4,97%,2%,1,3,0.00,5.20,0.00
QB,MWM,Matthew Stafford,LAR,@CHI,Sun  1:00pm ET,6,41,---,2,61%,8%,101,1,12.84,11.39,11.84
RB,MWM,Najee Harris,PIT,@IND,Sun  1:00pm ET,9,40,25,22,100%,55%,70,2,11.60,10.63,10.30
RB,MWM,Bijan Robinson,ATL,NO,Sun  1:00pm ET,12,42.5,8,10,100%,100%,50,2,14.20,17.17,15.71
WR,MWM,Brandon Aiyuk,SF,NE,Sun  4:05pm ET,9,39.5,19,23,100%,90%,39,1,8.80,6.63,7.81
WR,MWM,Jakobi Meyers,LV,CLE,Sun  4:25pm ET,10,37.5,---,18,61%,20%,3,1,18.20,10.50,8.21
TE,MWM,Cole Kmet,CHI,LAR,Sun  1:00pm ET,7,41,6,29,53%,21%,3,2,22.70,8.93,6.61
RB,MWM,Austin Ekeler,WAS,@ARI,Sun  4:05pm ET,14,50.5,---,26,92%,19%,25,2,14.70,11.80,9.01
RB,MWM,Tony Pollard,TEN,@MIA,Mon  7:30pm ET,5,37,19,31,100%,78%,31,1,3.90,13.17,7.50
QB,MWM,Aaron Rodgers,NYJ,DEN,Sun  1:00pm ET,12,38.5,17,10,68%,16%,51,1,23.04,15.62,15.58
DST,MWM,Bills,BUF,@BAL,Sun  8:20pm ET,12,46,12,2,93%,84%,3,2,18.00,16.33,8.60
QB,MWM,Hendon Hooker,DET,SEA,Mon  8:15pm ET,5,46.5,---,4,2%,1%,5,2,0.00,0.00,0.00
WR,MWM,DJ Chark,LAC,KC,Sun  4:25pm ET,5,39,---,12,5%,1%,1,2,0.00,0.00,0.00
WR,MWM,Gabe Davis,JAC,@HOU,Sun  1:00pm ET,12,45,---,22,39%,9%,25,1,2.80,6.10,7.51
WR,MWM,DeAndre Hopkins,TEN,@MIA,Mon  7:30pm ET,5,37,48,10,67%,6%,18,1,18.30,6.67,5.61
WR,MWM,Tyler Lockett,SEA,@DET,Mon  8:15pm ET,10,46.5,---,30,62%,15%,12,2,8.60,7.93,6.81
TE,MWM,George Kittle,SF,NE,Sun  4:05pm ET,9,39.5,---,18,99%,16%,36,2,0.00,11.30,5.01
WR,MWM,Darnell Mooney,ATL,NO,Sun  1:00pm ET,12,42.5,30,13,53%,17%,1,2,9.60,9.97,8.21
WR,MWM,Kendrick Bourne,NE,@SF,Sun  4:05pm ET,14,39.5,---,26,4%,1%,10,1,0.00,0.00,0.00
QB,NN,Joe Burrow,CIN,@CAR,Sun  1:00pm ET,12,47.5,4,21,100%,93%,70,1,26.36,18.55,19.45
RB,NN,Breece Hall,NYJ,DEN,Sun  1:00pm ET,12,38.5,3,14,100%,100%,50,1,19.30,19.33,16.61
RB,NN,Derrick Henry,BAL,BUF,Sun  8:20pm ET,14,46,6,21,100%,98%,95,1,38.40,24.53,13.30
WR,NN,Justin Jefferson,MIN,@GB,Sun  1:00pm ET,6,43.5,1,20,100%,100%,40,1,20.10,18.43,12.11
WR,NN,Malik Nabers,NYG,DAL,Thu  8:15pm ET,11,44,6,11,98%,78%,25,3,26.20,20.17,9.82
TE,NN,Pat Freiermuth,PIT,@IND,Sun  1:00pm ET,9,40,13,27,71%,33%,5,2,5.30,5.30,5.31
RB,NN,Zach Charbonnet,SEA,@DET,Mon  8:15pm ET,10,46.5,12,1,96%,87%,10,2,28.70,18.57,14.91
WR,NN,Xavier Worthy,KC,@LAC,Sun  4:25pm ET,6,39,42,5,97%,46%,15,3,4.00,9.67,8.11
QB,NN,Dak Prescott,DAL,@NYG,Thu  8:15pm ET,7,44,9,15,99%,68%,110,2,30.86,19.08,17.41
DST,NN,Jets,NYJ,DEN,Sun  1:00pm ET,12,38.5,2,22,100%,97%,5,2,16.00,9.67,12.50
QB,NN,Will Levis,TEN,@MIA,Mon  7:30pm ET,5,37,---,6,20%,3%,5,2,15.60,12.92,11.73
RB,NN,Braelon Allen,NYJ,DEN,Sun  1:00pm ET,12,38.5,30,14,69%,10%,3,3,8.80,11.03,9.60
RB,NN,Tyler Allgeier,ATL,NO,Sun  1:00pm ET,12,42.5,---,10,60%,3%,5,1,4.20,6.27,6.40
RB,NN,Ty Chandler,MIN,@GB,Sun  1:00pm ET,6,43.5,38,17,67%,5%,1,1,1.30,6.90,6.40
RB,NN,Alexander Mattison,LV,CLE,Sun  4:25pm ET,10,37.5,34,13,69%,22%,1,2,13.40,11.57,8.41
WR,NN,Troy Franklin,DEN,@NYJ,Sun  1:00pm ET,14,38.5,---,15,5%,1%,5,3,1.10,0.55,0.50
TE,NN,Evan Engram,JAC,@HOU,Sun  1:00pm ET,12,45,---,5,80%,5%,9,2,0.00,0.50,3.30
WR,NN,Keon Coleman,BUF,@BAL,Sun  8:20pm ET,12,46,---,29,76%,8%,5,3,9.40,5.50,4.71
WR,NN,Amari Cooper,CLE,@LV,Sun  4:25pm ET,10,37.5,14,24,98%,64%,41,2,24.60,9.77,9.22
QB,VD,Anthony Richardson,IND,PIT,Sun  1:00pm ET,14,40,13,1,98%,61%,40,2,6.08,16.34,15.99
RB,VD,Bucky Irving,TB,PHI,Sun  1:00pm ET,11,45,31,15,76%,10%,3,3,12.40,8.07,7.30
RB,VD,Javonte Williams,DEN,@NYJ,Sun  1:00pm ET,14,38.5,32,11,94%,29%,50,2,2.10,4.97,6.60
WR,VD,Stefon Diggs,HOU,JAC,Sun  1:00pm ET,14,45,25,25,100%,80%,30,2,15.92,13.17,9.42
WR,VD,Marvin Harrison,ARI,WAS,Sun  4:05pm ET,11,50.5,10,32,100%,98%,45,3,17.40,15.60,12.22
TE,VD,Kyle Pitts,ATL,NO,Sun  1:00pm ET,12,42.5,5,28,95%,69%,30,2,7.90,6.83,6.11
WR,VD,Chris Godwin,TB,PHI,Sun  1:00pm ET,11,45,7,27,99%,93%,49,2,16.30,20.10,9.51
TE,VD,Dallas Goedert,PHI,@TB,Sun  1:00pm ET,5,45,1,4,87%,57%,6,2,22.00,10.30,8.51
QB,VD,Deshaun Watson,CLE,@LV,Sun  4:25pm ET,10,37.5,19,17,57%,20%,27,1,18.44,15.85,16.78
DST,VD,Bears,CHI,LAR,Sun  1:00pm ET,7,41,14,15,56%,37%,1,2,8.00,13.00,9.50
RB,VD,Trey Benson,ARI,WAS,Sun  4:05pm ET,11,50.5,---,18,73%,4%,5,3,0.80,2.10,6.90
RB,VD,Tank Bigsby,JAC,@HOU,Sun  1:00pm ET,12,45,---,8,32%,1%,5,2,1.90,3.73,3.10
RB,VD,Tyjae Spears,TEN,@MIA,Mon  7:30pm ET,5,37,40,31,69%,3%,3,2,8.10,6.47,5.80
WR,VD,Josh Downs,IND,PIT,Sun  1:00pm ET,14,40,---,7,21%,1%,5,2,2.20,2.20,5.11
