Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 2,Avg,Proj
RB,CPC,Brian Robinson,WAS,@CIN,Mon  8:15pm ET,14,48.5,18,18,99%,73%,18,3,19.60,19.25,11.61
TE,CPC,Ja'Tavion Sanders,CAR,@LV,Sun  4:05pm ET,11,41,---,27,4%,1%,3,3,0.80,0.60,2.80
WR,CPC,Tee Higgins,CIN,WAS,Mon  8:15pm ET,12,48.5,---,32,98%,6%,17,4,0.00,0.00,5.21
WR,CPC,Tyler Lockett,SEA,MIA,Sun  4:05pm ET,10,41.5,46,9,65%,12%,1,2,2.50,7.60,7.41
WR,CPC,Jakobi Meyers,LV,CAR,Sun  4:05pm ET,10,41,---,11,62%,11%,1,3,4.90,6.65,8.21
WR,CPC,Dontayvion Wicks,GB,@TEN,Sun  1:00pm ET,10,36.5,---,4,18%,1%,3,4,10.60,5.30,3.51
DST,CPC,Bengals,CIN,WAS,Mon  8:15pm ET,12,48.5,17,11,28%,10%,1,2,9.00,5.50,8.20
QB,DDD,Jared Goff,DET,@ARI,Sun  4:25pm ET,5,52.5,13,28,96%,51%,71,2,9.78,11.08,17.72
RB,DDD,De'Von Achane,MIA,@SEA,Sun  4:05pm ET,6,41.5,4,16,100%,93%,79,2,31.50,25.25,18.31
RB,DDD,Jahmyr Gibbs,DET,@ARI,Sun  4:25pm ET,5,52.5,9,11,100%,98%,102,4,15.60,17.00,14.10
WR,DDD,Zay Flowers,BAL,@DAL,Sun  4:25pm ET,14,48.5,22,18,99%,69%,21,4,19.10,12.60,9.72
WR,DDD,Malik Nabers,NYG,@CLE,Sun  1:00pm ET,11,38.5,14,16,98%,75%,30,3,25.70,17.15,8.61
TE,DDD,Sam LaPorta,DET,@ARI,Sun  4:25pm ET,5,52.5,5,12,100%,95%,66,4,2.30,4.40,8.22
TE,DDD,Mike Gesicki,CIN,WAS,Mon  8:15pm ET,12,48.5,11,1,23%,13%,1,2,12.10,6.95,8.72
WR,DDD,Quentin Johnston,LAC,@PIT,Sun  1:00pm ET,5,35.5,48,8,16%,4%,1,2,20.10,12.45,9.12
QB,DDD,Deshaun Watson,CLE,NYG,Sun  1:00pm ET,10,38.5,20,17,52%,11%,10,4,16.44,14.55,18.25
DST,DDD,Eagles,PHI,@NO,Sun  1:00pm ET,5,49.5,18,1,64%,40%,1,2,2.00,2.50,4.60
QB,DDD,Jacoby Brissett,NE,@NYJ,Thu  8:15pm ET,14,38.5,---,10,7%,1%,2,2,10.56,10.80,7.40
RB,DDD,Kenneth Walker,SEA,MIA,Sun  4:05pm ET,10,41.5,---,29,100%,12%,76,2,0.00,21.90,5.10
WR,DDD,Adonai Mitchell,IND,CHI,Sun  1:00pm ET,14,43,---,12,44%,3%,5,3,4.00,2.10,5.31
WR,DDD,Tank Dell,HOU,@MIN,Sun  1:00pm ET,14,45.5,26,17,98%,54%,29,4,2.60,5.75,7.31
RB,DDD,Bucky Irving,TB,DEN,Sun  1:00pm ET,11,39.5,41,19,75%,8%,3,3,2.20,5.90,7.40
RB,DDD,Tank Bigsby,JAC,@BUF,Mon  7:30pm ET,12,45.5,---,25,51%,2%,1,2,0.00,4.65,1.00
RB,DDD,Jaleel McLaughlin,DEN,@TB,Sun  1:00pm ET,14,39.5,45,27,69%,6%,1,2,1.60,2.20,5.80
WR,DDD,Tim Patrick,DET,@ARI,Sun  4:25pm ET,5,52.5,---,22,2%,1%,1,2,2.20,2.20,0.00
QB,LBC,Anthony Richardson,IND,CHI,Sun  1:00pm ET,14,43,8,5,99%,79%,161,2,11.86,21.47,16.64
RB,LBC,Travis Etienne,JAC,@BUF,Mon  7:30pm ET,12,45.5,12,25,100%,87%,66,2,16.80,15.35,10.20
RB,LBC,Isiah Pacheco,KC,@ATL,Sun  8:20pm ET,6,46.5,---,8,100%,63%,68,3,16.10,16.95,0.00
WR,LBC,Brandon Aiyuk,SF,@LAR,Sun  4:25pm ET,9,43.5,13,26,100%,86%,34,4,6.30,5.55,9.71
WR,LBC,Drake London,ATL,KC,Sun  8:20pm ET,12,46.5,23,10,100%,74%,36,4,13.40,7.95,8.01
TE,LBC,Trey McBride,ARI,DET,Sun  4:25pm ET,11,52.5,2,10,98%,87%,21,4,14.70,9.85,9.41
WR,LBC,Jerry Jeudy,CLE,NYG,Sun  1:00pm ET,10,38.5,40,13,67%,22%,1,4,10.30,10.40,9.01
RB,LBC,Rhamondre Stevenson,NE,@NYJ,Thu  8:15pm ET,14,38.5,15,23,100%,87%,27,3,18.00,22.30,10.10
QB,LBC,Bo Nix,DEN,@TB,Sun  1:00pm ET,14,39.5,---,29,35%,4%,5,3,10.34,12.18,14.52
DST,LBC,Steelers,PIT,LAC,Sun  1:00pm ET,9,35.5,5,2,92%,83%,1,1,14.00,13.00,8.30
WR,LBC,Demario Douglas,NE,@NYJ,Thu  8:15pm ET,14,38.5,---,25,24%,2%,1,2,0.00,1.10,3.30
WR,LBC,Devontez Walker,BAL,@DAL,Sun  4:25pm ET,14,48.5,---,18,2%,1%,3,3,0.00,0.00,1.50
TE,LBC,Brock Bowers,LV,CAR,Sun  4:05pm ET,10,41,3,31,92%,59%,15,3,14.80,11.80,6.61
RB,LBC,Raheem Mostert,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,16,96%,5%,15,2,0.00,2.90,4.40
WR,LBC,Michael Pittman,IND,CHI,Sun  1:00pm ET,14,43,29,12,98%,66%,16,4,3.10,3.60,7.51
TE,LBC,Evan Engram,JAC,@BUF,Mon  7:30pm ET,12,45.5,---,24,91%,37%,6,3,0.00,0.50,2.90
QB,LBC,Aaron Rodgers,NYJ,NE,Thu  8:15pm ET,12,38.5,17,15,71%,14%,8,2,15.14,11.91,12.64
WR,LBC,Jaxon Smith-Njigba,SEA,MIA,Sun  4:05pm ET,10,41.5,28,9,78%,21%,5,4,16.70,10.30,8.91
WR,LBC,Michael Wilson,ARI,DET,Sun  4:25pm ET,11,52.5,---,30,18%,2%,1,4,5.10,6.30,7.71
QB,LC,Jalen Hurts,PHI,@NO,Sun  1:00pm ET,5,49.5,3,8,100%,98%,180,2,30.82,24.62,19.28
RB,LC,Zach Charbonnet,SEA,MIA,Sun  4:05pm ET,10,41.5,14,29,86%,52%,4,4,15.90,13.50,11.91
RB,LC,James Conner,ARI,DET,Sun  4:25pm ET,11,52.5,11,2,100%,94%,19,2,27.40,23.85,12.40
WR,LC,Xavier Legette,CAR,@LV,Sun  4:05pm ET,11,41,---,15,27%,1%,5,3,0.00,2.75,4.80
WR,LC,Xavier Worthy,KC,@ATL,Sun  8:20pm ET,6,46.5,35,7,97%,68%,15,3,3.20,12.50,8.62
TE,LC,Dalton Schultz,HOU,@MIN,Sun  1:00pm ET,14,45.5,15,28,72%,24%,3,2,3.10,2.35,4.31
WR,LC,DK Metcalf,SEA,MIA,Sun  4:05pm ET,10,41.5,10,9,100%,74%,31,4,21.90,13.40,10.72
WR,LC,Rashid Shaheed,NO,PHI,Sun  1:00pm ET,12,49.5,25,31,75%,35%,1,3,20.90,18.10,10.22
QB,LC,Patrick Mahomes,KC,@ATL,Sun  8:20pm ET,6,46.5,7,30,100%,98%,200,2,13.94,14.54,19.10
DST,LC,49ers,SF,@LAR,Sun  4:25pm ET,9,43.5,2,23,99%,90%,1,3,8.00,7.50,8.40
RB,LC,Tyler Allgeier,ATL,KC,Sun  8:20pm ET,12,46.5,---,9,63%,2%,11,2,11.50,7.30,6.20
RB,LC,Jamaal Williams,NO,PHI,Sun  1:00pm ET,12,49.5,48,22,16%,2%,1,2,6.90,11.00,5.30
TE,LC,Ben Sinnott,WAS,@CIN,Mon  8:15pm ET,14,48.5,---,15,14%,1%,3,3,0.00,0.00,2.40
WR,LC,DeAndre Hopkins,TEN,GB,Sun  1:00pm ET,5,36.5,---,24,83%,7%,11,2,0.90,0.85,5.01
RB,LC,Clyde Edwards-Helaire,KC,@ATL,Sun  8:20pm ET,6,46.5,---,8,15%,1%,1,2,0.00,0.00,0.00
TE,LC,Juwan Johnson,NO,PHI,Sun  1:00pm ET,12,49.5,20,13,29%,14%,1,2,0.00,4.80,5.92
QB,LC,Gardner Minshew,LV,CAR,Sun  4:05pm ET,10,41,19,21,13%,2%,1,2,13.04,11.91,13.43
TE,LC,Jonnu Smith,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,26,15%,2%,1,2,7.30,4.00,3.20
RB,LC,Jaylen Warren,PIT,LAC,Sun  1:00pm ET,9,35.5,38,4,89%,10%,11,4,8.10,5.55,5.80
QB,MB,Matthew Stafford,LAR,SF,Sun  4:25pm ET,6,43.5,24,24,84%,32%,21,2,6.64,10.66,11.79
RB,MB,Aaron Jones,MIN,HOU,Sun  1:00pm ET,6,45.5,31,3,100%,66%,14,2,6.80,14.85,8.80
RB,MB,Bijan Robinson,ATL,KC,Sun  8:20pm ET,12,46.5,5,9,100%,100%,143,3,18.20,18.65,14.31
WR,MB,Marvin Harrison,ARI,DET,Sun  4:25pm ET,11,52.5,16,30,100%,89%,45,3,29.00,14.70,11.92
WR,MB,Cooper Kupp,LAR,SF,Sun  4:25pm ET,6,43.5,---,29,100%,66%,33,2,4.70,14.85,0.00
TE,MB,Travis Kelce,KC,@ATL,Sun  8:20pm ET,6,46.5,4,23,100%,98%,47,2,0.60,3.00,8.51
WR,MB,Amon-Ra St Brown,DET,@ARI,Sun  4:25pm ET,5,52.5,6,22,100%,99%,93,4,18.90,10.10,11.62
RB,MB,Zamir White,LV,CAR,Sun  4:05pm ET,10,41,23,30,97%,27%,16,2,4.80,4.20,6.20
QB,MB,Kyler Murray,ARI,DET,Sun  4:25pm ET,11,52.5,4,23,99%,81%,51,2,30.54,23.86,20.78
DST,MB,Buccaneers,TB,DEN,Sun  1:00pm ET,11,39.5,4,28,29%,13%,1,2,7.00,5.00,9.70
RB,MB,Isaac Guerendo,SF,@LAR,Sun  4:25pm ET,9,43.5,---,31,10%,1%,3,3,0.00,0.00,1.60
WR,MB,Javon Baker,NE,@NYJ,Thu  8:15pm ET,14,38.5,---,25,2%,1%,5,3,0.00,0.00,0.50
RB,MB,Ty Chandler,MIN,HOU,Sun  1:00pm ET,6,45.5,34,3,63%,3%,4,2,13.20,9.70,6.10
RB,MB,Ray Davis,BUF,JAC,Mon  7:30pm ET,12,45.5,---,17,49%,1%,1,4,4.90,4.80,6.30
RB,MB,Khalil Herbert,CHI,@IND,Sun  1:00pm ET,7,43,---,26,34%,1%,2,2,8.70,5.05,5.70
QB,MB,Will Levis,TEN,GB,Sun  1:00pm ET,5,36.5,---,16,23%,2%,9,4,14.48,11.58,11.65
WR,MB,Josh Palmer,LAC,@PIT,Sun  1:00pm ET,5,35.5,---,8,66%,6%,1,2,2.90,2.70,6.71
RB,MB,Tyrone Tracy,NYG,@CLE,Sun  1:00pm ET,11,38.5,---,15,31%,1%,1,2,0.20,0.45,2.90
QB,MB,Bryce Young,CAR,@LV,Sun  4:05pm ET,11,41,---,12,17%,2%,10,3,1.96,6.30,0.38
QB,NBB,Josh Allen,BUF,JAC,Mon  7:30pm ET,12,45.5,1,25,100%,100%,199,3,9.76,22.47,24.00
RB,NBB,Gus Edwards,LAC,@PIT,Sun  1:00pm ET,5,35.5,40,10,87%,12%,4,2,6.90,5.35,6.00
RB,NBB,D'Andre Swift,CHI,@IND,Sun  1:00pm ET,7,43,27,26,99%,46%,39,2,4.20,5.10,10.60
WR,NBB,Mike Evans,TB,DEN,Sun  1:00pm ET,11,39.5,11,3,100%,99%,43,2,7.20,14.65,12.42
WR,NBB,Jayden Reed,GB,@TEN,Sun  1:00pm ET,10,36.5,38,4,98%,51%,8,4,6.60,19.85,8.11
TE,NBB,Kyle Pitts,ATL,KC,Sun  8:20pm ET,12,46.5,7,32,97%,78%,16,2,3.00,6.30,5.11
WR,NBB,Chris Godwin,TB,DEN,Sun  1:00pm ET,11,39.5,9,3,98%,85%,3,2,22.70,22.00,11.51
WR,NBB,Jameson Williams,DET,@ARI,Sun  4:25pm ET,5,52.5,18,22,95%,61%,5,2,12.40,17.90,10.82
QB,NBB,Trevor Lawrence,JAC,@BUF,Mon  7:30pm ET,12,45.5,22,14,89%,25%,65,4,15.30,13.79,14.22
DST,NBB,Bills,BUF,JAC,Mon  7:30pm ET,12,45.5,6,20,80%,58%,4,2,22.00,14.00,10.10
RB,NBB,Blake Corum,LAR,SF,Sun  4:25pm ET,6,43.5,---,12,70%,1%,5,3,4.80,2.40,5.20
RB,NBB,Will Shipley,PHI,@NO,Sun  1:00pm ET,5,49.5,---,1,6%,1%,3,3,0.00,0.00,1.60
WR,NBB,Brian Thomas,JAC,@BUF,Mon  7:30pm ET,12,45.5,30,6,92%,47%,10,3,11.40,12.55,10.32
RB,NBB,Nick Chubb,CLE,NYG,Sun  1:00pm ET,10,38.5,---,24,96%,1%,41,1,0.00,0.00,0.00
WR,NBB,Terry McLaurin,WAS,@CIN,Mon  8:15pm ET,14,48.5,31,5,96%,50%,12,2,3.20,2.95,8.11
WR,NBB,Gabe Davis,JAC,@BUF,Mon  7:30pm ET,12,45.5,---,6,41%,10%,2,2,6.30,7.75,6.81
TE,NBB,Dallas Goedert,PHI,@NO,Sun  1:00pm ET,5,49.5,14,11,88%,51%,4,2,4.80,4.45,6.21
TE,NBB,David Njoku,CLE,NYG,Sun  1:00pm ET,10,38.5,10,22,84%,5%,10,2,0.00,5.40,5.81
WR,NBB,Khalil Shakir,BUF,JAC,Mon  7:30pm ET,12,45.5,34,23,84%,29%,14,4,8.60,10.40,8.01
QB,PCP,Joe Burrow,CIN,WAS,Mon  8:15pm ET,12,48.5,5,31,99%,60%,93,2,20.22,14.64,22.91
RB,PCP,Ezekiel Elliott,DAL,BAL,Sun  4:25pm ET,7,48.5,32,5,92%,30%,3,2,5.20,9.55,8.40
RB,PCP,Kyren Williams,LAR,SF,Sun  4:25pm ET,6,43.5,13,12,100%,98%,96,2,14.20,15.30,11.20
WR,PCP,CeeDee Lamb,DAL,BAL,Sun  4:25pm ET,7,48.5,1,27,100%,100%,126,4,18.00,15.30,14.12
WR,PCP,Rashee Rice,KC,@ATL,Sun  8:20pm ET,6,46.5,7,7,99%,93%,6,4,16.50,15.90,10.82
TE,PCP,Pat Freiermuth,PIT,LAC,Sun  1:00pm ET,9,35.5,18,20,77%,37%,3,2,5.90,5.30,5.41
WR,PCP,Keon Coleman,BUF,JAC,Mon  7:30pm ET,12,45.5,---,23,90%,24%,10,3,0.00,3.55,5.41
WR,PCP,Garrett Wilson,NYJ,NE,Thu  8:15pm ET,12,38.5,15,21,100%,92%,34,4,10.20,9.60,8.11
QB,PCP,Daniel Jones,NYG,@CLE,Sun  1:00pm ET,11,38.5,---,11,16%,4%,1,4,19.32,13.13,12.05
DST,PCP,Ravens,BAL,@DAL,Sun  4:25pm ET,14,48.5,11,14,100%,91%,7,4,8.00,6.00,8.40
RB,PCP,Trey Benson,ARI,DET,Sun  4:25pm ET,11,52.5,---,2,81%,5%,5,3,2.70,2.75,7.00
WR,PCP,AJ Brown,PHI,@NO,Sun  1:00pm ET,5,49.5,---,20,100%,17%,79,3,0.00,22.90,0.00
TE,PCP,TJ Hockenson,MIN,HOU,Sun  1:00pm ET,6,45.5,---,6,68%,1%,7,4,0.00,0.00,0.00
RB,PCP,Braelon Allen,NYJ,NE,Thu  8:15pm ET,12,38.5,47,7,40%,2%,3,3,21.60,12.15,6.50
RB,PCP,Rico Dowdle,DAL,BAL,Sun  4:25pm ET,7,48.5,37,5,82%,6%,5,2,8.90,7.05,6.90
TE,PCP,Luke Musgrave,GB,@TEN,Sun  1:00pm ET,10,36.5,---,3,29%,2%,3,4,0.60,0.30,1.80
RB,PCP,Dameon Pierce,HOU,@MIN,Sun  1:00pm ET,14,45.5,---,6,11%,1%,3,2,0.00,2.60,2.40
QB,PCP,Geno Smith,SEA,MIA,Sun  4:05pm ET,10,41.5,15,4,42%,11%,3,1,20.88,19.86,18.34
RB,PCP,Tyjae Spears,TEN,GB,Sun  1:00pm ET,5,36.5,---,28,85%,7%,7,2,5.10,5.65,4.20
QB,PP,Brock Purdy,SF,@LAR,Sun  4:25pm ET,9,43.5,14,27,97%,49%,68,2,14.96,13.15,16.75
RB,PP,Josh Jacobs,GB,@TEN,Sun  1:00pm ET,10,36.5,10,21,100%,91%,50,3,21.10,18.25,13.30
RB,PP,David Montgomery,DET,@ARI,Sun  4:25pm ET,5,52.5,20,11,100%,74%,42,2,16.00,18.65,11.20
WR,PP,Davante Adams,LV,CAR,Sun  4:05pm ET,10,41,12,11,100%,89%,16,3,22.00,15.45,12.42
WR,PP,Amari Cooper,CLE,NYG,Sun  1:00pm ET,10,38.5,24,13,100%,72%,11,3,1.10,2.35,8.81
TE,PP,Mark Andrews,BAL,@DAL,Sun  4:25pm ET,14,48.5,8,18,99%,78%,32,2,9.10,5.75,7.01
TE,PP,Isaiah Likely,BAL,@DAL,Sun  4:25pm ET,14,48.5,12,18,95%,64%,7,3,4.60,13.35,7.52
RB,PP,Devin Singletary,NYG,@CLE,Sun  1:00pm ET,11,38.5,26,15,95%,31%,3,2,17.50,12.35,8.60
QB,PP,Malik Willis,GB,@TEN,Sun  1:00pm ET,10,36.5,---,6,10%,5%,14,2,13.98,6.99,13.15
DST,PP,Chiefs,KC,@ATL,Sun  8:20pm ET,6,46.5,14,17,88%,69%,1,2,11.00,8.00,6.50
QB,PP,Justin Herbert,LAC,@PIT,Sun  1:00pm ET,5,35.5,---,2,86%,28%,72,3,12.00,11.18,14.06
WR,PP,Wan'Dale Robinson,NYG,@CLE,Sun  1:00pm ET,11,38.5,---,16,24%,6%,5,2,9.80,9.30,5.61
WR,PP,Malachi Corley,NYJ,NE,Thu  8:15pm ET,12,38.5,---,21,5%,1%,3,3,0.40,0.20,0.50
WR,PP,Calvin Ridley,TEN,GB,Sun  1:00pm ET,5,36.5,21,24,95%,33%,4,4,24.70,15.85,10.21
QB,PP,Kirk Cousins,ATL,KC,Sun  8:20pm ET,12,46.5,18,32,72%,14%,11,2,17.64,11.92,13.60
WR,PP,Romeo Doubs,GB,@TEN,Sun  1:00pm ET,10,36.5,---,4,58%,3%,7,3,9.20,8.10,4.01
RB,PP,MarShawn Lloyd,GB,@TEN,Sun  1:00pm ET,10,36.5,---,21,47%,1%,5,3,1.80,1.80,3.20
WR,PP,Courtland Sutton,DEN,@TB,Sun  1:00pm ET,14,39.5,45,14,86%,19%,3,4,3.60,4.70,7.81
QB,PP,JJ McCarthy,MIN,HOU,Sun  1:00pm ET,6,45.5,---,26,6%,1%,35,3,0.00,0.00,0.00
RB,PP,Christian McCaffrey,SF,@LAR,Sun  4:25pm ET,9,43.5,---,31,100%,4%,102,3,0.00,0.00,0.00
QB,RR,Baker Mayfield,TB,DEN,Sun  1:00pm ET,11,39.5,9,18,89%,45%,9,3,21.80,26.23,20.58
RB,RR,Najee Harris,PIT,LAC,Sun  1:00pm ET,9,35.5,24,4,100%,68%,20,2,9.40,10.15,9.50
RB,RR,Rachaad White,TB,DEN,Sun  1:00pm ET,11,39.5,21,19,100%,81%,52,2,2.30,7.95,11.80
WR,RR,Justin Jefferson,MIN,HOU,Sun  1:00pm ET,6,45.5,2,19,100%,99%,111,2,21.30,17.60,13.51
WR,RR,Diontae Johnson,CAR,@LV,Sun  4:05pm ET,11,41,33,15,80%,12%,4,3,2.50,3.20,6.31
"QB,TE",RR,Taysom Hill,NO,PHI,Sun  1:00pm ET,12,49.5,---,13,71%,33%,1,2,2.90,5.25,7.19
RB,RR,Joe Mixon,HOU,@MIN,Sun  1:00pm ET,14,45.5,46,6,100%,94%,50,2,7.00,20.40,6.30
WR,RR,George Pickens,PIT,LAC,Sun  1:00pm ET,9,35.5,20,1,100%,73%,23,3,4.90,8.70,8.71
QB,RR,CJ Stroud,HOU,@MIN,Sun  1:00pm ET,14,45.5,6,3,99%,87%,133,2,14.40,16.53,15.76
DST,RR,Browns,CLE,NYG,Sun  1:00pm ET,10,38.5,1,30,93%,80%,1,2,10.00,6.00,11.30
QB,RR,Tua Tagovailoa,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,7,94%,33%,50,2,7.50,13.56,0.00
WR,RR,Jordan Addison,MIN,HOU,Sun  1:00pm ET,6,45.5,---,19,75%,4%,5,4,0.00,5.50,7.71
WR,RR,Luke McCaffrey,WAS,@CIN,Mon  8:15pm ET,14,48.5,---,5,16%,1%,1,2,0.00,1.40,3.90
WR,RR,Jalen McMillan,TB,DEN,Sun  1:00pm ET,11,39.5,---,3,14%,1%,3,3,3.10,6.65,5.21
TE,RR,Cade Otton,TB,DEN,Sun  1:00pm ET,11,39.5,---,21,11%,2%,1,2,0.00,0.25,3.81
QB,RR,Michael Penix,ATL,KC,Sun  8:20pm ET,12,46.5,---,32,10%,1%,5,3,0.00,0.00,0.20
WR,RR,Adam Thielen,CAR,@LV,Sun  4:05pm ET,11,41,---,15,36%,3%,1,2,3.00,4.95,5.01
WR,RR,Mike Williams,NYJ,NE,Thu  8:15pm ET,12,38.5,---,21,43%,2%,1,2,2.90,1.45,4.70
