Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 5,Avg,Proj
WR,AFL,Curtis Samuel,BUF,@NYJ,Mon  8:15pm ET,12,41,---,7,19%,4%,1,1,0.00,1.30,3.00
RB,AFL,Trey Sermon,IND,@TEN,Sun  1:00pm ET,14,42.5,24,11,71%,47%,8,2,17.30,5.68,6.60
QB,CC,Brock Purdy,SF,@SEA,Thu  8:15pm ET,9,47.5,11,15,99%,78%,96,3,16.06,17.75,16.79
RB,CC,James Cook,BUF,@NYJ,Mon  8:15pm ET,12,41,7,8,100%,96%,10,1,21.90,19.04,8.90
RB,CC,Emanuel Wilson,GB,ARI,Sun  1:00pm ET,10,49.5,40,27,34%,7%,3,2,3.40,6.86,6.51
WR,CC,DK Metcalf,SEA,SF,Thu  8:15pm ET,10,47.5,12,11,100%,98%,53,3,5.50,12.62,9.61
WR,CC,Deebo Samuel,SF,@SEA,Thu  8:15pm ET,9,47.5,16,10,100%,96%,54,2,3.00,11.47,10.21
TE,CC,Zach Ertz,WAS,@BAL,Sun  1:00pm ET,14,52.5,18,27,75%,48%,3,2,1.00,5.00,4.61
WR,CC,George Pickens,PIT,@LV,Sun  4:05pm ET,9,36.5,25,16,99%,78%,5,1,3.60,8.40,6.91
WR,CC,Brian Thomas,JAC,@CHI,Sun  9:30am ET,12,44.5,14,6,95%,77%,10,3,21.20,15.20,7.91
QB,CC,Daniel Jones,NYG,CIN,Sun  8:20pm ET,11,49,14,29,21%,8%,65,2,25.08,16.46,18.53
DST,CC,Browns,CLE,@PHI,Sun  1:00pm ET,10,43.5,13,25,75%,54%,5,1,7.00,7.20,9.30
QB,CC,Drake Maye,NE,HOU,Sun  1:00pm ET,14,37.5,---,21,13%,1%,30,3,0.00,3.08,3.13
RB,CC,David Montgomery,DET,@DAL,Sun  4:25pm ET,5,52.5,12,28,100%,17%,71,2,0.00,20.12,11.40
WR,CC,Javon Baker,NE,HOU,Sun  1:00pm ET,14,37.5,---,20,2%,1%,3,3,0.00,0.00,0.60
WR,CC,Malachi Corley,NYJ,BUF,Mon  8:15pm ET,12,41,---,5,3%,1%,3,3,0.00,0.13,0.60
WR,CC,Quentin Johnston,LAC,@DEN,Sun  4:05pm ET,5,35.5,---,2,56%,3%,20,2,0.00,9.90,6.92
WR,CC,Ja'Lynn Polk,NE,HOU,Sun  1:00pm ET,14,37.5,---,20,14%,2%,3,3,2.30,3.28,3.51
WR,CC,Amon-Ra St Brown,DET,@DAL,Sun  4:25pm ET,5,52.5,4,8,100%,21%,40,2,0.00,13.87,12.52
TE,CC,Trey McBride,ARI,@GB,Sun  1:00pm ET,11,49.5,5,23,94%,59%,2,1,7.30,7.38,5.91
RB,CC,Jonathon Brooks,CAR,ATL,Sun  4:25pm ET,11,47.5,---,6,83%,1%,10,3,0.00,0.00,0.00
WR,CC,Ricky Pearsall,SF,@SEA,Thu  8:15pm ET,9,47.5,---,10,10%,1%,5,3,0.00,0.00,0.00
DC,CC,Antonio Gibson Dead Cap,NE,HOU,Sun  1:00pm ET,14,37.5,---,9,0%,0%,5,1,0.00,0.00,0.00
QB,CRB,Bo Nix,DEN,LAC,Sun  4:05pm ET,14,35.5,24,4,29%,9%,15,3,25.14,16.31,15.06
RB,CRB,De'Von Achane,MIA,BYE,,6,,---,,100%,78%,10,2,2.80,13.00,0.00
RB,CRB,Josh Jacobs,GB,ARI,Sun  1:00pm ET,10,49.5,16,27,100%,95%,107,1,22.40,14.90,12.60
WR,CRB,Keenan Allen,CHI,JAC,Sun  9:30am ET,7,44.5,---,32,74%,23%,18,2,4.30,4.03,5.41
WR,CRB,Courtland Sutton,DEN,LAC,Sun  4:05pm ET,14,35.5,36,3,82%,47%,15,2,5.20,8.28,8.21
TE,CRB,Isaiah Likely,BAL,WAS,Sun  1:00pm ET,14,52.5,11,8,80%,42%,3,2,15.30,9.20,6.92
RB,CRB,Antonio Gibson,NE,HOU,Sun  1:00pm ET,14,37.5,26,9,69%,30%,1,2,7.60,8.26,6.50
WR,CRB,Mike Williams,NYJ,BUF,Mon  8:15pm ET,12,41,---,5,28%,4%,4,2,3.50,4.30,3.60
WR,CRB,Luke McCaffrey,WAS,@BAL,Sun  1:00pm ET,14,52.5,---,31,10%,2%,1,2,2.90,2.96,3.80
DST,CRB,Texans,HOU,@NE,Sun  1:00pm ET,14,37.5,5,28,63%,41%,1,1,2.00,6.40,10.80
WR,CRB,Davante Adams,LV,PIT,Sun  4:05pm ET,10,36.5,---,14,100%,4%,75,2,0.00,12.30,1.40
WR,CRB,Jalen McMillan,TB,@NO,Sun  1:00pm ET,11,45.5,---,12,7%,1%,3,3,0.00,4.97,3.80
WR,CRB,DeVonta Smith,PHI,CLE,Sun  1:00pm ET,5,43.5,18,21,100%,12%,50,2,0.00,14.30,10.22
TE,CRB,Ben Sinnott,WAS,@BAL,Sun  1:00pm ET,14,52.5,---,27,7%,1%,5,3,0.00,0.00,0.60
WR,CRB,Romeo Doubs,GB,ARI,Sun  1:00pm ET,10,49.5,44,17,41%,3%,3,1,0.00,6.47,6.51
RB,CRB,Jonathan Taylor,IND,@TEN,Sun  1:00pm ET,14,42.5,---,11,100%,14%,70,1,0.00,22.65,7.00
RB,CRB,Zamir White,LV,PIT,Sun  4:05pm ET,10,36.5,---,7,66%,5%,11,1,0.00,4.20,3.90
QB,CRB,Jalen Hurts,PHI,CLE,Sun  1:00pm ET,5,43.5,5,9,100%,18%,101,1,0.00,20.88,22.14
DST,CRB,Buccaneers,TB,@NO,Sun  1:00pm ET,11,45.5,11,12,27%,14%,3,2,4.00,6.20,6.30
QB,ELP,Kirk Cousins,ATL,@CAR,Sun  4:25pm ET,12,47.5,10,26,64%,23%,2,1,34.36,15.38,18.03
RB,ELP,Jerome Ford,CLE,@PHI,Sun  1:00pm ET,10,43.5,30,20,94%,53%,1,1,7.90,11.54,7.30
RB,ELP,Kenneth Walker,SEA,SF,Thu  8:15pm ET,10,47.5,3,15,100%,97%,30,1,12.60,23.70,12.40
WR,ELP,Jayden Reed,GB,ARI,Sun  1:00pm ET,10,49.5,6,17,99%,97%,5,2,12.70,17.48,13.01
WR,ELP,Jameson Williams,DET,@DAL,Sun  4:25pm ET,5,52.5,22,8,95%,12%,40,1,0.00,13.43,10.42
TE,ELP,Mark Andrews,BAL,WAS,Sun  1:00pm ET,14,52.5,15,8,88%,42%,37,1,8.50,4.00,4.51
WR,ELP,Khalil Shakir,BUF,@NYJ,Mon  8:15pm ET,12,41,---,7,87%,5%,25,2,0.00,11.55,2.70
RB,ELP,Tyrone Tracy,NYG,CIN,Sun  8:20pm ET,11,49,19,25,41%,20%,1,2,18.00,5.40,7.70
QB,ELP,Josh Allen,BUF,@NYJ,Mon  8:15pm ET,12,41,8,3,100%,96%,203,1,17.64,21.56,15.80
DST,ELP,49ers,SF,@SEA,Thu  8:15pm ET,9,47.5,9,26,100%,93%,5,3,10.00,11.00,9.50
QB,ELP,Tyler Huntley,MIA,BYE,,6,,---,,9%,3%,1,2,7.46,11.15,0.00
RB,ELP,Cam Akers,HOU,@NE,Sun  1:00pm ET,14,37.5,29,21,62%,30%,1,2,12.70,8.10,8.00
RB,ELP,Justice Hill,BAL,WAS,Sun  1:00pm ET,14,52.5,32,19,77%,40%,1,2,5.50,9.64,7.10
WR,ELP,Demario Douglas,NE,HOU,Sun  1:00pm ET,14,37.5,---,20,14%,3%,2,2,8.90,4.84,5.30
WR,ELP,Jalen Nailor,MIN,BYE,,6,,---,,14%,3%,1,2,0.00,7.80,0.00
TE,ELP,Brock Wright,DET,@DAL,Sun  4:25pm ET,5,52.5,---,13,1%,1%,1,2,0.00,1.98,2.40
WR,ELP,Tyreek Hill,MIA,BYE,,6,,---,,100%,69%,74,1,9.90,10.34,0.00
WR,ELP,Xavier Legette,CAR,ATL,Sun  4:25pm ET,11,47.5,47,19,52%,20%,5,3,1.80,6.22,6.51
RB,ELP,Nick Chubb,CLE,@PHI,Sun  1:00pm ET,10,43.5,---,20,97%,3%,57,2,0.00,0.00,6.30
RB,ELP,Audric Estime,DEN,LAC,Sun  4:05pm ET,14,35.5,---,5,9%,1%,3,3,0.00,2.40,2.90
QB,FRR,Sam Darnold,MIN,BYE,,6,,---,,82%,30%,4,2,6.26,17.91,0.00
RB,FRR,Jordan Mason,SF,@SEA,Thu  8:15pm ET,9,47.5,5,17,98%,97%,3,2,12.80,21.24,13.00
RB,FRR,Brian Robinson,WAS,@BAL,Sun  1:00pm ET,14,52.5,17,3,100%,83%,5,1,15.80,17.86,8.80
WR,FRR,Ja'Marr Chase,CIN,@NYG,Sun  8:20pm ET,12,49,1,13,100%,100%,60,2,39.30,19.86,13.12
WR,FRR,Terry McLaurin,WAS,@BAL,Sun  1:00pm ET,14,52.5,23,31,98%,85%,67,3,13.40,10.90,8.51
TE,FRR,Dalton Kincaid,BUF,@NYJ,Mon  8:15pm ET,12,41,9,3,95%,80%,5,2,4.40,5.92,4.41
WR,FRR,Josh Downs,IND,@TEN,Sun  1:00pm ET,14,42.5,26,1,59%,38%,3,2,11.90,11.43,5.81
WR,FRR,Drake London,ATL,@CAR,Sun  4:25pm ET,12,47.5,5,23,100%,91%,35,1,30.40,14.28,10.22
QB,FRR,Patrick Mahomes,KC,BYE,,6,,---,,100%,73%,101,1,16.44,15.38,0.00
DST,FRR,Steelers,PIT,@LV,Sun  4:05pm ET,9,36.5,2,30,89%,70%,1,2,11.00,10.40,9.70
QB,FRR,Gardner Minshew,LV,PIT,Sun  4:05pm ET,10,36.5,---,7,14%,3%,5,2,9.68,10.73,8.91
RB,FRR,Blake Corum,LAR,BYE,,6,,---,,31%,1%,5,3,6.30,2.22,0.00
RB,FRR,Rachaad White,TB,@NO,Sun  1:00pm ET,11,45.5,27,12,98%,61%,5,1,9.20,8.80,8.00
WR,FRR,Tank Dell,HOU,@NE,Sun  1:00pm ET,14,37.5,37,15,86%,26%,3,2,4.80,6.38,7.41
WR,FRR,Calvin Ridley,TEN,IND,Sun  1:00pm ET,5,42.5,33,24,84%,8%,15,2,0.00,8.78,10.02
WR,FRR,Jaylen Waddle,MIA,BYE,,6,,---,,93%,22%,50,2,6.60,7.50,0.00
WR,FRR,Roman Wilson,PIT,@LV,Sun  4:05pm ET,9,36.5,---,16,5%,1%,3,3,0.00,0.00,0.70
"QB,TE",FRR,Taysom Hill,NO,TB,Sun  1:00pm ET,12,45.5,---,11,39%,4%,7,2,0.00,9.63,7.19
RB,FRR,Rhamondre Stevenson,NE,HOU,Sun  1:00pm ET,14,37.5,---,9,98%,50%,30,2,19.20,14.06,9.10
RB,FRR,Isiah Pacheco,KC,BYE,,6,,---,,94%,2%,75,3,0.00,16.95,0.00
TE,FRR,TJ Hockenson,MIN,BYE,,6,,---,,71%,1%,13,3,0.00,0.00,0.00
QB,GF,Jordan Love,GB,ARI,Sun  1:00pm ET,10,49.5,4,27,99%,80%,100,4,16.96,20.84,20.01
RB,GF,Ezekiel Elliott,DAL,DET,Sun  4:25pm ET,7,52.5,48,4,46%,6%,5,1,3.70,5.48,4.60
RB,GF,Aaron Jones,MIN,BYE,,6,,---,,100%,77%,80,1,6.30,16.74,0.00
WR,GF,Jaxon Smith-Njigba,SEA,SF,Thu  8:15pm ET,10,47.5,38,11,89%,44%,25,2,11.10,9.14,6.21
WR,GF,Dontayvion Wicks,GB,ARI,Sun  1:00pm ET,10,49.5,39,17,89%,67%,14,3,3.00,7.68,6.32
TE,GF,Jake Ferguson,DAL,DET,Sun  4:25pm ET,7,52.5,4,14,91%,75%,3,1,10.00,7.97,7.31
WR,GF,Michael Pittman,IND,@TEN,Sun  1:00pm ET,14,42.5,24,1,96%,74%,40,1,11.70,7.96,7.21
WR,GF,Demarcus Robinson,LAR,BYE,,6,,---,,30%,5%,3,2,11.80,6.98,0.00
QB,GF,Trevor Lawrence,JAC,@CHI,Sun  9:30am ET,12,44.5,19,1,70%,32%,70,2,23.24,15.30,13.80
DST,GF,Packers,GB,ARI,Sun  1:00pm ET,10,49.5,14,15,56%,43%,1,1,14.00,14.20,10.00
QB,GF,JJ McCarthy,MIN,BYE,,6,,---,,6%,1%,35,3,0.00,0.00,0.00
QB,GF,Michael Penix,ATL,@CAR,Sun  4:25pm ET,12,47.5,---,26,8%,1%,3,3,0.00,0.00,0.68
RB,GF,Gus Edwards,LAC,@DEN,Sun  4:05pm ET,5,35.5,44,10,40%,1%,36,2,0.00,3.62,4.50
WR,GF,Brandin Cooks,DAL,DET,Sun  4:25pm ET,7,52.5,---,28,35%,1%,1,2,0.00,5.40,0.00
TE,GF,Luke Musgrave,GB,ARI,Sun  1:00pm ET,10,49.5,---,18,12%,2%,1,3,0.00,0.80,3.21
RB,GF,JK Dobbins,LAC,@DEN,Sun  4:05pm ET,5,35.5,18,10,99%,15%,60,1,0.00,16.65,11.90
WR,GF,Christian Watson,GB,ARI,Sun  1:00pm ET,10,49.5,---,17,53%,2%,15,1,0.00,4.25,3.91
RB,GF,MarShawn Lloyd,GB,ARI,Sun  1:00pm ET,10,49.5,---,27,22%,1%,5,3,0.00,1.80,0.00
WR,GF,Marquise Brown,KC,BYE,,6,,---,,21%,1%,3,3,0.00,0.00,0.00
QB,MAM,Geno Smith,SEA,SF,Thu  8:15pm ET,10,47.5,16,13,85%,47%,25,1,24.56,20.29,16.62
RB,MAM,James Conner,ARI,@GB,Sun  1:00pm ET,11,49.5,9,18,100%,93%,35,1,19.00,18.90,11.30
RB,MAM,Alvin Kamara,NO,TB,Sun  1:00pm ET,12,45.5,8,14,100%,99%,38,2,10.60,25.84,13.40
WR,MAM,DJ Moore,CHI,JAC,Sun  9:30am ET,7,44.5,13,32,100%,93%,46,2,26.50,12.56,11.42
WR,MAM,Garrett Wilson,NYJ,BUF,Mon  8:15pm ET,12,41,17,5,100%,83%,25,1,23.10,11.74,8.11
TE,MAM,Tucker Kraft,GB,ARI,Sun  1:00pm ET,10,49.5,3,18,78%,65%,3,2,23.80,9.56,6.71
WR,MAM,Jerry Jeudy,CLE,@PHI,Sun  1:00pm ET,10,43.5,43,30,78%,40%,6,3,2.60,8.06,6.61
WR,MAM,Wan'Dale Robinson,NYG,CIN,Sun  8:20pm ET,11,49,27,18,64%,47%,4,2,13.00,10.16,8.51
QB,MAM,Caleb Williams,CHI,JAC,Sun  9:30am ET,7,44.5,17,32,77%,35%,50,3,26.56,14.79,15.75
DST,MAM,Ravens,BAL,WAS,Sun  1:00pm ET,14,52.5,12,2,92%,67%,1,1,2.00,6.20,8.20
QB,MAM,Andy Dalton,CAR,ATL,Sun  4:25pm ET,11,47.5,21,24,25%,9%,4,2,3.74,11.30,13.06
RB,MAM,Kenneth Gainwell,PHI,CLE,Sun  1:00pm ET,5,43.5,---,16,13%,1%,1,2,0.00,1.48,2.90
RB,MAM,Roschon Johnson,CHI,JAC,Sun  9:30am ET,7,44.5,37,23,51%,14%,1,2,17.50,10.07,6.30
RB,MAM,Kendre Miller,NO,TB,Sun  1:00pm ET,12,45.5,---,14,15%,1%,5,2,0.00,0.00,4.30
RB,MAM,Jaylen Warren,PIT,@LV,Sun  4:05pm ET,9,36.5,---,24,53%,2%,38,2,0.00,4.20,5.60
WR,MAM,Michael Wilson,ARI,@GB,Sun  1:00pm ET,11,49.5,---,26,36%,10%,3,2,11.80,7.12,5.51
TE,MAM,David Njoku,CLE,@PHI,Sun  1:00pm ET,10,43.5,---,4,77%,18%,17,2,2.40,3.90,5.81
RB,MAM,Saquon Barkley,PHI,CLE,Sun  1:00pm ET,5,43.5,2,16,100%,20%,104,1,0.00,27.25,19.01
WR,MAM,Rashid Shaheed,NO,TB,Sun  1:00pm ET,12,45.5,30,25,92%,50%,6,1,17.60,13.10,9.31
QB,MAM,Tua Tagovailoa,MIA,BYE,,6,,---,,48%,1%,70,1,0.00,13.56,0.00
WR,MAM,Rashee Rice,KC,BYE,,6,,---,,89%,1%,3,2,0.00,14.22,0.00
QB,MCM,Derek Carr,NO,TB,Sun  1:00pm ET,12,45.5,---,31,62%,14%,30,2,12.60,14.75,14.71
RB,MCM,Travis Etienne,JAC,@CHI,Sun  9:30am ET,12,44.5,22,22,100%,78%,60,2,10.00,12.44,7.90
RB,MCM,Zack Moss,CIN,@NYG,Sun  8:20pm ET,12,49,---,13,99%,64%,15,1,6.20,14.30,8.00
WR,MCM,Jordan Addison,MIN,BYE,,6,,---,,87%,41%,15,2,4.60,11.33,0.00
WR,MCM,Christian Kirk,JAC,@CHI,Sun  9:30am ET,12,44.5,32,6,96%,76%,36,1,10.80,8.76,7.21
TE,MCM,Cade Otton,TB,@NO,Sun  1:00pm ET,11,45.5,16,24,37%,26%,2,2,6.40,4.16,4.41
WR,MCM,Jauan Jennings,SF,@SEA,Thu  8:15pm ET,9,47.5,45,10,86%,45%,1,2,2.30,14.34,6.51
WR,MCM,Tre Tucker,LV,PIT,Sun  4:05pm ET,10,36.5,---,14,46%,22%,1,2,3.60,8.22,6.51
QB,MCM,Joe Flacco,IND,@TEN,Sun  1:00pm ET,14,42.5,13,14,16%,11%,5,2,28.56,21.79,4.56
DST,MCM,Vikings,MIN,BYE,,6,,---,,95%,81%,2,2,20.00,18.00,0.00
RB,MCM,Kimani Vidal,LAC,@DEN,Sun  4:05pm ET,5,35.5,---,10,7%,1%,3,3,0.00,0.00,0.00
WR,MCM,Andrei Iosivas,CIN,@NYG,Sun  8:20pm ET,12,49,---,13,21%,7%,1,2,4.90,8.66,6.62
RB,MCM,Ray Davis,BUF,@NYJ,Mon  8:15pm ET,12,41,---,8,43%,8%,5,3,0.40,4.28,3.00
RB,MCM,Jaylen Wright,MIA,BYE,,6,,---,,29%,2%,5,3,12.60,4.97,0.00
QB,MCM,Justin Herbert,LAC,@DEN,Sun  4:05pm ET,5,35.5,---,6,57%,3%,70,1,0.00,10.88,12.92
RB,MCM,Jeremy McNichols,WAS,@BAL,Sun  1:00pm ET,14,52.5,---,3,45%,17%,4,2,12.40,7.18,3.60
RB,MCM,Joe Mixon,HOU,@NE,Sun  1:00pm ET,14,37.5,---,21,100%,9%,91,2,0.00,20.40,6.10
RB,MCM,Christian McCaffrey,SF,@SEA,Thu  8:15pm ET,9,47.5,---,17,100%,3%,145,2,0.00,0.00,0.00
WR,MCM,Puka Nacua,LAR,BYE,,6,,---,,97%,2%,1,3,0.00,5.20,0.00
QB,MWM,Matthew Stafford,LAR,BYE,,6,,---,,51%,13%,101,1,12.40,10.30,0.00
RB,MWM,Najee Harris,PIT,@LV,Sun  4:05pm ET,9,36.5,20,24,100%,82%,70,2,13.70,11.38,9.60
RB,MWM,Bijan Robinson,ATL,@CAR,Sun  4:25pm ET,12,47.5,6,32,100%,99%,50,2,9.70,14.32,13.30
WR,MWM,Brandon Aiyuk,SF,@SEA,Thu  8:15pm ET,9,47.5,9,10,100%,85%,39,1,20.70,9.48,8.71
WR,MWM,Jakobi Meyers,LV,PIT,Sun  4:05pm ET,10,36.5,29,14,78%,43%,3,1,11.20,10.12,8.21
TE,MWM,Cole Kmet,CHI,JAC,Sun  9:30am ET,7,44.5,14,17,79%,48%,3,2,7.70,7.98,5.01
TE,MWM,George Kittle,SF,@SEA,Thu  8:15pm ET,9,47.5,2,20,100%,90%,36,2,17.40,13.38,9.72
WR,MWM,Darnell Mooney,ATL,@CAR,Sun  4:25pm ET,12,47.5,21,23,72%,39%,1,2,28.50,13.20,9.42
QB,MWM,Aaron Rodgers,NYJ,BUF,Mon  8:15pm ET,12,41,20,12,65%,16%,51,1,11.76,14.24,11.94
DST,MWM,Bills,BUF,@NYJ,Mon  8:15pm ET,12,41,3,23,82%,56%,3,2,7.00,11.60,11.40
QB,MWM,Hendon Hooker,DET,@DAL,Sun  4:25pm ET,5,52.5,---,22,2%,1%,5,2,0.00,0.00,0.72
WR,MWM,DJ Chark,LAC,@DEN,Sun  4:05pm ET,5,35.5,---,2,5%,1%,1,2,0.00,0.00,4.21
WR,MWM,Gabe Davis,JAC,@CHI,Sun  9:30am ET,12,44.5,---,6,26%,4%,25,1,2.80,4.22,4.21
WR,MWM,Tyler Lockett,SEA,SF,Thu  8:15pm ET,10,47.5,42,11,57%,19%,12,2,10.50,8.88,6.01
RB,MWM,Austin Ekeler,WAS,@BAL,Sun  1:00pm ET,14,52.5,31,3,88%,26%,25,2,12.70,12.03,7.70
WR,MWM,DeAndre Hopkins,TEN,IND,Sun  1:00pm ET,5,42.5,48,24,63%,3%,18,1,0.00,6.03,6.61
RB,MWM,Tony Pollard,TEN,IND,Sun  1:00pm ET,5,42.5,11,26,99%,14%,31,1,0.00,15.07,10.90
WR,MWM,Kendrick Bourne,NE,HOU,Sun  1:00pm ET,14,37.5,---,20,4%,1%,10,1,0.60,0.60,3.61
QB,NN,Joe Burrow,CIN,@NYG,Sun  8:20pm ET,12,49,3,19,99%,78%,70,1,33.78,21.34,18.98
RB,NN,Breece Hall,NYJ,BUF,Mon  8:15pm ET,12,41,14,31,100%,98%,50,1,5.70,13.10,11.61
RB,NN,Derrick Henry,BAL,WAS,Sun  1:00pm ET,14,52.5,1,19,100%,100%,95,1,21.60,27.22,17.10
WR,NN,Amari Cooper,CLE,@PHI,Sun  1:00pm ET,10,43.5,34,30,100%,84%,41,2,8.00,8.56,8.21
WR,NN,Justin Jefferson,MIN,BYE,,6,,---,,100%,84%,40,1,13.20,17.40,0.00
TE,NN,Pat Freiermuth,PIT,@LV,Sun  4:05pm ET,9,36.5,10,16,86%,66%,5,2,8.20,7.56,6.01
RB,NN,Alexander Mattison,LV,PIT,Sun  4:05pm ET,10,36.5,28,7,87%,54%,1,2,11.10,10.96,6.71
WR,NN,Xavier Worthy,KC,BYE,,6,,---,,97%,62%,15,3,10.80,11.22,0.00
QB,NN,Dak Prescott,DAL,DET,Sun  4:25pm ET,7,52.5,6,23,99%,65%,110,2,16.38,18.09,19.40
DST,NN,Jets,NYJ,BUF,Mon  8:15pm ET,12,41,10,3,100%,87%,5,2,11.00,9.20,8.00
QB,NN,Will Levis,TEN,IND,Sun  1:00pm ET,5,42.5,22,30,14%,1%,5,2,0.00,9.81,14.67
RB,NN,Braelon Allen,NYJ,BUF,Mon  8:15pm ET,12,41,36,31,82%,17%,3,3,3.80,9.10,6.60
RB,NN,Tyler Allgeier,ATL,@CAR,Sun  4:25pm ET,12,47.5,34,32,66%,14%,5,1,3.50,6.86,7.20
RB,NN,Ty Chandler,MIN,BYE,,6,,---,,50%,4%,1,1,4.90,5.38,0.00
WR,NN,Troy Franklin,DEN,LAC,Sun  4:05pm ET,14,35.5,---,3,4%,1%,5,3,3.00,1.02,0.50
TE,NN,Evan Engram,JAC,@CHI,Sun  9:30am ET,12,44.5,12,6,70%,7%,9,2,0.00,0.50,5.51
RB,NN,Zach Charbonnet,SEA,SF,Thu  8:15pm ET,10,47.5,38,15,83%,14%,10,2,4.00,13.42,5.30
WR,NN,Keon Coleman,BUF,@NYJ,Mon  8:15pm ET,12,41,---,7,62%,15%,5,3,11.90,7.10,5.01
WR,NN,Malik Nabers,NYG,CIN,Sun  8:20pm ET,11,49,---,18,98%,11%,25,3,0.00,19.25,0.00
QB,VD,Justin Fields,PIT,@LV,Sun  4:05pm ET,9,36.5,15,17,91%,64%,32,2,17.94,20.53,18.08
RB,VD,Bucky Irving,TB,@NO,Sun  1:00pm ET,11,45.5,33,12,88%,33%,3,3,6.60,9.06,6.20
RB,VD,Javonte Williams,DEN,LAC,Sun  4:05pm ET,14,35.5,21,5,94%,60%,50,2,15.10,9.00,8.20
WR,VD,Chris Godwin,TB,@NO,Sun  1:00pm ET,11,45.5,7,12,99%,93%,49,2,11.60,16.56,8.41
WR,VD,Marvin Harrison,ARI,@GB,Sun  1:00pm ET,11,49.5,8,26,100%,96%,45,3,5.60,13.18,8.31
TE,VD,Kyle Pitts,ATL,@CAR,Sun  4:25pm ET,12,47.5,7,29,87%,55%,30,2,12.80,6.66,5.91
WR,VD,Stefon Diggs,HOU,@NE,Sun  1:00pm ET,14,37.5,15,15,100%,92%,30,2,13.20,14.24,8.71
RB,VD,Kareem Hunt,KC,BYE,,6,,---,,89%,40%,25,2,23.70,17.60,0.00
QB,VD,Baker Mayfield,TB,@NO,Sun  1:00pm ET,11,45.5,7,5,94%,50%,50,2,25.40,23.45,15.50
DST,VD,Bears,CHI,JAC,Sun  9:30am ET,7,44.5,6,20,86%,79%,1,2,17.00,13.00,10.50
QB,VD,Anthony Richardson,IND,@TEN,Sun  1:00pm ET,14,42.5,---,14,87%,5%,40,2,0.00,14.06,10.28
QB,VD,Bryce Young,CAR,ATL,Sun  4:25pm ET,11,47.5,---,24,7%,1%,35,2,3.12,5.24,0.82
RB,VD,Trey Benson,ARI,@GB,Sun  1:00pm ET,11,49.5,---,18,46%,3%,5,3,0.00,3.58,2.90
RB,VD,Tank Bigsby,JAC,@CHI,Sun  9:30am ET,12,44.5,25,22,44%,12%,5,2,28.90,10.22,10.00
RB,VD,Tyjae Spears,TEN,IND,Sun  1:00pm ET,5,42.5,35,26,59%,3%,3,2,0.00,8.07,7.00
TE,VD,Dallas Goedert,PHI,CLE,Sun  1:00pm ET,5,43.5,6,7,92%,13%,6,2,0.00,9.53,7.31
WR,VD,Ladd McConkey,LAC,@DEN,Sun  4:05pm ET,5,35.5,40,2,66%,3%,5,3,0.00,9.90,6.11
WR,VD,Rome Odunze,CHI,JAC,Sun  9:30am ET,7,44.5,---,32,72%,21%,20,3,7.00,7.36,5.91
QB,VD,Deshaun Watson,CLE,@PHI,Sun  1:00pm ET,10,43.5,23,18,64%,33%,27,1,8.40,13.84,16.06
