Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 2,Avg,Proj
WR,CRB,Davante Adams,LV,CAR,Sun  4:05pm ET,10,40.0,12,11,100%,98%,75,2,22.0,15.45,12.42
WR,CRB,DeVonta Smith,PHI,@NO,Sun  1:00pm ET,5,49.5,7,21,100%,97%,50,2,17.6,15.5,11.12
TE,CRB,Isaiah Likely,BAL,@DAL,Sun  4:25pm ET,14,47.5,10,17,94%,56%,3,2,4.6,13.35,7.51
RB,CRB,De'Von Achane,MIA,@SEA,Sun  4:05pm ET,6,41.5,3,16,100%,99%,10,2,31.5,25.25,19.11
WR,CRB,Romeo Doubs,GB,@TEN,Sun  1:00pm ET,10,38.0,---,4,54%,5%,3,1,9.2,8.1,6.11
QB,CRB,Bo Nix,DEN,@TB,Sun  1:00pm ET,14,40.5,---,29,29%,4%,15,3,10.34,12.18,14.52
DST,CRB,Texans,HOU,@MIN,Sun  1:00pm ET,14,46.0,14,17,90%,80%,1,1,18.0,12.0,12.4
RB,CRB,Antonio Gibson,NE,@NYJ,Thu  8:15pm ET,14,39.0,47,14,53%,4%,1,2,16.3,7.93,5.1
WR,CRB,Luke McCaffrey,WAS,@CIN,Mon  8:15pm ET,14,47.0,---,5,12%,1%,1,2,0.0,1.4,4.0
WR,CRB,Jalen McMillan,TB,DEN,Sun  1:00pm ET,11,40.5,---,3,12%,1%,3,3,3.1,6.65,5.21
WR,CRB,Mike Williams,NYJ,NE,Thu  8:15pm ET,12,39.0,---,24,37%,2%,4,2,2.9,2.77,3.9
TE,CRB,Ben Sinnott,WAS,@CIN,Mon  8:15pm ET,14,47.0,---,13,11%,1%,5,3,0.0,0.0,2.4
WR,CRB,Keenan Allen,CHI,@IND,Sun  1:00pm ET,7,43.5,---,28,83%,7%,18,2,0.0,4.9,6.71
WR,CRB,Courtland Sutton,DEN,@TB,Sun  1:00pm ET,14,40.5,45,14,78%,17%,15,2,3.6,4.7,7.81
RB,CRB,Zamir White,LV,CAR,Sun  4:05pm ET,10,40.0,23,30,93%,29%,11,1,4.8,4.2,6.2
DST,CRB,Buccaneers,TB,DEN,Sun  1:00pm ET,11,40.5,5,28,64%,55%,3,2,9.0,6.0,10.8
QB,ELP,Josh Allen,BUF,JAC,Mon  7:30pm ET,12,45.5,1,25,100%,100%,203,1,9.76,22.47,23.92
RB,ELP,Jerome Ford,CLE,NYG,Sun  1:00pm ET,10,38.5,24,24,98%,56%,1,1,9.4,12.15,9.01
RB,ELP,Kenneth Walker,SEA,MIA,Sun  4:05pm ET,10,41.5,---,29,100%,7%,30,1,0.0,21.9,5.8
WR,ELP,Tyreek Hill,MIA,@SEA,Sun  4:05pm ET,6,41.5,8,2,100%,99%,74,1,6.6,14.8,11.81
WR,ELP,Jayden Reed,GB,@TEN,Sun  1:00pm ET,10,38.0,32,4,98%,47%,5,2,6.6,19.85,10.91
TE,ELP,Mark Andrews,BAL,@DAL,Sun  4:25pm ET,14,47.5,7,17,99%,76%,37,1,9.1,5.75,7.01
WR,ELP,Khalil Shakir,BUF,JAC,Mon  7:30pm ET,12,45.5,37,23,86%,37%,25,2,8.6,10.4,8.01
WR,ELP,Jameson Williams,DET,@ARI,Sun  4:25pm ET,5,51.5,18,22,97%,79%,40,1,12.4,17.9,11.42
QB,ELP,Kirk Cousins,ATL,KC,Sun  8:20pm ET,12,46.5,18,32,72%,17%,2,1,17.64,11.92,15.01
DST,ELP,49ers,SF,@LAR,Sun  4:25pm ET,9,43.5,2,22,98%,87%,5,3,9.0,8.5,9.2
QB,ELP,Tyler Huntley,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,8,2%,1%,1,2,0.0,0.0,0.82
RB,ELP,Cam Akers,HOU,@MIN,Sun  1:00pm ET,14,46.0,26,6,29%,5%,1,2,3.5,3.5,6.3
RB,ELP,Justice Hill,BAL,@DAL,Sun  4:25pm ET,14,47.5,44,32,44%,5%,1,2,4.2,6.35,5.7
WR,ELP,Demario Douglas,NE,@NYJ,Thu  8:15pm ET,14,39.0,---,18,16%,1%,2,2,0.0,4.33,3.3
WR,ELP,Tyler Johnson,LAR,SF,Sun  4:25pm ET,6,43.5,---,29,29%,9%,1,2,3.0,6.45,6.71
WR,ELP,Xavier Legette,CAR,@LV,Sun  4:05pm ET,11,40.0,---,15,23%,1%,5,3,0.0,2.75,4.91
WR,ELP,Jalen Nailor,MIN,HOU,Sun  1:00pm ET,6,46.0,---,20,12%,2%,1,2,14.4,11.75,4.81
TE,ELP,Colby Parkinson,LAR,SF,Sun  4:25pm ET,6,43.5,16,2,37%,19%,1,2,2.2,4.95,4.9
RB,ELP,Nick Chubb,CLE,NYG,Sun  1:00pm ET,10,38.5,---,24,95%,1%,57,2,0.0,0.0,0.0
RB,ELP,Audric Estime,DEN,@TB,Sun  1:00pm ET,14,40.5,---,27,10%,1%,3,3,0.0,2.4,0.0
QB,FRR,Patrick Mahomes,KC,@ATL,Sun  8:20pm ET,6,46.5,6,30,100%,94%,101,1,13.94,14.54,17.59
RB,FRR,Jordan Mason,SF,@LAR,Sun  4:25pm ET,9,43.5,6,31,98%,96%,3,2,21.4,25.8,16.0
RB,FRR,Rhamondre Stevenson,NE,@NYJ,Thu  8:15pm ET,14,39.0,11,14,100%,85%,30,2,18.0,14.97,10.1
WR,FRR,Ja'Marr Chase,CIN,WAS,Mon  8:15pm ET,12,47.0,2,32,100%,99%,60,2,5.5,7.35,11.92
WR,FRR,Drake London,ATL,KC,Sun  8:20pm ET,12,46.5,26,10,100%,76%,35,1,13.4,7.95,8.31
TE,FRR,Dalton Kincaid,BUF,JAC,Mon  7:30pm ET,12,45.5,8,4,96%,75%,5,2,3.3,2.7,6.51
RB,FRR,Brian Robinson,WAS,@CIN,Mon  8:15pm ET,14,47.0,18,19,100%,78%,5,1,19.6,19.25,11.61
RB,FRR,Rachaad White,TB,DEN,Sun  1:00pm ET,11,40.5,22,20,100%,76%,5,1,2.3,7.95,11.8
QB,FRR,Gardner Minshew,LV,CAR,Sun  4:05pm ET,10,40.0,19,20,22%,9%,5,2,13.04,11.91,13.35
DST,FRR,Steelers,PIT,LAC,Sun  1:00pm ET,9,36.0,3,3,90%,76%,1,2,16.0,15.0,9.0
QB,FRR,Sam Darnold,MIN,HOU,Sun  1:00pm ET,6,46.0,17,26,44%,15%,4,2,21.92,18.77,15.64
RB,FRR,Blake Corum,LAR,SF,Sun  4:25pm ET,6,43.5,---,11,64%,1%,5,3,4.8,2.4,5.2
RB,FRR,Samaje Perine,KC,@ATL,Sun  8:20pm ET,6,46.5,39,7,57%,13%,8,2,0.3,1.15,4.9
WR,FRR,Tank Dell,HOU,@MIN,Sun  1:00pm ET,14,46.0,28,17,95%,39%,3,2,2.6,5.75,7.81
WR,FRR,Calvin Ridley,TEN,GB,Sun  1:00pm ET,5,38.0,23,25,98%,66%,15,2,24.7,15.85,10.02
WR,FRR,Jaylen Waddle,MIA,@SEA,Sun  4:05pm ET,6,41.5,35,2,99%,53%,50,2,6.5,10.85,7.91
WR,FRR,Roman Wilson,PIT,LAC,Sun  1:00pm ET,9,36.0,---,1,7%,1%,3,3,0.0,0.0,0.3
"QB,TE",FRR,Taysom Hill,NO,PHI,Sun  1:00pm ET,12,49.5,---,11,53%,15%,7,2,2.9,5.25,6.99
QB,FRR,Bryce Young,CAR,@LV,Sun  4:05pm ET,11,40.0,---,12,10%,1%,35,2,1.96,6.3,0.38
RB,FRR,Isiah Pacheco,KC,@ATL,Sun  8:20pm ET,6,46.5,---,7,96%,6%,75,3,16.1,16.95,0.0
TE,FRR,TJ Hockenson,MIN,HOU,Sun  1:00pm ET,6,46.0,---,6,67%,1%,13,3,0.0,0.0,0.0
QB,GF,Jordan Love,GB,@TEN,Sun  1:00pm ET,10,38.0,15,7,97%,4%,100,4,0.0,16.4,11.12
RB,GF,JK Dobbins,LAC,@PIT,Sun  1:00pm ET,5,36.0,17,9,100%,87%,60,1,26.1,25.0,12.6
RB,GF,Aaron Jones,MIN,HOU,Sun  1:00pm ET,6,46.0,21,3,100%,63%,80,1,6.8,14.85,8.8
WR,GF,Demarcus Robinson,LAR,SF,Sun  4:25pm ET,6,43.5,39,29,76%,39%,3,2,6.0,6.6,7.71
WR,GF,Jaxon Smith-Njigba,SEA,MIA,Sun  4:05pm ET,10,41.5,30,9,93%,57%,25,2,16.7,10.3,8.91
TE,GF,Jake Ferguson,DAL,BAL,Sun  4:25pm ET,7,47.5,5,29,84%,24%,3,1,0.0,1.5,5.41
RB,GF,Ezekiel Elliott,DAL,BAL,Sun  4:25pm ET,7,47.5,36,5,88%,22%,5,1,5.2,9.55,8.4
WR,GF,Christian Watson,GB,@TEN,Sun  1:00pm ET,10,38.0,47,4,77%,9%,15,1,0.0,4.15,7.82
QB,GF,Trevor Lawrence,JAC,@BUF,Mon  7:30pm ET,12,45.5,24,14,77%,16%,70,2,15.3,13.79,14.22
DST,GF,Packers,GB,@TEN,Sun  1:00pm ET,10,38.0,17,32,54%,48%,1,1,15.0,12.0,11.0
QB,GF,JJ McCarthy,MIN,HOU,Sun  1:00pm ET,6,46.0,---,26,6%,1%,35,3,0.0,0.0,0.0
QB,GF,Michael Penix,ATL,KC,Sun  8:20pm ET,12,46.5,---,32,9%,1%,3,3,0.0,0.0,0.64
RB,GF,Gus Edwards,LAC,@PIT,Sun  1:00pm ET,5,36.0,38,9,79%,7%,36,2,6.9,5.35,6.0
RB,GF,Kareem Hunt,KC,@ATL,Sun  8:20pm ET,6,46.5,---,7,46%,1%,8,2,0.0,0.0,3.7
WR,GF,Brandin Cooks,DAL,BAL,Sun  4:25pm ET,7,47.5,43,27,73%,21%,1,2,3.9,8.2,7.11
WR,GF,Michael Pittman,IND,CHI,Sun  1:00pm ET,14,43.5,34,12,97%,50%,40,1,3.1,3.6,7.51
WR,GF,Dontayvion Wicks,GB,@TEN,Sun  1:00pm ET,10,38.0,---,4,17%,1%,14,3,10.6,5.3,5.01
TE,GF,Luke Musgrave,GB,@TEN,Sun  1:00pm ET,10,38.0,---,3,21%,2%,1,3,0.6,0.3,2.5
QB,GF,Skylar Thompson,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,8,8%,3%,11,2,3.6,3.6,11.17
RB,GF,MarShawn Lloyd,GB,@TEN,Sun  1:00pm ET,10,38.0,---,22,33%,1%,5,3,1.8,1.8,0.0
WR,GF,Marquise Brown,KC,@ATL,Sun  8:20pm ET,6,46.5,---,7,34%,1%,3,3,0.0,0.0,0.0
QB,MAM,Geno Smith,SEA,MIA,Sun  4:05pm ET,10,41.5,14,4,69%,31%,25,1,20.88,19.86,18.34
RB,MAM,Saquon Barkley,PHI,@NO,Sun  1:00pm ET,5,49.5,2,1,100%,100%,104,1,19.6,28.9,16.31
RB,MAM,James Conner,ARI,DET,Sun  4:25pm ET,11,51.5,14,2,100%,94%,35,1,27.4,23.85,12.4
WR,MAM,DJ Moore,CHI,@IND,Sun  1:00pm ET,7,43.5,14,28,100%,83%,46,2,8.3,8.15,10.92
WR,MAM,Garrett Wilson,NYJ,NE,Thu  8:15pm ET,12,39.0,17,24,100%,90%,25,1,10.2,10.5,8.11
TE,MAM,Dalton Schultz,HOU,@MIN,Sun  1:00pm ET,14,46.0,17,28,60%,16%,8,2,3.1,2.35,4.31
RB,MAM,Alvin Kamara,NO,PHI,Sun  1:00pm ET,12,49.5,4,23,100%,99%,38,2,51.0,36.5,14.01
WR,MAM,Rashee Rice,KC,@ATL,Sun  8:20pm ET,6,46.5,5,7,99%,95%,3,2,16.5,15.9,10.02
QB,MAM,Caleb Williams,CHI,@IND,Sun  1:00pm ET,7,43.5,22,18,75%,14%,50,3,8.36,8.29,15.45
DST,MAM,Ravens,BAL,@DAL,Sun  4:25pm ET,14,47.5,11,14,96%,70%,1,1,9.0,7.0,9.3
RB,MAM,Kenneth Gainwell,PHI,@NO,Sun  1:00pm ET,5,49.5,---,1,20%,1%,1,2,0.6,1.4,2.9
RB,MAM,Roschon Johnson,CHI,@IND,Sun  1:00pm ET,7,43.5,---,26,9%,1%,1,2,0.0,0.0,1.6
RB,MAM,Jaylen Warren,PIT,LAC,Sun  1:00pm ET,9,36.0,40,4,86%,9%,38,2,8.1,5.55,6.4
WR,MAM,Jermaine Burton,CIN,WAS,Mon  8:15pm ET,12,47.0,---,32,11%,1%,3,3,5.7,2.85,6.61
WR,MAM,Jerry Jeudy,CLE,NYG,Sun  1:00pm ET,10,38.5,40,13,78%,40%,6,3,10.3,10.4,8.71
WR,MAM,Michael Wilson,ARI,DET,Sun  4:25pm ET,11,51.5,---,30,17%,3%,3,2,5.1,6.3,7.71
TE,MAM,David Njoku,CLE,NYG,Sun  1:00pm ET,10,38.5,---,23,82%,6%,17,2,0.0,5.4,0.0
WR,MAM,Rashid Shaheed,NO,PHI,Sun  1:00pm ET,12,49.5,24,31,95%,67%,6,1,20.9,18.1,9.22
QB,MAM,Tua Tagovailoa,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,8,60%,2%,70,1,7.5,13.56,0.0
RB,MAM,Kendre Miller,NO,PHI,Sun  1:00pm ET,12,49.5,---,23,11%,1%,5,2,0.0,0.0,0.0
QB,MCM,Justin Herbert,LAC,@PIT,Sun  1:00pm ET,5,36.0,---,2,78%,15%,70,1,12.0,11.18,14.06
RB,MCM,Travis Etienne,JAC,@BUF,Mon  7:30pm ET,12,45.5,13,25,100%,88%,60,2,16.8,15.35,10.1
RB,MCM,Zack Moss,CIN,WAS,Mon  8:15pm ET,12,47.0,25,13,98%,54%,15,1,7.7,12.4,10.5
WR,MCM,Andrei Iosivas,CIN,WAS,Mon  8:15pm ET,12,47.0,---,32,13%,3%,1,2,14.7,9.65,5.62
WR,MCM,AT Perry,NO,PHI,Sun  1:00pm ET,12,49.5,---,31,4%,1%,1,2,0.0,0.0,1.6
TE,MCM,Jonnu Smith,MIA,@SEA,Sun  4:05pm ET,6,41.5,21,26,16%,4%,1,2,7.3,4.0,3.3
RB,MCM,Joe Mixon,HOU,@MIN,Sun  1:00pm ET,14,46.0,---,6,100%,42%,91,2,7.0,20.4,5.6
RB,MCM,Carson Steele,KC,@ATL,Sun  8:20pm ET,6,46.5,30,7,80%,25%,2,2,4.4,2.35,7.4
QB,MCM,Derek Carr,NO,PHI,Sun  1:00pm ET,12,49.5,11,19,90%,44%,30,2,22.82,22.56,15.82
DST,MCM,Chargers,LAC,@PIT,Sun  1:00pm ET,5,36.0,7,4,64%,46%,2,2,14.0,15.0,8.2
QB,MCM,Ryan Tannehill,TEN,GB,Sun  1:00pm ET,5,38.0,---,15,1%,1%,2,2,0.0,0.0,0.0
RB,MCM,Ray Davis,BUF,JAC,Mon  7:30pm ET,12,45.5,---,18,47%,2%,5,3,4.9,4.8,6.3
RB,MCM,Keaton Mitchell,BAL,@DAL,Sun  4:25pm ET,14,47.5,---,32,12%,1%,1,2,0.0,0.0,0.0
RB,MCM,Kimani Vidal,LAC,@PIT,Sun  1:00pm ET,5,36.0,---,9,12%,1%,3,3,0.0,0.0,1.5
WR,MCM,Jordan Addison,MIN,HOU,Sun  1:00pm ET,6,46.0,---,20,76%,8%,15,2,0.0,5.5,7.71
WR,MCM,Christian Kirk,JAC,@BUF,Mon  7:30pm ET,12,45.5,38,6,88%,26%,36,1,0.0,2.0,7.71
RB,MCM,Jaylen Wright,MIA,@SEA,Sun  4:05pm ET,6,41.5,---,16,49%,1%,5,3,0.4,0.4,2.9
DST,MCM,Eagles,PHI,@NO,Sun  1:00pm ET,5,49.5,19,1,44%,19%,5,1,2.0,3.0,7.2
RB,MCM,Christian McCaffrey,SF,@LAR,Sun  4:25pm ET,9,43.5,---,31,100%,3%,145,2,0.0,0.0,0.0
WR,MCM,Puka Nacua,LAR,SF,Sun  4:25pm ET,6,43.5,---,29,98%,2%,1,3,0.0,5.2,0.0
QB,MWM,Matthew Stafford,LAR,SF,Sun  4:25pm ET,6,43.5,---,24,63%,11%,101,1,6.64,10.66,11.79
RB,MWM,Najee Harris,PIT,LAC,Sun  1:00pm ET,9,36.0,28,4,100%,60%,70,2,9.4,10.15,9.5
RB,MWM,Bijan Robinson,ATL,KC,Sun  8:20pm ET,12,46.5,5,8,100%,100%,50,2,18.2,18.65,14.81
WR,MWM,Brandon Aiyuk,SF,@LAR,Sun  4:25pm ET,9,43.5,9,26,100%,90%,39,1,6.3,5.55,9.61
WR,MWM,Jakobi Meyers,LV,CAR,Sun  4:05pm ET,10,40.0,---,11,61%,19%,3,1,4.9,6.65,8.11
TE,MWM,George Kittle,SF,@LAR,Sun  4:25pm ET,9,43.5,---,30,100%,92%,36,2,17.6,11.3,9.82
RB,MWM,Austin Ekeler,WAS,@CIN,Mon  8:15pm ET,14,47.0,34,19,92%,19%,25,2,11.5,10.35,6.2
RB,MWM,Tony Pollard,TEN,GB,Sun  1:00pm ET,5,38.0,20,28,100%,79%,31,1,15.2,17.8,12.6
QB,MWM,Aaron Rodgers,NYJ,NE,Thu  8:15pm ET,12,39.0,20,22,68%,15%,51,1,15.14,15.62,12.48
DST,MWM,Bills,BUF,JAC,Mon  7:30pm ET,12,45.5,6,15,92%,83%,3,2,25.0,15.5,10.9
QB,MWM,Hendon Hooker,DET,@ARI,Sun  4:25pm ET,5,51.5,---,28,2%,1%,5,2,0.0,0.0,0.0
WR,MWM,DJ Chark,LAC,@PIT,Sun  1:00pm ET,5,36.0,---,8,6%,1%,1,2,0.0,0.0,0.0
WR,MWM,Gabe Davis,JAC,@BUF,Mon  7:30pm ET,12,45.5,---,6,40%,9%,25,1,6.3,7.75,6.81
WR,MWM,DeAndre Hopkins,TEN,GB,Sun  1:00pm ET,5,38.0,---,25,70%,5%,18,1,0.9,0.85,4.91
WR,MWM,Tyler Lockett,SEA,MIA,Sun  4:05pm ET,10,41.5,44,9,62%,14%,12,2,2.5,7.6,7.41
TE,MWM,Cole Kmet,CHI,@IND,Sun  1:00pm ET,7,43.5,14,8,50%,13%,3,2,3.7,2.05,5.31
DST,MWM,Bengals,CIN,WAS,Mon  8:15pm ET,12,47.0,15,9,32%,17%,1,2,11.0,6.5,8.6
WR,MWM,Kendrick Bourne,NE,@NYJ,Thu  8:15pm ET,14,39.0,---,18,4%,1%,10,1,0.0,0.0,0.0
QB,NN,Joe Burrow,CIN,WAS,Mon  8:15pm ET,12,47.0,4,31,99%,90%,70,1,20.22,14.64,22.87
RB,NN,Breece Hall,NYJ,NE,Thu  8:15pm ET,12,39.0,1,17,100%,100%,50,1,21.4,19.33,12.91
RB,NN,Derrick Henry,BAL,@DAL,Sun  4:25pm ET,14,47.5,16,32,100%,98%,95,1,19.6,17.6,13.5
WR,NN,Justin Jefferson,MIN,HOU,Sun  1:00pm ET,6,46.0,3,20,100%,99%,40,1,21.3,17.6,13.51
WR,NN,Malik Nabers,NYG,@CLE,Sun  1:00pm ET,11,38.5,16,16,98%,78%,25,3,25.7,17.15,8.01
TE,NN,Pat Freiermuth,PIT,LAC,Sun  1:00pm ET,9,36.0,15,20,71%,32%,5,2,5.9,5.3,5.31
RB,NN,Zach Charbonnet,SEA,MIA,Sun  4:05pm ET,10,41.5,10,29,95%,76%,10,2,15.9,13.5,11.91
WR,NN,Xavier Worthy,KC,@ATL,Sun  8:20pm ET,6,46.5,36,7,97%,52%,15,3,3.2,12.5,8.51
QB,NN,Dak Prescott,DAL,BAL,Sun  4:25pm ET,7,47.5,13,13,99%,68%,110,2,13.92,13.19,16.45
DST,NN,Jets,NYJ,NE,Thu  8:15pm ET,12,39.0,4,21,100%,97%,5,2,11.0,9.67,14.6
QB,NN,Will Levis,TEN,GB,Sun  1:00pm ET,5,38.0,---,15,20%,3%,5,2,14.48,11.58,11.91
RB,NN,Braelon Allen,NYJ,NE,Thu  8:15pm ET,12,39.0,45,17,69%,8%,3,3,21.6,11.03,6.5
RB,NN,Tyler Allgeier,ATL,KC,Sun  8:20pm ET,12,46.5,---,8,61%,2%,5,1,11.5,7.3,6.3
RB,NN,Ty Chandler,MIN,HOU,Sun  1:00pm ET,6,46.0,33,3,67%,5%,1,1,13.2,9.7,6.1
RB,NN,Alexander Mattison,LV,CAR,Sun  4:05pm ET,10,40.0,35,30,68%,22%,1,2,7.1,10.65,8.31
WR,NN,Troy Franklin,DEN,@TB,Sun  1:00pm ET,14,40.5,---,14,5%,1%,5,3,0.0,0.0,0.8
TE,NN,Evan Engram,JAC,@BUF,Mon  7:30pm ET,12,45.5,---,24,82%,14%,9,2,0.0,0.5,2.9
WR,NN,Keon Coleman,BUF,JAC,Mon  7:30pm ET,12,45.5,---,23,79%,10%,5,3,0.0,3.55,5.41
WR,NN,Amari Cooper,CLE,NYG,Sun  1:00pm ET,10,38.5,25,13,98%,62%,41,2,1.1,2.35,9.11
QB,VD,Baker Mayfield,TB,DEN,Sun  1:00pm ET,11,40.5,10,17,96%,61%,50,2,21.8,26.23,20.54
RB,VD,Bucky Irving,TB,DEN,Sun  1:00pm ET,11,40.5,41,20,76%,10%,3,3,2.2,5.9,7.4
RB,VD,Javonte Williams,DEN,@TB,Sun  1:00pm ET,14,40.5,32,27,95%,33%,50,2,9.5,6.4,8.5
WR,VD,Stefon Diggs,HOU,@MIN,Sun  1:00pm ET,14,46.0,27,17,100%,81%,30,2,4.7,11.8,8.11
WR,VD,Marvin Harrison,ARI,DET,Sun  4:25pm ET,11,51.5,13,30,100%,98%,45,3,29.0,14.7,11.92
TE,VD,Kyle Pitts,ATL,KC,Sun  8:20pm ET,12,46.5,6,32,95%,69%,30,2,3.0,6.3,5.91
WR,VD,Chris Godwin,TB,DEN,Sun  1:00pm ET,11,40.5,11,3,99%,93%,49,2,22.7,22.0,11.41
TE,VD,Dallas Goedert,PHI,@NO,Sun  1:00pm ET,5,49.5,11,9,86%,49%,6,2,4.8,4.45,6.21
QB,VD,Deshaun Watson,CLE,NYG,Sun  1:00pm ET,10,38.5,21,16,56%,19%,27,1,16.44,14.55,17.61
DST,VD,Bears,CHI,@IND,Sun  1:00pm ET,7,43.5,9,23,55%,34%,1,2,6.0,15.5,9.1
