Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 3,Avg,Proj
RB,CLC,Breece Hall,NYJ,DEN,Sun  1:00pm ET,12,38.5,3,14,100%,100%,145,2,19.30,19.33,16.61
RB,CLC,Zack Moss,CIN,@CAR,Sun  1:00pm ET,12,47.5,21,29,98%,58%,17,3,23.70,16.17,10.90
WR,CLC,DeVonta Smith,PHI,@TB,Sun  1:00pm ET,5,45,---,9,100%,94%,45,4,11.90,14.30,11.31
WR,CLC,Jaylen Waddle,MIA,TEN,Mon  7:30pm ET,6,37,39,3,99%,42%,34,4,3.60,8.43,7.71
TE,CLC,Dalton Kincaid,BUF,@BAL,Sun  8:20pm ET,12,46,7,30,96%,76%,50,2,12.10,5.83,6.01
WR,CLC,Nico Collins,HOU,JAC,Sun  1:00pm ET,14,45,4,25,100%,98%,40,4,12.60,18.60,13.22
RB,CLC,Jordan Mason,SF,NE,Sun  4:05pm ET,9,39.5,5,12,98%,96%,1,2,13.80,21.80,14.40
QB,CLC,Malik Willis,GB,MIN,Sun  1:00pm ET,10,43.5,24,7,8%,3%,1,2,29.38,14.45,0.78
DST,CLC,Bears,CHI,LAR,Sun  1:00pm ET,7,41,14,16,56%,37%,1,1,6.00,11.67,8.50
QB,CLC,Jordan Love,GB,MIN,Sun  1:00pm ET,10,43.5,---,7,97%,4%,100,4,0.00,16.40,15.23
WR,CLC,Ja'Lynn Polk,NE,@SF,Sun  4:05pm ET,14,39.5,---,26,21%,1%,3,3,1.30,3.37,3.61
RB,CLC,Justice Hill,BAL,BUF,Sun  8:20pm ET,14,46,37,21,43%,6%,1,2,9.40,7.37,5.90
WR,CLC,Darnell Mooney,ATL,NO,Sun  1:00pm ET,12,42.5,30,13,53%,17%,1,2,9.60,9.97,8.21
WR,CLC,Rome Odunze,CHI,LAR,Sun  1:00pm ET,7,41,33,31,64%,6%,25,3,22.40,9.60,6.91
QB,CLC,Skylar Thompson,MIA,TEN,Mon  7:30pm ET,6,37,---,18,9%,3%,3,2,4.28,3.94,8.91
RB,CLC,Javonte Williams,DEN,@NYJ,Sun  1:00pm ET,14,38.5,32,11,94%,29%,23,3,2.10,4.97,6.60
WR,CLC,Ricky Pearsall,SF,NE,Sun  4:05pm ET,9,39.5,---,23,10%,1%,5,3,0.00,0.00,0.00
QB,CPC,Derek Carr,NO,@ATL,Sun  1:00pm ET,12,42.5,23,27,91%,47%,3,2,7.98,17.70,16.01
RB,CPC,James Cook,BUF,@BAL,Sun  8:20pm ET,12,46,9,3,100%,98%,70,2,19.70,22.50,13.10
RB,CPC,Derrick Henry,BAL,BUF,Sun  8:20pm ET,14,46,6,21,100%,98%,85,2,38.40,24.53,13.30
WR,CPC,Ja'Marr Chase,CIN,@CAR,Sun  1:00pm ET,12,47.5,2,19,100%,100%,84,4,27.80,14.17,11.72
WR,CPC,Tyreek Hill,MIA,TEN,Mon  7:30pm ET,6,37,11,3,100%,98%,105,2,6.00,11.87,11.61
TE,CPC,Ja'Tavion Sanders,CAR,CIN,Sun  1:00pm ET,11,47.5,---,9,4%,1%,3,3,0.00,0.40,4.01
RB,CPC,JK Dobbins,LAC,KC,Sun  4:25pm ET,5,39,24,7,100%,85%,16,2,7.40,19.13,13.20
RB,CPC,Tony Pollard,TEN,@MIA,Mon  7:30pm ET,5,37,19,31,100%,78%,48,2,3.90,13.17,7.50
QB,CPC,Sam Darnold,MIN,@GB,Sun  1:00pm ET,6,43.5,11,12,46%,17%,2,2,23.24,20.26,13.92
DST,CPC,Jets,NYJ,DEN,Sun  1:00pm ET,12,38.5,2,18,100%,97%,2,2,16.00,9.33,11.60
QB,CPC,Drake Maye,NE,@SF,Sun  4:05pm ET,14,39.5,---,14,12%,1%,10,3,3.08,3.08,0.38
TE,CPC,George Kittle,SF,NE,Sun  4:05pm ET,9,39.5,---,18,99%,16%,25,2,0.00,11.30,5.01
WR,CPC,Ladd McConkey,LAC,KC,Sun  4:25pm ET,5,39,---,12,78%,9%,5,3,7.40,7.97,5.01
RB,CPC,Brian Robinson,WAS,@ARI,Sun  4:05pm ET,14,50.5,18,26,100%,77%,18,3,11.70,16.73,11.71
WR,CPC,Tee Higgins,CIN,@CAR,Sun  1:00pm ET,12,47.5,27,19,98%,56%,17,4,5.90,5.90,7.71
WR,CPC,Tyler Lockett,SEA,@DET,Mon  8:15pm ET,10,46.5,---,30,62%,15%,1,2,8.60,7.93,6.81
WR,CPC,Jakobi Meyers,LV,CLE,Sun  4:25pm ET,10,37.5,---,18,61%,20%,1,3,18.20,10.50,8.21
WR,CPC,Dontayvion Wicks,GB,MIN,Sun  1:00pm ET,10,43.5,---,21,16%,1%,3,4,0.00,3.53,4.11
DST,CPC,Bengals,CIN,@CAR,Sun  1:00pm ET,12,47.5,24,23,34%,20%,1,2,-2.00,3.00,8.40
QB,DDD,Jared Goff,DET,SEA,Mon  8:15pm ET,5,46.5,15,4,95%,53%,71,2,15.56,12.57,16.23
RB,DDD,De'Von Achane,MIA,TEN,Mon  7:30pm ET,6,37,15,20,100%,99%,79,2,8.80,19.77,19.31
RB,DDD,Jahmyr Gibbs,DET,SEA,Mon  8:15pm ET,5,46.5,7,9,100%,98%,102,4,21.30,18.43,14.01
WR,DDD,Zay Flowers,BAL,BUF,Sun  8:20pm ET,14,46,23,6,99%,82%,21,4,3.30,9.50,8.51
WR,DDD,Malik Nabers,NYG,DAL,Thu  8:15pm ET,11,44,6,11,98%,78%,30,3,26.20,20.17,9.82
TE,DDD,Sam LaPorta,DET,SEA,Mon  8:15pm ET,5,46.5,---,24,100%,85%,66,4,5.60,4.80,3.81
TE,DDD,Mike Gesicki,CIN,@CAR,Sun  1:00pm ET,12,47.5,9,31,82%,63%,1,2,8.70,7.53,6.81
WR,DDD,Quentin Johnston,LAC,KC,Sun  4:25pm ET,5,39,40,12,83%,33%,1,2,12.40,12.43,8.92
QB,DDD,Deshaun Watson,CLE,@LV,Sun  4:25pm ET,10,37.5,19,17,57%,20%,10,4,18.44,15.85,16.78
DST,DDD,Raiders,LV,CLE,Sun  4:25pm ET,10,37.5,17,29,66%,60%,1,2,-2.00,1.00,9.80
QB,DDD,Jacoby Brissett,NE,@SF,Sun  4:05pm ET,14,39.5,---,14,6%,1%,2,2,3.92,8.51,9.67
RB,DDD,Kenneth Walker,SEA,@DET,Mon  8:15pm ET,10,46.5,---,1,100%,4%,76,2,0.00,21.90,8.00
WR,DDD,Adonai Mitchell,IND,PIT,Sun  1:00pm ET,14,40,---,7,30%,1%,5,3,0.00,1.40,4.20
WR,DDD,Tank Dell,HOU,JAC,Sun  1:00pm ET,14,45,35,25,95%,38%,29,4,9.20,6.90,8.61
RB,DDD,Bucky Irving,TB,PHI,Sun  1:00pm ET,11,45,31,15,76%,10%,3,3,12.40,8.07,7.30
RB,DDD,Tank Bigsby,JAC,@HOU,Sun  1:00pm ET,12,45,---,8,32%,1%,1,2,1.90,3.73,3.10
RB,DDD,Jaleel McLaughlin,DEN,@NYJ,Sun  1:00pm ET,14,38.5,48,11,52%,2%,1,2,8.40,4.27,4.80
WR,DDD,Tim Patrick,DET,SEA,Mon  8:15pm ET,5,46.5,---,1,2%,1%,1,2,0.80,1.50,2.50
QB,LBC,Anthony Richardson,IND,PIT,Sun  1:00pm ET,14,40,13,1,98%,61%,161,2,6.08,16.34,15.99
RB,LBC,Travis Etienne,JAC,@HOU,Sun  1:00pm ET,12,45,16,8,100%,86%,66,2,12.50,14.40,10.00
RB,LBC,Rhamondre Stevenson,NE,@SF,Sun  4:05pm ET,14,39.5,23,23,100%,82%,27,3,0.30,14.97,9.70
WR,LBC,Brandon Aiyuk,SF,NE,Sun  4:05pm ET,9,39.5,19,23,100%,90%,34,4,8.80,6.63,7.81
WR,LBC,Drake London,ATL,NO,Sun  1:00pm ET,12,42.5,15,13,100%,74%,36,4,16.70,10.87,10.52
TE,LBC,Trey McBride,ARI,WAS,Sun  4:05pm ET,11,50.5,---,7,98%,91%,21,4,2.50,7.40,9.61
WR,LBC,Jerry Jeudy,CLE,@LV,Sun  4:25pm ET,10,37.5,45,24,79%,42%,1,4,5.70,8.83,7.41
WR,LBC,Jaxon Smith-Njigba,SEA,@DET,Mon  8:15pm ET,10,46.5,37,30,93%,61%,5,4,5.90,8.83,8.21
QB,LBC,Bo Nix,DEN,@NYJ,Sun  1:00pm ET,14,38.5,---,5,29%,4%,5,3,25.34,16.57,11.77
DST,LBC,Steelers,PIT,@IND,Sun  1:00pm ET,9,40,3,22,91%,77%,1,1,9.00,11.67,9.20
QB,LBC,Drew Lock,NYG,DAL,Thu  8:15pm ET,11,44,---,28,2%,1%,1,2,0.00,0.00,0.82
WR,LBC,Devontez Walker,BAL,BUF,Sun  8:20pm ET,14,46,---,6,1%,1%,3,3,0.00,0.00,1.30
TE,LBC,Brock Bowers,LV,CLE,Sun  4:25pm ET,10,37.5,3,15,96%,81%,15,3,6.10,9.90,6.71
RB,LBC,Raheem Mostert,MIA,TEN,Mon  7:30pm ET,6,37,---,20,92%,2%,15,2,0.00,2.90,4.30
RB,LBC,Isiah Pacheco,KC,@LAC,Sun  4:25pm ET,6,39,---,5,95%,3%,68,3,0.00,16.95,0.00
WR,LBC,Michael Pittman,IND,PIT,Sun  1:00pm ET,14,40,43,7,96%,36%,16,4,4.60,3.93,6.41
TE,LBC,Evan Engram,JAC,@HOU,Sun  1:00pm ET,12,45,---,5,80%,5%,6,3,0.00,0.50,3.30
QB,LBC,Aaron Rodgers,NYJ,DEN,Sun  1:00pm ET,12,38.5,17,10,68%,16%,8,2,23.04,15.62,15.58
WR,LBC,Michael Wilson,ARI,WAS,Sun  4:05pm ET,11,50.5,---,32,17%,4%,1,4,8.40,7.00,8.52
QB,LC,Jalen Hurts,PHI,@TB,Sun  1:00pm ET,5,45,7,30,100%,94%,180,2,11.94,20.39,20.06
RB,LC,Zach Charbonnet,SEA,@DET,Mon  8:15pm ET,10,46.5,12,1,96%,87%,4,4,28.70,18.57,14.91
RB,LC,James Conner,ARI,WAS,Sun  4:05pm ET,11,50.5,14,18,100%,93%,19,2,2.50,16.73,13.10
WR,LC,Xavier Legette,CAR,CIN,Sun  1:00pm ET,11,47.5,---,8,23%,1%,5,3,5.20,3.57,6.31
WR,LC,Xavier Worthy,KC,@LAC,Sun  4:25pm ET,6,39,42,5,97%,46%,15,3,4.00,9.67,8.11
TE,LC,Dalton Schultz,HOU,JAC,Sun  1:00pm ET,14,45,19,11,59%,20%,3,2,2.10,2.27,4.91
WR,LC,DK Metcalf,SEA,@DET,Mon  8:15pm ET,10,46.5,9,30,100%,93%,31,4,18.40,15.07,11.22
WR,LC,Rashid Shaheed,NO,@ATL,Sun  1:00pm ET,12,42.5,29,14,95%,69%,1,3,0.00,12.07,9.11
QB,LC,Patrick Mahomes,KC,@LAC,Sun  4:25pm ET,6,39,8,3,100%,93%,200,2,17.38,15.49,18.77
DST,LC,49ers,SF,NE,Sun  4:05pm ET,9,39.5,1,25,98%,87%,1,3,3.00,6.00,12.00
RB,LC,Tyler Allgeier,ATL,NO,Sun  1:00pm ET,12,42.5,---,10,60%,3%,11,2,4.20,6.27,6.40
RB,LC,Jamaal Williams,NO,@ATL,Sun  1:00pm ET,12,42.5,---,6,16%,2%,1,2,0.00,7.33,4.80
RB,LC,Jeff Wilson,MIA,TEN,Mon  7:30pm ET,6,37,---,20,22%,2%,1,2,1.40,2.07,3.70
TE,LC,Ben Sinnott,WAS,@ARI,Sun  4:05pm ET,14,50.5,---,16,10%,1%,3,3,0.00,0.00,1.20
WR,LC,DeAndre Hopkins,TEN,@MIA,Mon  7:30pm ET,5,37,48,10,67%,6%,11,2,18.30,6.67,5.61
RB,LC,Clyde Edwards-Helaire,KC,@LAC,Sun  4:25pm ET,6,39,---,5,16%,1%,1,2,0.00,0.00,0.00
TE,LC,Juwan Johnson,NO,@ATL,Sun  1:00pm ET,12,42.5,20,21,21%,8%,1,2,0.00,3.20,6.01
QB,LC,Gardner Minshew,LV,CLE,Sun  4:25pm ET,10,37.5,---,13,24%,11%,1,2,14.96,12.93,12.00
RB,LC,Jaylen Warren,PIT,@IND,Sun  1:00pm ET,9,40,47,22,85%,9%,11,4,1.50,4.20,6.40
QB,MB,Kyler Murray,ARI,WAS,Sun  4:05pm ET,11,50.5,2,32,99%,90%,51,2,16.78,21.50,23.21
RB,MB,Aaron Jones,MIN,@GB,Sun  1:00pm ET,6,43.5,11,17,100%,66%,14,2,26.80,18.83,10.40
RB,MB,Bijan Robinson,ATL,NO,Sun  1:00pm ET,12,42.5,8,10,100%,100%,143,3,14.20,17.17,15.71
WR,MB,Marvin Harrison,ARI,WAS,Sun  4:05pm ET,11,50.5,10,32,100%,98%,45,3,17.40,15.60,12.22
WR,MB,Amon-Ra St Brown,DET,SEA,Mon  8:15pm ET,5,46.5,8,1,100%,100%,93,4,18.50,12.90,11.72
TE,MB,Travis Kelce,KC,@LAC,Sun  4:25pm ET,6,39,4,17,100%,95%,47,2,5.00,3.67,7.91
RB,MB,Cam Akers,HOU,JAC,Sun  1:00pm ET,14,45,29,27,65%,44%,1,2,9.90,6.70,11.11
RB,MB,Zamir White,LV,CLE,Sun  4:25pm ET,10,37.5,35,13,93%,31%,16,2,4.40,4.27,6.80
QB,MB,Matthew Stafford,LAR,@CHI,Sun  1:00pm ET,6,41,---,2,61%,8%,21,2,12.84,11.39,11.84
DST,MB,Buccaneers,TB,PHI,Sun  1:00pm ET,11,45,---,21,69%,59%,1,2,3.00,4.33,7.70
RB,MB,Isaac Guerendo,SF,NE,Sun  4:05pm ET,9,39.5,---,12,10%,1%,3,3,1.90,0.63,4.20
WR,MB,Javon Baker,NE,@SF,Sun  4:05pm ET,14,39.5,---,26,2%,1%,5,3,0.00,0.00,0.60
WR,MB,Cooper Kupp,LAR,@CHI,Sun  1:00pm ET,6,41,---,4,100%,3%,33,2,0.00,14.85,0.00
WR,MB,Josh Palmer,LAC,KC,Sun  4:25pm ET,5,39,---,12,46%,2%,1,2,0.00,2.70,5.41
RB,MB,Ty Chandler,MIN,@GB,Sun  1:00pm ET,6,43.5,38,17,67%,5%,4,2,1.30,6.90,6.40
RB,MB,Ray Davis,BUF,@BAL,Sun  8:20pm ET,12,46,---,3,46%,3%,1,4,9.30,6.30,5.30
RB,MB,Khalil Herbert,CHI,LAR,Sun  1:00pm ET,7,41,---,28,29%,2%,2,2,0.90,3.67,4.10
QB,MB,Will Levis,TEN,@MIA,Mon  7:30pm ET,5,37,---,6,20%,3%,9,4,15.60,12.92,11.73
QB,MB,Bryce Young,CAR,CIN,Sun  1:00pm ET,11,47.5,---,23,9%,1%,10,3,0.00,6.30,0.86
QB,NBB,Josh Allen,BUF,@BAL,Sun  8:20pm ET,12,46,1,24,100%,100%,199,3,35.92,26.95,20.85
RB,NBB,Gus Edwards,LAC,KC,Sun  4:25pm ET,5,39,45,7,76%,6%,4,2,0.90,3.87,4.80
RB,NBB,D'Andre Swift,CHI,LAR,Sun  1:00pm ET,7,41,36,28,99%,59%,39,2,5.20,5.13,9.10
WR,NBB,Mike Evans,TB,PHI,Sun  1:00pm ET,11,45,12,27,100%,94%,43,2,1.70,10.33,10.12
WR,NBB,Jayden Reed,GB,MIN,Sun  1:00pm ET,10,43.5,31,21,98%,48%,8,4,8.90,16.20,10.31
TE,NBB,Kyle Pitts,ATL,NO,Sun  1:00pm ET,12,42.5,5,28,95%,69%,16,2,7.90,6.83,6.11
WR,NBB,Chris Godwin,TB,PHI,Sun  1:00pm ET,11,45,7,27,99%,93%,3,2,16.30,20.10,9.51
WR,NBB,Jameson Williams,DET,SEA,Mon  8:15pm ET,5,46.5,20,1,97%,77%,5,2,1.90,12.57,8.91
QB,NBB,Trevor Lawrence,JAC,@HOU,Sun  1:00pm ET,12,45,---,25,75%,15%,65,4,10.42,12.67,15.42
DST,NBB,Bills,BUF,@BAL,Sun  8:20pm ET,12,46,12,3,93%,84%,4,2,17.00,15.00,7.90
RB,NBB,Blake Corum,LAR,@CHI,Sun  1:00pm ET,6,41,---,24,62%,1%,5,3,0.00,1.60,2.90
RB,NBB,Will Shipley,PHI,@TB,Sun  1:00pm ET,5,45,---,25,5%,1%,3,3,0.00,0.00,1.50
WR,NBB,Brian Thomas,JAC,@HOU,Sun  1:00pm ET,12,45,32,22,94%,51%,10,3,7.80,10.97,7.51
RB,NBB,Nick Chubb,CLE,@LV,Sun  4:25pm ET,10,37.5,---,30,95%,1%,41,1,0.00,0.00,0.00
WR,NBB,Terry McLaurin,WAS,@ARI,Sun  4:05pm ET,14,50.5,28,17,93%,42%,12,2,20.00,8.63,10.52
WR,NBB,Gabe Davis,JAC,@HOU,Sun  1:00pm ET,12,45,---,22,39%,9%,2,2,2.80,6.10,7.51
TE,NBB,Dallas Goedert,PHI,@TB,Sun  1:00pm ET,5,45,1,4,87%,57%,4,2,22.00,10.30,8.51
TE,NBB,David Njoku,CLE,@LV,Sun  4:25pm ET,10,37.5,---,23,81%,5%,10,2,0.00,5.40,6.91
WR,NBB,Khalil Shakir,BUF,@BAL,Sun  8:20pm ET,12,46,34,29,86%,38%,14,4,18.20,13.00,7.91
QB,PCP,Joe Burrow,CIN,@CAR,Sun  1:00pm ET,12,47.5,4,21,100%,93%,93,2,26.36,18.55,19.45
RB,PCP,Trey Benson,ARI,WAS,Sun  4:05pm ET,11,50.5,---,18,73%,4%,5,3,0.80,2.10,6.90
RB,PCP,Ezekiel Elliott,DAL,@NYG,Thu  8:15pm ET,7,44,39,16,86%,18%,3,2,2.20,7.10,7.40
WR,PCP,CeeDee Lamb,DAL,@NYG,Thu  8:15pm ET,7,44,5,16,100%,100%,126,4,7.70,12.77,12.82
WR,PCP,Garrett Wilson,NYJ,DEN,Sun  1:00pm ET,12,38.5,22,2,100%,90%,34,4,12.30,10.50,8.91
TE,PCP,Pat Freiermuth,PIT,@IND,Sun  1:00pm ET,9,40,13,27,71%,33%,3,2,5.30,5.30,5.31
WR,PCP,Rashee Rice,KC,@LAC,Sun  4:25pm ET,6,39,3,5,99%,95%,6,4,25.10,18.97,11.92
RB,PCP,Kyren Williams,LAR,@CHI,Sun  1:00pm ET,6,41,4,24,100%,92%,96,2,37.60,22.73,13.91
QB,PCP,Geno Smith,SEA,@DET,Mon  8:15pm ET,10,46.5,12,20,72%,34%,3,1,11.56,17.09,15.89
DST,PCP,Ravens,BAL,BUF,Sun  8:20pm ET,14,46,13,1,94%,64%,7,4,6.00,6.00,7.30
WR,PCP,AJ Brown,PHI,@TB,Sun  1:00pm ET,5,45,---,9,100%,3%,79,3,0.00,22.90,0.00
TE,PCP,TJ Hockenson,MIN,@GB,Sun  1:00pm ET,6,43.5,---,26,66%,1%,7,4,0.00,0.00,0.00
RB,PCP,Braelon Allen,NYJ,DEN,Sun  1:00pm ET,12,38.5,30,14,69%,10%,3,3,8.80,11.03,9.60
WR,PCP,Keon Coleman,BUF,@BAL,Sun  8:20pm ET,12,46,---,29,76%,8%,10,3,9.40,5.50,4.71
RB,PCP,Rico Dowdle,DAL,@NYG,Thu  8:15pm ET,7,44,33,16,79%,8%,5,2,6.60,6.90,7.40
QB,PCP,Daniel Jones,NYG,DAL,Thu  8:15pm ET,11,44,22,28,15%,3%,1,4,20.44,15.57,15.70
TE,PCP,Luke Musgrave,GB,MIN,Sun  1:00pm ET,10,43.5,---,25,19%,2%,3,4,0.30,0.30,2.30
RB,PCP,Dameon Pierce,HOU,JAC,Sun  1:00pm ET,14,45,---,27,10%,1%,3,2,0.00,2.60,2.20
RB,PCP,Tyjae Spears,TEN,@MIA,Mon  7:30pm ET,5,37,40,31,69%,3%,7,2,8.10,6.47,5.80
QB,PP,Brock Purdy,SF,NE,Sun  4:05pm ET,9,39.5,14,19,96%,44%,68,2,29.78,18.69,15.89
RB,PP,Josh Jacobs,GB,MIN,Sun  1:00pm ET,10,43.5,20,4,100%,93%,50,3,5.80,14.10,10.20
RB,PP,David Montgomery,DET,SEA,Mon  8:15pm ET,5,46.5,17,9,100%,81%,42,2,25.20,20.83,11.40
WR,PP,Davante Adams,LV,CLE,Sun  4:25pm ET,10,37.5,18,18,100%,98%,16,3,6.00,12.30,10.82
WR,PP,Amari Cooper,CLE,@LV,Sun  4:25pm ET,10,37.5,14,24,98%,64%,11,3,24.60,9.77,9.22
TE,PP,Mark Andrews,BAL,BUF,Sun  8:20pm ET,14,46,10,22,98%,75%,32,2,0.00,3.83,5.41
WR,PP,Calvin Ridley,TEN,@MIA,Mon  7:30pm ET,5,37,26,10,98%,66%,4,4,0.90,10.87,8.41
RB,PP,Devin Singletary,NYG,DAL,Thu  8:15pm ET,11,44,22,32,96%,40%,3,2,19.80,14.83,10.70
QB,PP,Kirk Cousins,ATL,NO,Sun  1:00pm ET,12,42.5,20,8,72%,17%,11,2,11.20,11.68,14.79
DST,PP,Chiefs,KC,@LAC,Sun  4:25pm ET,6,39,4,8,76%,50%,1,2,7.00,7.67,8.60
QB,PP,Justin Herbert,LAC,KC,Sun  4:25pm ET,5,39,---,26,76%,8%,72,3,9.00,10.45,8.61
WR,PP,Wan'Dale Robinson,NYG,DAL,Thu  8:15pm ET,11,44,44,11,21%,4%,5,2,10.10,9.57,6.81
WR,PP,Malachi Corley,NYJ,DEN,Sun  1:00pm ET,12,38.5,---,2,4%,1%,3,3,0.00,0.13,0.60
TE,PP,Isaiah Likely,BAL,BUF,Sun  8:20pm ET,14,46,8,22,94%,55%,7,3,0.40,9.03,5.71
WR,PP,Romeo Doubs,GB,MIN,Sun  1:00pm ET,10,43.5,---,21,53%,4%,7,3,2.80,6.33,6.01
RB,PP,MarShawn Lloyd,GB,MIN,Sun  1:00pm ET,10,43.5,---,4,30%,1%,5,3,0.00,1.80,0.00
WR,PP,Courtland Sutton,DEN,@NYJ,Sun  1:00pm ET,14,38.5,---,15,76%,14%,3,4,11.80,7.07,5.31
QB,PP,JJ McCarthy,MIN,@GB,Sun  1:00pm ET,6,43.5,---,12,6%,1%,35,3,0.00,0.00,0.00
RB,PP,Christian McCaffrey,SF,NE,Sun  4:05pm ET,9,39.5,---,12,100%,3%,102,3,0.00,0.00,0.00
QB,RR,CJ Stroud,HOU,JAC,Sun  1:00pm ET,14,45,6,31,99%,80%,133,2,9.80,14.29,19.74
RB,RR,Najee Harris,PIT,@IND,Sun  1:00pm ET,9,40,25,22,100%,55%,20,2,11.60,10.63,10.30
RB,RR,Rachaad White,TB,PHI,Sun  1:00pm ET,11,45,28,15,100%,77%,52,2,4.50,6.80,9.70
WR,RR,Justin Jefferson,MIN,@GB,Sun  1:00pm ET,6,43.5,1,20,100%,100%,111,2,20.10,18.43,12.11
WR,RR,George Pickens,PIT,@IND,Sun  1:00pm ET,9,40,21,28,99%,65%,23,3,8.70,8.70,8.21
TE,RR,Cade Otton,TB,PHI,Sun  1:00pm ET,11,45,22,3,9%,2%,1,2,6.70,2.40,3.61
WR,RR,Diontae Johnson,CAR,CIN,Sun  1:00pm ET,11,47.5,13,8,78%,22%,4,3,24.20,10.20,10.12
WR,RR,Adam Thielen,CAR,CIN,Sun  1:00pm ET,11,47.5,---,8,32%,4%,1,2,12.00,7.30,0.00
QB,RR,Baker Mayfield,TB,PHI,Sun  1:00pm ET,11,45,10,11,96%,59%,9,3,8.52,20.33,15.55
DST,RR,Browns,CLE,@LV,Sun  4:25pm ET,10,37.5,6,26,99%,96%,1,2,6.00,6.00,9.40
QB,RR,Tua Tagovailoa,MIA,TEN,Mon  7:30pm ET,6,37,---,18,57%,1%,50,2,0.00,13.56,0.00
RB,RR,Joe Mixon,HOU,JAC,Sun  1:00pm ET,14,45,---,27,100%,8%,50,2,0.00,20.40,5.70
WR,RR,Jordan Addison,MIN,@GB,Sun  1:00pm ET,6,43.5,---,20,75%,2%,5,4,0.00,5.50,6.61
WR,RR,Luke McCaffrey,WAS,@ARI,Sun  4:05pm ET,14,50.5,---,17,11%,1%,1,2,6.40,3.07,5.01
WR,RR,Jalen McMillan,TB,PHI,Sun  1:00pm ET,11,45,---,27,12%,1%,3,3,1.60,4.97,4.01
"QB,TE",RR,Taysom Hill,NO,@ATL,Sun  1:00pm ET,12,42.5,---,21,46%,4%,1,2,0.00,5.25,5.38
QB,RR,Michael Penix,ATL,NO,Sun  1:00pm ET,12,42.5,---,8,9%,1%,5,3,0.00,0.00,0.68
WR,RR,Mike Williams,NYJ,DEN,Sun  1:00pm ET,12,38.5,---,2,36%,2%,1,2,5.40,2.77,4.60
RB,RR,Jonathon Brooks,CAR,CIN,Sun  1:00pm ET,11,47.5,---,19,83%,1%,20,3,0.00,0.00,0.00
QB,SBS,Jayden Daniels,WAS,@ARI,Sun  4:05pm ET,14,50.5,5,22,97%,60%,40,3,33.06,28.22,23.58
RB,SBS,Jerome Ford,CLE,@LV,Sun  4:25pm ET,10,37.5,27,30,97%,51%,6,3,13.00,12.43,7.60
