Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 4,Avg,Proj
WR,CC,George Pickens,PIT,DAL,Sun  8:20pm ET,9,43,16,16,99%,73%,5,1,12.30,9.60,8.51
WR,CC,Brian Thomas,JAC,IND,Sun  1:00pm ET,12,46,34,24,91%,36%,10,3,21.90,13.70,9.72
QB,CC,Daniel Jones,NYG,@SEA,Sun  4:25pm ET,11,42,22,10,20%,7%,65,2,10.54,14.31,13.33
DST,CC,Browns,CLE,@WAS,Sun  1:00pm ET,10,44.5,5,1,92%,81%,5,1,11.00,7.25,9.70
QB,CC,Drake Maye,NE,MIA,Sun  1:00pm ET,14,35.5,---,2,12%,1%,30,3,0.00,3.08,3.67
RB,CC,Jonathon Brooks,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,23,85%,1%,10,3,0.00,0.00,5.30
WR,CC,Javon Baker,NE,MIA,Sun  1:00pm ET,14,35.5,---,7,2%,1%,3,3,0.00,0.00,0.70
WR,CC,Malachi Corley,NYJ,@MIN,Sun  9:30am ET,12,40.5,---,30,4%,1%,3,3,0.00,0.13,3.10
WR,CC,Quentin Johnston,LAC,BYE,,5,,42,,79%,21%,20,2,2.30,9.90,0.00
WR,CC,Ricky Pearsall,SF,ARI,Sun  4:05pm ET,9,50.5,---,20,10%,1%,5,3,0.00,0.00,0.00
WR,CC,Ja'Lynn Polk,NE,MIA,Sun  1:00pm ET,14,35.5,---,7,17%,1%,3,3,4.00,3.52,4.31
WR,CC,Deebo Samuel,SF,ARI,Sun  4:05pm ET,9,50.5,17,20,100%,42%,54,2,8.20,14.30,12.81
DC,CC,Antonio Gibson Dead Cap,NE,MIA,Sun  1:00pm ET,14,35.5,---,27,0%,0%,5,1,0.00,0.00,0.00
QB,CRB,Jalen Hurts,PHI,BYE,,5,,9,,100%,80%,101,1,22.32,20.88,0.00
RB,CRB,Josh Jacobs,GB,@LAR,Sun  4:25pm ET,10,48,20,28,100%,83%,107,1,9.80,13.03,11.20
RB,CRB,Jonathan Taylor,IND,@JAC,Sun  1:00pm ET,14,46,11,24,100%,92%,70,1,21.80,22.65,0.00
WR,CRB,Luke McCaffrey,WAS,CLE,Sun  1:00pm ET,14,44.5,---,19,12%,1%,1,2,2.70,2.98,4.50
WR,CRB,Mike Williams,NYJ,@MIN,Sun  9:30am ET,12,40.5,---,30,31%,2%,4,2,9.70,4.50,4.00
TE,CRB,Isaiah Likely,BAL,@CIN,Sun  1:00pm ET,14,51,10,8,84%,33%,3,2,3.60,7.67,6.41
RB,CRB,De'Von Achane,MIA,@NE,Sun  1:00pm ET,6,35.5,12,14,100%,97%,10,2,2.90,15.55,12.21
RB,CRB,Zamir White,LV,@DEN,Sun  4:05pm ET,10,36.5,35,8,83%,15%,11,1,4.00,4.20,7.20
QB,CRB,Bo Nix,DEN,LV,Sun  4:05pm ET,14,36.5,---,13,28%,3%,15,3,6.70,14.10,14.76
DST,CRB,Texans,HOU,BUF,Sun  1:00pm ET,14,47,7,2,95%,87%,1,1,3.00,7.50,8.30
RB,CRB,Antonio Gibson,NE,MIA,Sun  1:00pm ET,14,35.5,45,27,49%,5%,1,2,9.90,8.43,6.00
WR,CRB,Davante Adams,LV,@DEN,Sun  4:05pm ET,10,36.5,---,3,100%,8%,75,2,0.00,12.30,0.00
WR,CRB,Jalen McMillan,TB,@ATL,Thu  8:15pm ET,11,43.5,---,13,9%,1%,3,3,0.00,4.97,4.01
WR,CRB,DeVonta Smith,PHI,BYE,,5,,---,,100%,6%,50,2,0.00,14.30,0.00
TE,CRB,Ben Sinnott,WAS,CLE,Sun  1:00pm ET,14,44.5,---,17,8%,1%,5,3,0.00,0.00,1.10
WR,CRB,Keenan Allen,CHI,CAR,Sun  1:00pm ET,7,42.5,36,22,77%,8%,18,2,2.90,3.90,6.71
WR,CRB,Romeo Doubs,GB,@LAR,Sun  4:25pm ET,10,48,---,26,49%,6%,3,1,6.90,6.47,6.61
WR,CRB,Courtland Sutton,DEN,LV,Sun  4:05pm ET,14,36.5,---,18,72%,11%,15,2,15.00,9.05,8.22
DST,CRB,Buccaneers,TB,@ATL,Thu  8:15pm ET,11,43.5,---,15,30%,15%,3,2,12.00,6.75,7.40
QB,ELP,Josh Allen,BUF,@HOU,Sun  1:00pm ET,12,47,1,25,100%,99%,203,1,9.30,22.54,22.71
RB,ELP,Cam Akers,HOU,BUF,Sun  1:00pm ET,14,47,27,32,80%,52%,1,2,6.30,6.57,5.40
RB,ELP,Kenneth Walker,SEA,NYG,Sun  4:25pm ET,10,42,19,15,100%,59%,30,1,36.60,29.25,11.80
WR,ELP,Tyreek Hill,MIA,@NE,Sun  1:00pm ET,6,35.5,13,21,100%,93%,74,1,6.20,10.45,8.21
WR,ELP,Jayden Reed,GB,@LAR,Sun  4:25pm ET,10,48,23,26,98%,72%,5,2,26.10,18.68,13.32
TE,ELP,Mark Andrews,BAL,@CIN,Sun  1:00pm ET,14,51,9,8,95%,53%,37,1,0.00,2.88,5.41
WR,ELP,Khalil Shakir,BUF,@HOU,Sun  1:00pm ET,12,47,32,25,91%,54%,25,2,7.20,11.55,9.01
WR,ELP,Jameson Williams,DET,BYE,,5,,24,,96%,47%,40,1,16.00,13.43,0.00
QB,ELP,Kirk Cousins,ATL,TB,Thu  8:15pm ET,12,43.5,24,31,67%,14%,2,1,7.52,10.64,14.54
DST,ELP,49ers,SF,ARI,Sun  4:05pm ET,9,50.5,1,7,99%,95%,5,3,25.00,11.25,10.30
QB,ELP,Tyler Huntley,MIA,@NE,Sun  1:00pm ET,6,35.5,---,18,9%,3%,1,2,14.84,14.84,11.39
RB,ELP,Jerome Ford,CLE,@WAS,Sun  1:00pm ET,10,44.5,24,26,95%,38%,1,1,12.50,12.45,8.30
RB,ELP,Justice Hill,BAL,@CIN,Sun  1:00pm ET,14,51,41,22,44%,8%,1,2,20.60,10.68,8.10
RB,ELP,Cordarrelle Patterson,PIT,DAL,Sun  8:20pm ET,9,43,---,31,8%,3%,1,2,10.20,4.90,2.30
WR,ELP,Demario Douglas,NE,MIA,Sun  1:00pm ET,14,35.5,---,7,18%,3%,2,2,2.30,3.83,5.31
WR,ELP,Xavier Legette,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,8,31%,7%,5,3,18.60,7.33,6.11
TE,ELP,Brock Wright,DET,BYE,,5,,---,,2%,1%,1,2,2.30,1.98,0.00
WR,ELP,Jalen Nailor,MIN,NYJ,Sun  9:30am ET,6,40.5,---,9,17%,4%,1,2,2.10,9.75,5.91
RB,ELP,Nick Chubb,CLE,@WAS,Sun  1:00pm ET,10,44.5,---,26,96%,2%,57,2,0.00,0.00,7.20
RB,ELP,Audric Estime,DEN,LV,Sun  4:05pm ET,14,36.5,---,25,9%,1%,3,3,0.00,2.40,0.00
QB,FRR,Sam Darnold,MIN,NYJ,Sun  9:30am ET,6,40.5,13,3,68%,26%,4,2,22.50,20.82,12.93
RB,FRR,Jordan Mason,SF,ARI,Sun  4:05pm ET,9,50.5,5,29,98%,95%,3,2,28.00,23.35,16.10
RB,FRR,Brian Robinson,WAS,CLE,Sun  1:00pm ET,14,44.5,14,9,100%,87%,5,1,23.30,18.38,12.51
WR,FRR,Ja'Marr Chase,CIN,BAL,Sun  1:00pm ET,12,51,3,23,100%,100%,60,2,17.50,15.00,11.22
WR,FRR,Terry McLaurin,WAS,CLE,Sun  1:00pm ET,14,44.5,26,19,97%,76%,67,3,15.20,10.28,8.72
TE,FRR,Dalton Kincaid,BUF,@HOU,Sun  1:00pm ET,12,47,5,3,96%,78%,5,2,7.70,6.30,6.81
WR,FRR,Drake London,ATL,TB,Thu  8:15pm ET,12,43.5,19,5,100%,88%,35,1,8.40,10.25,10.22
RB,FRR,Rhamondre Stevenson,NE,MIA,Sun  1:00pm ET,14,35.5,25,27,100%,61%,30,2,6.20,12.78,9.80
QB,FRR,Patrick Mahomes,KC,NO,Mon  8:15pm ET,6,42.5,8,4,100%,92%,101,1,14.00,15.12,18.35
DST,FRR,Steelers,PIT,DAL,Sun  8:20pm ET,9,43,2,5,95%,85%,1,2,2.00,10.25,7.50
QB,FRR,Gardner Minshew,LV,@DEN,Sun  4:05pm ET,10,36.5,---,7,16%,2%,5,2,5.20,10.99,10.25
RB,FRR,Blake Corum,LAR,GB,Sun  4:25pm ET,6,48,---,16,45%,1%,5,3,0.00,1.20,0.80
RB,FRR,Clyde Edwards-Helaire,KC,NO,Mon  8:15pm ET,6,42.5,---,11,18%,1%,1,2,0.00,0.00,5.11
RB,FRR,Rachaad White,TB,@ATL,Thu  8:15pm ET,11,43.5,29,12,98%,52%,5,1,14.40,8.70,9.40
WR,FRR,Calvin Ridley,TEN,BYE,,5,,28,,96%,47%,15,2,2.50,8.78,0.00
WR,FRR,Jaylen Waddle,MIA,@NE,Sun  1:00pm ET,6,35.5,38,21,97%,32%,50,2,5.60,7.72,6.00
WR,FRR,Roman Wilson,PIT,DAL,Sun  8:20pm ET,9,43,---,16,6%,1%,3,3,0.00,0.00,2.40
"QB,TE",FRR,Taysom Hill,NO,@KC,Mon  8:15pm ET,12,42.5,23,32,42%,10%,7,2,18.40,9.63,5.58
WR,FRR,Tank Dell,HOU,BUF,Sun  1:00pm ET,14,47,---,2,91%,5%,3,2,0.00,6.90,4.31
RB,FRR,Isiah Pacheco,KC,NO,Mon  8:15pm ET,6,42.5,---,11,95%,3%,75,3,0.00,16.95,0.00
TE,FRR,TJ Hockenson,MIN,NYJ,Sun  9:30am ET,6,40.5,---,2,67%,1%,13,3,0.00,0.00,2.30
QB,GF,Jordan Love,GB,@LAR,Sun  4:25pm ET,10,48,14,27,98%,26%,100,4,29.16,22.78,18.30
RB,GF,JK Dobbins,LAC,BYE,,5,,28,,100%,73%,60,1,9.20,16.65,0.00
RB,GF,Aaron Jones,MIN,NYJ,Sun  9:30am ET,6,40.5,10,10,100%,88%,80,1,20.90,19.35,9.00
WR,GF,Brandin Cooks,DAL,@PIT,Sun  8:20pm ET,7,43,---,12,59%,10%,1,2,2.60,5.40,5.61
WR,GF,Jaxon Smith-Njigba,SEA,NYG,Sun  4:25pm ET,10,42,31,14,92%,55%,25,2,8.10,8.65,6.41
TE,GF,Jake Ferguson,DAL,@PIT,Sun  8:20pm ET,7,43,1,11,90%,68%,3,1,6.90,7.30,6.01
RB,GF,Ezekiel Elliott,DAL,@PIT,Sun  8:20pm ET,7,43,43,4,72%,11%,5,1,2.40,5.92,5.00
WR,GF,Christian Watson,GB,@LAR,Sun  4:25pm ET,10,48,---,26,75%,14%,15,1,0.00,4.25,0.00
QB,GF,Trevor Lawrence,JAC,IND,Sun  1:00pm ET,12,46,---,30,62%,12%,70,2,15.26,13.31,17.77
DST,GF,Packers,GB,@LAR,Sun  4:25pm ET,10,48,16,21,65%,51%,1,1,9.00,14.25,9.60
QB,GF,JJ McCarthy,MIN,NYJ,Sun  9:30am ET,6,40.5,---,3,6%,1%,35,3,0.00,0.00,0.00
QB,GF,Michael Penix,ATL,TB,Thu  8:15pm ET,12,43.5,---,31,8%,1%,3,3,0.00,0.00,0.28
RB,GF,Gus Edwards,LAC,BYE,,5,,48,,58%,3%,36,2,2.90,3.62,0.00
WR,GF,Michael Pittman,IND,@JAC,Sun  1:00pm ET,14,46,47,28,91%,28%,40,1,16.30,7.03,8.01
WR,GF,Demarcus Robinson,LAR,GB,Sun  4:25pm ET,6,48,45,27,50%,8%,3,2,5.70,5.78,5.71
WR,GF,Dontayvion Wicks,GB,@LAR,Sun  4:25pm ET,10,48,---,26,14%,2%,14,3,24.80,8.85,7.02
TE,GF,Luke Musgrave,GB,@LAR,Sun  4:25pm ET,10,48,---,26,15%,2%,1,3,2.30,0.80,3.30
RB,GF,MarShawn Lloyd,GB,@LAR,Sun  4:25pm ET,10,48,---,28,26%,1%,5,3,0.00,1.80,0.00
WR,GF,Marquise Brown,KC,NO,Mon  8:15pm ET,6,42.5,---,11,26%,1%,3,3,0.00,0.00,0.00
QB,MAM,Caleb Williams,CHI,CAR,Sun  1:00pm ET,7,42.5,16,21,79%,31%,50,3,12.48,11.85,16.64
RB,MAM,Saquon Barkley,PHI,BYE,,5,,1,,100%,92%,104,1,14.60,27.25,0.00
RB,MAM,Alvin Kamara,NO,@KC,Mon  8:15pm ET,12,42.5,2,3,100%,97%,38,2,26.90,29.65,12.70
WR,MAM,DJ Moore,CHI,CAR,Sun  1:00pm ET,7,42.5,22,22,100%,92%,46,2,9.20,9.07,10.92
WR,MAM,Garrett Wilson,NYJ,@MIN,Sun  9:30am ET,12,40.5,25,30,100%,79%,25,1,4.10,8.90,7.51
TE,MAM,Tyler Conklin,NYJ,@MIN,Sun  9:30am ET,12,40.5,15,28,55%,32%,1,2,2.70,4.65,3.80
RB,MAM,James Conner,ARI,@SF,Sun  4:05pm ET,11,50.5,15,17,100%,95%,35,1,25.30,18.88,10.70
WR,MAM,Rashee Rice,KC,NO,Mon  8:15pm ET,6,42.5,5,11,99%,86%,3,2,0.00,14.22,0.00
QB,MAM,Geno Smith,SEA,NYG,Sun  4:25pm ET,10,42,12,14,72%,30%,25,1,25.60,19.22,16.19
DST,MAM,Ravens,BAL,@CIN,Sun  1:00pm ET,14,51,15,6,87%,48%,1,1,9.00,7.25,8.40
QB,MAM,Andy Dalton,CAR,@CHI,Sun  1:00pm ET,11,42.5,21,1,26%,11%,4,2,16.70,13.82,10.78
RB,MAM,Kenneth Gainwell,PHI,BYE,,5,,---,,17%,1%,1,2,1.90,1.48,0.00
RB,MAM,Roschon Johnson,CHI,CAR,Sun  1:00pm ET,7,42.5,44,30,56%,12%,1,2,12.60,7.60,6.60
RB,MAM,Jaylen Warren,PIT,DAL,Sun  8:20pm ET,9,43,---,31,67%,2%,38,2,0.00,4.20,6.10
WR,MAM,Jermaine Burton,CIN,BAL,Sun  1:00pm ET,12,51,---,23,9%,1%,3,3,0.00,1.43,5.21
WR,MAM,Jerry Jeudy,CLE,@WAS,Sun  1:00pm ET,10,44.5,41,32,75%,27%,6,3,11.20,9.43,7.71
WR,MAM,Michael Wilson,ARI,@SF,Sun  4:05pm ET,11,50.5,---,17,52%,31%,3,2,2.80,5.95,5.81
TE,MAM,David Njoku,CLE,@WAS,Sun  1:00pm ET,10,44.5,---,4,78%,6%,17,2,0.00,5.40,7.41
WR,MAM,Rashid Shaheed,NO,@KC,Mon  8:15pm ET,12,42.5,30,10,93%,49%,6,1,11.70,11.97,7.71
QB,MAM,Tua Tagovailoa,MIA,@NE,Sun  1:00pm ET,6,35.5,---,18,51%,1%,70,1,0.00,13.56,0.00
RB,MAM,Kendre Miller,NO,@KC,Mon  8:15pm ET,12,42.5,---,3,11%,1%,5,2,0.00,0.00,4.90
QB,MCM,Derek Carr,NO,@KC,Mon  8:15pm ET,12,42.5,23,23,81%,25%,30,2,8.06,15.29,13.24
RB,MCM,Travis Etienne,JAC,IND,Sun  1:00pm ET,12,46,17,20,100%,84%,60,2,9.00,13.05,10.60
RB,MCM,Zack Moss,CIN,BAL,Sun  1:00pm ET,12,51,18,2,99%,73%,15,1,16.80,16.32,9.51
WR,MCM,Andrei Iosivas,CIN,BAL,Sun  1:00pm ET,12,51,---,23,22%,6%,1,2,3.90,9.60,7.42
WR,MCM,Jauan Jennings,SF,ARI,Sun  4:05pm ET,9,50.5,---,20,87%,49%,1,2,11.80,17.35,8.82
TE,MCM,Zach Ertz,WAS,CLE,Sun  1:00pm ET,14,44.5,16,17,78%,54%,2,2,5.20,6.00,5.41
WR,MCM,Jordan Addison,MIN,NYJ,Sun  9:30am ET,6,40.5,40,9,76%,16%,15,2,23.90,14.70,7.71
WR,MCM,Christian Kirk,JAC,IND,Sun  1:00pm ET,12,46,37,24,90%,50%,36,1,16.10,8.25,10.62
RB,MCM,Carson Steele,KC,NO,Mon  8:15pm ET,6,42.5,26,11,89%,47%,2,2,-1.40,4.17,4.10
DST,MCM,Chiefs,KC,NO,Mon  8:15pm ET,6,42.5,3,17,89%,75%,1,2,7.00,7.75,7.50
QB,MCM,Ryan Tannehill,TEN,BYE,,5,,---,,1%,1%,2,2,0.00,0.00,0.00
RB,MCM,Keaton Mitchell,BAL,@CIN,Sun  1:00pm ET,14,51,---,22,11%,1%,1,2,0.00,0.00,0.00
RB,MCM,Kimani Vidal,LAC,BYE,,5,,---,,9%,1%,3,3,0.00,0.00,0.00
WR,MCM,AT Perry,NO,@KC,Mon  8:15pm ET,12,42.5,---,10,3%,1%,1,2,0.00,0.00,1.50
RB,MCM,Ray Davis,BUF,@HOU,Sun  1:00pm ET,12,47,---,7,44%,2%,5,3,2.10,5.25,5.00
RB,MCM,Joe Mixon,HOU,BUF,Sun  1:00pm ET,14,47,---,32,100%,10%,91,2,0.00,20.40,8.60
RB,MCM,Jaylen Wright,MIA,@NE,Sun  1:00pm ET,6,35.5,---,14,36%,1%,5,3,5.20,2.43,2.70
QB,MCM,Justin Herbert,LAC,BYE,,5,,---,,65%,3%,70,1,12.16,10.88,0.00
RB,MCM,Christian McCaffrey,SF,ARI,Sun  4:05pm ET,9,50.5,---,29,100%,3%,145,2,0.00,0.00,0.00
WR,MCM,Puka Nacua,LAR,GB,Sun  4:25pm ET,6,48,---,27,97%,2%,1,3,0.00,5.20,0.00
QB,MWM,Matthew Stafford,LAR,GB,Sun  4:25pm ET,6,48,---,17,55%,8%,101,1,4.96,9.78,13.60
RB,MWM,Najee Harris,PIT,DAL,Sun  8:20pm ET,9,43,22,31,100%,71%,70,2,11.30,10.80,8.90
RB,MWM,Bijan Robinson,ATL,TB,Thu  8:15pm ET,12,43.5,8,18,100%,99%,50,2,10.40,15.47,13.30
WR,MWM,Brandon Aiyuk,SF,ARI,Sun  4:05pm ET,9,50.5,15,20,100%,87%,39,1,6.80,6.67,9.51
WR,MWM,Jakobi Meyers,LV,@DEN,Sun  4:05pm ET,10,36.5,29,3,76%,53%,3,1,7.90,9.85,9.52
TE,MWM,Cole Kmet,CHI,CAR,Sun  1:00pm ET,7,42.5,11,29,85%,61%,3,2,5.40,8.05,5.91
TE,MWM,George Kittle,SF,ARI,Sun  4:05pm ET,9,50.5,4,12,99%,65%,36,2,13.50,12.03,11.73
RB,MWM,Tony Pollard,TEN,BYE,,5,,21,,99%,54%,31,1,20.80,15.07,0.00
QB,MWM,Aaron Rodgers,NYJ,@MIN,Sun  9:30am ET,12,40.5,20,12,76%,25%,51,1,12.60,14.87,11.77
DST,MWM,Bills,BUF,@HOU,Sun  1:00pm ET,12,47,13,20,87%,60%,3,2,2.00,12.75,7.50
QB,MWM,Hendon Hooker,DET,BYE,,5,,---,,2%,1%,5,2,0.00,0.00,0.00
WR,MWM,DJ Chark,LAC,BYE,,5,,---,,5%,1%,1,2,0.00,0.00,0.00
WR,MWM,Gabe Davis,JAC,IND,Sun  1:00pm ET,12,46,---,24,32%,5%,25,1,0.00,4.58,7.81
WR,MWM,Tyler Lockett,SEA,NYG,Sun  4:25pm ET,10,42,46,14,60%,18%,12,2,10.10,8.47,6.31
RB,MWM,Austin Ekeler,WAS,CLE,Sun  1:00pm ET,14,44.5,---,9,90%,3%,25,2,0.00,11.80,5.40
WR,MWM,DeAndre Hopkins,TEN,BYE,,5,,---,,71%,15%,18,1,4.10,6.03,0.00
WR,MWM,Darnell Mooney,ATL,TB,Thu  8:15pm ET,12,43.5,33,5,73%,39%,1,2,7.60,9.38,8.41
WR,MWM,Kendrick Bourne,NE,MIA,Sun  1:00pm ET,14,35.5,---,7,4%,1%,10,1,0.00,0.00,4.11
QB,NN,Joe Burrow,CIN,BAL,Sun  1:00pm ET,12,51,4,16,100%,89%,70,1,17.28,18.23,16.93
RB,NN,Breece Hall,NYJ,@MIN,Sun  9:30am ET,12,40.5,3,1,100%,100%,50,1,1.80,14.95,11.61
RB,NN,Derrick Henry,BAL,@CIN,Sun  1:00pm ET,14,51,6,22,100%,99%,95,1,40.90,28.62,17.70
WR,NN,Justin Jefferson,MIN,NYJ,Sun  9:30am ET,6,40.5,1,9,100%,100%,40,1,18.50,18.45,10.41
WR,NN,Malik Nabers,NYG,@SEA,Sun  4:25pm ET,11,42,6,6,98%,94%,25,3,16.50,19.25,10.72
TE,NN,Pat Freiermuth,PIT,DAL,Sun  8:20pm ET,9,43,17,7,73%,42%,5,2,13.70,7.40,6.71
WR,NN,Keon Coleman,BUF,@HOU,Sun  1:00pm ET,12,47,---,25,66%,6%,5,3,7.10,5.90,6.01
WR,NN,Amari Cooper,CLE,@WAS,Sun  1:00pm ET,10,44.5,14,32,99%,84%,41,2,5.50,8.70,9.62
QB,NN,Dak Prescott,DAL,@PIT,Sun  8:20pm ET,7,43,7,6,100%,82%,110,2,16.84,18.52,16.16
DST,NN,Jets,NYJ,@MIN,Sun  9:30am ET,12,40.5,4,19,100%,99%,5,2,6.00,8.75,11.30
QB,NN,Will Levis,TEN,BYE,,5,,---,,18%,3%,5,2,0.50,9.81,0.00
RB,NN,Braelon Allen,NYJ,@MIN,Sun  9:30am ET,12,40.5,31,1,87%,28%,3,3,8.60,10.43,6.50
RB,NN,Tyler Allgeier,ATL,TB,Thu  8:15pm ET,12,43.5,---,18,57%,4%,5,1,12.00,7.70,7.30
RB,NN,Ty Chandler,MIN,NYJ,Sun  9:30am ET,6,40.5,42,10,62%,4%,1,1,1.30,5.50,5.30
RB,NN,Alexander Mattison,LV,@DEN,Sun  4:05pm ET,10,36.5,34,8,74%,22%,1,2,9.00,10.93,7.61
WR,NN,Troy Franklin,DEN,LV,Sun  4:05pm ET,14,36.5,---,18,4%,1%,5,3,0.00,0.37,0.50
TE,NN,Evan Engram,JAC,IND,Sun  1:00pm ET,12,46,---,30,75%,4%,9,2,0.00,0.50,3.91
RB,NN,Zach Charbonnet,SEA,NYG,Sun  4:25pm ET,10,42,38,15,95%,24%,10,2,7.40,15.78,7.71
WR,NN,Xavier Worthy,KC,NO,Mon  8:15pm ET,6,42.5,44,11,93%,31%,15,3,16.30,11.32,9.22
QB,VD,Justin Fields,PIT,DAL,Sun  8:20pm ET,9,43,17,24,70%,39%,32,2,35.98,21.18,19.74
RB,VD,Bucky Irving,TB,@ATL,Thu  8:15pm ET,11,43.5,30,12,86%,16%,3,3,14.50,9.68,7.80
RB,VD,Javonte Williams,DEN,LV,Sun  4:05pm ET,14,36.5,32,25,83%,15%,50,2,15.00,7.47,8.60
WR,VD,Stefon Diggs,HOU,BUF,Sun  1:00pm ET,14,47,20,2,100%,93%,30,2,18.50,14.51,8.41
WR,VD,Marvin Harrison,ARI,@SF,Sun  4:05pm ET,11,50.5,7,17,100%,98%,45,3,13.50,15.07,9.62
TE,VD,Kyle Pitts,ATL,TB,Thu  8:15pm ET,12,43.5,7,10,94%,66%,30,2,0.00,5.12,5.71
WR,VD,Chris Godwin,TB,@ATL,Thu  8:15pm ET,11,43.5,10,13,99%,92%,49,2,10.90,17.80,8.61
TE,VD,Dallas Goedert,PHI,BYE,,5,,2,,96%,83%,6,2,7.20,9.53,0.00
QB,VD,Deshaun Watson,CLE,@WAS,Sun  1:00pm ET,10,44.5,19,29,55%,17%,27,1,13.24,15.20,18.63
DST,VD,Bears,CHI,CAR,Sun  1:00pm ET,7,42.5,14,22,61%,44%,1,2,9.00,12.00,10.90
QB,VD,Anthony Richardson,IND,@JAC,Sun  1:00pm ET,14,46,15,32,95%,30%,40,2,7.24,14.06,10.34
QB,VD,Bryce Young,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,1,8%,1%,35,2,0.00,6.30,0.68
RB,VD,Trey Benson,ARI,@SF,Sun  4:05pm ET,11,50.5,---,17,61%,2%,5,3,8.00,3.58,4.20
RB,VD,Tank Bigsby,JAC,IND,Sun  1:00pm ET,12,46,---,20,25%,1%,5,2,11.00,5.55,5.80
RB,VD,Tyjae Spears,TEN,BYE,,5,,37,,65%,6%,3,2,12.90,8.07,0.00
WR,VD,Josh Downs,IND,@JAC,Sun  1:00pm ET,14,46,---,28,20%,3%,5,2,20.20,11.20,6.81
WR,VD,Ladd McConkey,LAC,BYE,,5,,---,,65%,6%,5,3,15.70,9.90,0.00
WR,VD,Rome Odunze,CHI,CAR,Sun  1:00pm ET,7,42.5,39,22,82%,35%,20,3,1.00,7.45,6.31
QB,VD,Baker Mayfield,TB,@ATL,Thu  8:15pm ET,11,43.5,10,20,89%,32%,50,2,30.88,22.96,16.01
DC,VD,Jerick McKinnon Dead Cap,KC,NO,Mon  8:15pm ET,6,42.5,---,11,0%,0%,1,1,0.00,0.00,0.00
