Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 1,Avg,Proj
RB,MCM,Ray Davis,BUF,ARI,Sun  1:00pm ET,12,46,43,32,55%,2%,5,3,4.70,4.70,6.70
RB,MCM,Keaton Mitchell,BAL,@KC,Thu  8:20pm ET,14,46,---,7,13%,1%,1,2,0.00,0.00,0.00
RB,MCM,Carson Steele,KC,BAL,Thu  8:20pm ET,6,46,---,9,11%,1%,2,2,0.30,0.30,1.40
RB,MCM,Kimani Vidal,LAC,LV,Sun  4:05pm ET,5,40.5,---,24,25%,1%,3,3,0.00,0.00,0.00
RB,MCM,Jaylen Wright,MIA,JAC,Sun  1:00pm ET,6,49.5,---,16,61%,1%,5,3,0.00,0.00,0.00
WR,MCM,Andrei Iosivas,CIN,NE,Sun  1:00pm ET,12,41,---,14,10%,2%,1,2,4.60,4.60,3.21
WR,MCM,Christian Kirk,JAC,@MIA,Sun  1:00pm ET,12,49.5,26,19,96%,51%,36,1,4.00,4.00,8.71
WR,MCM,Tim Patrick,DET,LAR,Sun  8:20pm ET,5,53.5,---,26,3%,1%,1,2,0.00,0.00,0.00
DST,MCM,Eagles,PHI,GB,Fri  8:15pm ET,5,49.5,12,4,70%,40%,5,1,5.00,5.00,7.60
QB,MWM,Matthew Stafford,LAR,@DET,Sun  8:20pm ET,6,53.5,14,30,74%,20%,101,1,14.68,14.68,15.15
RB,MWM,Najee Harris,PIT,@ATL,Sun  1:00pm ET,9,42.5,29,6,100%,64%,70,2,10.90,10.90,8.90
RB,MWM,Bijan Robinson,ATL,PIT,Sun  1:00pm ET,12,42.5,3,19,100%,100%,50,2,19.10,19.10,14.31
WR,MWM,Brandon Aiyuk,SF,NYJ,Mon  8:15pm ET,9,43.5,28,1,100%,66%,39,1,0.00,0.00,8.01
WR,MWM,Gabe Davis,JAC,@MIA,Sun  1:00pm ET,12,49.5,---,19,36%,3%,25,1,9.20,9.20,6.11
TE,MWM,George Kittle,SF,NYJ,Mon  8:15pm ET,9,43.5,6,19,99%,82%,36,2,0.00,0.00,6.71
RB,MWM,Austin Ekeler,WAS,@TB,Sun  4:25pm ET,14,42,39,3,97%,19%,25,2,9.20,9.20,7.90
RB,MWM,Tony Pollard,TEN,@CHI,Sun  1:00pm ET,5,43,27,21,99%,29%,31,1,20.40,20.40,7.50
QB,MWM,Aaron Rodgers,NYJ,@SF,Mon  8:15pm ET,12,43.5,24,11,78%,8%,51,1,0.00,0.00,11.23
DST,MWM,Bengals,CIN,NE,Sun  1:00pm ET,12,41,1,29,72%,66%,1,2,1.00,1.00,9.90
QB,MWM,Hendon Hooker,DET,LAR,Sun  8:20pm ET,5,53.5,---,29,2%,1%,5,2,0.00,0.00,0.00
WR,MWM,DeAndre Hopkins,TEN,@CHI,Sun  1:00pm ET,5,43,47,13,92%,11%,18,1,0.80,0.80,6.61
WR,MWM,Tyler Lockett,SEA,DEN,Sun  4:05pm ET,10,42.5,---,15,63%,7%,12,2,12.70,12.70,7.31
WR,MWM,Jakobi Meyers,LV,@LAC,Sun  4:05pm ET,10,40.5,---,29,67%,8%,3,1,8.40,8.40,7.41
WR,MWM,Jonathan Mingo,CAR,@NO,Sun  1:00pm ET,11,41.5,---,9,3%,1%,10,2,3.30,3.30,3.60
TE,MWM,Cole Kmet,CHI,TEN,Sun  1:00pm ET,7,43,21,3,74%,20%,3,2,0.40,0.40,6.01
DST,MWM,Chiefs,KC,BAL,Thu  8:20pm ET,6,46,18,13,89%,65%,1,1,4.00,4.00,8.90
WR,MWM,Kendrick Bourne,NE,@CIN,Sun  1:00pm ET,14,41,---,25,6%,1%,10,1,0.00,0.00,0.00
QB,NN,Joe Burrow,CIN,NE,Sun  1:00pm ET,12,41,12,5,100%,78%,70,1,9.06,9.06,16.27
RB,NN,Breece Hall,NYJ,@SF,Mon  8:15pm ET,12,43.5,2,4,100%,100%,50,1,0.00,0.00,12.81
RB,NN,Derrick Henry,BAL,@KC,Thu  8:20pm ET,14,46,12,7,100%,99%,95,1,15.60,15.60,12.20
