Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 4,Avg,Proj
WR,CLC,Rome Odunze,CHI,CAR,Sun  1:00pm ET,7,42.5,39,22,82%,35%,25,3,1.00,7.45,6.31
QB,CLC,Justin Fields,PIT,DAL,Sun  8:20pm ET,9,43,17,24,70%,39%,5,4,35.98,21.18,19.74
DST,CLC,Bears,CHI,CAR,Sun  1:00pm ET,7,42.5,14,21,61%,44%,1,1,8.00,10.75,9.90
QB,CLC,Tyler Huntley,MIA,@NE,Sun  1:00pm ET,6,35.5,---,18,9%,3%,3,2,14.84,14.84,11.39
WR,CLC,Ja'Lynn Polk,NE,MIA,Sun  1:00pm ET,14,35.5,---,7,17%,1%,3,3,4.00,3.52,4.31
WR,CLC,DeVonta Smith,PHI,BYE,,5,,---,,100%,6%,45,4,0.00,14.30,0.00
RB,CLC,Justice Hill,BAL,@CIN,Sun  1:00pm ET,14,51,41,22,44%,8%,1,2,20.60,10.68,8.10
WR,CLC,Darnell Mooney,ATL,TB,Thu  8:15pm ET,12,43.5,33,5,73%,39%,1,2,7.60,9.38,8.41
RB,CLC,Javonte Williams,DEN,LV,Sun  4:05pm ET,14,36.5,32,25,83%,15%,23,3,15.00,7.47,8.60
QB,CLC,Malik Willis,GB,@LAR,Sun  4:25pm ET,10,48,---,27,7%,1%,1,2,0.00,14.45,0.82
WR,CLC,Ricky Pearsall,SF,ARI,Sun  4:05pm ET,9,50.5,---,20,10%,1%,5,3,0.00,0.00,0.00
QB,CPC,Derek Carr,NO,@KC,Mon  8:15pm ET,12,42.5,23,23,81%,25%,3,2,8.06,15.29,13.24
RB,CPC,James Cook,BUF,@HOU,Sun  1:00pm ET,12,47,9,7,100%,97%,70,2,5.80,18.32,12.91
RB,CPC,Derrick Henry,BAL,@CIN,Sun  1:00pm ET,14,51,6,22,100%,99%,85,2,40.90,28.62,17.70
WR,CPC,Ja'Marr Chase,CIN,BAL,Sun  1:00pm ET,12,51,3,23,100%,100%,84,4,17.50,15.00,11.22
WR,CPC,Tyreek Hill,MIA,@NE,Sun  1:00pm ET,6,35.5,13,21,100%,93%,105,2,6.20,10.45,8.21
TE,CPC,George Kittle,SF,ARI,Sun  4:05pm ET,9,50.5,4,13,99%,65%,25,2,13.50,12.03,11.73
WR,CPC,Jakobi Meyers,LV,@DEN,Sun  4:05pm ET,10,36.5,29,3,76%,53%,1,3,7.90,9.85,9.52
RB,CPC,Brian Robinson,WAS,CLE,Sun  1:00pm ET,14,44.5,14,10,100%,87%,18,3,23.30,18.38,12.51
QB,CPC,Sam Darnold,MIN,NYJ,Sun  9:30am ET,6,40.5,13,3,68%,26%,2,2,22.50,20.82,12.93
DST,CPC,Jets,NYJ,@MIN,Sun  9:30am ET,12,40.5,4,19,100%,99%,2,2,6.00,8.50,10.50
QB,CPC,Drake Maye,NE,MIA,Sun  1:00pm ET,14,35.5,---,2,12%,1%,10,3,0.00,3.08,3.67
TE,CPC,Ja'Tavion Sanders,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,16,3%,1%,3,3,2.60,0.95,2.30
RB,CPC,JK Dobbins,LAC,BYE,,5,,28,,100%,73%,16,2,9.20,16.65,0.00
WR,CPC,Ladd McConkey,LAC,BYE,,5,,---,,65%,6%,5,3,15.70,9.90,0.00
RB,CPC,Tony Pollard,TEN,BYE,,5,,21,,99%,54%,48,2,20.80,15.07,0.00
WR,CPC,Tee Higgins,CIN,BAL,Sun  1:00pm ET,12,51,27,23,98%,60%,17,4,11.00,8.45,7.21
WR,CPC,Tyler Lockett,SEA,NYG,Sun  4:25pm ET,10,43.5,46,14,60%,18%,1,2,10.10,8.47,6.31
WR,CPC,Dontayvion Wicks,GB,@LAR,Sun  4:25pm ET,10,48,---,26,14%,2%,3,4,24.80,8.85,7.02
DST,CPC,Bengals,CIN,BAL,Sun  1:00pm ET,12,51,22,3,35%,24%,1,2,4.00,3.25,5.30
QB,DDD,Jacoby Brissett,NE,MIA,Sun  1:00pm ET,14,35.5,---,2,6%,1%,2,2,8.02,8.38,8.63
RB,DDD,De'Von Achane,MIA,@NE,Sun  1:00pm ET,6,35.5,12,14,100%,97%,79,2,2.90,15.55,12.21
RB,DDD,Kenneth Walker,SEA,NYG,Sun  4:25pm ET,10,43.5,19,15,100%,59%,76,2,36.60,29.25,11.80
WR,DDD,Zay Flowers,BAL,@CIN,Sun  1:00pm ET,14,51,21,15,99%,75%,21,4,2.00,7.62,8.01
WR,DDD,Malik Nabers,NYG,@SEA,Sun  4:25pm ET,11,43.5,6,6,98%,94%,30,3,16.50,19.25,10.72
TE,DDD,Mike Gesicki,CIN,BAL,Sun  1:00pm ET,12,51,12,31,83%,59%,1,2,0.00,5.65,5.71
RB,DDD,Bucky Irving,TB,@ATL,Thu  8:15pm ET,11,43.5,30,12,86%,16%,3,3,14.50,9.68,7.80
WR,DDD,Quentin Johnston,LAC,BYE,,5,,42,,79%,21%,1,2,2.30,9.90,0.00
QB,DDD,Deshaun Watson,CLE,@WAS,Sun  1:00pm ET,10,44.5,19,29,55%,17%,10,4,13.24,15.20,18.63
DST,DDD,Texans,HOU,BUF,Sun  1:00pm ET,14,47,7,2,95%,87%,1,2,3.00,6.75,7.50
QB,DDD,Jared Goff,DET,BYE,,5,,18,,93%,39%,71,2,27.38,16.27,0.00
WR,DDD,Adonai Mitchell,IND,@JAC,Sun  1:00pm ET,14,46,---,28,20%,1%,5,3,2.00,1.55,3.60
TE,DDD,Sam LaPorta,DET,BYE,,5,,8,,98%,48%,66,4,8.30,5.67,0.00
WR,DDD,Tank Dell,HOU,BUF,Sun  1:00pm ET,14,47,---,2,91%,5%,29,4,0.00,6.90,4.31
RB,DDD,Jahmyr Gibbs,DET,BYE,,5,,7,,100%,89%,102,4,24.80,20.02,0.00
RB,DDD,Tank Bigsby,JAC,IND,Sun  1:00pm ET,12,46,---,20,25%,1%,1,2,11.00,5.55,5.80
RB,DDD,Jaleel McLaughlin,DEN,LV,Sun  4:05pm ET,14,36.5,---,25,41%,2%,1,2,5.60,4.60,5.00
WR,DDD,Tim Patrick,DET,BYE,,5,,---,,2%,1%,1,2,7.20,3.40,0.00
QB,LBC,Anthony Richardson,IND,@JAC,Sun  1:00pm ET,14,46,15,32,95%,30%,161,2,7.24,14.06,10.34
RB,LBC,Travis Etienne,JAC,IND,Sun  1:00pm ET,12,46,17,20,100%,84%,66,2,9.00,13.05,10.60
RB,LBC,Rhamondre Stevenson,NE,MIA,Sun  1:00pm ET,14,35.5,25,27,100%,61%,27,3,6.20,12.78,9.80
WR,LBC,Brandon Aiyuk,SF,ARI,Sun  4:05pm ET,9,50.5,15,20,100%,87%,34,4,6.80,6.67,9.51
WR,LBC,Drake London,ATL,TB,Thu  8:15pm ET,12,43.5,19,5,100%,88%,36,4,8.40,10.25,10.22
TE,LBC,Brock Bowers,LV,@DEN,Sun  4:05pm ET,10,36.5,3,15,96%,83%,15,3,5.10,8.70,7.21
WR,LBC,Jaxon Smith-Njigba,SEA,NYG,Sun  4:25pm ET,10,43.5,31,14,92%,55%,5,4,8.10,8.65,6.41
WR,LBC,Michael Wilson,ARI,@SF,Sun  4:05pm ET,11,50.5,---,17,52%,31%,1,4,2.80,5.95,5.81
QB,LBC,Aaron Rodgers,NYJ,@MIN,Sun  9:30am ET,12,40.5,20,12,76%,25%,8,2,12.60,14.87,11.77
DST,LBC,Steelers,PIT,DAL,Sun  8:20pm ET,9,43,2,5,95%,85%,1,1,2.00,9.25,6.70
QB,LBC,Drew Lock,NYG,@SEA,Sun  4:25pm ET,11,43.5,---,10,1%,1%,1,2,0.00,0.00,0.38
WR,LBC,Devontez Walker,BAL,@CIN,Sun  1:00pm ET,14,51,---,15,1%,1%,3,3,0.00,0.00,1.50
TE,LBC,Trey McBride,ARI,@SF,Sun  4:05pm ET,11,50.5,---,6,95%,11%,21,4,0.00,7.40,4.21
WR,LBC,Jerry Jeudy,CLE,@WAS,Sun  1:00pm ET,10,44.5,41,32,75%,27%,1,4,11.20,9.43,7.71
RB,LBC,Raheem Mostert,MIA,@NE,Sun  1:00pm ET,6,35.5,---,14,88%,3%,15,2,0.00,2.90,6.50
WR,LBC,Michael Pittman,IND,@JAC,Sun  1:00pm ET,14,46,47,28,91%,28%,16,4,16.30,7.03,8.01
TE,LBC,Evan Engram,JAC,IND,Sun  1:00pm ET,12,46,---,30,75%,4%,6,3,0.00,0.50,3.91
QB,LBC,Bo Nix,DEN,LV,Sun  4:05pm ET,14,36.5,---,13,28%,3%,5,3,6.70,14.10,14.76
RB,LBC,Isiah Pacheco,KC,NO,Mon  8:15pm ET,6,42.5,---,11,95%,3%,68,3,0.00,16.95,0.00
QB,LC,Jalen Hurts,PHI,BYE,,5,,9,,100%,80%,180,2,22.32,20.88,0.00
RB,LC,Zach Charbonnet,SEA,NYG,Sun  4:25pm ET,10,43.5,38,15,95%,24%,4,4,7.40,15.78,7.71
RB,LC,James Conner,ARI,@SF,Sun  4:05pm ET,11,50.5,15,17,100%,95%,19,2,25.30,18.88,10.70
WR,LC,Allen Lazard,NYJ,@MIN,Sun  9:30am ET,12,40.5,35,30,62%,27%,1,2,8.80,12.90,6.31
WR,LC,Xavier Worthy,KC,NO,Mon  8:15pm ET,6,42.5,44,11,93%,31%,15,3,16.30,11.32,9.22
TE,LC,Dalton Schultz,HOU,BUF,Sun  1:00pm ET,14,47,13,19,57%,22%,3,2,5.40,3.05,3.81
WR,LC,DK Metcalf,SEA,NYG,Sun  4:25pm ET,10,43.5,9,14,100%,97%,31,4,12.40,14.40,10.42
WR,LC,Rashid Shaheed,NO,@KC,Mon  8:15pm ET,12,42.5,30,10,93%,49%,1,3,11.70,11.97,7.71
QB,LC,Patrick Mahomes,KC,NO,Mon  8:15pm ET,6,42.5,8,4,100%,92%,200,2,14.00,15.12,18.35
DST,LC,49ers,SF,ARI,Sun  4:05pm ET,9,50.5,1,12,99%,95%,1,3,24.00,10.50,9.50
RB,LC,Tyler Allgeier,ATL,TB,Thu  8:15pm ET,12,43.5,---,18,57%,4%,11,2,12.00,7.70,7.30
RB,LC,Jamaal Williams,NO,@KC,Mon  8:15pm ET,12,42.5,---,3,17%,1%,1,2,1.90,5.97,3.40
RB,LC,Jeff Wilson,MIA,@NE,Sun  1:00pm ET,6,35.5,---,14,12%,1%,1,2,0.00,1.55,2.50
WR,LC,Xavier Legette,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,8,31%,7%,5,3,18.60,7.33,6.11
TE,LC,Ben Sinnott,WAS,CLE,Sun  1:00pm ET,14,44.5,---,17,8%,1%,3,3,0.00,0.00,1.10
WR,LC,DeAndre Hopkins,TEN,BYE,,5,,---,,71%,15%,11,2,4.10,6.03,0.00
TE,LC,Juwan Johnson,NO,@KC,Mon  8:15pm ET,12,42.5,---,32,19%,7%,1,2,1.30,2.73,4.81
QB,LC,Gardner Minshew,LV,@DEN,Sun  4:05pm ET,10,36.5,---,7,16%,2%,1,2,5.20,10.99,10.25
RB,LC,Jaylen Warren,PIT,DAL,Sun  8:20pm ET,9,43,---,31,67%,2%,11,4,0.00,4.20,6.10
QB,MB,Kyler Murray,ARI,@SF,Sun  4:05pm ET,11,50.5,2,9,99%,90%,51,2,9.98,18.62,15.30
RB,MB,Aaron Jones,MIN,NYJ,Sun  9:30am ET,6,40.5,10,9,100%,88%,14,2,20.90,19.35,9.00
RB,MB,Bijan Robinson,ATL,TB,Thu  8:15pm ET,12,43.5,8,18,100%,99%,143,3,10.40,15.47,13.30
WR,MB,Marvin Harrison,ARI,@SF,Sun  4:05pm ET,11,50.5,7,17,100%,98%,45,3,13.50,15.07,9.62
WR,MB,Amon-Ra St Brown,DET,BYE,,5,,8,,100%,89%,93,4,16.78,13.87,0.00
TE,MB,Travis Kelce,KC,NO,Mon  8:15pm ET,6,42.5,6,20,100%,92%,47,2,10.90,5.47,10.01
RB,MB,Cam Akers,HOU,BUF,Sun  1:00pm ET,14,47,27,32,80%,52%,1,2,6.30,6.57,5.40
WR,MB,Tutu Atwell,LAR,GB,Sun  4:25pm ET,6,48,43,27,41%,23%,1,2,12.20,8.07,8.21
QB,MB,Matthew Stafford,LAR,GB,Sun  4:25pm ET,6,48,---,17,55%,8%,21,2,4.96,9.78,13.60
DST,MB,Buccaneers,TB,@ATL,Thu  8:15pm ET,11,43.5,---,13,30%,15%,1,2,12.00,6.25,6.80
RB,MB,Isaac Guerendo,SF,ARI,Sun  4:05pm ET,9,50.5,---,29,13%,1%,3,3,-2.00,-0.03,4.10
WR,MB,Cooper Kupp,LAR,GB,Sun  4:25pm ET,6,48,---,27,100%,2%,33,2,0.00,14.85,0.00
WR,MB,Josh Palmer,LAC,BYE,,5,,---,,32%,1%,1,2,5.60,3.67,0.00
RB,MB,Zamir White,LV,@DEN,Sun  4:05pm ET,10,36.5,35,8,83%,15%,16,2,4.00,4.20,7.20
RB,MB,Ty Chandler,MIN,NYJ,Sun  9:30am ET,6,40.5,42,9,62%,4%,4,2,1.30,5.50,5.30
RB,MB,Ray Davis,BUF,@HOU,Sun  1:00pm ET,12,47,---,7,44%,2%,1,4,2.10,5.25,5.00
RB,MB,Khalil Herbert,CHI,CAR,Sun  1:00pm ET,7,42.5,---,30,22%,1%,2,2,0.00,2.75,4.70
QB,MB,Will Levis,TEN,BYE,,5,,---,,18%,3%,9,4,0.50,9.81,0.00
QB,MB,Bryce Young,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,1,8%,1%,10,3,0.00,6.30,0.68
QB,NBB,Josh Allen,BUF,@HOU,Sun  1:00pm ET,12,47,1,25,100%,99%,199,3,9.30,22.54,22.71
RB,NBB,Gus Edwards,LAC,BYE,,5,,48,,58%,3%,4,2,2.90,3.62,0.00
RB,NBB,D'Andre Swift,CHI,CAR,Sun  1:00pm ET,7,42.5,36,30,94%,34%,39,2,27.50,10.72,9.40
WR,NBB,Mike Evans,TB,@ATL,Thu  8:15pm ET,11,43.5,12,13,100%,91%,43,2,21.40,13.10,10.22
WR,NBB,Terry McLaurin,WAS,CLE,Sun  1:00pm ET,14,44.5,26,19,97%,76%,12,2,15.20,10.28,8.72
TE,NBB,Dallas Goedert,PHI,BYE,,5,,2,,96%,83%,4,2,7.20,9.53,0.00
WR,NBB,Chris Godwin,TB,@ATL,Thu  8:15pm ET,11,43.5,10,13,99%,92%,3,2,10.90,17.80,8.61
WR,NBB,Jayden Reed,GB,@LAR,Sun  4:25pm ET,10,48,23,26,98%,72%,8,4,26.10,18.68,13.31
QB,NBB,Trevor Lawrence,JAC,IND,Sun  1:00pm ET,12,46,---,30,62%,12%,65,4,15.26,13.31,17.77
DST,NBB,Bills,BUF,@HOU,Sun  1:00pm ET,12,47,13,22,87%,60%,4,2,2.00,11.75,6.90
RB,NBB,Blake Corum,LAR,GB,Sun  4:25pm ET,6,48,---,16,45%,1%,5,3,0.00,1.20,0.80
RB,NBB,Will Shipley,PHI,BYE,,5,,---,,4%,1%,3,3,0.00,0.00,0.00
WR,NBB,Brian Thomas,JAC,IND,Sun  1:00pm ET,12,46,34,24,91%,36%,10,3,21.90,13.70,9.72
TE,NBB,Kyle Pitts,ATL,TB,Thu  8:15pm ET,12,43.5,7,10,94%,66%,16,2,0.00,5.12,5.71
RB,NBB,Nick Chubb,CLE,@WAS,Sun  1:00pm ET,10,44.5,---,26,96%,2%,41,1,0.00,0.00,7.20
WR,NBB,Jameson Williams,DET,BYE,,5,,24,,96%,47%,5,2,16.00,13.43,0.00
WR,NBB,Gabe Davis,JAC,IND,Sun  1:00pm ET,12,46,---,24,32%,5%,2,2,0.00,4.58,7.81
TE,NBB,David Njoku,CLE,@WAS,Sun  1:00pm ET,10,44.5,---,4,78%,6%,10,2,0.00,5.40,7.41
WR,NBB,Khalil Shakir,BUF,@HOU,Sun  1:00pm ET,12,47,32,25,91%,54%,14,4,7.20,11.55,9.01
QB,PCP,Joe Burrow,CIN,BAL,Sun  1:00pm ET,12,51,4,16,100%,89%,93,2,17.28,18.23,16.93
RB,PCP,Braelon Allen,NYJ,@MIN,Sun  9:30am ET,12,40.5,31,1,87%,28%,3,3,8.60,10.43,6.50
RB,PCP,Rico Dowdle,DAL,@PIT,Sun  8:20pm ET,7,43,33,4,82%,20%,5,2,16.10,9.20,9.71
WR,PCP,CeeDee Lamb,DAL,@PIT,Sun  8:20pm ET,7,43,2,12,100%,100%,126,4,19.60,14.47,13.11
WR,PCP,Garrett Wilson,NYJ,@MIN,Sun  9:30am ET,12,40.5,25,30,100%,79%,34,4,4.10,8.90,7.51
TE,PCP,Pat Freiermuth,PIT,DAL,Sun  8:20pm ET,9,43,17,7,73%,42%,3,2,13.70,7.40,6.71
WR,PCP,Rashee Rice,KC,NO,Mon  8:15pm ET,6,42.5,5,11,99%,86%,6,4,0.00,14.22,0.00
RB,PCP,Kyren Williams,LAR,GB,Sun  4:25pm ET,6,48,4,16,100%,99%,96,2,22.40,22.65,15.01
QB,PCP,Geno Smith,SEA,NYG,Sun  4:25pm ET,10,43.5,12,14,72%,30%,3,1,25.60,19.22,16.19
DST,PCP,Ravens,BAL,@CIN,Sun  1:00pm ET,14,51,15,10,87%,48%,7,4,9.00,6.75,7.80
RB,PCP,Trey Benson,ARI,@SF,Sun  4:05pm ET,11,50.5,---,17,61%,2%,5,3,8.00,3.58,4.20
RB,PCP,Ezekiel Elliott,DAL,@PIT,Sun  8:20pm ET,7,43,43,4,72%,11%,3,2,2.40,5.92,5.00
WR,PCP,AJ Brown,PHI,BYE,,5,,---,,100%,3%,79,3,0.00,22.90,0.00
TE,PCP,TJ Hockenson,MIN,NYJ,Sun  9:30am ET,6,40.5,---,2,67%,1%,7,4,0.00,0.00,2.30
WR,PCP,Keon Coleman,BUF,@HOU,Sun  1:00pm ET,12,47,---,25,66%,6%,10,3,7.10,5.90,6.01
QB,PCP,Daniel Jones,NYG,@SEA,Sun  4:25pm ET,11,43.5,22,10,20%,7%,1,4,10.54,14.31,13.33
TE,PCP,Luke Musgrave,GB,@LAR,Sun  4:25pm ET,10,48,---,26,15%,2%,3,4,2.30,0.80,3.30
RB,PCP,Dameon Pierce,HOU,BUF,Sun  1:00pm ET,14,47,---,32,8%,1%,3,2,0.00,2.60,2.10
RB,PCP,Tyjae Spears,TEN,BYE,,5,,37,,65%,6%,7,2,12.90,8.07,0.00
QB,PP,Brock Purdy,SF,ARI,Sun  4:05pm ET,9,50.5,11,28,97%,55%,68,2,16.62,18.18,21.07
RB,PP,Josh Jacobs,GB,@LAR,Sun  4:25pm ET,10,48,20,28,100%,83%,50,3,9.80,13.03,11.20
RB,PP,David Montgomery,DET,BYE,,5,,13,,100%,78%,42,2,18.00,20.12,0.00
WR,PP,Amari Cooper,CLE,@WAS,Sun  1:00pm ET,10,44.5,14,32,99%,84%,11,3,5.50,8.70,9.62
WR,PP,Calvin Ridley,TEN,BYE,,5,,28,,96%,47%,4,4,2.50,8.78,0.00
TE,PP,Mark Andrews,BAL,@CIN,Sun  1:00pm ET,14,51,9,8,95%,53%,32,2,0.00,2.88,5.41
WR,PP,Jauan Jennings,SF,ARI,Sun  4:05pm ET,9,50.5,---,20,87%,49%,7,2,11.80,17.35,8.81
RB,PP,Devin Singletary,NYG,@SEA,Sun  4:25pm ET,11,43.5,23,19,98%,69%,3,2,7.80,13.07,9.70
QB,PP,Andy Dalton,CAR,@CHI,Sun  1:00pm ET,11,42.5,21,1,26%,11%,10,2,16.70,13.82,10.78
DST,PP,Chiefs,KC,NO,Mon  8:15pm ET,6,42.5,3,16,89%,75%,1,2,7.00,7.50,6.80
QB,PP,Justin Herbert,LAC,BYE,,5,,---,,65%,3%,72,3,12.16,10.88,0.00
WR,PP,Davante Adams,LV,@DEN,Sun  4:05pm ET,10,36.5,---,3,100%,8%,16,3,0.00,12.30,0.00
WR,PP,Wan'Dale Robinson,NYG,@SEA,Sun  4:25pm ET,11,43.5,48,6,29%,11%,5,2,9.10,9.45,5.91
WR,PP,Malachi Corley,NYJ,@MIN,Sun  9:30am ET,12,40.5,---,30,4%,1%,3,3,0.00,0.13,3.10
TE,PP,Isaiah Likely,BAL,@CIN,Sun  1:00pm ET,14,51,10,8,84%,33%,7,3,3.60,7.67,6.41
QB,PP,Kirk Cousins,ATL,TB,Thu  8:15pm ET,12,43.5,24,31,67%,14%,11,2,7.52,10.64,14.54
WR,PP,Romeo Doubs,GB,@LAR,Sun  4:25pm ET,10,48,---,26,49%,6%,7,3,6.90,6.47,6.61
RB,PP,MarShawn Lloyd,GB,@LAR,Sun  4:25pm ET,10,48,---,28,26%,1%,5,3,0.00,1.80,0.00
WR,PP,Courtland Sutton,DEN,LV,Sun  4:05pm ET,14,36.5,---,18,72%,11%,3,4,15.00,9.05,8.22
QB,PP,JJ McCarthy,MIN,NYJ,Sun  9:30am ET,6,40.5,---,3,6%,1%,35,3,0.00,0.00,0.00
RB,PP,Christian McCaffrey,SF,ARI,Sun  4:05pm ET,9,50.5,---,29,100%,3%,102,3,0.00,0.00,0.00
QB,RR,CJ Stroud,HOU,BUF,Sun  1:00pm ET,14,47,6,11,99%,88%,133,2,25.50,17.09,15.53
RB,RR,Najee Harris,PIT,DAL,Sun  8:20pm ET,9,43,22,31,100%,71%,20,2,11.30,10.80,8.90
RB,RR,Rachaad White,TB,@ATL,Thu  8:15pm ET,11,43.5,29,12,98%,52%,52,2,14.40,8.70,9.40
WR,RR,Justin Jefferson,MIN,NYJ,Sun  9:30am ET,6,40.5,1,9,100%,100%,111,2,18.50,18.45,10.41
WR,RR,Diontae Johnson,CAR,@CHI,Sun  1:00pm ET,11,42.5,11,8,96%,74%,4,3,18.30,12.22,9.21
"QB,TE",RR,Taysom Hill,NO,@KC,Mon  8:15pm ET,12,42.5,23,32,42%,10%,1,2,18.40,9.63,5.58
TE,RR,Hunter Henry,NE,MIA,Sun  1:00pm ET,14,35.5,18,9,49%,20%,1,2,2.20,6.20,5.81
WR,RR,George Pickens,PIT,DAL,Sun  8:20pm ET,9,43,16,16,99%,73%,23,3,12.30,9.60,8.51
QB,RR,Baker Mayfield,TB,@ATL,Thu  8:15pm ET,11,43.5,10,20,89%,32%,9,3,30.88,22.96,16.01
DST,RR,Browns,CLE,@WAS,Sun  1:00pm ET,10,44.5,5,1,92%,81%,1,2,11.00,7.25,8.80
QB,RR,Tua Tagovailoa,MIA,@NE,Sun  1:00pm ET,6,35.5,---,18,51%,1%,50,2,0.00,13.56,0.00
RB,RR,Joe Mixon,HOU,BUF,Sun  1:00pm ET,14,47,---,32,100%,10%,50,2,0.00,20.40,8.60
WR,RR,Jordan Addison,MIN,NYJ,Sun  9:30am ET,6,40.5,40,9,76%,16%,5,4,23.90,14.70,7.71
WR,RR,Luke McCaffrey,WAS,CLE,Sun  1:00pm ET,14,44.5,---,19,12%,1%,1,2,2.70,2.98,4.50
WR,RR,Jalen McMillan,TB,@ATL,Thu  8:15pm ET,11,43.5,---,13,9%,1%,3,3,0.00,4.97,4.01
WR,RR,Adam Thielen,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,8,22%,1%,1,2,0.00,7.30,0.00
WR,RR,Mike Williams,NYJ,@MIN,Sun  9:30am ET,12,40.5,---,30,31%,2%,1,2,9.70,4.50,4.00
QB,RR,Michael Penix,ATL,TB,Thu  8:15pm ET,12,43.5,---,31,8%,1%,5,3,0.00,0.00,0.28
RB,RR,Jonathon Brooks,CAR,@CHI,Sun  1:00pm ET,11,42.5,---,23,85%,1%,20,3,0.00,0.00,5.30
QB,SBS,Jayden Daniels,WAS,CLE,Sun  1:00pm ET,14,44.5,5,8,98%,80%,40,3,27.02,27.92,20.49
RB,SBS,Chuba Hubbard,CAR,@CHI,Sun  1:00pm ET,11,42.5,16,23,96%,76%,2,2,25.10,18.00,7.20
RB,SBS,Jonathan Taylor,IND,@JAC,Sun  1:00pm ET,14,46,11,24,100%,92%,101,2,21.80,22.65,0.00
WR,SBS,Stefon Diggs,HOU,BUF,Sun  1:00pm ET,14,47,20,2,100%,93%,39,2,18.50,14.51,8.41
WR,SBS,Christian Kirk,JAC,IND,Sun  1:00pm ET,12,46,37,24,90%,50%,5,4,16.10,8.25,10.62
