SznPlPos,PlPos,SznLgTrf,LgTrf,Season,TrfLg,TRUFFLE,Logo,Award,Div,Winner,Pos,Value,Image
2020_ClarkstonChuckers_,ClarkstonChuckers_,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,https://ik.imagekit.io/rmaxsm/Awards%20Logos/RFS.png?updatedAt=1741072371985,Champion,MI,Clarkston Chuckers,,8-5,
2020_GrandvilleFlamingos_,GrandvilleFlamingos_,2020_TRUFFLE_GF,TRUFFLE_GF,2020,TRUFFLE,GF,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCup.png?updatedAt=1741072375029,Bench Cup Champion,CH+,Grandville Flamingos,,7-6,
2020_MidwayMonsters_,MidwayMonsters_,2020_TRUFFLE_MWM,TRUFFLE_MWM,2020,TRUFFLE,MWM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/2nd.png?updatedAt=1748805817095,2nd Place,OT,Midway Monsters,,11-2,
2020_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2020_TRUFFLE_FRR,TRUFFLE_FRR,2020,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/3rd.png?updatedAt=1748805842541,3rd Place,GOB,Frankfurt Roadrunners,,9-4,
2020_MidwayMonsters_,MidwayMonsters_,2020_TRUFFLE_MWM,TRUFFLE_MWM,2020,TRUFFLE,MWM,https://ik.imagekit.io/rmaxsm/tD%20Logos/HighScore.png?updatedAt=1741568471038,Regular Season 1 Seed,OT,Midway Monsters,,11-2,
2020_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2020_TRUFFLE_FRR,TRUFFLE_FRR,2020,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,GOB,Frankfurt Roadrunners,,9-4,
2020_GrandvilleFlamingos_,GrandvilleFlamingos_,2020_TRUFFLE_GF,TRUFFLE_GF,2020,TRUFFLE,GF,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,CH+,Grandville Flamingos,,7-6,
2020_ClarkstonChuckers_,ClarkstonChuckers_,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,MI,Clarkston Chuckers,,8-5,
2020_MidwayMonsters_,MidwayMonsters_,2020_TRUFFLE_MWM,TRUFFLE_MWM,2020,TRUFFLE,MWM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,OT,Midway Monsters,,11-2,
2020_NaplesNordiques_,NaplesNordiques_,2020_TRUFFLE_NN,TRUFFLE_NN,2020,TRUFFLE,NN,https://ik.imagekit.io/rmaxsm/tD%20Logos/AvgScore.png?updatedAt=1741568470956,Consolation Winner,,Naples Nordiques,,7-6,
2020_MikeBaker_,MikeBaker_,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Exec.png?updatedAt=1741072377136,Executive of the Year,,Mike Baker,,,
2020_DalvinCook_RB,DalvinCook_RB,2020_TRUFFLE_MWM,TRUFFLE_MWM,2020,TRUFFLE,MWM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/MVP.png?updatedAt=1741072374050,Most Valuable Player,,Dalvin Cook,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/dcook.png?updatedAt=1741074420739
2020_JustinJefferson_WR,JustinJefferson_WR,2020_TRUFFLE_NN,TRUFFLE_NN,2020,TRUFFLE,NN,https://ik.imagekit.io/rmaxsm/Awards%20Logos/ROY.png?updatedAt=1741072373025,Rookie of the Year,,Justin Jefferson,WR,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/jjefferson.png?updatedAt=1741074425069
2020_AlvinKamara_RB,AlvinKamara_RB,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,https://ik.imagekit.io/rmaxsm/Awards%20Logos/PlayoffsMVP.png?updatedAt=1741072373565,Playoff MVP,,Alvin Kamara,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/akamara.png?updatedAt=1741074420936
2020_JalenHurts_QB,JalenHurts_QB,2020_TRUFFLE_MCM,TRUFFLE_MCM,2020,TRUFFLE,MCM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCupMVP.png?updatedAt=1741072377903,Bench Cup MVP,,Jalen Hurts,QB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/jhurts.png?updatedAt=1741074424026
2020_Le'VeonBell_RB,Le'VeonBell_RB,2020_TRUFFLE_ELP,TRUFFLE_ELP,2020,TRUFFLE,ELP,https://ik.imagekit.io/rmaxsm/Awards%20Logos/LVP.png?updatedAt=1741072378261,Least Valuable Player,,Le'Veon Bell,RB,$48,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/lbell.png?updatedAt=1741074426907
2020_JamesRobinson_RB,JamesRobinson_RB,2020_TRUFFLE_MWM,TRUFFLE_MWM,2020,TRUFFLE,MWM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Waiver.png?updatedAt=1741072372597,Waiver Wire Pickup,,James Robinson,RB,$4,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/jrobinson.png?updatedAt=1741074426477
2020_DarrenWaller_TE,DarrenWaller_TE,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,https://ik.imagekit.io/rmaxsm/Awards%20Logos/FreeAgent.png?updatedAt=1748807451747,Best Free Agent Auction Signing,,Darren Waller,TE,$24,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/dwaller.png?updatedAt=1741074423475
2020_JoshAllen_QB,JoshAllen_QB,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,,1stTm,,Josh Allen,QB,QB,
2020_DerrickHenry_RB,DerrickHenry_RB,2020_TRUFFLE_VD,TRUFFLE_VD,2020,TRUFFLE,VD,,1stTm,,Derrick Henry,RB,RB*,
2020_DalvinCook_RB,DalvinCook_RB,2020_TRUFFLE_MWM,TRUFFLE_MWM,2020,TRUFFLE,MWM,,1stTm,,Dalvin Cook,RB,RB,
2020_DavanteAdams_WR,DavanteAdams_WR,2020_TRUFFLE_VD,TRUFFLE_VD,2020,TRUFFLE,VD,,1stTm,,Davante Adams,WR,WR,
2020_TyreekHill_WR,TyreekHill_WR,2020_TRUFFLE_ELP,TRUFFLE_ELP,2020,TRUFFLE,ELP,,1stTm,,Tyreek Hill,WR,WR,
2020_StefonDiggs_WR,StefonDiggs_WR,2020_TRUFFLE_NN,TRUFFLE_NN,2020,TRUFFLE,NN,,1stTm,,Stefon Diggs,WR,WR,
2020_TravisKelce_TE,TravisKelce_TE,2020_TRUFFLE_CRB,TRUFFLE_CRB,2020,TRUFFLE,CRB,,1stTm,,Travis Kelce,TE,TE,
2020_DKMetcalf_WR,DKMetcalf_WR,2020_TRUFFLE_FRR,TRUFFLE_FRR,2020,TRUFFLE,FRR,,1stTm,,DK Metcalf,WR,FL,
2020_KylerMurray_QB,KylerMurray_QB,2020_TRUFFLE_NN,TRUFFLE_NN,2020,TRUFFLE,NN,,1stTm,,Kyler Murray,QB,SF,
2020_PatrickMahomes_QB,PatrickMahomes_QB,2020_TRUFFLE_FRR,TRUFFLE_FRR,2020,TRUFFLE,FRR,,2ndTm,,Patrick Mahomes,QB,QB,
2020_AlvinKamara_RB,AlvinKamara_RB,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,,2ndTm,,Alvin Kamara,RB,RB,
2020_JamesRobinson_RB,JamesRobinson_RB,2020_TRUFFLE_FRR,TRUFFLE_FRR,2020,TRUFFLE,FRR,,2ndTm,,James Robinson,RB,RB,
2020_DeAndreHopkins_WR,DeAndreHopkins_WR,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,,2ndTm,,DeAndre Hopkins,WR,WR,
2020_JustinJefferson_WR,JustinJefferson_WR,2020_TRUFFLE_NN,TRUFFLE_NN,2020,TRUFFLE,NN,,2ndTm,,Justin Jefferson,WR,WR,
2020_CalvinRidley_WR,CalvinRidley_WR,2020_TRUFFLE_NN,TRUFFLE_NN,2020,TRUFFLE,NN,,2ndTm,,Calvin Ridley,WR,WR,
2020_DarrenWaller_TE,DarrenWaller_TE,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,,2ndTm,,Darren Waller,TE,TE,
2020_JonathanTaylor_RB,JonathanTaylor_RB,2020_TRUFFLE_CC,TRUFFLE_CC,2020,TRUFFLE,CC,,2ndTm,,Jonathan Taylor,RB,FL,
2020_AaronRodgers_QB,AaronRodgers_QB,2020_TRUFFLE_ELP,TRUFFLE_ELP,2020,TRUFFLE,ELP,,2ndTm,,Aaron Rodgers,QB,SF,
2019_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2019_TRUFFLE_FRR,TRUFFLE_FRR,2019,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/RFS.png?updatedAt=1741072371985,Champion,YG,Frankfurt Roadrunners,,13-0,
2019_-_,-_,2019_TRUFFLE_-,TRUFFLE_-,2019,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCup.png?updatedAt=1741072375029,Bench Cup Champion,,-,,-,
2019_AnnArborHarts_,AnnArborHarts_,2019_TRUFFLE_AAH,TRUFFLE_AAH,2019,TRUFFLE,AAH,https://ik.imagekit.io/rmaxsm/Awards%20Logos/2nd.png?updatedAt=1748805817095,2nd Place,OT,Ann Arbor Harts,,9-4,
2019_MidwayMonsters_,MidwayMonsters_,2019_TRUFFLE_,TRUFFLE_,2019,TRUFFLE,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/3rd.png?updatedAt=1748805842541,3rd Place,OT,Midway Monsters,,6-7,
2019_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2019_TRUFFLE_,TRUFFLE_,2019,TRUFFLE,,https://ik.imagekit.io/rmaxsm/tD%20Logos/HighScore.png?updatedAt=1741568471038,Regular Season 1 Seed,YG,Frankfurt Roadrunners,,13-0,
2019_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2019_TRUFFLE_,TRUFFLE_,2019,TRUFFLE,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,YG,Frankfurt Roadrunners,,13-0,
2019_AnnArborHarts_,AnnArborHarts_,2019_TRUFFLE_,TRUFFLE_,2019,TRUFFLE,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,OT,Ann Arbor Harts,,9-4,
2019_AlexandriaIgloos_,AlexandriaIgloos_,2019_TRUFFLE_AFL,TRUFFLE_AFL,2019,TRUFFLE,AFL,https://ik.imagekit.io/rmaxsm/tD%20Logos/AvgScore.png?updatedAt=1741568470956,Consolation Winner,YG,Alexandria Igloos,,2-11,
2019_AlecDriesenga_,AlecDriesenga_,2019_TRUFFLE_AAH,TRUFFLE_AAH,2019,TRUFFLE,AAH,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Exec.png?updatedAt=1741072377136,Executive of the Year,,Alec Driesenga,,,
2019_ChristianMcCaffrey_RB,ChristianMcCaffrey_RB,2019_TRUFFLE_FRR,TRUFFLE_FRR,2019,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/MVP.png?updatedAt=1741072374050,Most Valuable Player,,Christian McCaffrey,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/cmccaffreyold.png?updatedAt=1741074420949
2019_JoshJacobs_RB,JoshJacobs_RB,2019_TRUFFLE_AAH,TRUFFLE_AAH,2019,TRUFFLE,AAH,https://ik.imagekit.io/rmaxsm/Awards%20Logos/ROY.png?updatedAt=1741072373025,Rookie of the Year,,Josh Jacobs,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/jjacobsold.png?updatedAt=1741074423947
2019_ChristianMcCaffrey_RB,ChristianMcCaffrey_RB,2019_TRUFFLE_FRR,TRUFFLE_FRR,2019,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/PlayoffsMVP.png?updatedAt=1741072373565,Playoff MVP,,Christian McCaffrey,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/cmccaffreyold.png?updatedAt=1741074420949
2019_-_,-_,2019_TRUFFLE_-,TRUFFLE_-,2019,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCupMVP.png?updatedAt=1741072377903,Bench Cup MVP,,-,,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/NA.png?updatedAt=1741074428800
2019_AntonioBrown_WR,AntonioBrown_WR,2019_TRUFFLE_MCM,TRUFFLE_MCM,2019,TRUFFLE,MCM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/LVP.png?updatedAt=1741072378261,Least Valuable Player,,Antonio Brown,WR,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/abrownold.png?updatedAt=1741074420751
2019_DarrenWaller_TE,DarrenWaller_TE,2019_TRUFFLE_-,TRUFFLE_-,2019,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Waiver.png?updatedAt=1741072372597,Waiver Wire Pickup,,Darren Waller,TE,$6,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/dwaller.png?updatedAt=1741074423475
2019_-_,-_,2019_TRUFFLE_-,TRUFFLE_-,2019,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/FreeAgent.png?updatedAt=1748807451747,Best Free Agent Auction Signing,,-,,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/NA.png?updatedAt=1741074428800
2019_LamarJackson_QB,LamarJackson_QB,2019_TRUFFLE_SBP,TRUFFLE_SBP,2019,TRUFFLE,SBP,,1stTm,,Lamar Jackson,QB,QB,
2019_ChristianMcCaffrey_RB,ChristianMcCaffrey_RB,2019_TRUFFLE_FRR,TRUFFLE_FRR,2019,TRUFFLE,FRR,,1stTm,,Christian McCaffrey,RB,RB,
2019_DerrickHenry_RB,DerrickHenry_RB,2019_TRUFFLE_VT,TRUFFLE_VT,2019,TRUFFLE,VT,,1stTm,,Derrick Henry,RB,RB,
2019_MichaelThomas_WR,MichaelThomas_WR,2019_TRUFFLE_VT,TRUFFLE_VT,2019,TRUFFLE,VT,,1stTm,,Michael Thomas,WR,WR,
2019_ChrisGodwin_WR,ChrisGodwin_WR,2019_TRUFFLE_AAH,TRUFFLE_AAH,2019,TRUFFLE,AAH,,1stTm,,Chris Godwin,WR,WR,
2019_JulioJones_WR,JulioJones_WR,2019_TRUFFLE_FRR,TRUFFLE_FRR,2019,TRUFFLE,FRR,,1stTm,,Julio Jones,WR,WR,
2019_TravisKelce_TE,TravisKelce_TE,2019_TRUFFLE_CRB,TRUFFLE_CRB,2019,TRUFFLE,CRB,,1stTm,,Travis Kelce,TE,TE,
2019_EzekielEliott_RB,EzekielEliott_RB,2019_TRUFFLE_CRB,TRUFFLE_CRB,2019,TRUFFLE,CRB,,1stTm,,Ezekiel Eliott,RB,FL,
2019_DakPrescott_QB,DakPrescott_QB,2019_TRUFFLE_MCM,TRUFFLE_MCM,2019,TRUFFLE,MCM,,1stTm,,Dak Prescott,QB,SF,
2019_DeshaunWatson_QB,DeshaunWatson_QB,2019_TRUFFLE_SBP,TRUFFLE_SBP,2019,TRUFFLE,SBP,,2ndTm,,Deshaun Watson,QB,QB,
2019_AaronJones_RB,AaronJones_RB,2019_TRUFFLE_MWM,TRUFFLE_MWM,2019,TRUFFLE,MWM,,2ndTm,,Aaron Jones,RB,RB,
2019_DalvinCook_RB,DalvinCook_RB,2019_TRUFFLE_FRR,TRUFFLE_FRR,2019,TRUFFLE,FRR,,2ndTm,,Dalvin Cook,RB,RB,
2019_DeAndreHopkins_WR,DeAndreHopkins_WR,2019_TRUFFLE_MCM,TRUFFLE_MCM,2019,TRUFFLE,MCM,,2ndTm,,DeAndre Hopkins,WR,WR,
2019_KennyGolladay_WR,KennyGolladay_WR,2019_TRUFFLE_CRB,TRUFFLE_CRB,2019,TRUFFLE,CRB,,2ndTm,,Kenny Golladay,WR,WR,
2019_CooperKupp_WR,CooperKupp_WR,2019_TRUFFLE_MCM,TRUFFLE_MCM,2019,TRUFFLE,MCM,,2ndTm,,Cooper Kupp,WR,WR,
2019_GeorgeKittle_TE,GeorgeKittle_TE,2019_TRUFFLE_AFL,TRUFFLE_AFL,2019,TRUFFLE,AFL,,2ndTm,,George Kittle,TE,TE,
2019_NickChubb_RB,NickChubb_RB,2019_TRUFFLE_AAH,TRUFFLE_AAH,2019,TRUFFLE,AAH,,2ndTm,,Nick Chubb,RB,FL,
2019_RussellWilson_QB,RussellWilson_QB,2019_TRUFFLE_VT,TRUFFLE_VT,2019,TRUFFLE,VT,,2ndTm,,Russell Wilson,QB,SF,
2018_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/RFS.png?updatedAt=1741072371985,Champion,YG,Frankfurt Roadrunners,,9-4,
2018_-_,-_,2018_TRUFFLE_-,TRUFFLE_-,2018,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCup.png?updatedAt=1741072375029,Bench Cup Champion,,-,,-,
2018_MidwayMonsters_,MidwayMonsters_,2018_TRUFFLE_MWM,TRUFFLE_MWM,2018,TRUFFLE,MWM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/2nd.png?updatedAt=1748805817095,2nd Place,OT,Midway Monsters,,8-5,
2018_CypressRidgeBlossoms_,CypressRidgeBlossoms_,2018_TRUFFLE_CRB,TRUFFLE_CRB,2018,TRUFFLE,CRB,https://ik.imagekit.io/rmaxsm/Awards%20Logos/3rd.png?updatedAt=1748805842541,3rd Place,OT,Cypress Ridge Blossoms,,9-4,
2018_VirginiaTigers_,VirginiaTigers_,2018_TRUFFLE_VT,TRUFFLE_VT,2018,TRUFFLE,VT,https://ik.imagekit.io/rmaxsm/tD%20Logos/HighScore.png?updatedAt=1741568471038,Regular Season 1 Seed,YG,Virginia Tigers,,10-3,
2018_VirginiaTigers_,VirginiaTigers_,2018_TRUFFLE_VT,TRUFFLE_VT,2018,TRUFFLE,VT,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,YG,Virginia Tigers,,10-3,
2018_CypressRidgeBlossoms_,CypressRidgeBlossoms_,2018_TRUFFLE_CRB,TRUFFLE_CRB,2018,TRUFFLE,CRB,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,OT,Cypress Ridge Blossoms,,9-4,
2018_SouthBeachPapis_,SouthBeachPapis_,2018_TRUFFLE_SBP,TRUFFLE_SBP,2018,TRUFFLE,SBP,https://ik.imagekit.io/rmaxsm/tD%20Logos/AvgScore.png?updatedAt=1741568470956,Consolation Winner,YG,South Beach Papis,,3-10,
2018_MaxSmith_,MaxSmith_,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Exec.png?updatedAt=1741072377136,Executive of the Year,,Max Smith,,,
2018_PatrickMahomes_QB,PatrickMahomes_QB,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/MVP.png?updatedAt=1741072374050,Most Valuable Player,,Patrick Mahomes,QB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/pmahomesold.png?updatedAt=1741074429884
2018_SaquonBarkley_RB,SaquonBarkley_RB,2018_TRUFFLE_SBP,TRUFFLE_SBP,2018,TRUFFLE,SBP,https://ik.imagekit.io/rmaxsm/Awards%20Logos/ROY.png?updatedAt=1741072373025,Rookie of the Year,,Saquon Barkley,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/sbarkleyold.png?updatedAt=1741074430514
2018_ChristianMcCaffrey_RB,ChristianMcCaffrey_RB,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/PlayoffsMVP.png?updatedAt=1741072373565,Playoff MVP,,Christian McCaffrey,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/cmccaffreyold.png?updatedAt=1741074420949
2018_-_,-_,2018_TRUFFLE_-,TRUFFLE_-,2018,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCupMVP.png?updatedAt=1741072377903,Bench Cup MVP,,-,,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/NA.png?updatedAt=1741074428800
2018_Le'VeonBell_RB,Le'VeonBell_RB,2018_TRUFFLE_VD,TRUFFLE_VD,2018,TRUFFLE,VD,https://ik.imagekit.io/rmaxsm/Awards%20Logos/LVP.png?updatedAt=1741072378261,Least Valuable Player,,Le'Veon Bell,RB,,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/lbellold.png?updatedAt=1741074427099
2018_PhillipLindsay_RB,PhillipLindsay_RB,2018_TRUFFLE_-,TRUFFLE_-,2018,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Waiver.png?updatedAt=1741072372597,Waiver Wire Pickup,,Phillip Lindsay,RB,$17,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/plindsay.png?updatedAt=1748816040321
2018_-_,-_,2018_TRUFFLE_-,TRUFFLE_-,2018,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/FreeAgent.png?updatedAt=1748807451747,Best Free Agent Auction Signing,,-,,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Players/NA.png?updatedAt=1741074428800
2018_PatrickMahomes_QB,PatrickMahomes_QB,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,,1stTm,,Patrick Mahomes,QB,QB,
2018_ToddGurley_RB,ToddGurley_RB,2018_TRUFFLE_AFL,TRUFFLE_AFL,2018,TRUFFLE,AFL,,1stTm,,Todd Gurley,RB,RB,
2018_SaquonBarkley_RB,SaquonBarkley_RB,2018_TRUFFLE_SBP,TRUFFLE_SBP,2018,TRUFFLE,SBP,,1stTm,,Saquon Barkley,RB,RB,
2018_TyreekHill_WR,TyreekHill_WR,2018_TRUFFLE_VT,TRUFFLE_VT,2018,TRUFFLE,VT,,1stTm,,Tyreek Hill,WR,WR,
2018_DeAndreHopkins_WR,DeAndreHopkins_WR,2018_TRUFFLE_MCM,TRUFFLE_MCM,2018,TRUFFLE,MCM,,1stTm,,DeAndre Hopkins,WR,WR,
2018_JulioJones_WR,JulioJones_WR,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,,1stTm,,Julio Jones,WR,WR,
2018_TravisKelce_TE,TravisKelce_TE,2018_TRUFFLE_CRB,TRUFFLE_CRB,2018,TRUFFLE,CRB,,1stTm,,Travis Kelce,TE,TE,
2018_ChristianMcCaffrey_RB,ChristianMcCaffrey_RB,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,,1stTm,,Christian McCaffrey,RB,FL,
2018_MattRyan_QB,MattRyan_QB,2018_TRUFFLE_VD,TRUFFLE_VD,2018,TRUFFLE,VD,,1stTm,,Matt Ryan,QB,SF,
2018_DeshaunWatson_QB,DeshaunWatson_QB,2018_TRUFFLE_SBP,TRUFFLE_SBP,2018,TRUFFLE,SBP,,2ndTm,,Deshaun Watson,QB,QB,
2018_AlvinKamara_RB,AlvinKamara_RB,2018_TRUFFLE_VT,TRUFFLE_VT,2018,TRUFFLE,VT,,2ndTm,,Alvin Kamara,RB,RB,
2018_EzekielElliott_RB,EzekielElliott_RB,2018_TRUFFLE_CRB,TRUFFLE_CRB,2018,TRUFFLE,CRB,,2ndTm,,Ezekiel Elliott,RB,RB,
2018_AntonioBrown_WR,AntonioBrown_WR,2018_TRUFFLE_MCM,TRUFFLE_MCM,2018,TRUFFLE,MCM,,2ndTm,,Antonio Brown,WR,WR,
2018_DavanteAdams_WR,DavanteAdams_WR,2018_TRUFFLE_MCM,TRUFFLE_MCM,2018,TRUFFLE,MCM,,2ndTm,,Davante Adams,WR,WR,
2018_MikeEvans_WR,MikeEvans_WR,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,,2ndTm,,Mike Evans,WR,WR,
2018_ZachErtz_TE,ZachErtz_TE,2018_TRUFFLE_FRR,TRUFFLE_FRR,2018,TRUFFLE,FRR,,2ndTm,,Zach Ertz,TE,TE,
2018_AdamThielen_WR,AdamThielen_WR,2018_TRUFFLE_MWM,TRUFFLE_MWM,2018,TRUFFLE,MWM,,2ndTm,,Adam Thielen,WR,FL,
2018_BenRoethlisberger_QB,BenRoethlisberger_QB,2018_TRUFFLE_CRB,TRUFFLE_CRB,2018,TRUFFLE,CRB,,2ndTm,,Ben Roethlisberger,QB,SF,
2017_LaurelCrestBlossoms_,LaurelCrestBlossoms_,2017_TRUFFLE_CRB,TRUFFLE_CRB,2017,TRUFFLE,CRB,https://ik.imagekit.io/rmaxsm/Awards%20Logos/RFS.png?updatedAt=1741072371985,Champion,OT,Laurel Crest Blossoms,,9-4,
2017_-_,-_,2017_TRUFFLE_-,TRUFFLE_-,2017,TRUFFLE,-,https://ik.imagekit.io/rmaxsm/Awards%20Logos/BenchCup.png?updatedAt=1741072375029,Bench Cup Champion,,-,,-,
2017_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2017_TRUFFLE_FRR,TRUFFLE_FRR,2017,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/2nd.png?updatedAt=1748805817095,2nd Place,YG,Frankfurt Roadrunners,,12-1,
2017_Harbaugh'sHeroes_,Harbaugh'sHeroes_,2017_TRUFFLE_MCM,TRUFFLE_MCM,2017,TRUFFLE,MCM,https://ik.imagekit.io/rmaxsm/Awards%20Logos/3rd.png?updatedAt=1748805842541,3rd Place,OT,Harbaugh's Heroes,,,
2017_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2017_TRUFFLE_FRR,TRUFFLE_FRR,2017,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/tD%20Logos/HighScore.png?updatedAt=1741568471038,Regular Season 1 Seed,YG,Frankfurt Roadrunners,,12-1,
2017_FrankfurtRoadrunners_,FrankfurtRoadrunners_,2017_TRUFFLE_FRR,TRUFFLE_FRR,2017,TRUFFLE,FRR,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,YG,Frankfurt Roadrunners,,12-1,
2017_LaurelCrestBlossoms_,LaurelCrestBlossoms_,2017_TRUFFLE_CRB,TRUFFLE_CRB,2017,TRUFFLE,CRB,https://ik.imagekit.io/rmaxsm/Awards%20Logos/DivWinner.png?updatedAt=1748807205782,Division Winner,OT,Laurel Crest Blossoms,,9-4,
2017_AlexandriaDragons_,AlexandriaDragons_,2017_TRUFFLE_VD,TRUFFLE_VD,2017,TRUFFLE,VD,https://ik.imagekit.io/rmaxsm/tD%20Logos/AvgScore.png?updatedAt=1741568470956,Consolation Winner,YG,Alexandria Dragons,,6-7,
2017_DickSmith_,DickSmith_,2017_TRUFFLE_CRB,TRUFFLE_CRB,2017,TRUFFLE,CRB,https://ik.imagekit.io/rmaxsm/Awards%20Logos/Exec.png?updatedAt=1741072377136,Executive of the Year,,Dick Smith,,,
