Season,Pos,Player,NFL,G,PaCmp,PaAtt,PaYd,PaTD,PaInt,RuAtt,RuYd,RuTD,RuFD,Tar,Rec,ReYd,ReTD,ReFD,FL,Avg,FPts
2021,WR,Brandon Zylstra,CAR,14,0,1,0,0,0,0,0,0,0,25,18,250,1,10,0,2.93,41.0
2021,WR,Braxton Berrios,NYJ,16,0,0,0,0,0,7,40,2,3,65,46,431,2,22,1,5.88,94.1
2021,WR,Breshad Perriman,TB,6,0,0,0,0,0,1,-3,0,0,18,11,167,1,5,0,4.62,27.7
2021,TE,Brevin Jordan,HOU,9,0,0,0,0,0,0,0,0,0,28,20,178,3,10,0,5.09,45.8
2021,QB,Brian Hoyer,NE,5,9,11,227,1,0,11,-8,0,1,0,0,0,0,0,0,2.82,14.08
2021,TE,Brock Wright,DET,10,0,0,0,0,0,0,0,0,0,17,12,117,2,6,0,2.97,29.7
2021,WR,Bryan Edwards,LV,16,0,0,0,0,0,1,0,0,0,59,34,571,3,26,0,6.32,101.1
2021,TE,Brycen Hopkins,LAR,5,0,0,0,0,0,0,0,0,0,1,1,9,0,1,0,0.38,1.9
2021,RB,Buddy Howell,LAR,10,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0.11,1.1
2021,WR,Byron Pringle,CHI,17,0,0,0,0,0,0,0,0,0,60,42,568,5,32,1,6.87,116.8
2021,QB,CJ Beathard,JAC,2,2,2,33,0,0,1,2,0,0,0,0,0,0,0,0,0.76,1.52
2021,WR,CJ Board,NYG,6,0,0,0,0,0,1,6,0,0,6,4,51,0,3,0,1.45,8.7
2021,RB,CJ Ham,MIN,17,0,0,0,0,0,7,34,0,3,18,17,125,0,6,0,1.46,24.9
2021,WR,CJ Saunders,CAR,2,0,0,0,0,0,0,0,0,0,2,2,11,0,1,0,1.05,2.1
2021,TE,CJ Uzomah,NYJ,16,0,0,0,0,0,0,0,0,0,63,49,493,5,24,0,6.46,103.3
2021,WR,Calvin Ridley,ATL,5,0,0,0,0,0,0,0,0,0,52,31,281,2,16,0,11.22,56.1
2021,RB,Cam Akers,LAR,1,0,0,0,0,0,5,3,0,0,3,3,10,0,0,0,1.3,1.3
2021,QB,Cam Newton,CAR,8,69,126,684,4,5,47,230,5,19,0,0,0,0,0,1,13.17,105.36
2021,WR,Cam Sims,WAS,14,0,0,0,0,0,1,7,0,0,23,15,211,2,11,0,3.2,44.8
2021,WR,Cameron Batson,TEN,4,0,0,0,0,0,2,15,0,1,5,2,15,1,2,0,3.0,12.0
2021,TE,Cameron Brate,TB,17,0,0,0,0,0,0,0,0,0,57,30,245,4,15,0,3.74,63.5
2021,RB,Carlos Hyde,JAC,12,0,0,0,0,0,72,253,1,14,22,12,65,0,1,2,4.07,48.8
2021,QB,Carson Wentz,WAS,17,322,516,3563,27,7,57,215,1,21,0,0,0,0,0,5,16.41,279.02
2021,QB,Case Keenum,BUF,7,47,72,462,3,1,12,22,0,6,0,0,0,0,0,1,4.95,34.68
2021,WR,Ced Wilson,MIA,16,3,3,88,0,0,2,11,0,1,61,45,602,6,27,0,8.18,130.82
2021,WR,CeeDee Lamb,DAL,16,0,0,0,0,0,9,76,0,4,120,79,1102,6,54,0,13.24,211.8
2021,TE,Cethan Carter,MIA,16,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,0.1,1.6
2021,QB,Chad Henne,KC,4,11,16,82,0,0,8,0,0,0,0,0,0,0,0,0,0.82,3.28
2021,TE,Charlie Woerner,SF,17,0,0,0,0,0,0,0,0,0,6,5,52,0,3,0,0.48,8.2
2021,WR,Chase Claypool,PIT,15,0,0,0,0,0,14,96,0,7,105,59,860,2,36,0,10.04,150.6
2021,RB,Chase Edmonds,MIA,12,0,0,0,0,0,116,592,2,32,53,43,311,0,11,1,11.94,143.3
2021,WR,Chester Rogers,TEN,16,0,0,0,0,0,1,9,0,0,43,30,301,1,12,1,2.94,47.0
2021,RB,Chris Carson,SEA,4,0,0,0,0,0,54,232,3,11,6,6,29,0,1,1,13.53,54.1
2021,WR,Chris Conley,HOU,16,0,0,0,0,0,1,3,0,1,37,22,323,2,15,1,3.66,58.6
2021,RB,Chris Evans,CIN,14,0,0,0,0,0,17,77,0,3,17,15,151,2,6,0,3.13,43.8
2021,WR,Chris Godwin,TB,14,0,0,0,0,0,4,21,1,4,127,98,1103,5,55,2,14.53,203.4
2021,TE,Chris Herndon,MIN,16,0,0,0,0,0,0,0,0,0,7,4,40,1,4,0,0.88,14.0
2021,TE,Chris Manhertz,JAC,17,0,0,0,0,0,0,0,0,0,9,6,71,1,4,0,1.01,17.1
2021,WR,Chris Moore,HOU,12,0,0,0,0,0,0,0,0,0,22,21,227,2,6,0,3.39,40.7
2021,TE,Chris Myarick,NYG,8,0,0,0,0,0,0,0,0,0,6,3,17,1,2,0,1.21,9.7
2021,QB,Chris Streveler,MIA,2,6,9,36,0,0,3,6,0,0,0,0,0,0,0,0,1.02,2.04
2021,WR,Christian Blake,ATL,15,0,0,0,0,0,0,0,0,0,9,4,25,0,2,0,0.3,4.5
2021,WR,Christian Kirk,JAC,17,1,1,33,0,0,1,11,0,1,103,77,982,5,44,0,10.33,175.62
2021,RB,Christian McCaffrey,CAR,7,0,0,0,0,0,99,442,1,19,41,37,343,1,21,0,18.64,130.5
2021,RB,Chuba Hubbard,CAR,17,0,0,0,0,0,172,612,5,36,37,25,174,1,8,1,9.21,156.6
2021,WR,Cody Hollister,TEN,3,0,0,0,0,0,0,0,0,0,7,4,33,0,4,0,2.43,7.3
2021,WR,Cody White,PIT,15,0,0,0,0,0,0,0,0,0,6,5,33,0,3,0,0.42,6.3
2021,TE,Colby Parkinson,SEA,14,0,0,0,0,0,0,0,0,0,8,5,33,0,2,0,0.38,5.3
2021,WR,Cole Beasley,BUF,16,0,1,0,0,0,0,0,0,0,112,82,693,1,34,0,6.96,111.3
2021,TE,Cole Kmet,CHI,17,0,0,0,0,0,1,0,0,0,93,60,612,0,29,0,5.31,90.2
2021,WR,Collin Johnson,NYG,12,0,0,0,0,0,0,0,0,0,21,11,105,0,6,0,1.38,16.5
2021,QB,Colt McCoy,ARI,8,74,99,740,3,1,22,37,0,6,0,0,0,0,0,1,5.91,47.3
2021,WR,Cooper Kupp,LAR,17,0,1,0,0,0,4,18,0,1,191,145,1947,16,89,0,22.62,384.5
2021,QB,Cooper Rush,DAL,5,30,47,422,3,1,9,-8,0,0,0,0,0,0,0,1,4.98,24.88
2021,RB,Cordarrelle Patterson,ATL,16,0,1,0,0,0,153,618,6,29,69,52,548,5,26,0,14.85,237.6
2021,RB,Corey Clement,DAL,17,0,0,0,0,0,33,140,0,7,7,6,29,1,1,0,1.82,30.9
2021,WR,Corey Davis,NYJ,9,0,0,0,0,0,0,0,0,0,59,34,492,4,23,1,10.47,94.2
2021,WR,Courtland Sutton,DEN,17,1,1,16,0,0,0,0,0,0,98,58,776,2,35,0,7.48,127.24
2021,RB,Craig Reynolds,DET,5,0,0,0,0,0,55,230,0,11,8,7,52,0,3,0,8.44,42.2
2021,WR,Curtis Samuel,WAS,5,0,0,0,0,0,4,11,0,0,9,6,27,0,4,0,1.56,7.8
2021,WR,Cyril Grayson,TB,5,0,0,0,0,0,1,14,0,1,12,10,212,2,8,0,8.72,43.6
2021,RB,D'Andre Swift,DET,13,0,1,0,0,0,151,617,5,28,78,62,452,2,18,1,14.84,192.9
2021,RB,D'Ernest Johnson,CLE,17,0,0,0,0,0,100,534,3,24,25,19,137,0,7,0,6.83,116.1
2021,RB,D'Onta Foreman,CAR,9,0,0,0,0,0,133,566,3,22,11,9,123,0,6,1,12.54,112.9
2021,WR,D'Wayne Eskridge,SEA,10,0,0,0,0,0,4,59,0,2,20,10,64,1,4,0,2.43,24.3
2021,WR,DJ Chark,DET,4,0,0,0,0,0,0,0,0,0,22,7,154,2,7,0,8.6,34.4
2021,WR,DJ Montgomery,NYJ,3,0,0,0,0,0,0,0,0,0,6,3,36,0,2,0,1.87,5.6
2021,WR,DJ Moore,CAR,17,0,0,0,0,0,8,48,0,4,163,93,1157,4,60,1,12.26,208.5
2021,WR,DK Metcalf,SEA,17,0,0,0,0,0,1,6,0,0,129,75,967,12,48,0,12.78,217.3
2021,QB,Dak Prescott,DAL,16,410,596,4449,37,10,48,146,1,7,0,0,0,0,0,6,20.47,327.56
2021,TE,Dallas Goedert,PHI,15,0,0,0,0,0,0,0,0,0,76,56,830,4,42,0,10.07,151.0
2021,TE,Dalton Schultz,DAL,17,0,0,0,0,0,0,0,0,0,104,78,808,8,43,0,10.22,173.8
2021,RB,Dalvin Cook,MIN,13,0,0,0,0,0,249,1159,6,57,49,34,224,0,9,2,18.33,238.3
2021,RB,Damarea Crockett,DEN,12,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.06,0.7
2021,RB,Damien Harris,NE,15,0,0,0,0,0,202,929,15,55,21,18,132,0,4,2,16.74,251.1
2021,RB,Damien Williams,ATL,12,0,0,0,0,0,40,164,2,11,23,16,103,1,3,0,4.89,58.7
2021,WR,Damiere Byrd,ATL,17,0,0,0,0,0,0,0,0,0,38,26,329,1,18,1,3.35,56.9
2021,TE,Dan Arnold,JAC,11,0,0,0,0,0,0,0,0,0,52,35,408,0,20,1,5.53,60.8
2021,TE,Daniel Brown,NYJ,12,0,0,0,0,0,0,0,0,0,2,2,29,0,1,0,0.33,3.9
2021,QB,Daniel Jones,NYG,11,232,361,2428,10,7,62,298,2,16,1,1,16,0,1,3,16.68,183.52
2021,WR,Danny Amendola,HOU,8,0,1,0,0,0,0,0,0,0,38,24,248,3,10,0,6.85,54.8
2021,WR,Dante Pettis,NYG,3,1,1,16,0,0,0,0,0,0,16,10,87,1,5,0,6.78,20.34
2021,RB,Dare Ogunbowale,HOU,17,0,0,0,0,0,43,137,1,5,21,13,114,1,3,0,2.65,45.1
2021,WR,Darius Slayton,NYG,13,0,0,0,0,0,1,-13,0,0,58,26,339,2,14,1,4.45,57.9
2021,WR,Darnell Mooney,CHI,17,0,0,0,0,0,6,32,1,2,140,81,1055,4,49,0,11.16,189.7
2021,RB,Darrel Williams,KC,17,0,0,0,0,0,144,558,6,40,57,47,452,2,19,0,12.24,208.0
2021,RB,Darrell Henderson,LAR,12,0,0,0,0,0,149,688,5,39,40,29,176,3,8,0,15.12,181.4
2021,TE,Darren Fells,TB,9,0,0,0,0,0,0,0,0,0,5,4,43,0,2,0,0.7,6.3
2021,TE,Darren Waller,LV,11,0,0,0,0,0,0,0,0,0,93,55,665,2,31,0,9.95,109.5
2021,RB,Darrynton Evans,CHI,1,0,0,0,0,0,2,7,0,0,2,2,11,0,1,0,2.8,2.8
2021,WR,Davante Adams,LV,16,0,0,0,0,0,0,0,0,0,169,123,1553,11,84,0,19.08,305.3
2021,QB,David Blough,DET,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0.6,0.6
2021,RB,David Johnson,HOU,13,0,0,0,0,0,67,228,0,7,42,32,225,1,11,1,5.18,67.3
2021,RB,David Montgomery,CHI,13,0,1,0,0,1,225,849,7,55,51,42,301,0,18,1,17.38,226.0
2021,TE,David Njoku,CLE,16,0,0,0,0,0,1,1,0,0,53,36,475,4,17,0,5.54,88.6
2021,WR,David Sills,NYG,4,0,0,0,0,0,0,0,0,0,6,2,17,0,1,0,0.68,2.7
2021,WR,Davion Davis,HOU,2,0,0,0,0,0,0,0,0,0,3,1,17,0,1,0,1.35,2.7
2021,QB,Davis Mills,HOU,13,263,394,2664,16,10,18,44,0,5,0,0,0,0,0,1,12.46,161.96
2021,TE,Dawson Knox,BUF,15,0,0,0,0,0,0,4,0,1,71,49,587,9,31,0,9.81,147.1
2021,WR,Dax Milne,WAS,13,0,0,0,0,0,1,1,0,0,14,9,83,0,4,1,0.8,10.4
2021,WR,Dazz Newsome,CHI,3,0,0,0,0,0,0,0,0,0,5,2,23,0,1,0,1.1,3.3
2021,WR,DeAndre Carter,LAC,17,0,0,0,0,0,10,89,0,4,44,24,296,3,17,0,4.56,77.5
2021,WR,DeAndre Hopkins,ARI,10,0,0,0,0,0,0,0,0,0,64,42,572,8,32,0,13.72,137.2
2021,WR,DeSean Jackson,LV,16,0,0,0,0,0,1,4,0,0,34,20,454,2,12,1,4.24,67.8
2021,WR,DeVante Parker,NE,10,0,0,0,0,0,0,0,0,0,73,40,515,2,29,0,9.25,92.5
2021,WR,DeVonta Smith,PHI,17,0,0,0,0,0,0,0,0,0,104,64,916,5,43,1,9.68,164.6
2021,WR,Dede Westbrook,MIN,15,0,0,0,0,0,0,0,0,0,15,10,68,0,3,0,0.65,9.8
2021,RB,DeeJay Dallas,SEA,17,0,0,0,0,0,33,138,2,10,23,21,133,0,4,0,3.12,53.1
2021,WR,Demarcus Robinson,LV,17,0,0,0,0,0,0,0,0,0,41,25,264,3,13,0,3.38,57.4
2021,RB,Demetric Felton,CLE,16,0,0,0,0,0,7,24,0,0,21,18,181,2,10,0,2.66,42.5
2021,TE,Demetrius Harris,ARI,14,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0.07,1.0
2021,WR,Denzel Mims,NYJ,11,0,0,0,0,0,0,0,0,0,23,8,133,0,5,0,1.66,18.3
2021,RB,Deon Jackson,IND,9,0,0,0,0,0,13,31,1,2,0,0,0,0,0,0,1.23,11.1
2021,WR,Deonte Harris,NO,13,0,0,0,0,0,5,41,0,1,59,36,570,3,23,1,7.78,101.1
2021,QB,Derek Carr,LV,17,428,626,4804,23,14,40,108,0,9,0,0,0,0,0,5,15.64,265.96
2021,TE,Derek Carrier,LV,5,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0.26,1.3
2021,RB,Derek Watt,PIT,17,0,0,0,0,0,1,1,0,1,3,3,15,0,0,0,0.15,2.6
2021,RB,Derrick Gore,KC,11,0,0,0,0,0,51,256,2,12,9,8,105,0,3,0,5.74,63.1
2021,RB,Derrick Henry,TEN,8,1,1,5,1,0,219,937,10,49,20,18,154,0,7,0,28.91,231.3
2021,WR,Devin Duvernay,BAL,16,0,0,0,0,0,7,50,0,3,47,33,272,2,14,0,4.2,67.2
2021,RB,Devin Singletary,BUF,17,0,0,0,0,0,188,870,7,44,50,40,228,1,11,0,12.52,212.8
2021,RB,Devine Ozigbo,NE,3,0,0,0,0,0,1,-3,0,0,1,1,7,0,1,0,0.57,1.7
2021,RB,Devonta Freeman,BAL,16,0,0,0,0,0,133,576,5,31,42,34,190,1,9,0,9.54,152.6
2021,RB,Devontae Booker,NYG,16,0,0,0,0,0,145,593,2,31,45,40,268,1,11,0,9.13,146.1
2021,WR,Dez Fitzpatrick,TEN,4,0,0,0,0,0,0,0,0,0,8,5,49,1,4,0,3.73,14.9
2021,WR,Dezmon Patmon,IND,8,0,0,0,0,0,0,0,0,0,4,2,21,1,1,0,1.14,9.1
2021,WR,Diontae Johnson,PIT,16,0,0,0,0,0,5,53,0,2,169,107,1161,8,59,2,14.28,228.4
2021,WR,Diontae Spencer,DEN,15,0,0,0,0,0,0,0,0,0,4,1,-3,0,0,2,-0.27,-4.0
2021,TE,Dominique Dafney,GB,10,0,0,0,0,0,0,0,0,0,4,2,34,0,2,0,0.54,5.4
2021,TE,Donald Parham,LAC,14,0,0,0,0,0,0,0,0,0,27,20,190,3,13,0,3.71,52.0
2021,WR,Donovan Peoples-Jones,CLE,14,0,0,0,0,0,0,0,0,0,58,34,597,3,26,1,7.26,101.7
2021,RB,Dontrell Hilliard,TEN,8,0,0,0,0,0,56,350,2,15,26,19,87,0,6,1,9.34,74.7
2021,QB,Drew Lock,SEA,6,67,111,787,2,2,10,53,2,5,1,1,1,0,0,1,9.31,55.88
2021,TE,Drew Sample,CIN,17,0,0,0,0,0,0,0,0,0,15,11,81,0,3,0,0.65,11.1
2021,RB,Duke Johnson,BUF,5,0,0,0,0,0,71,330,3,18,5,4,41,0,3,0,15.22,76.1
2021,TE,Durham Smythe,MIA,17,0,0,0,0,0,2,3,0,2,41,34,357,0,15,0,3.12,53.0
2021,RB,Dwayne Washington,NO,14,0,0,0,0,0,4,16,0,0,2,2,12,0,0,0,0.2,2.8
2021,WR,Dyami Brown,WAS,15,0,0,0,0,0,1,-4,0,0,25,12,165,0,6,0,1.5,22.5
2021,WR,Easop Winston,NO,3,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0.17,0.5
2021,RB,Elijah Mitchell,SF,11,0,0,0,0,0,207,963,5,47,20,19,137,1,6,0,18.09,199.0
2021,WR,Elijah Moore,NYJ,11,0,0,0,0,0,5,54,1,3,77,43,538,5,24,0,11.11,122.2
2021,RB,Elijhaa Penny,NYG,17,0,0,0,0,0,24,99,1,9,13,9,30,1,4,0,2.35,39.9
2021,WR,Emmanuel Sanders,BUF,14,0,0,0,0,0,2,31,0,2,72,42,626,4,31,0,8.76,122.7
2021,RB,Eno Benjamin,ARI,9,0,0,0,0,0,34,118,1,4,7,6,42,0,4,0,3.33,30.0
2021,WR,Equanimeous St Brown,CHI,13,0,0,0,0,0,3,14,0,2,17,9,98,0,6,0,1.48,19.2
2021,TE,Eric Ebron,PIT,8,0,0,0,0,0,1,1,1,1,18,12,84,1,6,0,3.44,27.5
2021,TE,Eric Saubert,DEN,17,0,0,0,0,0,0,0,0,0,12,8,47,1,2,0,0.75,12.7
2021,TE,Eric Tomlinson,DEN,18,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.04,0.7
2021,TE,Ethan Wolf,NO,2,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0.4,0.8
2021,TE,Evan Engram,JAC,15,0,0,0,0,0,1,-3,0,0,73,46,408,3,21,1,5.19,77.8
2021,RB,Ezekiel Elliott,DAL,17,1,1,4,0,0,237,1002,10,55,65,47,287,2,16,1,16.24,276.06
2021,QB,Feleipe Franks,ATL,9,0,1,0,0,1,3,6,0,0,0,0,0,0,0,0,-0.16,-1.4
2021,TE,Foster Moreau,LV,17,0,0,0,0,0,0,0,0,0,44,30,373,3,16,0,4.19,71.3
2021,WR,Frank Darby,ATL,10,0,0,0,0,0,0,0,0,0,4,1,14,0,1,0,0.24,2.4
2021,WR,Freddie Swain,SEA,17,0,0,0,0,0,5,32,0,2,40,25,343,4,12,0,4.44,75.5
2021,RB,Gabe Nabers,LAC,10,0,0,0,0,0,3,8,0,1,3,3,17,0,0,0,0.35,3.5
2021,WR,Gabriel Davis,BUF,16,0,0,0,0,0,0,0,0,0,63,35,549,6,29,0,7.49,119.9
2021,QB,Gardner Minshew,PHI,4,41,60,439,4,1,9,21,0,2,0,0,0,0,0,0,8.91,35.66
2021,QB,Garrett Gilbert,LV,1,20,31,194,0,0,0,0,0,0,0,0,0,0,0,0,7.76,7.76
2021,TE,Garrett Griffin,DET,13,0,0,0,0,0,0,0,0,0,4,4,39,0,2,0,0.45,5.9
2021,RB,Gary Brightwell,NYG,12,0,0,0,0,0,1,4,0,0,1,1,6,0,0,0,0.08,1.0
2021,QB,Geno Smith,SEA,5,65,95,702,5,1,9,42,1,3,0,0,0,0,0,1,11.46,57.28
2021,TE,Geoff Swaim,TEN,16,0,0,0,0,0,0,0,0,0,40,31,210,3,12,0,3.19,51.0
2021,TE,George Kittle,SF,14,0,0,0,0,0,3,20,0,0,94,71,910,6,42,1,12.07,169.0
2021,TE,Gerald Everett,LAC,15,0,0,0,0,0,3,20,0,2,63,48,478,4,26,2,6.52,97.8
2021,RB,Giovani Bernard,TB,12,0,0,0,0,0,8,58,0,3,29,23,123,3,8,0,3.93,47.1
2021,RB,Godwin Igwebuike,DET,17,0,0,0,0,0,18,118,1,7,10,7,60,0,4,2,1.81,30.8
2021,WR,Greg Dortch,ARI,5,0,0,0,0,0,1,24,0,1,3,3,15,0,0,0,0.98,4.9
2021,WR,Greg Ward,PHI,17,1,2,2,0,0,0,0,0,0,11,7,95,3,4,0,1.86,31.58
2021,WR,Gunner Olszewski,PIT,16,0,0,0,0,0,1,9,0,0,3,2,31,0,2,0,0.38,6.0
2021,TE,Harrison Bryant,CLE,16,0,0,0,0,0,0,0,0,0,28,21,233,3,14,0,3.46,55.3
2021,TE,Hayden Hurst,CIN,13,0,0,0,0,0,0,0,0,0,31,26,221,3,11,1,3.78,49.1
2021,TE,Hunter Long,MIA,7,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0.11,0.8
2021,WR,Hunter Renfrow,LV,17,0,0,0,0,0,3,3,0,0,128,103,1038,9,51,1,12.18,207.1
2021,QB,Ian Book,NO,1,12,20,135,0,2,3,6,0,1,0,0,0,0,0,0,3.0,3.0
2021,TE,Ian Thomas,CAR,17,0,0,0,0,0,0,0,0,0,30,18,188,0,6,0,1.46,24.8
2021,WR,Ihmir Smith-Marsette,MIN,8,0,0,0,0,0,0,0,0,0,6,5,116,2,4,0,3.45,27.6
2021,WR,Isaiah Ford,MIA,13,0,0,0,0,0,0,0,0,0,17,12,161,2,7,0,2.7,35.1
