Season,Week,TRUFFLE,Pos,Player,NFL,Opp,OVP,Comp,ATT,Yds,TD,Int,Att,Yds,TD,1stD,Tar,Rec,Yds,TD,1stD,Lost,Avg,Total
2022,1,CC,RB,Chase Edmonds,MIA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Chase Harrell,SF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Chase Litton,JAC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chester Rogers,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Cheyenne O'Grady,CIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Chigoziem Okonkwo,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chris Blair,GB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,NN,RB,Chris Carson,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chris Conley,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Chris Evans,CIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chris Finke,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MAM,WR,Chris Godwin,TB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Chris Herndon,MIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Chris Manhertz,JAC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chris Moore,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Chris Myarick,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Chris Oladokun,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chris Olave,NO,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Chris Rowland,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Chris Streveler,MIA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Chris Thompson,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Christian Blake,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,NN,WR,Christian Kirk,JAC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,FRR,RB,Christian McCaffrey,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Christian Scotland-Williamson,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Christian Wade,BUF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Christian Watson,GB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Christion Jones,MIA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Christopher Ezeala,BAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MAM,RB,Chuba Hubbard,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Clayton Thorson,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Codey McElroy,TB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cody Core,MIA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Cody Fajardo,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cody Hollister,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cody Thompson,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cody White,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Colby Parkinson,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,NN,WR,Cole Beasley,BUF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Cole Herdman,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Cole Kelley,WAS,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Cole Kmet,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Cole McDonald,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Cole Turner,WAS,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Colin Kaepernick,SF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Colin Thompson,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Collin Johnson,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Collin Klein,FA,BYE,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Colt McCoy,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Connor Davis,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Connor Heyward,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Connor Wedington,SF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MWM,WR,Cooper Kupp,LAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Cooper Rush,DAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MCM,RB,Cordarrelle Patterson,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Corey Clement,DAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Corey Coleman,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Corey Davis,NYJ,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Corey Taylor,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cornell Powell,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cortrelle Simpson,TB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MAM,WR,Courtland Sutton,DEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Craig Reynolds,DET,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Cullen Gillaspia,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Curtis Hodges,WAS,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,AFL,WR,Curtis Samuel,WAS,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,NN,WR,Cyril Grayson,TB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Cyrus Holder,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,FRR,RB,D'Andre Swift,DET,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,D'Eriq King,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,D'Ernest Johnson,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,RB,D'Onta Foreman,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,D'Wayne Eskridge,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DJ Chark,DET,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DJ Montgomery,NYJ,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,WLW,WR,DJ Moore,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DJ Turner,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MWM,WR,DK Metcalf,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DaMarkus Lodge,CIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DaRon Brown,FA,BYE,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DaVaris Daniels,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DaeSean Hamilton,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dai'Jean Dixon,NO,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Daje Johnson,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MCM,QB,Dak Prescott,DAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MAM,TE,Dallas Goedert,PHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Dalton Keene,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dalton Schoen,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,TE,Dalton Schultz,DAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Dalvin Cook,MIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Dalyn Williams,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Damarea Crockett,DEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Dameon Pierce,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Damien Harris,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Damien Williams,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Damiere Byrd,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Damion Jeanpiere,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Damion Ratley,MIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Damion Willis,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Damon Hazelton,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Dan Arnold,JAC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dan Chisena,MIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Daniel Bellinger,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Daniel Brown,NYJ,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Daniel Crawford,GB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Daniel Helm,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,WLW,QB,Daniel Jones,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Danny Amendola,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Danny Etling,GB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Danny Gray,SF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dante Pettis,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Dare Ogunbowale,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Darece Roberson,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dareke Young,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Darion Clark,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darius Anderson,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darius Bradwell,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darius Clark,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darius Jackson,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Darius Slayton,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darnell Holland,NO,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,WR,Darnell Mooney,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,MCM,RB,Darrel Williams,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Darrell Daniels,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darrell Henderson,LAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Darren Fells,TB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Darren Waller,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darrin Hall,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Darrius Shepherd,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darrynton Evans,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Darwin Thompson,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Daurice Fountain,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,WR,Davante Adams,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,David Bell,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,David Blough,DET,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,David Johnson,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,RB,David Montgomery,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,David Moore,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,David Njoku,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,David Sills,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,David Wells,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Davion Davis,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,QB,Davis Mills,HOU,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Davis Webb,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Davon Grayson,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Davonte Allen,BUF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Dawson Knox,BUF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dax Milne,WAS,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Dax Raymond,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dazz Newsome,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,De'Michael Harris,IND,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,De'Montre Tuggle,CHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,De'Mornay Pierson-El,DEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,De'Quan Hampton,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeAndre Carter,LAC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeAndre Hopkins,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeAndre Thompkins,GB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeSean Jackson,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,DeShon Williams,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,DeShone Kizer,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,AFL,WR,DeVante Parker,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,CRB,WR,DeVonta Smith,PHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeVonte Christopher,FA,BYE,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeVonte Dedmon,MIA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,DeVontres Dukes,DEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dede Westbrook,MIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Dedrick Mills,DET,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Dee Hart,FA,BYE,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,DeeJay Dallas,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Demarcus Robinson,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Demario Richard,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Demetric Felton,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Demetris Robertson,SEA,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Demetrius Harris,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Denzel Mims,NYJ,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Deon Cain,PHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Deon Jackson,IND,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Deon Yelder,ARI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Deonte Harris,NO,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,GF,QB,Derek Carr,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Derek Carrier,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Derek Watt,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Derrick Dillon,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Derrick Gore,KC,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,RB,Derrick Henry,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Derrick Johnson,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Derrius Guice,WAS,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,NN,QB,Deshaun Watson,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),QB,Desmond Ridder,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Detrich Clark,ATL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devante Davis,PHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),TE,Devin Asiasi,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devin Duvernay,BAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devin Funchess,SF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devin Gray,BAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devin Ross,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,FRR,RB,Devin Singletary,BUF,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devin Smith,CAR,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Devine Ozigbo,NE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devon Allen,PHI,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Devon Ramsay,FA,BYE,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devon Williams,BAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,CC,RB,Devonta Freeman,BAL,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Devontae Booker,NYG,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Devonte Robinson,GB,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),RB,Dexter Williams,CLE,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dez Fitzpatrick,TEN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dezmon Patmon,IND,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dillon Mitchell,MIN,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,W (5/10),WR,Dillon Stoner,LV,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2022,1,VD,WR,Diontae Johnson,PIT,TBA,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
