Season,Week,Player,Pos,NFL,Cmp%,Pa20,Pa40,RuYPC,Ru20,Tar,Tar%,ReYPC,Re20,Re40,ReFD%,TotYd,Avg,FPts
2022,6,Leonard Fournette,RB,TB,0,0,0,3,0,6,15,6.3,0,0,16.7,101,24.1,24.1
2022,6,Mark Andrews,TE,BAL,0,0,0,0,0,11,34.4,15.1,0,0,100,106,23.6,23.6
2022,6,Kenneth Walker,RB,SEA,0,0,0,4.6,2,3,9.7,6.5,0,0,0,110,22,22
2022,6,Michael Pittman,WR,IND,0,0,0,0,0,16,27.6,10.3,1,0,61.5,134,21.4,21.4
2022,6,Teddy Bridgewater,QB,MIA,67.6,4,1,10,0,0,0,0,0,0,0,339,19.16,19.16
2022,6,Brian Robinson,RB,WAS,0,0,0,3.5,0,0,0,0,0,0,0,60,16,16
2022,6,Deebo Samuel,WR,SF,0,0,0,5.5,0,10,24.4,11.3,2,0,42.9,90,12,12
2022,6,Aaron Rodgers,QB,GB,63.4,2,0,0,0,0,0,0,0,0,0,246,11.84,11.84
2022,6,AJ Dillon,RB,GB,0,0,0,4.1,0,6,13.3,2.8,0,0,0,52,6.2,6.2
2022,6,Clyde Edwards-Helaire,RB,KC,0,0,0,3.7,0,0,0,0,0,0,0,33,5.3,5.3
2022,6,Skyy Moore,WR,KC,0,0,0,0,0,3,7.5,24,1,0,100,24,3.4,3.4
2022,6,Devin Duvernay,WR,BAL,0,0,0,0,0,5,15.6,14,0,0,100,14,2.4,2.4
2022,7,Josh Jacobs,RB,LV,0,0,0,7.2,0,4,14.8,4,0,0,33.3,155,44.5,44.5
2022,7,Joe Burrow,QB,CIN,81,9,2,6.7,1,0,0,0,0,0,0,501,41.24,41.24
2022,7,Daniel Jones,QB,NYG,63.3,1,0,9.7,1,0,0,0,0,0,0,309,35.78,35.78
2022,7,Austin Ekeler,RB,LAC,0,0,0,3.4,0,12,23.5,8,1,0,58.3,127,33.7,33.7
2022,7,Ja'Marr Chase,WR,CIN,0,0,0,0,0,11,26.2,16.2,2,1,75,130,31,31
2022,7,Justin Fields,QB,CHI,61.9,3,0,5.9,1,0,0,0,0,0,0,261,30.36,30.36
2022,7,Andy Dalton,QB,NO,63.8,3,2,5.2,0,0,0,0,0,0,0,382,28.54,28.54
2022,7,Mecole Hardman,WR,KC,0,0,0,14,1,4,11.1,8,0,0,50,60,28,28
2022,7,Tyler Boyd,WR,CIN,0,0,0,0,0,9,21.4,19.4,3,1,75,155,27.5,27.5
2022,7,Patrick Mahomes,QB,KC,73.5,7,3,0,0,0,0,0,0,0,0,423,26.92,26.92
2022,7,Aaron Jones,RB,GB,0,0,0,2.9,0,10,28.6,5.9,1,0,33.3,76,24.6,24.6
2022,7,JuJu Smith-Schuster,WR,KC,0,0,0,0,0,8,22.2,17.7,2,1,85.7,124,24.4,24.4
2022,7,Eno Benjamin,RB,ARI,0,0,0,7.7,1,5,17.2,5.2,0,0,25,113,24.3,24.3
2022,7,Ezekiel Elliott,RB,DAL,0,0,0,3.8,0,0,0,0,0,0,0,57,23.7,23.7
2022,7,Gus Edwards,RB,BAL,0,0,0,4.1,0,1,6.2,0,0,0,0,66,23.6,23.6
2022,7,Raheem Mostert,RB,MIA,0,0,0,4.9,0,5,14.3,7.5,0,0,50,109,22.9,22.9
2022,7,Nick Chubb,RB,CLE,0,0,0,5.7,1,3,11.1,8,0,0,50,107,22.7,22.7
2022,7,Marquise Goodwin,WR,SEA,0,0,0,0,0,5,18.5,16.8,3,0,75,67,21.7,21.7
2022,7,Travis Etienne,RB,JAC,0,0,0,8.1,1,5,11.4,5,0,0,0,119,20.9,20.9
2022,7,Derrick Henry,RB,TEN,0,0,0,4.3,2,3,15,3.3,0,0,0,138,20.8,20.8
2022,7,George Kittle,TE,SF,0,0,0,0,0,9,19.6,16.3,1,0,83.3,98,20.8,20.8
2022,7,Trevor Lawrence,QB,JAC,51.2,5,0,0.8,0,0,0,0,0,0,0,313,20.7,20.7
2022,7,Kyler Murray,QB,ARI,69,2,0,4.3,0,0,0,0,0,0,0,234,20.16,20.16
2022,7,Rhamondre Stevenson,RB,NE,0,0,0,3.5,0,8,28.6,7.4,1,0,25,98,19.8,19.8
2022,7,Dameon Pierce,RB,HOU,0,0,0,4.6,1,4,9.8,6.2,0,0,25,117,19.7,19.7
2022,7,Mike Williams,WR,LAC,0,0,0,0,0,9,17.6,12.3,1,0,71.4,86,19.6,19.6
2022,7,Saquon Barkley,RB,NYG,0,0,0,4.6,1,4,13.3,6.2,0,0,25,135,19.5,19.5
2022,7,Joe Mixon,RB,CIN,0,0,0,3.4,0,3,7.1,11,1,0,33.3,91,19.1,19.1
2022,7,Justin Herbert,QB,LAC,64.7,4,0,7.3,0,1,2,-8,0,0,0,307,18.92,18.92
2022,7,Davis Mills,QB,HOU,68.3,5,0,0,0,0,0,0,0,0,0,302,18.08,18.08
2022,7,Parris Campbell,WR,IND,0,0,0,0,0,12,27.3,7,0,0,50,70,18,18
2022,7,Khalil Herbert,RB,CHI,0,0,0,5.2,0,2,9.5,25,1,0,100,87,17.7,17.7
2022,7,Antonio Gibson,RB,WAS,0,0,0,5.9,1,4,12.1,6,0,0,33.3,77,17.7,17.7
2022,7,D'Onta Foreman,RB,CAR,0,0,0,7.9,2,2,9.1,13.5,1,0,50,145,17.5,17.5
2022,7,Jimmy Garoppolo,QB,SF,67.6,3,0,1,0,0,0,0,0,0,0,305,17.32,17.32
2022,7,Terry McLaurin,WR,WAS,0,0,0,0,0,8,24.2,14.6,1,0,80,73,17.3,17.3
2022,7,Juwan Johnson,TE,NO,0,0,0,0,0,5,10.2,6.4,0,0,40,32,17.2,17.2
2022,7,DJ Moore,WR,CAR,0,0,0,-3,0,10,45.5,9.9,2,0,57.1,66,16.9,16.9
2022,7,Ray-Ray McCloud,WR,SF,0,0,0,0,0,4,8.7,16.2,2,0,100,65,16.5,16.5
2022,7,Alvin Kamara,RB,NO,0,0,0,4.5,0,9,18.4,8,0,0,42.9,105,16.5,16.5
2022,7,Chuba Hubbard,RB,CAR,0,0,0,7,0,3,13.6,5,0,0,0,73,16.3,16.3
2022,7,George Pickens,WR,PIT,0,0,0,0,0,6,13.6,10.2,1,0,66.7,61,16.1,16.1
2022,7,Tua Tagovailoa,QB,MIA,60,5,0,3.8,0,0,0,0,0,0,0,276,15.94,15.94
2022,7,Lamar Jackson,QB,BAL,56.2,2,0,5.9,0,0,0,0,0,0,0,179,15.7,15.7
2022,7,David Montgomery,RB,CHI,0,0,0,4.1,0,0,0,0,0,0,0,62,15.2,15.2
2022,7,Christian Kirk,WR,JAC,0,0,0,5,0,10,22.7,13.7,1,0,71.4,101,15.1,15.1
2022,7,PJ Walker,QB,CAR,72.7,5,0,0,0,0,0,0,0,0,0,177,15.08,15.08
2022,7,Tyler Allgeier,RB,ATL,0,0,0,3.1,0,0,0,0,0,0,0,50,15,15
2022,7,Darius Slayton,WR,NYG,0,0,0,0,0,6,20,19.3,1,0,100,58,14.8,14.8
2022,7,Mike Evans,WR,TB,0,0,0,0,0,15,30.6,10.7,1,0,55.6,96,14.6,14.6
2022,7,Chris Olave,WR,NO,0,0,0,0,0,14,28.6,15.1,1,1,57.1,106,14.6,14.6
2022,7,Davante Adams,WR,LV,0,0,0,0,0,9,33.3,11.9,0,0,62.5,95,14.5,14.5
2022,7,Damiere Byrd,WR,ATL,0,0,0,0,0,1,7.7,75,1,1,100,75,14.5,14.5
2022,7,DeAndre Hopkins,WR,ARI,0,0,0,0,0,14,48.3,10.3,0,0,40,103,14.3,14.3
2022,7,Tee Higgins,WR,CIN,0,0,0,0,0,7,16.7,18.6,3,0,100,93,14.3,14.3
2022,7,Breece Hall,RB,NYJ,0,0,0,18,1,0,0,0,0,0,0,72,14.2,14.2
2022,7,Marquez Valdes-Scantling,WR,KC,0,0,0,0,0,4,11.1,37,2,2,100,111,14.1,14.1
2022,7,Geno Smith,QB,SEA,74.1,4,0,1.8,0,0,0,0,0,0,0,217,14.1,14.1
2022,7,Marcus Mariota,QB,ATL,61.5,1,1,5.2,0,0,0,0,0,0,0,155,14.06,14.06
2022,7,Tony Pollard,RB,DAL,0,0,0,6.9,2,2,8,13,0,0,50,109,13.9,13.9
2022,7,Travis Kelce,TE,KC,0,0,0,0,0,8,22.2,16.3,2,0,66.7,98,13.8,13.8
2022,7,Derek Carr,QB,LV,77.8,3,0,-0.3,0,0,0,0,0,0,0,240,13.64,13.64
2022,7,Jerry Jeudy,WR,DEN,0,0,0,0,0,11,23.9,13.7,1,1,57.1,96,13.6,13.6
2022,7,Kalif Raymond,WR,DET,0,0,0,10,0,6,23.1,15,1,0,60,95,13.5,13.5
2022,7,Curtis Samuel,WR,WAS,0,0,0,5.2,0,8,24.2,10.6,1,0,60,79,12.9,12.9
2022,7,Jaylen Waddle,WR,MIA,0,0,0,0,0,5,14.3,22,3,0,100,88,12.8,12.8
2022,7,Keaontay Ingram,RB,ARI,0,0,0,1.6,0,2,6.9,11.5,1,0,50,37,12.7,12.7
2022,7,Phillip Dorsett,WR,HOU,0,0,0,0,0,3,7.3,22.5,2,0,100,45,12.5,12.5
2022,7,Jonathan Taylor,RB,IND,0,0,0,5.8,0,8,18.2,3.9,0,0,0,85,12.5,12.5
2022,7,Mack Hollins,WR,LV,0,0,0,0,0,3,11.1,22,1,0,100,44,12.4,12.4
2022,7,Rashid Shaheed,WR,NO,0,0,0,0,0,1,2,53,1,1,100,53,12.3,12.3
2022,7,Dak Prescott,QB,DAL,76,2,0,0,0,0,0,0,0,0,0,207,12.28,12.28
2022,7,Brandon Aiyuk,WR,SF,0,0,0,0,0,11,23.9,11.7,1,0,57.1,82,12.2,12.2
2022,7,Jacoby Brissett,QB,CLE,81.5,3,1,6,0,0,0,0,0,0,0,276,12.12,12.12
2022,7,Zay Jones,WR,JAC,0,0,0,14,0,10,22.7,13.5,1,0,100,68,11.8,11.8
2022,7,Tom Brady,QB,TB,65.3,3,0,1,0,0,0,0,0,0,0,291,11.7,11.7
2022,7,Pat Freiermuth,TE,PIT,0,0,0,0,0,9,20.5,9.4,1,0,50,75,11.5,11.5
2022,7,Jakobi Meyers,WR,NE,0,0,0,0,0,2,7.1,17,1,0,100,34,11.4,11.4
2022,7,Kenny Pickett,QB,PIT,72.7,2,0,6.7,0,0,0,0,0,0,0,277,11.28,11.28
2022,7,Taysom Hill,TE,NO,100,1,1,3,0,1,2,3,0,0,100,60,11.12,11.12
2022,7,Najee Harris,RB,PIT,0,0,0,3.8,0,4,9.1,5,0,0,33.3,80,11,11
2022,7,CeeDee Lamb,WR,DAL,0,0,0,-4,0,6,24,17.5,2,0,100,66,11,11
2022,7,Latavius Murray,RB,DEN,0,0,0,3,0,3,6.5,-0.5,0,0,0,23,10.4,10.4
2022,7,David Njoku,TE,CLE,0,0,0,0,0,7,25.9,10.1,1,0,42.9,71,10.1,10.1
2022,7,Matt Ryan,QB,IND,75,1,0,2,0,0,0,0,0,0,0,245,9.92,9.92
2022,7,Tommy Tremble,TE,CAR,0,0,0,0,0,1,4.5,29,1,0,100,29,9.9,9.9
2022,7,Brett Rypien,QB,DEN,52.2,1,1,3,0,0,0,0,0,0,0,234,9.9,9.9
2022,7,Jordan Akins,TE,HOU,0,0,0,0,0,4,9.8,22.7,1,0,100,68,9.8,9.8
2022,7,DeVante Parker,WR,NE,0,0,0,0,0,5,17.9,22.7,1,1,100,68,9.8,9.8
2022,7,Evan Engram,TE,JAC,0,0,0,0,0,7,15.9,16.8,1,0,75,67,9.7,9.7
2022,7,Allen Lazard,WR,GB,0,0,0,0,0,7,20,9.2,0,0,66.7,55,9.5,9.5
2022,7,Michael Carter,RB,NYJ,0,0,0,2.2,0,2,7.7,22.5,1,0,50,74,9.4,9.4
2022,7,Amari Cooper,WR,CLE,0,0,0,0,0,4,14.8,24.7,1,1,66.7,74,9.4,9.4
2022,7,Gerald Everett,TE,LAC,0,0,0,0,0,9,17.6,12.6,1,0,60,63,9.3,9.3
2022,7,Dare Ogunbowale,RB,HOU,0,0,0,8,0,7,17.1,10.8,1,0,40,62,9.2,9.2
2022,7,Christian McCaffrey,RB,SF,0,0,0,4.8,0,2,4.3,12,0,0,50,62,9.2,9.2
2022,7,Chris Moore,WR,HOU,0,0,0,0,0,4,9.8,10,0,0,50,20,9,9
2022,7,Tre'Quan Smith,WR,NO,0,0,0,0,0,6,12.2,11.8,1,0,60,59,8.9,8.9
2022,7,Equanimeous St Brown,WR,CHI,0,0,0,0,0,7,33.3,12,0,0,100,48,8.8,8.8
2022,7,Hayden Hurst,TE,CIN,0,0,0,0,0,8,19,8,0,0,66.7,48,8.8,8.8
2022,7,Brock Wright,TE,DET,0,0,0,0,0,4,15.4,14.2,1,0,75,57,8.7,8.7
2022,7,Austin Hooper,TE,TEN,0,0,0,0,0,3,15,18.7,1,0,100,56,8.6,8.6
2022,7,Hunter Renfrow,WR,LV,0,0,0,0,0,3,11.1,18.3,2,0,100,55,8.5,8.5
2022,7,Jeff Wilson,RB,SF,0,0,0,7.7,0,1,2.2,0,0,0,0,54,8.4,8.4
2022,7,Cade Otton,TE,TB,0,0,0,0,0,5,10.2,16,1,0,50,64,8.4,8.4
2022,7,Darnell Mooney,WR,CHI,0,0,0,0,0,6,28.6,17.7,1,0,100,53,8.3,8.3
2022,7,Zach Wilson,QB,NYJ,61.5,1,0,6,0,0,0,0,0,0,0,145,8.24,8.24
2022,7,Russell Gage,WR,TB,0,0,0,0,0,5,10.2,9.8,1,0,100,39,7.9,7.9
2022,7,Dalton Schultz,TE,DAL,0,0,0,0,0,5,20,9.8,0,0,60,49,7.9,7.9
2022,7,TJ Hockenson,TE,DET,0,0,0,0,0,5,19.2,12,0,0,75,48,7.8,7.8
2022,7,Kareem Hunt,RB,CLE,0,0,0,0.8,0,2,7.4,4,0,0,0,8,7.8,7.8
2022,7,Marvin Jones,WR,JAC,0,0,0,0,0,8,18.2,14.2,1,0,50,57,7.7,7.7
2022,7,Greg Dortch,WR,ARI,0,0,0,1,0,1,3.4,5,0,0,100,6,7.6,7.6
2022,7,Peyton Hendershot,TE,DAL,0,0,0,0,0,2,8,2.5,0,0,50,5,7.5,7.5
2022,7,Diontae Johnson,WR,PIT,0,0,0,3,0,10,22.7,8.4,0,0,60,45,7.5,7.5
2022,7,Will Dissly,TE,SEA,0,0,0,0,0,4,14.8,11.2,0,0,75,45,7.5,7.5
2022,7,Tyler Lockett,WR,SEA,0,0,0,0,0,8,29.6,6.4,0,0,42.9,45,7.5,7.5
2022,7,Justin Watson,WR,KC,0,0,0,0,0,2,5.6,4,0,0,100,4,7.4,7.4
2022,7,Kevin White,WR,NO,0,0,0,0,0,1,2,64,1,1,100,64,7.4,7.4
2022,7,Greg Dulcich,TE,DEN,0,0,0,0,0,9,19.6,8.5,0,0,33.3,51,7.1,7.1
2022,7,Wan'Dale Robinson,WR,NYG,0,0,0,0,0,8,26.7,8.3,0,0,33.3,50,7,7
2022,7,Melvin Gordon,RB,DEN,0,0,0,3,0,4,8.7,8.5,0,0,50,50,7,7
2022,7,Brandin Cooks,WR,HOU,0,0,0,0,0,5,12.2,11.5,1,0,50,46,6.6,6.6
2022,7,Chris Godwin,WR,TB,0,0,0,2,0,13,26.5,6.1,0,0,28.6,45,6.5,6.5
2022,7,Trent Sherfield,WR,MIA,0,0,0,0,0,3,8.6,14.7,1,0,66.7,44,6.4,6.4
2022,7,Nyheim Hines,RB,IND,0,0,0,0.5,0,5,11.4,8.2,0,0,40,43,6.3,6.3
2022,7,Braxton Berrios,WR,NYJ,0,0,0,13.5,1,4,15.4,5,0,0,33.3,42,6.2,6.2
2022,7,Chase Claypool,WR,PIT,0,0,0,0,0,8,18.2,8.2,0,0,40,41,6.1,6.1
2022,7,Olamide Zaccheaus,WR,ATL,0,0,0,0,0,4,30.8,10.3,0,0,100,31,6.1,6.1
2022,7,Donovan Peoples-Jones,WR,CLE,0,0,0,0,0,6,22.2,11.8,1,0,16.7,71,6.1,6.1
2022,7,DeeJay Dallas,RB,SEA,0,0,0,5.8,0,2,7.4,3,0,0,0,41,6.1,6.1
2022,7,Jerick McKinnon,RB,KC,0,0,0,6,0,3,8.3,18,1,0,50,48,5.8,5.8
2022,7,Alec Pierce,WR,IND,0,0,0,0,0,4,9.1,12.3,1,0,66.7,37,5.7,5.7
2022,7,Bailey Zappe,QB,NE,63.6,3,1,-0.5,0,0,0,0,0,0,0,184,5.4,5.4
2022,7,Matt Breida,RB,NYG,0,0,0,4.8,0,1,3.3,14,0,0,100,33,5.3,5.3
2022,7,Isiah Pacheco,RB,KC,0,0,0,5.4,0,0,0,0,0,0,0,43,5.3,5.3
2022,7,Rashod Bateman,WR,BAL,0,0,0,0,0,5,31.2,10.5,1,0,25,42,5.2,5.2
2022,7,Zach Ertz,TE,ARI,0,0,0,0,0,4,13.8,10.5,0,0,50,21,5.1,5.1
2022,7,Terrace Marshall,WR,CAR,0,0,0,0,0,3,13.6,15.5,1,0,100,31,5.1,5.1
2022,7,Ryan Tannehill,QB,TEN,65,2,0,1.5,0,0,0,0,0,0,0,138,4.88,4.88
2022,7,Foster Moreau,TE,LV,0,0,0,0,0,5,18.5,9.3,0,0,66.7,28,4.8,4.8
2022,7,Armani Rogers,TE,WAS,0,0,0,0,0,3,9.1,9.3,0,0,66.7,28,4.8,4.8
2022,7,DeAndre Carter,WR,LAC,0,0,0,0,0,7,13.7,12.3,1,0,33.3,37,4.7,4.7
2022,7,Robert Woods,WR,TEN,0,0,0,0,0,4,20,8.7,0,0,66.7,26,4.6,4.6
2022,7,Sammy Watkins,WR,GB,0,0,0,0,0,4,11.4,18,1,0,50,36,4.6,4.6
2022,7,Kyle Juszczyk,RB,SF,0,0,0,0,0,4,8.7,11.3,0,0,33.3,34,4.4,4.4
2022,7,Jauan Jennings,WR,SF,0,0,0,0,0,4,8.7,12,0,0,100,24,4.4,4.4
2022,7,Garrett Wilson,WR,NYJ,0,0,0,0,0,5,19.2,6,0,0,50,24,4.4,4.4
2022,7,Nico Collins,WR,HOU,0,0,0,0,0,3,7.3,11,0,0,33.3,33,4.3,4.3
2022,7,Rachaad White,RB,TB,0,0,0,4,0,2,4.1,8,0,0,0,32,4.2,4.2
2022,7,Mark Ingram,RB,NO,0,0,0,1.5,0,3,6.1,5.3,0,0,33.3,22,4.2,4.2
2022,7,Robert Tonyan,TE,GB,0,0,0,0,0,4,11.4,10.7,1,0,33.3,32,4.2,4.2
2022,7,Cody Hollister,WR,TEN,0,0,0,0,0,2,10,16,1,0,50,32,4.2,4.2
2022,7,Cole Kmet,TE,CHI,0,0,0,0,0,3,14.3,16,1,0,50,32,4.2,4.2
2022,7,Rondale Moore,WR,ARI,0,0,0,0,0,2,6.9,31,1,0,100,31,4.1,4.1
2022,7,Dante Pettis,WR,CHI,0,0,0,29,1,1,4.8,2,0,0,0,31,4.1,4.1
2022,7,Chris Myarick,TE,NYG,0,0,0,0,0,2,6.7,10.5,0,0,100,21,4.1,4.1
2022,7,Craig Reynolds,RB,DET,0,0,0,3,0,3,11.5,6,0,0,33.3,30,4,4
2022,7,Noah Brown,WR,DAL,0,0,0,0,0,7,28,10,0,0,20,50,4,4
2022,7,Colby Parkinson,TE,SEA,0,0,0,0,0,1,3.7,28,1,0,100,28,3.8,3.8
2022,7,Mike Gesicki,TE,MIA,0,0,0,0,0,7,20,9,0,0,33.3,27,3.7,3.7
2022,7,Dan Arnold,TE,JAC,0,0,0,0,0,1,2.3,24,1,0,100,24,3.4,3.4
2022,7,Jaylen Warren,RB,PIT,0,0,0,3.5,0,2,4.5,8.5,0,0,0,24,3.4,3.4
2022,7,Mike Boone,RB,DEN,0,0,0,5.8,0,0,0,0,0,0,0,23,3.3,3.3
2022,7,Courtland Sutton,WR,DEN,0,0,0,0,0,9,19.6,7.7,0,0,33.3,23,3.3,3.3
2022,7,Caleb Huntley,RB,ATL,0,0,0,3.7,0,0,0,0,0,0,0,22,3.2,3.2
2022,7,Tyler Conklin,TE,NYJ,0,0,0,0,0,6,23.1,5.5,0,0,25,22,3.2,3.2
2022,7,Eric Tomlinson,TE,DEN,0,0,0,0,0,2,4.3,10.5,0,0,50,21,3.1,3.1
2022,7,Patrick Ricard,RB,BAL,0,0,0,0,0,2,12.5,10,0,0,50,20,3,3
2022,7,Marquez Callaway,WR,NO,0,0,0,0,0,6,12.2,10,0,0,50,20,3,3
2022,7,DJ Turner,WR,LV,0,0,0,6.7,0,0,0,0,0,0,0,20,3,3
2022,7,Rex Burkhead,RB,HOU,0,0,0,4,0,6,14.6,2.2,0,0,0,19,2.9,2.9
2022,7,Tyquan Thornton,WR,NE,0,0,0,0,0,5,17.9,19,0,0,100,19,2.9,2.9
2022,7,David Sills,WR,NYG,0,0,0,0,0,1,3.3,19,0,0,100,19,2.9,2.9
2022,7,KJ Hamler,WR,DEN,0,0,0,14,0,4,8.7,4,0,0,0,18,2.8,2.8
2022,7,Ko Kieft,TE,TB,0,0,0,0,0,1,2,18,0,0,100,18,2.8,2.8
2022,7,Chase Edmonds,RB,MIA,0,0,0,2.4,0,2,5.7,0,0,0,0,17,2.7,2.7
2022,7,Isaiah Likely,TE,BAL,0,0,0,0,0,1,6.2,16,0,0,100,16,2.6,2.6
2022,7,Harrison Bryant,TE,CLE,0,0,0,0,0,2,7.4,7.5,0,0,50,15,2.5,2.5
2022,7,Tom Kennedy,WR,DET,0,0,0,0,0,3,11.5,7,0,0,50,14,2.4,2.4
2022,7,N'Keal Harry,WR,CHI,0,0,0,0,0,1,4.8,14,0,0,100,14,2.4,2.4
2022,7,Kendall Hinton,WR,DEN,0,0,0,0,0,1,2.2,14,0,0,100,14,2.4,2.4
2022,7,Daniel Bellinger,TE,NYG,0,0,0,0,0,1,3.3,13,0,0,100,13,2.3,2.3
2022,7,Cam Sims,WR,WAS,0,0,0,0,0,2,6.1,12,0,0,100,12,2.2,2.2
2022,7,Hunter Henry,TE,NE,0,0,0,0,0,2,7.1,12,0,0,100,12,2.2,2.2
2022,7,Keenan Allen,WR,LAC,0,0,0,0,0,2,3.9,5.5,0,0,50,11,2.1,2.1
2022,7,Noah Gray,TE,KC,0,0,0,0,0,1,2.8,10,0,0,100,10,2,2
2022,7,Kyle Pitts,TE,ATL,0,0,0,0,0,5,38.5,3,0,0,33.3,9,1.9,1.9
2022,7,Jody Fortson,TE,KC,0,0,0,0,0,2,5.6,8,0,0,100,8,1.8,1.8
2022,7,JaMycal Hasty,RB,JAC,0,0,0,6,0,0,0,0,0,0,0,6,1.6,1.6
2022,7,Jared Goff,QB,DET,80.8,2,0,4,0,0,0,0,0,0,0,232,1.52,1.52
2022,7,Mitchell Wilcox,TE,CIN,0,0,0,0,0,2,4.8,7,0,0,0,14,1.4,1.4
2022,7,Jelani Woods,TE,IND,0,0,0,0,0,2,4.5,4,0,0,100,4,1.4,1.4
2022,7,Deon Jackson,RB,IND,0,0,0,1.5,0,0,0,0,0,0,0,3,1.3,1.3
2022,7,Sony Michel,RB,LAC,0,0,0,2.5,0,3,5.9,8,0,0,0,13,1.3,1.3
2022,7,DK Metcalf,WR,SEA,0,0,0,0,0,2,7.4,12,0,0,0,12,1.2,1.2
2022,7,Damien Harris,RB,NE,0,0,0,2.7,0,2,7.1,2,0,0,0,10,1,1
2022,7,Ty Johnson,RB,NYJ,0,0,0,3,0,1,3.8,6,0,0,0,9,0.9,0.9
2022,7,Drake London,WR,ATL,0,0,0,0,0,1,7.7,9,0,0,0,9,0.9,0.9
2022,7,Laviska Shenault,WR,CAR,0,0,0,0,0,1,4.5,8,0,0,0,8,0.8,0.8
2022,7,Kyle Rudolph,TE,TB,0,0,0,0,0,1,2,8,0,0,0,8,0.8,0.8
2022,7,Samaje Perine,RB,CIN,0,0,0,0,0,2,4.8,4,0,0,0,8,0.8,0.8
2022,7,Trestan Ebner,RB,CHI,0,0,0,2.7,0,0,0,0,0,0,0,8,0.8,0.8
2022,7,Brock Purdy,QB,SF,44.4,2,0,1,0,0,0,0,0,0,0,67,0.74,0.74
2022,7,Noah Fant,TE,SEA,0,0,0,0,0,3,11.1,7,0,0,0,7,0.7,0.7
2022,7,Ameer Abdullah,RB,LV,0,0,0,0,0,2,7.4,3.5,0,0,0,7,0.7,0.7
2022,7,David Bell,WR,CLE,0,0,0,0,0,1,3.7,7,0,0,0,7,0.7,0.7
2022,7,Tim Jones,WR,JAC,0,0,0,0,0,1,2.3,7,0,0,0,7,0.7,0.7
2022,7,Jake Ferguson,TE,DAL,0,0,0,0,0,1,4,7,0,0,0,7,0.7,0.7
2022,7,Justice Hill,RB,BAL,0,0,0,5.2,0,0,0,0,0,0,0,26,0.6,0.6
2022,7,Kylen Granson,TE,IND,0,0,0,0,0,1,2.3,6,0,0,0,6,0.6,0.6
2022,7,Connor Heyward,RB,PIT,0,0,0,0,0,1,2.3,6,0,0,0,6,0.6,0.6
2022,7,Scott Miller,WR,TB,0,0,0,0,0,2,4.1,3,0,0,0,6,0.6,0.6
2022,7,Kenyan Drake,RB,BAL,0,0,0,0.5,0,1,6.2,0,0,0,0,5,0.5,0.5
2022,7,Hassan Haskins,RB,TEN,0,0,0,0,0,1,5,5,0,0,0,5,0.5,0.5
2022,7,CJ Uzomah,TE,NYJ,0,0,0,0,0,2,7.7,5,0,0,0,5,0.5,0.5
2022,7,Jason Moore,WR,LAC,0,0,0,0,0,2,3.9,5,0,0,0,5,0.5,0.5
2022,7,Ryan Griffin,TE,CHI,0,0,0,0,0,1,4.8,5,0,0,0,5,0.5,0.5
2022,7,Amari Rodgers,WR,GB,0,0,0,0,0,3,8.6,7,0,0,50,14,0.4,0.4
2022,7,JD McKissic,RB,WAS,0,0,0,4,0,2,6.1,0,0,0,0,4,0.4,0.4
2022,7,Denzel Mims,WR,NYJ,0,0,0,0,0,2,7.7,4,0,0,0,4,0.4,0.4
2022,7,Dax Milne,WR,WAS,0,0,0,0,0,1,3,4,0,0,0,4,0.4,0.4
2022,7,Samori Toure,WR,GB,0,0,0,0,0,1,2.9,4,0,0,0,4,0.4,0.4
2022,7,D'Wayne Eskridge,WR,SEA,0,0,0,4,0,1,3.7,0,0,0,0,4,0.4,0.4
2022,7,Tyrion Davis-Price,RB,SF,0,0,0,2,0,2,4.3,0,0,0,0,4,0.4,0.4
2022,7,Dontrell Hilliard,RB,TEN,0,0,0,4,0,2,10,0,0,0,0,4,0.4,0.4
2022,7,Jonnu Smith,TE,NE,0,0,0,0,0,3,10.7,4,0,0,0,4,0.4,0.4
2022,7,Amon-Ra St Brown,WR,DET,0,0,0,0,0,1,3.8,4,0,0,0,4,0.4,0.4
2022,7,Avery Williams,RB,ATL,0,0,0,4,0,1,7.7,0,0,0,0,4,0.4,0.4
2022,7,Mason Kinsey,WR,TEN,0,0,0,0,0,1,5,3,0,0,0,3,0.3,0.3
2022,7,KaVontae Turpin,WR,DAL,0,0,0,3,0,0,0,0,0,0,0,3,0.3,0.3
2022,7,Ian Thomas,TE,CAR,0,0,0,0,0,1,4.5,3,0,0,0,3,0.3,0.3
2022,7,Justin Jackson,RB,DET,0,0,0,0.7,0,0,0,0,0,0,0,2,0.2,0.2
2022,7,Montrell Washington,WR,DEN,0,0,0,2,0,0,0,0,0,0,0,2,0.2,0.2
2022,7,Zamir White,RB,LV,0,0,0,2,0,0,0,0,0,0,0,2,0.2,0.2
2022,7,Richie James,WR,NYG,0,0,0,0,0,2,6.7,2,0,0,0,2,0.2,0.2
2022,7,Jaelon Darden,WR,TB,0,0,0,0,0,1,2,1,0,0,0,1,0.1,0.1
2022,7,Chad Henne,QB,KC,0,0,0,-1,0,0,0,0,0,0,0,-3,0,0
2022,7,Robbie Anderson,WR,ARI,0,0,0,0,0,1,3.4,0,0,0,0,0,0,0
